code,tribe,plant_species,potential_pollinator,common_name,scientific_name,source,source_id,rf_classification,original_contribution,s3_trait_name,s3_trait_value
Ag,Cosmelieae,Andersonia grandiflora,Bird,New-Holland Honeyeater,Phylidonyris novaehollandiae,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Ah,Cosmelieae,Andersonia heterophylla,Insect,Bee,Leioproctus macmillani,Houston (2000),Houston_2000,TRUE,FALSE,,
Am,Cosmelieae,Andersonia micrantha,Insect,Fly,Unknown,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Ase,Cosmelieae,Andersonia setifolia,Bird,White-Cheeked Honeyeater,Phylidonyris higra,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Asp,Cosmelieae,Andersonia sprengeloides,Insect,Butterfly,Unknown,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Asp,Cosmelieae,Andersonia sprengeloides,Insect,Moth,Unknown,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Cru,Cosmelieae,Cosmelia rubra,Bird,Brown-Headed Honeyeater,Melithreptus brevirostris,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Cru,Cosmelieae,Cosmelia rubra,Bird,New Holland Honeyeater,Phylidonyris novaehollandiae,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Euryglossa sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Exoneura sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Homalictus niveifrons/megastigmus,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Lasioglossum (Chilalictus) sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Lasioglossum (Ctenonomia) sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Lasioglossum (Parasphecodes) sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Lasioglossum (Parasphecodes) sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Leioproctus (Leioproctus) sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Si,Cosmelieae,Spengelia incarnata,Insect,Bee,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Sp,Cosmelieae,Spengelia propinqua,Insect,Bee,Lasioglossum (Chilalictus) sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Sp,Cosmelieae,Spengelia propinqua,Insect,Bee,Lasioglossum (Parasphecodes) sp.,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Sp,Cosmelieae,Spengelia propinqua,Insect,Fly,Syriphidae,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Sp,Cosmelieae,Spengelia propinqua,Insect,Honeybee,Apis mellifera,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Ec,Epacrideae,Epacris corymbifolia,Insect,Butterfly,Graphium macleayanus,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Ec,Epacrideae,Epacris corymbifolia,Insect,Butterfly,Graphium macleayanus,Johnson and McQuillan (2011),Johnson_2011,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Exoneura sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Homalictus niveifrons/megastigmus,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Lasioglossum (Chilalictus) sp.,Bernhardt (1986),Bernhardt_1986,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Lasioglossum (Ctenonomia) sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Leioproctus (Leioproctus) sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Bee,Unknown,KAJ (Nov 2009),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Beetle,Chauliognathus sp.,KAJ (Sep 2007),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Beetle,Unknown,KAJ (Sep 2007),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Bumblebee,Bombus terrestris,KAJ (Oct 2009),Johnson_2013,FALSE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Bumblebee,Bombus terrestris,KAJ (Sep 2008),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Butterfly,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,Crescent Honeyeater,Phylidonyris pyrrhoptera,Paton and Ford (1977),Paton_1977,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,Eastern spinebill,Acanthorhynchus tenuirostris,KAJ (May 2007),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Bird,Eastern spinebill,Acanthorhynchus tenuirostris,Paton and Ford (1977),Paton_1977,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,Eastern spinebill,Acanthorhynchus tenuirostris,Thomas (1980),Thomas_1980,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Fly,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Insect,Honeybee,Apis mellifera,KAJ (Oct 2009),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Insect,Honeybee,Apis mellifera,KAJ (Sep 2008),Johnson_2013,TRUE,TRUE,,
Ei,Epacrideae,Epacris impressa,Bird,New Holland honeyeater,Phylidonyris novaehollandiae,Ford et al. (1979),Ford_1979,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,New Holland honeyeater,Phylidonyris novaehollandiae,Paton and Ford (1977),Paton_1977,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,Unknown,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,White-plumed honeyeater,Lichenostomus penicillatus,Paton and Ford (1977),Paton_1977,TRUE,FALSE,,
Ei,Epacrideae,Epacris impressa,Bird,Yellow-throated honeyeater,Lichenostomus flavicollis,KAJ (Apr 2011),Johnson_2013,TRUE,TRUE,,
El,Epacrideae,Epacris lanuginosa,Insect,Bee,Exoneura sp.,Hingston (1999),Hingston_1999,TRUE,FALSE,,
El,Epacrideae,Epacris lanuginosa,Insect,Bee,Exoneura sp.,KAJ (Oct 2009),Johnson_2013,TRUE,TRUE,,
El,Epacrideae,Epacris lanuginosa,Insect,Bee,Lasioglossum (Ctenonomia),Hingston (1999),Hingston_1999,TRUE,FALSE,,
El,Epacrideae,Epacris lanuginosa,Insect,Bee,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
El,Epacrideae,Epacris lanuginosa,Insect,Butterfly,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
El,Epacrideae,Epacris lanuginosa,Insect,Fly,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
El,Epacrideae,Epacris lanuginosa,Insect,Honeybee,Apis mellifera,KAJ (Oct 2009),Johnson_2013,FALSE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Bee,Exoneura sp.,KAJ (Oct 2007),Johnson_2013,TRUE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Bee,Lasioglossum sp.,KAJ (Oct 2007),Johnson_2013,TRUE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Bumblebee,Bombus terrestris,Johnson et al. (2010),Johnson_2010,FALSE,FALSE,,
Em,Epacrideae,Epacris marginata,Insect,Bumblebee,Bombus terrestris,KAJ (Oct 2007),Johnson_2013,TRUE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Fly,Stratiomyidae,KAJ (Oct 2007),Johnson_2013,TRUE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Fly,Tachinidae,KAJ (Oct 2007),Johnson_2013,TRUE,TRUE,,
Em,Epacrideae,Epacris marginata,Insect,Honeybee,Apis mellifera,KAJ (Oct 2007),Johnson_2013,FALSE,TRUE,,
Ep,Epacrideae,Epacris paludosa,Insect,Butterfly,Lycaenidae (blues),Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Epe,Epacrideae,Epacris petrophila,Insect,Butterfly,Lycaenidae (blues),Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Beetle,Chauliognathus sp.,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Beetle,Elateridae,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Butterfly,Graphium macleayanus,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Butterfly,Lycaenidae (blues),Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Fly,Unknown,Hingston and McQuillan (2000),Hingston_2000,TRUE,FALSE,,
Es,Epacrideae,Epacris serpyllifolia,Insect,Fly,Unknown,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Est,Epacrideae,Epacris stuartii,Insect,Fly,Calliphora hilli,Keith and Ilowski (1999),Keith_1999,TRUE,FALSE,,
Est,Epacrideae,Epacris stuartii,Insect,Fly,Calliphora sp.,Keith and Ilowski (1999),Keith_1999,TRUE,FALSE,,
Lsp,Epacrideae,Leucopogon spp.,Insect,Bee,Lasioglossum (Chilalictus) sp.,Bernhardt (1986),Bernhardt_1986,TRUE,FALSE,,
Lsp,Epacrideae,Leucopogon spp.,Insect,Bee,Leioproctus sp.,Bernhardt (1986),Bernhardt_1986,TRUE,FALSE,,
Lci,Epacrideae,Lysinema ciliatum,Insect,Moth,Unknown,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Lel,Epacrideae,Lysinema elegans,Insect,Moth,Unknown,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Lf,Epacrideae,Lysinema fimbriatum,Insect,Butterfly,Pollanisus viridipulverulenta,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Np,Oligarrhenieae,Needhamiella pumilio,Insect,Moth,Pollanisus viridipulverulenta,Keighery (1996),Keighery_1996,TRUE,FALSE,,
Pc,Priontoeae,Prionotes cerinthoides,Insect,Bumblebee,Bombus terrestris,Johnson et al. (2010),Johnson_2010,FALSE,FALSE,,
Pc,Priontoeae,Prionotes cerinthoides,Bird,Crescent honeyeater,Phylidonyris pyrrhoptera,Johnson et al. (2010),Johnson_2010,TRUE,FALSE,,
Pc,Priontoeae,Prionotes cerinthoides,Bird,Eastern spinebill,Acanthorhynchus tenuirostris,Johnson et al. (2010),Johnson_2010,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,"""Eucymatoge"" gobiata",Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,"""Hydriomena"" deltoidata",Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,"""Hydriomena"" rixata",Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,"""Leucania"" toroneura",Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Declana junctilinea,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Eudonia sabulosella,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Graphania sequens,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Orocrambus flexuosellus,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Pasiphila biolineolata,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Pasiphila sp. near dryas,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Rictonis comma,Primack (1983),Primack_1983,TRUE,FALSE,,
Da,Richeeae,Dracophyllum acerosum,Insect,Moth,Scoparia submarginalis,Primack (1983),Primack_1983,TRUE,FALSE,,
Dac,Richeeae,Dracophyllum acicularifolium,Insect,Beetle,Dasytes sp.,Heine (1935),Heine_1935,TRUE,FALSE,,
Dl,Richeeae,Dracophyllum longifolium,Inset,Moth,Xanthorhoe umbrosa,Thomson (1926),Thomson_1926,TRUE,FALSE,,
Dl,Richeeae,Dracophyllum longifolium,Bird,Unknown,Unknown,Thomson (1926),Thomson_1926,TRUE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Bee,Apis melifera,Corbett (1995),Corbett_1995,TRUE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Beetle,Chauliognathus sp.,Corbett (1995),Corbett_1995,TRUE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Beetle,Chauliognathus tricolor,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Beetle,Elateridae,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Beetle,Hypatallus sp.,Corbett (1995),Corbett_1995,TRUE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Bug,Lygaeidae,Corbett (1995),Corbett_1995,FALSE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Butterfly,Graphium macleayanus,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Fly,Calliphora sp.,Corbett (1995),Corbett_1995,FALSE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Fly,Calliphoridae,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Fly,Pelecorhynchidae,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Fly,Tabanidae,Corbett (1995),Corbett_1995,FALSE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Fly,Tachinidae,KAJ (Jan 2009),Johnson_2013,TRUE,TRUE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Grasshopper,Russalpia albertisi,Corbett (1995),Corbett_1995,FALSE,FALSE,,
Dm,Richeeae,Dracophyllum minimum,Insect,Beetle,Sessinia sublineata,Corbett (1995),Corbett_1995,FALSE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Beetle,Unknown,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Fly,Avibrissia isolata,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Fly,Neotachina sp.,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Fly,Veluta albicineta,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Moth,Dasyuris anceps,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Moth,Notoreas anthracias,Primack (1983),Primack_1983,TRUE,FALSE,,
Dp,Richeeae,Dracophyllum pronum,Insect,Moth,Plagiomya turbidum,Primack (1983),Primack_1983,TRUE,FALSE,,
Dra,Richeeae,Dracophyllum ramosum,Insect,Beetle,Unknown,Kato and Kawakita (2004),Kato_2004,TRUE,FALSE,,
Dra,Richeeae,Dracophyllum ramosum,Insect,Moth,Unknown,Kato and Kawakita (2004),Kato_2004,TRUE,FALSE,,
Dr,Richeeae,Dracophyllum rosmarinifolium,Insect,Beetle,Platyomida caudata,Heine (1935),Heine_1935,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,"""Eucymatoge"" gobiata",Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,"""Hydriomena"" deltoidata",Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,"""Hydriomena"" rixata",Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,"""Leucania"" toroneura",Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Declana junctilinea,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Eudonia sabulosella,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Graphania sequens,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Orocrambus flexuosellus,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Pasiphila biolineolata,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Pasiphila sp. near dryas,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Rictonis comma,Primack (1983),Primack_1983,TRUE,FALSE,,
Du,Richeeae,Dracophyllum uniflorum,Insect,Moth,Scoparia submarginalis,Primack (1983),Primack_1983,TRUE,FALSE,,
Dv,Richeeae,Dracophyllum verticillatum,Insect,Honeybee,Apis mellifera,Kato and Kawakita (2004),Kato_2004,FALSE,FALSE,,
Ra,Richeeae,Richea acerosa,Insect,Bee,Exoneura sp.,KAJ (Jan 2010),Johnson_2013,TRUE,TRUE,,
Ra,Richeeae,Richea acerosa,Insect,Bee,Lasioglossum parasephecodes,KAJ (Jan 2010),Johnson_2013,TRUE,TRUE,,
Ra,Richeeae,Richea acerosa,Insect,Fly,Calliphoridae,KAJ (Jan 2010),Johnson_2013,TRUE,TRUE,,
Ra,Richeeae,Richea acerosa,Insect,Fly,Syrphidae,KAJ (Jan 2010),Johnson_2013,TRUE,TRUE,,
Ra,Richeeae,Richea acerosa,Insect,Fly,Tabanidae,KAJ (Jan 2010),Johnson_2013,TRUE,TRUE,,
Ra,Richeeae,Richea acerosa,Insect,Honeybee,Apis mellifera,KAJ (Jan 2010),Johnson_2013,FALSE,TRUE,,
Rc,Richeeae,Richea contentinalis,Insect,Bee,Exoneura,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rc,Richeeae,Richea contentinalis,Insect,Bee,Hylaeus,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rc,Richeeae,Richea contentinalis,Insect,Bee,Lasioglossum,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rc,Richeeae,Richea contentinalis,Insect,Bee,Leioproctus,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rc,Richeeae,Richea contentinalis,Insect,Fly,Calliphora,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rc,Richeeae,Richea contentinalis,Insect,Fly,Scaptia,Green and Osborne (1994),Green_1994,TRUE,FALSE,,
Rd,Richeeae,Richea dracophylla,Insect,Bee,Leioproctus sp.,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rd,Richeeae,Richea dracophylla,Bird,Crescent honeyeater,Phylidonyris pyrrhoptera,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rd,Richeeae,Richea dracophylla,Insect,Fly,Syrphidae,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rd,Richeeae,Richea dracophylla,Insect,Wasp,Ichneumonidae,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rd,Richeeae,Richea dracophylla,Bird,Yellow wattlebird,Anthocaera paradoxa,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rm,Richeeae,Richea milliganii,Insect,Bee,Exoneura sp.,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rm,Richeeae,Richea milliganii,Insect,Bee,Lasioglossum parasephecodes,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rm,Richeeae,Richea milliganii,Insect,Fly,Syrphidae,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rm,Richeeae,Richea milliganii,Insect,Honeybee,Apis mellifera,KAJ (Oct-Nov 2009),Johnson_2013,FALSE,TRUE,,
Rm,Richeeae,Richea milliganii,Insect,Wasp,Heteropelma sp.,KAJ (Oct-Nov 2009),Johnson_2013,TRUE,TRUE,,
Rp,Richeeae,Richea pandanifolia,Insect,Bee,Exoneura sp.,"KAJ (Dec 2009, Jan 2010)",Johnson_2013,TRUE,TRUE,,
