species,entity_type,individual_code,leaf_replicate,live_or_dead,Species,Sampled,individual,date,location_name,SWC,Po (MPa),YTLP (MPa),RWCTLP ,e (MPa),CFT (MPa-1),CTLP (MPa-1),CFT* (mol m-2 MPa-1),Leaf dry mass(g),Leaf area (cm2),LMA (gm-2),P88 (Mpa),MS (%),MT (%),ML (%),Moisture_content - Flaming,Moisture_content - Non-flaming,Leaf area (cm2) Flaming,Leaf area (cm2) Non-flaming,Time to ignition (s) Flaming ,Time to ignition (s) Non-flaming,Combustion time (s)Flaming,Combustion time (s) Non-flaming,est. dry mass (g),mass after rehy (g),mass when burned (g),leaf water potential (MPa),time to smoke (s),flame (y/n),time to flame (s),flame duration (s),time to ash (s)
Eucalyptus moluccana,individual,mol_9,4,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,114.24141737297751,,59.5,,15.328,,55.278999999999996,1.1435697308400188,2.529,2.45,-0.681,9.995999999999999,no,,,70.607
Eucalyptus moluccana,individual,mol_9,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,112.54038279332836,,60.221,,16.694,,44.251000000000005,1.1574271052254919,2.463,2.46,-0.065,9.73,no,,,60.945
Eucalyptus moluccana,individual,mol_9,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,130.88529812134468,,78.174,,16.393,,52.147000000000006,1.5024776493897083,3.491,3.469,-0.117,10.596,no,,,68.54
Eucalyptus moluccana,individual,mol_9,15,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,129.5498576229525,,69.789,,16.493999999999996,,55.245999999999995,1.3413208058083037,,3.079,-1.44,10.529999999999998,no,,,71.74
Eucalyptus moluccana,individual,mol_9,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,155.91430019930837,,74.127,,18.326999999999998,,76.007,1.4246956880332449,,3.646,-2.43,11.562000000000001,no,,,94.334
Eucalyptus moluccana,individual,mol_9,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,157.43978775492639,,89.452,,15.526,,72.90700000000001,1.7192369674470818,,4.426,-1.69,11.528000000000002,no,,,88.433
Eucalyptus moluccana,individual,mol_9,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,160.9600785538764,,59.754,,19.759,,61.30999999999999,1.1484515243128484,3.077,2.997,-1.04,12.062,no,,,81.06899999999999
Eucalyptus moluccana,individual,mol_9,19,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,170.31537797444406,,64.442,,16.793,,61.276999999999994,,1.2385532873074367,3.425,3.348,-1.05,12.527999999999999,yes,20.758000000000003,19.959999999999994,78.07
Eucalyptus moluccana,individual,mol_9,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,167.48601457243518,,58.763,,18.724999999999998,,83.036,1.129404841905076,3.152,3.021,-1.92,12.128,no,,,101.761
Eucalyptus moluccana,individual,mol_9,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,154.15818052337997,,53.922,,14.728,,63.409,,1.0363624710311847,2.723,2.634,-1.61,10.595999999999998,yes,17.993000000000002,18.226999999999997,78.137
Eucalyptus moluccana,individual,mol_9,22,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,176.41768400397558,,69.118,,17.826,,96.064,1.3284244143899229,3.806,3.672,-1.84,11.495000000000001,no,,,113.88999999999999
Eucalyptus moluccana,individual,mol_9,29,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,61.828046680633676,,75.662,,12.760999999999997,,40.855000000000004,1.4541978651229834,2.6581,2.3533,-3.35,8.229999999999999,no,,,53.616
Eucalyptus moluccana,individual,mol_9,30,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,68.55958303966194,,75.153,,12.725000000000001,,45.916,1.4444150585179822,2.7864,2.4347,-3.49,7.694000000000003,no,,,58.641
Eucalyptus moluccana,individual,mol_9,35,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,89.21336299167906,,68.341,,14.561999999999998,,65.41300000000001,1.3134907390813062,2.9033,2.4853,-3.8,9.562999999999999,no,,,79.97500000000001
Eucalyptus moluccana,individual,mol_9,36,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,69.22746580477511,,52.12,,10.213000000000001,,50.797999999999995,1.0017286448971727,2.0221,1.6952,-4.47,6.780999999999999,no,,,61.010999999999996
Eucalyptus moluccana,individual,mol_9,37,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,81.60237942,,63.12,,10.755,,50.080999999999996,1.2131448976575123,2.611,2.2031,-4.02,7.688999999999998,no,,,60.836
Eucalyptus moluccana,individual,mol_9,1,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,10.592029116403417,,69.3,,6.264000000000003,,50.748,1.3319223923901395,3.049,1.473,,1.6330000000000027,no,,,57.012
Eucalyptus moluccana,individual,mol_9,7,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,24.42092428445997,,64.943,,6.497,,55.245999999999995,1.2481823366377032,3.165,1.553,,1.6660000000000004,no,,,61.742999999999995
Eucalyptus moluccana,individual,mol_9,8,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,9.762901796219117,,89.448,,3.0390000000000015,,40.611999999999995,,1.7191600888097143,4.005,1.887,,1.9990000000000023,yes,3.0660000000000025,9.334999999999997,43.650999999999996
Eucalyptus moluccana,individual,mol_9,10,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,15.535829674386372,,61.471,,5.631,,32.955,1.1814516794028032,2.83,1.365,,2.1990000000000016,no,,,38.586
Eucalyptus moluccana,individual,mol_9,25,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,-5.44347922,,58.602,,6.296000000000001,,36.522000000000006,1.1263104767510383,,1.065,,2.4320000000000004,no,,,42.818000000000005
Eucalyptus moluccana,individual,mol_9,26,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,20.56168107488932,,72.028,,8.596,,36.551,1.384353623074704,,1.669,,4.198,no,,,45.147000000000006
Eucalyptus moluccana,individual,mol_9,27,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,39.299798435108556,,70.631,,10.295000000000002,,38.986,1.3575037589741408,,1.891,,5.364000000000001,no,,,49.281
Eucalyptus moluccana,individual,mol_9,28,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,30.611163461612044,,52.902,,9.062,,41.952000000000005,1.0167584185024987,,1.328,,4.996999999999998,no,,,51.014
Eucalyptus sideroxylon,individual,sid_5,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,115.39960891199708,,15.472,,11.28,,19.6,0.22655565739646982,0.489,0.488,-0.1,7.447999999999999,no,,,30.880000000000003
Eucalyptus sideroxylon,individual,sid_5,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,64.58338580481558,,10.415,,7.873000000000001,,18.159,0.15250628049277618,0.312,0.251,-4.1,5.189999999999998,no,,,26.032
Eucalyptus sideroxylon,individual,sid_5,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,34.56293610109931,,10.81,,5.407000000000002,,15.360999999999999,0.15829024408323675,0.309,0.213,-5.6,2.6750000000000007,no,,,20.768
Eucalyptus sideroxylon,individual,sid_5,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,125.96706802809916,,11.152,,12.154,,18.394,0.16329813154636966,0.374,0.369,-0.5,8.289000000000001,no,,,30.548
Eucalyptus sideroxylon,individual,sid_6,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,127.23971833104359,,23.832,,11.679999999999998,,29.656,0.34897068427305256,0.793,0.793,-0.1,7.8149999999999995,no,,,41.336
Eucalyptus sideroxylon,individual,sid_6,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,79.82962265601698,,28.596,,8.772000000000002,,28.372999999999994,0.41872967805774636,0.965,0.753,-4.8,2.849,no,,,37.144999999999996
Eucalyptus sideroxylon,individual,sid_6,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,121.11940421251575,,26.808,,11.679,,28.763999999999996,0.3925480909697882,0.868,0.868,-0.1,7.554999999999998,no,,,40.443
Eucalyptus sideroxylon,individual,sid_6,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,73.68504639188792,,27.681,,8.106,,27.090000000000003,0.405331383,0.822,0.704,-3.4,4.607000000000001,no,,,35.196000000000005
Eucalyptus sideroxylon,individual,sid_6,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,91.32631887042162,,28.591,,9.038999999999998,,31.322000000000006,0.41865646332875317,0.985,0.801,-4.5,5.997,no,,,40.361000000000004
Eucalyptus sideroxylon,individual,sid_6,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,124.52174808239351,,23.938,,13.145999999999997,,29.139,0.35052283652770777,0.788,0.787,-0.1,8.780999999999999,no,,,42.285
Eucalyptus sideroxylon,individual,sid_6,16,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,129.23743910224803,,24.667,,12.338000000000001,,31.171,0.3611975440149122,0.832,0.828,-0.3,8.639,no,,,43.509
Eucalyptus sideroxylon,individual,sid_6,17,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,127.19731093758782,,28.225,,11.447000000000001,,33.221,0.41329714516645305,0.94,0.939,-0.2,8.548,no,,,44.668
Eucalyptus sideroxylon,individual,sid_6,18,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,114.26831594842459,,25.211,,12.82,,29.256,0.36916330652936924,0.793,0.791,-0.2,8.346999999999998,no,,,42.076
Eucalyptus sideroxylon,individual,sid_6,19,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,134.5353764185643,,22.188,,12.787000000000003,,26.782,0.3248976813800978,0.769,0.762,-0.5,8.722000000000001,no,,,39.569
Eucalyptus sideroxylon,individual,sid_6,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,122.98241209993495,,24.042,,12.046,,27.297999999999995,0.3520457028907658,0.799,0.785,-1,8.081000000000003,no,,,39.343999999999994
Eucalyptus sideroxylon,individual,sid_6,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,115.96604954217587,,24.412,,12.370999999999999,,27.139000000000006,0.35746359283626045,0.797,0.772,-1.5,7.7719999999999985,no,,,39.510000000000005
Eucalyptus sideroxylon,individual,sid_6,22,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,112.80717890959777,,24.293,,11.503999999999998,,26.324000000000005,0.35572108228622296,0.78,0.757,-1.5,7.538999999999998,no,,,37.828
Eucalyptus sideroxylon,individual,sid_6,23,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,107.34164956949695,,24.077,,11.072000000000001,,26.990000000000002,0.352558206,0.761,0.731,-1.9,7.540000000000001,no,,,38.062000000000005
Eucalyptus sideroxylon,individual,sid_6,24,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,107.91452049557424,,30.35,,10.871,,31.695999999999998,0.4444134049885509,0.986,0.924,-2.7,7.039,no,,,42.567
Eucalyptus sideroxylon,individual,sid_6,25,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,12.646,,27.131,,,0.851,0.847,-0.3,7.814,yes,12.98,14,39.777
Eucalyptus sideroxylon,individual,sid_6,1,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,74.87960297758647,,30.616,,8.754999999999999,,27.257,0.4483084285709876,0.987,0.784,,5.523,no,,,36.012
Eucalyptus sideroxylon,individual,sid_6,2,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,62.056826689366694,,25.116,,7.530000000000001,,28.388999999999996,0.367772227,0.787,0.596,,3.8019999999999996,no,,,35.919
Eucalyptus sideroxylon,individual,sid_6,3,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,75.74886460637418,,45.658,,9.596000000000004,,30.98899999999999,0.6685676192740447,1.485,1.175,,5.698,no,,,40.584999999999994
Eucalyptus sideroxylon,individual,sid_6,4,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,58.573875972342705,,21.361,,7.064,,24.548999999999996,,0.3127879652046272,0.648,0.496,,4.364999999999998,yes,7.796999999999997,5.523,31.612999999999996
Eucalyptus sideroxylon,individual,sid_6,5,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,67.45841431,,23.531,,7.795999999999999,,23.659,0.3445631575876636,0.75,0.577,,4.73,no,,,31.455
Eucalyptus tereticornis,individual,ter_1,1,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,145.59652618774697,,47.309,,9.081,,24.657,0.4279376489212066,1.229,1.051,-2.48,5.549000000000003,no,,,33.738
Eucalyptus tereticornis,individual,ter_1,3,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,146.64195146898444,,39.399,,8.839,,22.992000000000004,0.35638706017558225,1.014,0.879,-2.64,5.340999999999999,no,,,31.831000000000003
Eucalyptus tereticornis,individual,ter_1,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,146.4974054040409,,37.673,,9.020999999999999,,27.724000000000004,0.3407743779790023,0.968,0.84,-2.35,5.247999999999999,no,,,36.745000000000005
Eucalyptus tereticornis,individual,ter_5,1a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,168.89490570361133,,49.418,,11.268,,18.359,0.4470147907245596,1.202,1.202,-0.08,7.302999999999997,no,,,29.627000000000002
Eucalyptus tereticornis,individual,ter_5,2a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,194.4470408131519,,30.637,,10.862,,22.058999999999997,0.27712963178251515,0.818,0.816,-0.12,7.83,no,,,32.921
Eucalyptus tereticornis,individual,ter_5,3a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,11.030000000000001,,25.857,,1.281,1.277,-0.15,7.364999999999998,no,,,36.887
Eucalyptus tereticornis,individual,ter_5,4a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,162.23531465158507,,40.218,,9.629000000000001,,21.025000000000002,0.36379539547048323,0.959,0.954,-0.18,6.795999999999999,no,,,30.654000000000003
Eucalyptus tereticornis,individual,ter_5,4b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,120.7289313399123,,40.268,,7.760999999999999,,21.96,0.3642476747925162,0.83,0.804,-0.84,4.198,no,,,29.721
Eucalyptus tereticornis,individual,ter_5,5a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,172.1620363,,41.432,,9.764,,22.826000000000004,0.374776737,1.026,1.02,-0.24,6.864999999999998,no,,,32.59
Eucalyptus tereticornis,individual,ter_5,5b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,129.36503934733827,,39.523,,7.563000000000002,,21.025999999999996,0.3575087128942242,0.846,0.82,-0.83,4.865000000000002,no,,,28.589
Eucalyptus tereticornis,individual,ter_5,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,167.57348542376764,,44.167,,9.530000000000001,,20.825999999999997,0.3995164163246514,1.086,1.069,-0.48,6.031000000000002,no,,,30.355999999999998
Eucalyptus tereticornis,individual,ter_5,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,120.83871160406309,,34.391,,8.997000000000002,,15.860999999999995,0.3110867632807546,0.756,0.687,-1.75,5.5649999999999995,no,,,24.857999999999997
Eucalyptus tereticornis,individual,ter_5,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,111.65138285233651,,23.348,,7.731,,14.594000000000003,0.21119635221654087,0.511,0.447,,4.532,no,,,22.325000000000003
Eucalyptus tereticornis,individual,ter_5,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,140.79837595089884,,32.229,,8.697,,20.192999999999998,0.2915302053960466,0.799,0.702,-1.95,5.9979999999999976,no,,,28.889999999999997
Eucalyptus tereticornis,individual,ter_5,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,181.12993385665646,,27.684,,10.763000000000002,,19.658999999999995,0.25041801502324473,0.714,0.704,-0.4,7.497,no,,,30.421999999999997
Eucalyptus tereticornis,individual,ter_8,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,176.41983401839371,,46.113,,9.061,,22.192999999999998,,0.4171191275381767,1.2,1.153,-1.1,6.228999999999999,yes,9.460999999999999,4.231999999999999,31.253999999999998
Eucalyptus tereticornis,individual,ter_8,7a,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,168.3906215598151,,47.163,,8.029,,20.26,,0.42661699330087016,1.245,1.145,-2.08,5.030999999999999,yes,8.695,2.032,28.289
Eucalyptus tereticornis,individual,ter_8,7b,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,166.8876210040086,,60.021,,8.397000000000002,,,,0.5429251437548827,1.511,1.449,-1.26,5.298000000000002,yes,9.163,2.9319999999999986,
Eucalyptus tereticornis,individual,ter_8,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,149.68761693691567,,39.494,,8.762,,15.262,,0.357246391,0.956,0.892,-1.87,5.231000000000002,yes,8.762,1.9320000000000022,24.024
Eucalyptus tereticornis,individual,ter_8,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,203.95375102983547,,54.011,,9.895,,24.857000000000003,0.4885611692465132,1.486,1.485,-0.1,6.596,no,,,34.752
Eucalyptus tereticornis,individual,ter_8,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,,,,,9.761999999999997,,33.22099999999999,,1.575,1.573,-0.07,6.73,no,,,42.98299999999999
Eucalyptus tereticornis,individual,ter_8,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,216.1280943453262,,60.184,,10.396,,27.891000000000005,0.5443995743447103,1.735,1.721,-0.27,6.030999999999999,no,,,38.287000000000006
Eucalyptus tereticornis,individual,ter_8,12,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,192.31267354455917,,50.073,,9.330000000000005,,29.255000000000003,0.45293964984319224,1.336,1.324,-0.41,5.6640000000000015,no,,,38.58500000000001
Eucalyptus tereticornis,individual,ter_8,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,219.1183048140648,,57.784,,10.794,,37.054,0.5226901668871251,1.691,1.668,-0.36,6.763000000000002,no,,,47.848000000000006
Eucalyptus tereticornis,individual,ter_8,14,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,171.02897281668706,,41.646,,8.596000000000002,,23.925999999999995,0.37671249290774633,1.051,1.021,-1.18,5.497999999999999,no,,,32.522
Eucalyptus tereticornis,individual,ter_8,20,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,173.8506559194089,,47.353,,9.697,,21.858000000000004,0.4283356547245957,1.271,1.173,-2.39,5.698,no,,,31.555000000000003
Eucalyptus tereticornis,individual,ter_8,21,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,136.49506119190355,,34.919,,8.030000000000001,,20.226000000000003,,0.31586283292142325,0.829,0.747,-2.6,4.631,yes,,,28.256000000000004
Eucalyptus tereticornis,individual,ter_8,22,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,177.79873088402164,,43.377,,8.421999999999999,,26.590000000000003,0.39237040303652965,1.189,1.09,-2.5,5.430999999999999,no,,,35.012
Eucalyptus tereticornis,individual,ter_10,5,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,112.73489996796684,,43.6,,6.663999999999994,,15.728000000000002,,0.39438756881279696,0.903,0.839,-1.75,4.397999999999996,yes,7.430999999999997,2.7989999999999995,22.391999999999996
Eucalyptus tereticornis,individual,ter_10,6,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,145.50233143582943,,66.24,,8.497,,21.058,0.5991796458293501,1.545,1.471,-1.23,5.564,no,,,29.555
Eucalyptus tereticornis,individual,ter_10,7,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,94.58829025725521,,40.678,,6.996000000000002,,13.196000000000002,0.367956365,0.812,0.716,-1.93,4.698,no,,,20.192000000000004
Eucalyptus tereticornis,individual,ter_10,8,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,202.44880135681439,,80.451,,9.164000000000001,,33.785999999999994,0.7277264747375762,2.239,2.201,-0.58,4.9979999999999976,no,,,42.949999999999996
Eucalyptus tereticornis,individual,ter_10,9,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,194.4854891585067,,81.688,,8.898,,48.147000000000006,0.7389158651646733,2.24,2.176,-1.21,5.698,no,,,57.045
Eucalyptus tereticornis,individual,ter_10,10,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,187.63514128754719,,73.064,,7.764000000000001,,33.919999999999995,,0.6609067277004173,2.082,1.901,-1.9,4.5649999999999995,yes,7.764000000000001,3.363999999999997,41.684
Eucalyptus tereticornis,individual,ter_10,11,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,184.4482556036774,,78.663,,9.728999999999996,,22.992000000000008,0.7115529661816753,2.163,2.024,-1.73,5.930999999999997,no,,,32.721000000000004
Eucalyptus tereticornis,individual,ter_10,12,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,170.0003339481906,,78.655,,7.961999999999996,,27.024,,0.711480601,2.03,1.921,-1.53,4.830999999999996,yes,8.927999999999997,4.064999999999998,34.986
Eucalyptus tereticornis,individual,ter_10,13,live,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,151.4228581922833,,67.89,,7.8629999999999995,,28.057000000000002,0.614104863,1.743,1.544,-2.01,5.097000000000001,no,,,35.92
Eucalyptus tereticornis,individual,ter_8,16,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,51.18106233270547,,42.705,,3.7979999999999983,,18.926,0.3862917689484058,,0.584,,1.532,no,,,22.723999999999997
Eucalyptus tereticornis,individual,ter_8,17,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,40.16460403764604,,48.822,,4.265000000000001,,21.458000000000002,0.44162362120592596,,0.619,,1.3989999999999974,no,,,25.723000000000003
Eucalyptus tereticornis,individual,ter_8,18,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,45.122710657122525,,47.154,,2.965,,20.491,0.4265355830229043,,0.619,,0.8659999999999997,no,,,23.456
Eucalyptus tereticornis,individual,ter_8,19,dead,,,,,Hawkesbury Institute for the Environment,,,,,,,,,,,,,,,,,38.67080745919623,,41.296,,4.265999999999998,,20.557000000000002,0.3735465376535152,,0.518,,1.533999999999999,no,,,24.823
