Taxon,trait value,trait,units,primary_source_id,metadata_id
Lachnagrostis preissii,0.45,maximum height,m,78,81
Paraneurachne muelleri,0.45,maximum height,m,78,81
Paspalidium rarum,0.45,maximum height,m,78,81
Rytidosperma australe,0.45,maximum height,m,78,81
Rytidosperma geniculatum,0.45,maximum height,m,78,81
Rytidosperma monticola,0.45,maximum height,m,78,81
Rytidosperma oreophilum,0.45,maximum height,m,78,81
Rytidosperma popinensis,0.45,maximum height,m,78,81
Rytidosperma semiannulare,0.45,maximum height,m,78,81
Scrotochloa tararaensis,0.45,maximum height,m,78,81
Uranthoecium truncatum,0.45,maximum height,m,78,81
Eriachne melicacea,0.455,maximum height,m,78,81
Eriachne humilis,0.46,maximum height,m,78,81
Poa annua,0.46,maximum height,m,78,81
Eriachne aristidea,0.47,maximum height,m,78,81
Enneapogon polyphyllus,0.48,maximum height,m,78,81
Austrostipa echinata,0.5,maximum height,m,78,81
Austrostipa nivicola,0.5,maximum height,m,78,81
Austrostipa nullanulla,0.5,maximum height,m,78,81
Austrostipa tuckeri,0.5,maximum height,m,78,81
Cynochloris macivorii,0.5,maximum height,m,78,81
Digitaria stenostachya,0.5,maximum height,m,78,81
Digitaria veldkampiana,0.5,maximum height,m,78,81
Dimeria ornithopoda,0.5,maximum height,m,78,81
Echinopogon mckiei,0.5,maximum height,m,78,81
Echinopogon ovatus,0.5,maximum height,m,78,81
Ectrosia ovata,0.5,maximum height,m,78,81
Eragrostis capitula,0.5,maximum height,m,78,81
Eragrostis hirticaulis,0.5,maximum height,m,78,81
Eragrostis lanicaulis,0.5,maximum height,m,78,81
Eragrostis olida,0.5,maximum height,m,78,81
Eragrostis xerophila,0.5,maximum height,m,78,81
Eriachne armittii,0.5,maximum height,m,78,81
Eriachne capillaris,0.5,maximum height,m,78,81
Eriachne fastigiata,0.5,maximum height,m,78,81
Eriachne flaccida,0.5,maximum height,m,78,81
Hierochloe fraseri,0.5,maximum height,m,78,81
Neurachne munroi,0.5,maximum height,m,78,81
Oplismenus mollis,0.5,maximum height,m,78,81
Oxychloris scariosa,0.5,maximum height,m,78,81
Paspalidium retiglume,0.5,maximum height,m,78,81
Pheidochloa gracilis,0.5,maximum height,m,78,81
Poa hookeri,0.5,maximum height,m,78,81
Poa umbricola,0.5,maximum height,m,78,81
Pogonatherum crinitum,0.5,maximum height,m,78,81
Polypogon tenellus,0.5,maximum height,m,78,81
Pseudoraphis paradoxa,0.5,maximum height,m,78,81
Pseudoraphis spinescens,0.5,maximum height,m,78,81
Rytidosperma carphoides,0.5,maximum height,m,78,81
Scrotochloa urceolata,0.5,maximum height,m,78,81
Sporobolus virginicus,0.5,maximum height,m,78,81
Triodia aeria,0.5,maximum height,m,78,81
Urochloa whiteana,0.5,maximum height,m,78,81
Xerochloa barbata,0.5,maximum height,m,78,81
Rytidosperma diemenicum,0.53,maximum height,m,78,81
Deyeuxia breviglumis,0.54,maximum height,m,78,81
Deyeuxia carinata,0.55,maximum height,m,78,81
Digitaria nematostachya,0.55,maximum height,m,78,81
Ectrosia gulliveri,0.55,maximum height,m,78,81
Enneapogon nigricans,0.55,maximum height,m,78,81
Eragrostis basedowii,0.55,maximum height,m,78,81
Eragrostis dielsii,0.55,maximum height,m,78,81
Paspalidium reflexum,0.55,maximum height,m,78,81
Tripogon loliiformis,0.55,maximum height,m,78,81
Austrostipa exilis,0.6,maximum height,m,78,81
Austrostipa mundula,0.6,maximum height,m,78,81
Austrostipa plumigera,0.6,maximum height,m,78,81
Austrostipa pycnostachya,0.6,maximum height,m,78,81
Austrostipa scabra,0.6,maximum height,m,78,81
Austrostipa scabra subsp. falcata,0.6,maximum height,m,78,81
Austrostipa scabra subsp. Scabra,0.6,maximum height,m,78,81
Austrostipa trichophylla,0.6,maximum height,m,78,81
Bothriochloa ewartiana,0.6,maximum height,m,78,81
Brachyachne convergens,0.6,maximum height,m,78,81
Brachyachne tenella,0.6,maximum height,m,78,81
Chamaeraphis hordeacea,0.6,maximum height,m,78,81
Chloris divaricata,0.6,maximum height,m,78,81
Chloris divaricata var. cynodontoides,0.6,maximum height,m,78,81
Chloris divaricata var. divaricata,0.6,maximum height,m,78,81
Cleistochloa subjuncea,0.6,maximum height,m,78,81
Cyrtococcum oxyphyllum,0.6,maximum height,m,78,81
Deyeuxia lawrencei,0.6,maximum height,m,78,81
Digitaria ammophila,0.6,maximum height,m,78,81
Digitaria breviglumis,0.6,maximum height,m,78,81
Digitaria divaricatissima,0.6,maximum height,m,78,81
Digitaria hubbardii,0.6,maximum height,m,78,81
Digitaria imbricata,0.6,maximum height,m,78,81
Digitaria longiflora,0.6,maximum height,m,78,81
Distichlis distichophylla,0.6,maximum height,m,78,81
Ectrosia anomala,0.6,maximum height,m,78,81
Elytrophorus spicatus,0.6,maximum height,m,78,81
Enneapogon virens,0.6,maximum height,m,78,81
Entolasia marginata,0.6,maximum height,m,78,81
Eragrostiella bifaria,0.6,maximum height,m,78,81
Eragrostiella bifaria var. bifaria,0.6,maximum height,m,78,81
Eragrostis brownii,0.6,maximum height,m,78,81
Eragrostis desertorum,0.6,maximum height,m,78,81
Eragrostis eriopoda,0.6,maximum height,m,78,81
Eragrostis falcata,0.6,maximum height,m,78,81
Eragrostis lacunaria,0.6,maximum height,m,78,81
Eragrostis microcarpa,0.6,maximum height,m,78,81
Eragrostis setifolia,0.6,maximum height,m,78,81
Eragrostis stenostachya,0.6,maximum height,m,78,81
Eremochloa muricata,0.6,maximum height,m,78,81
Eriachne filiformis,0.6,maximum height,m,78,81
Lachnagrostis drummondiana,0.6,maximum height,m,78,81
Lepturus repens,0.6,maximum height,m,78,81
Mnesithea formosa,0.6,maximum height,m,78,81
Oplismenus burmannii,0.6,maximum height,m,78,81
Ottochloa gracillima,0.6,maximum height,m,78,81
Paractaenum novae-hollandiae,0.6,maximum height,m,78,81
Paractaenum novae-hollandiae subsp. novae-hollandiae,0.6,maximum height,m,78,81
Paractaenum novae-hollandiae subsp. reversum,0.6,maximum height,m,78,81
Paspalidium constrictum,0.6,maximum height,m,78,81
Paspalidium criniforme,0.6,maximum height,m,78,81
Paspalidium tabulatum,0.6,maximum height,m,78,81
Plinthanthesis rodwayi,0.6,maximum height,m,78,81
Rytidosperma gracile,0.6,maximum height,m,78,81
Rytidosperma racemosum,0.6,maximum height,m,78,81
Rytidosperma racemosum var. obtusatum,0.6,maximum height,m,78,81
Setaria surgens,0.6,maximum height,m,78,81
Sporobolus lenticularis,0.6,maximum height,m,78,81
Tetrarrhena acuminata,0.6,maximum height,m,78,81
Tetrarrhena turfosa,0.6,maximum height,m,78,81
Thinopyrum distichum,0.6,maximum height,m,78,81
Thyridolepis mitchelliana,0.6,maximum height,m,78,81
Triodia aristiglumis,0.6,maximum height,m,78,81
Triodia biflora,0.6,maximum height,m,78,81
Triodia fitzgeraldii,0.6,maximum height,m,78,81
Urochloa atrisola,0.6,maximum height,m,78,81
Urochloa kurzii,0.6,maximum height,m,78,81
Urochloa piligera,0.6,maximum height,m,78,81
Urochloa polyphylla,0.6,maximum height,m,78,81
Urochloa praetervisa,0.6,maximum height,m,78,81
Urochloa pubigera,0.6,maximum height,m,78,81
Urochloa reptans,0.6,maximum height,m,78,81
Urochloa subquadripara,0.6,maximum height,m,78,81
Whiteochloa semitonsa,0.6,maximum height,m,78,81
Yakirra nulla,0.6,maximum height,m,78,81
Digitaria diminuta,0.65,maximum height,m,78,81
Eriachne tenuiculmis,0.65,maximum height,m,78,81
Lachnagrostis aemula,0.65,maximum height,m,78,81
Lachnagrostis punicea,0.65,maximum height,m,78,81
Lachnagrostis punicea subsp. filifolia,0.65,maximum height,m,78,81
Trisetum spicatum,0.65,maximum height,m,78,81
Trisetum spicatum subsp. australiense,0.65,maximum height,m,78,81
Enneapogon lindleyanus,0.66,maximum height,m,78,81
Heterachne gulliveri,0.66,maximum height,m,78,81
Heterachne gulliveri var. gulliveri,0.66,maximum height,m,78,81
Heterachne gulliveri var. major,0.66,maximum height,m,78,81
Eriachne avenacea,0.68,maximum height,m,78,81
Austrostipa compressa,0.7,maximum height,m,78,81
Cenchrus basedowii,0.7,maximum height,m,78,81
Deyeuxia angustifolia,0.7,maximum height,m,78,81
Deyeuxia nudiflora,0.7,maximum height,m,78,81
Deyeuxia rodwayi,0.7,maximum height,m,78,81
Dichanthium tenue,0.7,maximum height,m,78,81
Digitaria papposa,0.7,maximum height,m,78,81
Echinopogon phleoides,0.7,maximum height,m,78,81
Enneapogon gracilis,0.7,maximum height,m,78,81
Enneapogon intermedius,0.7,maximum height,m,78,81
Eragrostis sororia,0.7,maximum height,m,78,81
Eriochloa australiensis,0.7,maximum height,m,78,81
Hierochloe submutica,0.7,maximum height,m,78,81
Lachnagrostis adamsonii,0.7,maximum height,m,78,81
Monachather paradoxus,0.7,maximum height,m,78,81
Panicum simile,0.7,maximum height,m,78,81
Paspalidium albovillosum,0.7,maximum height,m,78,81
Paspalidium basicladum,0.7,maximum height,m,78,81
Paspalidium caespitosum,0.7,maximum height,m,78,81
Paspalidium distans,0.7,maximum height,m,78,81
Pentapogon quadrifidus,0.7,maximum height,m,78,81
Pentapogon quadrifidus var. parviflorus,0.7,maximum height,m,78,81
Pentapogon quadrifidus var. quadrifidus,0.7,maximum height,m,78,81
Rytidosperma auriculatum,0.7,maximum height,m,78,81
Rytidosperma erianthum,0.7,maximum height,m,78,81
Rytidosperma lepidopodum,0.7,maximum height,m,78,81
Rytidosperma occidentale,0.7,maximum height,m,78,81
Rytidosperma pilosum,0.7,maximum height,m,78,81
Sporobolus mitchellii,0.7,maximum height,m,78,81
Tetrarrhena laevis,0.7,maximum height,m,78,81
Thyridolepis xerophila,0.7,maximum height,m,78,81
Triodia lanata,0.7,maximum height,m,78,81
Triodia rigidissima,0.7,maximum height,m,78,81
Urochloa holosericea,0.7,maximum height,m,78,81
Urochloa holosericea subsp. holosericea,0.7,maximum height,m,78,81
Urochloa holosericea subsp. velutina,0.7,maximum height,m,78,81
Walwhalleya subxerophila,0.7,maximum height,m,78,81
Eragrostis unioloides,0.72,maximum height,m,78,81
Austrostipa nitida,0.75,maximum height,m,78,81
Chloris pectinata,0.75,maximum height,m,78,81
Deyeuxia inaequalis,0.75,maximum height,m,78,81
Enneapogon purpurascens,0.75,maximum height,m,78,81
Eragrostis laniflora,0.75,maximum height,m,78,81
Eriachne rara,0.75,maximum height,m,78,81
Lachnagrostis billardierei,0.75,maximum height,m,78,81
Lachnagrostis billardierei subsp. billardierei,0.75,maximum height,m,78,81
Lachnagrostis billardierei subsp. tenuiseta,0.75,maximum height,m,78,81
Lachnagrostis robusta,0.75,maximum height,m,78,81
Microlaena stipoides,0.75,maximum height,m,78,81
Microlaena stipoides var. breviseta,0.75,maximum height,m,78,81
Microlaena stipoides var. stipoides,0.75,maximum height,m,78,81
Poa billardierei,0.75,maximum height,m,78,81
Poa clelandii,0.75,maximum height,m,78,81
Poa homomalla,0.75,maximum height,m,78,81
Poa rodwayi,0.75,maximum height,m,78,81
Rytidosperma clelandii,0.75,maximum height,m,78,81
Rytidosperma longifolium,0.75,maximum height,m,78,81
Rytidosperma penicillatum,0.75,maximum height,m,78,81
Schizachyrium fragile,0.75,maximum height,m,78,81
Sporobolus caroli,0.75,maximum height,m,78,81
Xerochloa imberbis,0.75,maximum height,m,78,81
Yakirra pauciflora,0.75,maximum height,m,78,81
Eragrostis kennedyae,0.76,maximum height,m,78,81
Puccinellia stricta,0.78,maximum height,m,78,81
Austrostipa campylachne,0.8,maximum height,m,78,81
Austrostipa centralis,0.8,maximum height,m,78,81
Austrostipa puberula,0.8,maximum height,m,78,81
Austrostipa setacea,0.8,maximum height,m,78,81
Austrostipa variabilis,0.8,maximum height,m,78,81
Dichelachne hirtella,0.8,maximum height,m,78,81
Dichelachne parva,0.8,maximum height,m,78,81
Digitaria fumida,0.8,maximum height,m,78,81
Digitaria setigera,0.8,maximum height,m,78,81
Entolasia stricta,0.8,maximum height,m,78,81
Eragrostis longipedicellata,0.8,maximum height,m,78,81
Eragrostis pubescens,0.8,maximum height,m,78,81
Eragrostis trachycarpa,0.8,maximum height,m,78,81
Eremochloa bimaculata,0.8,maximum height,m,78,81
Eriachne basedowii,0.8,maximum height,m,78,81
Eriachne insularis,0.8,maximum height,m,78,81
Eriachne mucronata,0.8,maximum height,m,78,81
Eriachne sulcata,0.8,maximum height,m,78,81
Garnotia stricta,0.8,maximum height,m,78,81
Garnotia stricta var. longiseta,0.8,maximum height,m,78,81
Lachnagrostis filiformis,0.8,maximum height,m,78,81
Lachnagrostis scabra,0.8,maximum height,m,78,81
Lachnagrostis scabra subsp. curviseta,0.8,maximum height,m,78,81
Panicum bisulcatum,0.8,maximum height,m,78,81
Panicum buncei,0.8,maximum height,m,78,81
Panicum decompositum,0.8,maximum height,m,78,81
Panicum decompositum var. decompositum,0.8,maximum height,m,78,81
Panicum decompositum var. tenuius,0.8,maximum height,m,78,81
Panicum distachyum var. trichophorum,0.8,maximum height,m,78,81
Panicum queenslandicum,0.8,maximum height,m,78,81
Panicum queenslandicum var. acuminatum,0.8,maximum height,m,78,81
Panicum queenslandicum var. queenslandicum,0.8,maximum height,m,78,81
Paspalidium gausum,0.8,maximum height,m,78,81
Paspalidium globoideum,0.8,maximum height,m,78,81
Plinthanthesis urvillei,0.8,maximum height,m,78,81
Poa sieberiana,0.8,maximum height,m,78,81
Poa sieberiana var. cyanophylla,0.8,maximum height,m,78,81
Poa sieberiana var. hirtella,0.8,maximum height,m,78,81
Poa sieberiana var. sieberiana,0.8,maximum height,m,78,81
Rytidosperma bipartitum,0.8,maximum height,m,78,81
Setaria apiculata,0.8,maximum height,m,78,81
Spathia neurosa,0.8,maximum height,m,78,81
Sporobolus actinocladus,0.8,maximum height,m,78,81
Triodia concinna,0.8,maximum height,m,78,81
Yakirra majuscula,0.8,maximum height,m,78,81
Yakirra websteri,0.8,maximum height,m,78,81
Austrostipa pilata,0.85,maximum height,m,78,81
Eragrostis leptocarpa,0.85,maximum height,m,78,81
Eragrostis spartinoides,0.85,maximum height,m,78,81
Enneapogon pallidus,0.88,maximum height,m,78,81
Austrostipa macalpinei,0.9,maximum height,m,78,81
Chloris pumilio,0.9,maximum height,m,78,81
Cleistochloa sclerachne,0.9,maximum height,m,78,81
Deyeuxia appressa,0.9,maximum height,m,78,81
Deyeuxia apsleyensis,0.9,maximum height,m,78,81
Deyeuxia densa,0.9,maximum height,m,78,81
Deyeuxia scaberula,0.9,maximum height,m,78,81
Dichelachne sieberiana,0.9,maximum height,m,78,81
Digitaria baileyi,0.9,maximum height,m,78,81
Digitaria basaltica,0.9,maximum height,m,78,81
Digitaria parviflora,0.9,maximum height,m,78,81
Digitaria ramularis,0.9,maximum height,m,78,81
Digitaria sharpeana,0.9,maximum height,m,78,81
Echinochloa lacunaria,0.9,maximum height,m,78,81
Ectrosia lasioclada,0.9,maximum height,m,78,81
Ectrosia leporina,0.9,maximum height,m,78,81
Eragrostis elongata,0.9,maximum height,m,78,81
Eragrostis fallax,0.9,maximum height,m,78,81
Eragrostis lanipes,0.9,maximum height,m,78,81
Eragrostis sterilis,0.9,maximum height,m,78,81
Eriachne benthamii,0.9,maximum height,m,78,81
Eriachne squarrosa,0.9,maximum height,m,78,81
Festuca benthamiana,0.9,maximum height,m,78,81
Germainia capitata,0.9,maximum height,m,78,81
Isachne globosa,0.9,maximum height,m,78,81
Lepturus xerophilus,0.9,maximum height,m,78,81
Oryza rufipogon,0.9,maximum height,m,78,81
Paspalidium aversum,0.9,maximum height,m,78,81
Paspalidium gracile,0.9,maximum height,m,78,81
Paspalidium udum,0.9,maximum height,m,78,81
Poa crassicaudex,0.9,maximum height,m,78,81
Poa drummondiana,0.9,maximum height,m,78,81
Poa induta,0.9,maximum height,m,78,81
Poa lowanensis,0.9,maximum height,m,78,81
Poa poiformis,0.9,maximum height,m,78,81
Poa poiformis var. poiformis,0.9,maximum height,m,78,81
Poa poiformis var. ramifer,0.9,maximum height,m,78,81
Rytidosperma caespitosum,0.9,maximum height,m,78,81
Rytidosperma tenuius,0.9,maximum height,m,78,81
Sacciolepis myosuroides,0.9,maximum height,m,78,81
Urochloa foliosa,0.9,maximum height,m,78,81
Dichelachne micrantha,0.95,maximum height,m,78,81
Echinopogon intermedius,0.95,maximum height,m,78,81
Eremochloa ciliaris,0.95,maximum height,m,78,81
Poa morrisii,0.95,maximum height,m,78,81
Eragrostis tenellula,0.96,maximum height,m,78,81
Austrostipa aquarii,1,maximum height,m,78,81
Austrostipa bigeniculata,1,maximum height,m,78,81
Austrostipa blackii,1,maximum height,m,78,81
Austrostipa blakei,1,maximum height,m,78,81
Austrostipa crinita,1,maximum height,m,78,81
Austrostipa dongicola,1,maximum height,m,78,81
Austrostipa drummondii,1,maximum height,m,78,81
Austrostipa eremophila,1,maximum height,m,78,81
Austrostipa feresetacea,1,maximum height,m,78,81
Austrostipa hemipogon,1,maximum height,m,78,81
Austrostipa juncifolia,1,maximum height,m,78,81
Austrostipa juncifolia subsp. Southern,1,maximum height,m,78,81
Austrostipa metatoris,1,maximum height,m,78,81
Austrostipa muelleri,1,maximum height,m,78,81
Austrostipa multispiculis,1,maximum height,m,78,81
Austrostipa nodosa,1,maximum height,m,78,81
Austrostipa nullarborensis,1,maximum height,m,78,81
Austrostipa oligostachya,1,maximum height,m,78,81
Austrostipa petraea,1,maximum height,m,78,81
Austrostipa semibarbata,1,maximum height,m,78,81
Austrostipa tenuifolia,1,maximum height,m,78,81
Austrostipa verticillata,1,maximum height,m,78,81
Austrostipa wakoolica,1,maximum height,m,78,81
Centotheca lappacea,1,maximum height,m,78,81
Centotheca philippinensis,1,maximum height,m,78,81
Deyeuxia acuminata,1,maximum height,m,78,81
Deyeuxia decipiens,1,maximum height,m,78,81
Digitaria brownii,1,maximum height,m,78,81
Digitaria leucostachya,1,maximum height,m,78,81
Dimeria chloridiformis,1,maximum height,m,78,81
Elionurus citreus,1,maximum height,m,78,81
Enteropogon acicularis,1,maximum height,m,78,81
Enteropogon dolichostachyus,1,maximum height,m,78,81
Enteropogon ramosus,1,maximum height,m,78,81
Eragrostis cumingii,1,maximum height,m,78,81
Eragrostis leptostachya,1,maximum height,m,78,81
Eragrostis rigidiuscula,1,maximum height,m,78,81
Eriachne stipacea,1,maximum height,m,78,81
Eriochloa crebra,1,maximum height,m,78,81
Germainia grandiflora,1,maximum height,m,78,81
Glyceria drummondii,1,maximum height,m,78,81
Heteropogon contortus,1,maximum height,m,78,81
Hierochloe rariflora,1,maximum height,m,78,81
Hierochloe redolens,1,maximum height,m,78,81
Ischaemum rugosum,1,maximum height,m,78,81
Ischaemum rugosum var. rugosum,1,maximum height,m,78,81
Ischaemum rugosum var. segetum,1,maximum height,m,78,81
Leptaspis banksii,1,maximum height,m,78,81
Lophatherum gracile,1,maximum height,m,78,81
Microlaena tasmanica,1,maximum height,m,78,81
Microlaena tasmanica var. subalpina,1,maximum height,m,78,81
Microlaena tasmanica var. tasmanica,1,maximum height,m,78,81
Notochloe microdon,1,maximum height,m,78,81
Panicum effusum,1,maximum height,m,78,81
Paspalidium flavidum,1,maximum height,m,78,81
Plinthanthesis paradoxa,1,maximum height,m,78,81
Poa cheelii,1,maximum height,m,78,81
Poa jugicola,1,maximum height,m,78,81
Poa meionectes,1,maximum height,m,78,81
Poa phillipsiana,1,maximum height,m,78,81
Sacciolepis indica,1,maximum height,m,78,81
Setaria paspalidioides,1,maximum height,m,78,81
Sporobolus elongatus,1,maximum height,m,78,81
Sporobolus sessilis,1,maximum height,m,78,81
Triodia bunicola,1,maximum height,m,78,81
Triodia claytonii,1,maximum height,m,78,81
Triodia desertorum,1,maximum height,m,78,81
Triodia lanigera,1,maximum height,m,78,81
Triodia scariosa,1,maximum height,m,78,81
Triodia spicata,1,maximum height,m,78,81
Triodia triaristata,1,maximum height,m,78,81
Triodia vella,1,maximum height,m,78,81
Walwhalleya proluta,1,maximum height,m,78,81
Whiteochloa multiciliata,1,maximum height,m,78,81
Eriachne nervosa,1.05,maximum height,m,78,81
Eriachne pallescens,1.05,maximum height,m,78,81
Eriachne pallescens var. gracilis,1.05,maximum height,m,78,81
Eriachne pallescens var. pallescens,1.05,maximum height,m,78,81
Festuca asperula,1.05,maximum height,m,78,81
Leptochloa neesii,1.05,maximum height,m,78,81
Saxipoa saxicola,1.05,maximum height,m,78,81
Symplectrodia gracilis,1.05,maximum height,m,78,81
Triodia contorta,1.05,maximum height,m,78,81
Whiteochloa capillipes,1.05,maximum height,m,78,81
Enneapogon robustissimus,1.07,maximum height,m,78,81
Austrostipa pubinodis,1.1,maximum height,m,78,81
Deyeuxia contracta,1.1,maximum height,m,78,81
Deyeuxia talariata,1.1,maximum height,m,78,81
Glyceria latispicea,1.1,maximum height,m,78,81
Hemarthria uncinata,1.1,maximum height,m,78,81
Hemarthria uncinata var. spathacea,1.1,maximum height,m,78,81
Hemarthria uncinata var. uncinata,1.1,maximum height,m,78,81
Leptochloa panicea,1.1,maximum height,m,78,81
Leptochloa panicea subsp. brachiata,1.1,maximum height,m,78,81
Poa ensiformis,1.1,maximum height,m,78,81
Pseudopogonatherum contortum,1.1,maximum height,m,78,81
Rytidosperma duttonianum,1.1,maximum height,m,78,81
Whiteochloa airoides,1.1,maximum height,m,78,81
Whiteochloa biciliata,1.1,maximum height,m,78,81
Paspalidium spartellum,1.15,maximum height,m,78,81
Rytidosperma fulvum,1.15,maximum height,m,78,81
Austrostipa curticoma,1.2,maximum height,m,78,81
Austrostipa flavescens,1.2,maximum height,m,78,81
Austrostipa rudis,1.2,maximum height,m,78,81
Austrostipa rudis subsp. australis,1.2,maximum height,m,78,81
Austrostipa rudis subsp. nervosa,1.2,maximum height,m,78,81
Austrostipa stipoides,1.2,maximum height,m,78,81
Chionochloa frigida,1.2,maximum height,m,78,81
Cymbopogon bombycinus,1.2,maximum height,m,78,81
Deyeuxia brachyathera,1.2,maximum height,m,78,81
Deyeuxia imbricata,1.2,maximum height,m,78,81
Deyeuxia mckiei,1.2,maximum height,m,78,81
Deyeuxia mesathera,1.2,maximum height,m,78,81
Deyeuxia microseta,1.2,maximum height,m,78,81
Deyeuxia quadriseta,1.2,maximum height,m,78,81
Deyeuxia reflexa,1.2,maximum height,m,78,81
Dichanthium sericeum subsp. humilius,1.2,maximum height,m,78,81
Dichanthium sericeum subsp. polystachyum,1.2,maximum height,m,78,81
Eragrostis concinna,1.2,maximum height,m,78,81
Eragrostis megalosperma,1.2,maximum height,m,78,81
Eriachne triseta,1.2,maximum height,m,78,81
Eriochloa fatmensis,1.2,maximum height,m,78,81
Eriochloa procera,1.2,maximum height,m,78,81
Ischaemum polystachyum,1.2,maximum height,m,78,81
Panicum laevinode,1.2,maximum height,m,78,81
Paspalidium jubiflorum,1.2,maximum height,m,78,81
Poa affinis,1.2,maximum height,m,78,81
Poa labillardierei,1.2,maximum height,m,78,81
Poa labillardierei var. acris,1.2,maximum height,m,78,81
Poa labillardierei var. labillardierei,1.2,maximum height,m,78,81
Poa porphyroclados,1.2,maximum height,m,78,81
Triodia compacta,1.2,maximum height,m,78,81
Triodia uniaristata,1.2,maximum height,m,78,81
Triodia wiseana,1.2,maximum height,m,78,81
Eragrostis exigua,1.24,maximum height,m,78,81
Dichelachne crinita,1.25,maximum height,m,78,81
Eragrostis potamophila,1.25,maximum height,m,78,81
Eriachne burkittii,1.25,maximum height,m,78,81
Deyeuxia ramosa,1.3,maximum height,m,78,81
Dichelachne rara,1.3,maximum height,m,78,81
Echinochloa turneriana,1.3,maximum height,m,78,81
Eulalia trispicata,1.3,maximum height,m,78,81
Leptochloa decipiens,1.3,maximum height,m,78,81
Leptochloa decipiens subsp. asthenes,1.3,maximum height,m,78,81
Leptochloa decipiens subsp. peacockii,1.3,maximum height,m,78,81
Panicum paludosum,1.3,maximum height,m,78,81
Paspalum longifolium,1.3,maximum height,m,78,81
Setaria oplismenoides,1.3,maximum height,m,78,81
Triodia basedowii,1.3,maximum height,m,78,81
Triodia cunninghamii,1.3,maximum height,m,78,81
Triodia helmsii,1.3,maximum height,m,78,81
Triodia inaequiloba,1.3,maximum height,m,78,81
Triodia inutilis,1.3,maximum height,m,78,81
Triodia latzii,1.3,maximum height,m,78,81
Triodia prona,1.3,maximum height,m,78,81
Triodia racemigera,1.3,maximum height,m,78,81
Deyeuxia monticola,1.35,maximum height,m,78,81
Dichelachne inaequiglumis,1.35,maximum height,m,78,81
Eragrostis parviflora,1.35,maximum height,m,78,81
Austrostipa stuposa,1.4,maximum height,m,78,81
Deyeuxia valida,1.4,maximum height,m,78,81
Eragrostis speciosa,1.4,maximum height,m,78,81
Sporobolus creber,1.4,maximum height,m,78,81
Austrostipa breviglumis,1.5,maximum height,m,78,81
Austrostipa densiflora,1.5,maximum height,m,78,81
Austrostipa gibbosa,1.5,maximum height,m,78,81
Austrostipa mollis,1.5,maximum height,m,78,81
Austrostipa pubescens,1.5,maximum height,m,78,81
Bothriochloa bladhii,1.5,maximum height,m,78,81
Bothriochloa bladhii subsp. bladhii,1.5,maximum height,m,78,81
Bothriochloa erianthoides,1.5,maximum height,m,78,81
Capillipedium parviflorum,1.5,maximum height,m,78,81
Capillipedium spicigerum,1.5,maximum height,m,78,81
Cenchrus brevisetosus,1.5,maximum height,m,78,81
Cenchrus elymoides,1.5,maximum height,m,78,81
Cenchrus elymoides var. elymoides,1.5,maximum height,m,78,81
Chrysopogon pallidus,1.5,maximum height,m,78,81
Cymbopogon queenslandicus,1.5,maximum height,m,78,81
Cymbopogon refractus,1.5,maximum height,m,78,81
Deyeuxia frigida,1.5,maximum height,m,78,81
Deyeuxia pungens,1.5,maximum height,m,78,81
Dichanthium fecundum,1.5,maximum height,m,78,81
Echinochloa dietrichiana,1.5,maximum height,m,78,81
Echinochloa elliptica,1.5,maximum height,m,78,81
Echinochloa inundata,1.5,maximum height,m,78,81
Echinochloa picta,1.5,maximum height,m,78,81
Eragrostis interrupta,1.5,maximum height,m,78,81
Eragrostis schultzii,1.5,maximum height,m,78,81
Eriachne schultziana,1.5,maximum height,m,78,81
Eulalia aurea,1.5,maximum height,m,78,81
Germainia truncatiglumis,1.5,maximum height,m,78,81
Glyceria australis,1.5,maximum height,m,78,81
Ischaemum australe,1.5,maximum height,m,78,81
Ischaemum australe var. arundinaceum,1.5,maximum height,m,78,81
Ischaemum australe var. australe,1.5,maximum height,m,78,81
Ischaemum australe var. villosum,1.5,maximum height,m,78,81
Leersia hexandra,1.5,maximum height,m,78,81
Leptochloa fusca,1.5,maximum height,m,78,81
Leptochloa fusca subsp. fusca,1.5,maximum height,m,78,81
Leptochloa fusca subsp. muelleri,1.5,maximum height,m,78,81
Oplismenus compositus,1.5,maximum height,m,78,81
Paspalidium grandispiculatum,1.5,maximum height,m,78,81
Paspalum scrobiculatum,1.5,maximum height,m,78,81
Pseudopogonatherum irritans,1.5,maximum height,m,78,81
Sporobolus laxus,1.5,maximum height,m,78,81
Sylvipoa queenslandica,1.5,maximum height,m,78,81
Thellungia advena,1.5,maximum height,m,78,81
Triodia brizoides,1.5,maximum height,m,78,81
Triodia bromoides,1.5,maximum height,m,78,81
Triodia bunglensis,1.5,maximum height,m,78,81
Triodia plurinervata,1.5,maximum height,m,78,81
Zygochloa paradoxa,1.5,maximum height,m,78,81
Heteropogon triticeus,1.6,maximum height,m,78,81
Hookerochloa eriopoda,1.6,maximum height,m,78,81
Ischaemum barbatum,1.6,maximum height,m,78,81
Rytidosperma pallidum,1.6,maximum height,m,78,81
Triodia hubbardii,1.6,maximum height,m,78,81
Triodia intermedia,1.6,maximum height,m,78,81
Triodia salina,1.6,maximum height,m,78,81
Triodia bynoei,1.65,maximum height,m,78,81
Festuca muelleri,1.69,maximum height,m,78,81
