date_time,collector,longitude (deg),latitude (deg),elevation (m),locality
NA,L.J. Pollock,142.474,-37.2444,0,I5
2008-12-09T08:13:14Z,L.J. Pollock,142.4209,-37.1919,298,J1
NA,L.J. Pollock,142.4209,-37.1919,0,J2
2008-12-09T08:16:19Z,L.J. Pollock,142.4207,-37.1921,304,J3
2008-12-09T08:18:38Z,L.J. Pollock,142.4213,-37.193,311,J4
2008-12-09T08:23:22Z,L.J. Pollock,142.4209,-37.1933,306,J5
2008-12-09T08:46:27Z,L.J. Pollock,142.4456,-37.1515,431,K1
NA,L.J. Pollock,142.4456,-37.1515,0,K2
2008-12-09T08:50:07Z,L.J. Pollock,142.4468,-37.1518,438,K3
NA,L.J. Pollock,142.4468,-37.1518,0,K4
NA,L.J. Pollock,142.4468,-37.1518,0,K5
2008-12-09T21:55:43Z,L.J. Pollock,142.3458,-37.2428,573,L1
2008-12-10T21:41:28Z,L.J. Pollock,142.5051,-37.1524,485,BARK1
2008-12-10T21:55:40Z,L.J. Pollock,142.5064,-37.1531,498,BARK2
NA,L.J. Pollock,142.5064,-37.1531,0,BARK3
2008-12-10T22:17:56Z,L.J. Pollock,142.5045,-37.1517,486,BARK4
2008-12-11T00:13:40Z,L.J. Pollock,142.4113,-37.1779,251,DC1
2008-12-11T01:11:22Z,L.J. Pollock,142.4409,-37.3032,258,N1
2008-12-11T01:27:08Z,L.J. Pollock,142.4686,-37.332,268,N2
2008-12-11T01:33:37Z,L.J. Pollock,142.4531,-37.3203,270,DC2
2008-12-11T01:51:03Z,L.J. Pollock,142.4351,-37.2942,271,DC3
2008-12-11T02:11:49Z,L.J. Pollock,142.4167,-37.2827,246,DC4
2008-12-11T02:19:10Z,L.J. Pollock,142.4016,-37.2888,250,DC5
2008-12-11T03:22:00Z,L.J. Pollock,142.4269,-37.2731,229,DC6
2008-12-11T03:49:59Z,L.J. Pollock,142.4371,-37.277,230,DC7
2008-12-11T05:21:26Z,L.J. Pollock,142.4497,-37.237,230,DC8
2008-12-11T05:56:08Z,L.J. Pollock,142.4183,-37.1893,251,DC9
2008-12-11T06:09:20Z,L.J. Pollock,142.3943,-37.1769,252,DC10
2008-12-11T06:41:10Z,L.J. Pollock,142.4794,-37.177,686,O1
2008-12-11T07:06:05Z,L.J. Pollock,142.5085,-37.1835,514,DC11
2008-12-12T23:54:02Z,L.J. Pollock,142.5533,-37.2593,345,P1
2009-03-16T04:17:15Z,L.J. Pollock,142.5065,-37.197,1004,ROS1
2009-03-16T05:20:21Z,L.J. Pollock,142.504,-37.1931,925,ROS4
2009-03-16T05:48:13Z,L.J. Pollock,142.503,-37.1908,930,ROS6
2009-03-16T06:02:34Z,L.J. Pollock,142.5,-37.1887,852,ROS7
2009-03-16T07:03:36Z,L.J. Pollock,142.4917,-37.186,747,ROS9
2009-03-17T02:00:00Z,L.J. Pollock,142.4895,-37.1851,0,BLK1
2009-03-17T02:50:00Z,L.J. Pollock,142.4895,-37.1851,0,BLK5
2009-03-17T03:15:00Z,L.J. Pollock,142.4895,-37.1851,0,BLK6
NA,L.J. Pollock,142.4895,-37.1851,0,BLK7
NA,L.J. Pollock,142.4895,-37.1851,0,BLK8
NA,L.J. Pollock,142.4895,-37.1851,0,BLK9
NA,L.J. Pollock,142.4895,-37.1851,0,BLK10
NA,L.J. Pollock,142.4895,-37.1851,0,BLK11
NA,L.J. Pollock,142.4895,-37.1851,0,BLK12-14
NA,L.J. Pollock,142.4895,-37.1851,0,BLK15
2009-02-25T02:03:46Z,L.J. Pollock,142.4419,-37.1446,638,Z1
2009-02-25T02:19:16Z,L.J. Pollock,142.4156,-37.1119,648,Z2
2009-02-25T02:41:13Z,L.J. Pollock,142.4166,-37.1265,462,Z3
2009-02-25T03:11:40Z,L.J. Pollock,142.3666,-37.1275,378,Z4
2009-02-25T03:33:50Z,L.J. Pollock,142.3819,-37.1524,257,Z5
NA,L.J. Pollock,142.3819,-37.1524,250,Z5a
2009-02-25T04:59:12Z,L.J. Pollock,142.3869,-37.1545,259,Z6
2009-02-25T05:22:17Z,L.J. Pollock,142.3895,-37.1575,258,Z7
2009-02-25T05:49:06Z,L.J. Pollock,142.4167,-37.172,266,Z8
2009-02-25T06:10:39Z,L.J. Pollock,142.4183,-37.1737,264,Z9
2009-02-25T22:53:29Z,L.J. Pollock,142.4737,-37.3468,283,Z10
2009-02-25T23:25:27Z,L.J. Pollock,142.4715,-37.3421,283,Z11
2009-02-25T23:52:56Z,L.J. Pollock,142.453,-37.3201,258,Z12
2009-02-25T23:57:36Z,L.J. Pollock,142.45,-37.3178,258,Z13
2009-02-26T00:19:53Z,L.J. Pollock,142.4109,-37.2817,241,Z14
2009-02-26T00:51:42Z,L.J. Pollock,142.4269,-37.2731,235,Z15
NA,L.J. Pollock,142.4269,-37.2731,0,Z16
2009-02-26T01:43:54Z,L.J. Pollock,142.4594,-37.2638,237,Z17
2009-02-26T01:53:44Z,L.J. Pollock,142.4557,-37.2588,236,Z18
2009-02-26T02:07:11Z,L.J. Pollock,142.4559,-37.2498,244,Z19
2009-02-26T02:22:47Z,L.J. Pollock,142.4507,-37.2414,237,Z20a
2009-02-26T02:23:44Z,L.J. Pollock,142.4507,-37.2414,237,Z20
2009-02-26T02:40:53Z,L.J. Pollock,142.4304,-37.2138,232,Z21
2009-02-26T03:12:09Z,L.J. Pollock,142.3731,-37.1826,234,Z22
2009-02-26T03:19:47Z,L.J. Pollock,142.3661,-37.1832,230,Z23
2009-02-26T03:27:03Z,L.J. Pollock,142.3457,-37.1948,222,Z24
2009-02-26T03:37:45Z,L.J. Pollock,142.3398,-37.1733,226,Z25
2009-02-26T03:39:44Z,L.J. Pollock,142.3433,-37.1714,229,Z26
2009-02-26T03:41:42Z,L.J. Pollock,142.3517,-37.1706,234,Z27
2009-02-26T03:43:43Z,L.J. Pollock,142.3609,-37.1748,237,Z28
2009-02-26T03:45:52Z,L.J. Pollock,142.3683,-37.1783,235,Z29
2009-02-26T22:25:44Z,L.J. Pollock,142.5086,-37.3735,331,Z30
2009-02-26T22:39:11Z,L.J. Pollock,142.5164,-37.3726,331,Z31
2009-02-26T23:00:47Z,L.J. Pollock,142.5282,-37.3729,343,Z32
2009-02-26T23:05:32Z,L.J. Pollock,142.5472,-37.3802,363,Z33
2009-02-26T23:25:07Z,L.J. Pollock,142.5731,-37.3644,541,Z34
2009-02-27T00:39:22Z,L.J. Pollock,142.6009,-37.3576,599,Z35
2009-02-27T00:41:53Z,L.J. Pollock,142.6048,-37.3578,601,Z36
2009-02-27T00:44:42Z,L.J. Pollock,142.6084,-37.3578,580,Z37
2009-02-27T00:48:44Z,L.J. Pollock,142.6086,-37.3528,495,Z38
2009-02-27T01:02:21Z,L.J. Pollock,142.6295,-37.3457,430,Z39
2009-02-27T01:07:16Z,L.J. Pollock,142.6335,-37.346,331,Z40
2009-02-27T01:10:25Z,L.J. Pollock,142.6451,-37.34,327,Z41
2008-06-18T23:09:15Z,L.J. Pollock,142.344792,-37.276878,858,GVICA
2009-03-18T01:13:39Z,L.J. Pollock,142.44925,-37.42537,567,Q1
2009-03-18T01:16:50Z,L.J. Pollock,142.43985,-37.42483,368,Q2
2009-03-18T01:26:12Z,L.J. Pollock,142.42605,-37.42813,271,Q3
2009-03-18T01:31:16Z,L.J. Pollock,142.42545,-37.43055,267,Q4
2009-03-18T01:37:27Z,L.J. Pollock,142.42523,-37.4378,308,Q5
2009-03-18T01:43:12Z,L.J. Pollock,142.42518,-37.44115,339,Q6
2009-03-18T01:47:43Z,L.J. Pollock,142.42393,-37.44278,335,Q7
2009-03-18T02:05:23Z,L.J. Pollock,142.42203,-37.44583,320,Q8
2009-03-18T02:25:38Z,L.J. Pollock,142.42147,-37.44802,334,Q9
2009-03-18T02:41:06Z,L.J. Pollock,142.4,-37.47222,306,Q10
2009-03-18T02:48:02Z,L.J. Pollock,142.39085,-37.47837,284,Q11
2009-03-18T02:52:39Z,L.J. Pollock,142.3858,-37.47935,248,Q12
2007-12-10T23:07:31Z,L.J. Pollock,142.515423,-37.258482,899,MTL1
2007-09-28T03:38:16Z,L.J. Pollock,142.532772,-37.296628,416,GRS1
2007-09-28T04:44:22Z,L.J. Pollock,142.449653,-37.424216,385,GRS3
2007-09-28T04:55:27Z,L.J. Pollock,142.424668,-37.426254,338,GRS4
2007-09-28T05:03:43Z,L.J. Pollock,142.407425,-37.424744,242,GRS5
2007-09-29T00:47:08Z,L.J. Pollock,142.444018,-37.151093,428,GRS12
2007-09-29T01:01:32Z,L.J. Pollock,142.436665,-37.168252,290,GRS13
2007-09-29T05:23:01Z,L.J. Pollock,142.524666,-37.090089999999996,261,GRS19
2007-09-29T05:37:29Z,L.J. Pollock,142.477059,-36.986016,230,GRS20
2007-09-29T05:47:33Z,L.J. Pollock,142.462485,-36.956814,193,GRS21
2007-09-29T06:09:37Z,L.J. Pollock,142.410995,-36.891487,233,GRS22
2007-09-29T06:21:30Z,L.J. Pollock,142.384993,-36.87936,215,GRS23
2007-09-29T06:27:06Z,L.J. Pollock,142.383137,-36.889096,0,GRS24
2007-09-29T06:56:05Z,L.J. Pollock,142.37405,-36.901251,240,GRS25
2007-09-28T23:51:40Z,L.J. Pollock,142.503388,-37.151657,439,GPS11
2007-09-29T01:38:10Z,L.J. Pollock,142.42479,-37.173719,255,GPS14
2007-09-29T02:25:31Z,L.J. Pollock,142.394528,-37.176142,220,GPS16
2007-09-29T02:48:54Z,L.J. Pollock,142.41637,-37.245219,223,GPS17
2007-09-28T06:51:23Z,L.J. Pollock,142.561584,-37.261133,692,GPS6
2007-12-10T04:44:16Z,L.J. Pollock,142.400292,-37.490724,532,gftop
NA,L.J. Pollock,NA,NA,NA,MGN5 SM
NA,L.J. Pollock,NA,NA,NA,Site M
NA,L.J. Pollock,NA,NA,NA,LBS1
NA,L.J. Pollock,NA,NA,NA,VV1
NA,L.J. Pollock,NA,NA,NA,HOR
NA,L.J. Pollock,NA,NA,NA,campground
NA,L.J. Pollock,NA,NA,NA,Q13
NA,L.J. Pollock,NA,NA,NA,MT.Will
NA,L.J. Pollock,NA,NA,NA,HEN1
NA,L.J. Pollock,NA,NA,NA,WOND 0.5
NA,L.J. Pollock,NA,NA,NA,WOND
NA,L.J. Pollock,NA,NA,NA,THACK
NA,L.J. Pollock,NA,NA,NA,MGN12
NA,L.J. Pollock,NA,NA,NA,MGN1 SM
NA,L.J. Pollock,NA,NA,NA,HUM10
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,MainRD
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Mt Wil
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Lake1
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Lake2
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Lake3
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Lake4
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,Lake5
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,MT_TH1
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,MT_TH2
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,MT_TH3
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,MtLub_Stop2
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,PIN_0.5
2007-11-30T13:00:00Z,L.J. Pollock,NA,NA,NA,WOND_S3 top of tree
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,NA
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,La... Gh..n
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,"mature, Glenelg RR"
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,V V
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,M Gap
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,M Gappost fire
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,Reeds lookout
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,Glenelg RR
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 21
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 22
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 23
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 24
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 25
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 26
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 27
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,site 28
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,M GapIntermediate
2007-08-31T14:00:00Z,L.J. Pollock,NA,NA,NA,mt zero
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,BOR3
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,HAM1
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,HAM3
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,HAM5
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MOR1
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL1
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL2
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL3
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL4
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT HOL5
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MOR3
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MT WIL
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,HEN7
2008-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,MNT1
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,Mt. Hol
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,Roc1
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,HUM1
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,HUM5
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,HUM6
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,GLEN
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,THAC
2008-06-30T14:00:00Z,L.J. Pollock,NA,NA,NA,HUM
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,ZER6
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,HUM2
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,LSB1
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,THAK1
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,VICB
2008-07-31T14:00:00Z,L.J. Pollock,NA,NA,NA,VICA
2009-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,TOP
2009-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,gold
2009-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,humvaly
2009-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,DX
2009-03-31T13:00:00Z,L.J. Pollock,NA,NA,NA,VVrd
NA,L.J. Pollock,NA,NA,NA,Rosea Ldg
NA,L.J. Pollock,NA,NA,NA,STOP11
NA,L.J. Pollock,NA,NA,NA,MGAP
NA,L.J. Pollock,NA,NA,NA,Glenelg (near canal)
NA,L.J. Pollock,NA,NA,NA,Glenelg
NA,L.J. Pollock,NA,NA,NA,Highway up from rubidas
NA,L.J. Pollock,NA,NA,NA,Stop1
NA,L.J. Pollock,NA,NA,NA,MT. WIL
NA,L.J. Pollock,NA,NA,NA,Phillip's Island Tk
NA,L.J. Pollock,NA,NA,NA,STOP3
NA,L.J. Pollock,NA,NA,NA,Trip1
NA,L.J. Pollock,NA,NA,NA,Mt. Zero
NA,L.J. Pollock,NA,NA,NA,WONDpinnacle
NA,L.J. Pollock,NA,NA,NA,N of LANG
NA,L.J. Pollock,NA,NA,NA,MT ZERO Trip 1
NA,L.J. Pollock,NA,NA,NA,A2 Mt. Abrupt
NA,L.J. Pollock,NA,NA,NA,Black Range
NA,L.J. Pollock,NA,NA,NA,HG
NA,L.J. Pollock,NA,NA,NA,MT Abrupt Stop 2
NA,L.J. Pollock,NA,NA,NA,Griffith(top of N peak serlike)
NA,L.J. Pollock,NA,NA,NA,TBGecotone
NA,L.J. Pollock,NA,NA,NA,THAK
NA,L.J. Pollock,NA,NA,NA,LANG stop2
NA,L.J. Pollock,NA,NA,NA,MT LUB summit
NA,L.J. Pollock,NA,NA,NA,MT LUB
NA,L.J. Pollock,NA,NA,NA,MT DIF
NA,L.J. Pollock,NA,NA,NA,STOP1
NA,L.J. Pollock,NA,NA,NA,STOP20
NA,L.J. Pollock,NA,NA,NA,GOR
NA,L.J. Pollock,NA,NA,NA,Griffith
NA,L.J. Pollock,NA,NA,NA,MT THACK
NA,L.J. Pollock,NA,NA,NA,SITE21
NA,L.J. Pollock,NA,NA,NA,E4ecotone
NA,L.J. Pollock,NA,NA,NA,GlenelgRRT1
NA,L.J. Pollock,NA,NA,NA,Book
NA,L.J. Pollock,NA,NA,NA,S25
NA,L.J. Pollock,NA,NA,NA,MGAPbottom
NA,L.J. Pollock,NA,NA,NA,GORmid
NA,L.J. Pollock,NA,NA,NA,xr
NA,L.J. Pollock,NA,NA,NA,MTHOL
NA,L.J. Pollock,NA,NA,NA,GOR1
NA,L.J. Pollock,NA,NA,NA,MTDIFF
NA,L.J. Pollock,NA,NA,NA,X2
NA,L.J. Pollock,NA,NA,NA,eastWil
NA,L.J. Pollock,NA,NA,NA,SITE 21
NA,L.J. Pollock,NA,NA,NA,GLENELG
NA,L.J. Pollock,NA,NA,NA,ZEROT1
NA,L.J. Pollock,NA,NA,NA,ZERO10
NA,L.J. Pollock,NA,NA,NA,COPR
NA,L.J. Pollock,NA,NA,NA,ZERO
NA,L.J. Pollock,NA,NA,NA,WIL2
NA,L.J. Pollock,NA,NA,NA,ROS
NA,L.J. Pollock,NA,NA,NA,LAKE
NA,L.J. Pollock,NA,NA,NA,MGAP T1
NA,L.J. Pollock,NA,NA,NA,T1
NA,L.J. Pollock,NA,NA,NA,GRIFFITH
NA,L.J. Pollock,NA,NA,NA,HGAP
NA,L.J. Pollock,NA,NA,NA,MTABRUPT
NA,L.J. Pollock,NA,NA,NA,VIC RANGE
NA,L.J. Pollock,NA,NA,NA,VV
NA,L.J. Pollock,NA,NA,NA,MGAP B
