SPECIES,SEED NUMBER,SEED WEIGHT mg,SEED WEIGHT multiplier,notes for edited & omitted values
Banksia asplenifolia,15,27.3,,
Banksia asplenifolia,22,27.4,,
Banksia asplenifolia,57,27.4,,
Banksia asplenifolia,63,27.4,,
Banksia asplenifolia,72,27.5,,
Banksia asplenifolia,43,27.6,,
Banksia asplenifolia,19,27.7,,
Banksia asplenifolia,14,27.8,,
Banksia asplenifolia,54,27.8,,
Banksia asplenifolia,68,28.2,,
Banksia asplenifolia,39,28.3,,
Banksia asplenifolia,75,28.3,,
Banksia asplenifolia,65,28.4,,
Banksia asplenifolia,46,28.6,,
Banksia asplenifolia,2,28.7,,
Banksia asplenifolia,49,29.1,,
Banksia asplenifolia,89,29.1,,
Banksia asplenifolia,60,29.3,,
Banksia asplenifolia,36,29.4,,
Banksia asplenifolia,6,29.8,,
Banksia asplenifolia,61,29.8,,
Banksia asplenifolia,84,30.2,,
Banksia asplenifolia,88,30.2,,
Banksia asplenifolia,32,30.3,,
Banksia asplenifolia,58,30.4,,
Banksia asplenifolia,66,30.4,,
Banksia asplenifolia,76,30.6,,
Banksia asplenifolia,74,30.8,,
Banksia asplenifolia,5,30.9,,
Banksia asplenifolia,59,31.2,,
Banksia asplenifolia,12,31.3,,
Banksia asplenifolia,78,31.6,,
Banksia asplenifolia,80,31.6,,
Banksia asplenifolia,73,31.7,,
Banksia asplenifolia,82,32,,
Banksia asplenifolia,87,32,,
Banksia asplenifolia,83,32.4,,
Banksia asplenifolia,67,32.7,,
Banksia asplenifolia,81,32.7,,
Banksia asplenifolia,71,33.4,,
Banksia asplenifolia,70,33.8,,
Banksia asplenifolia,77,34.2,,
Banksia asplenifolia,69,34.8,,
Banksia asplenifolia,62,35.3,,
Banksia asplenifolia,85,36.4,,
Banksia asplenifolia,93,36.4,,
Banksia asplenifolia,91,36.5,,
Banksia ericifolia,35,5.9,,
Banksia ericifolia,19,11.7,,
Banksia ericifolia,55,12,,
Banksia ericifolia,63,13,,
Banksia ericifolia,90,13.4,,
Banksia ericifolia,30,13.8,,
Banksia ericifolia,96,14,,
Banksia ericifolia,53,14.7,,
Banksia ericifolia,82,14.9,,
Banksia ericifolia,84,15,,
Banksia ericifolia,88,15.3,,
Banksia ericifolia,23,15.5,,
Banksia ericifolia,2,15.9,,
Banksia ericifolia,80,16.2,,
Banksia ericifolia,47,16.3,,
Banksia ericifolia,77,16.3,,
Banksia ericifolia,49,16.5,,
Banksia ericifolia,24,16.7,,
Banksia ericifolia,11,17.4,,
Banksia ericifolia,51,17.5,,
Banksia ericifolia,29,17.6,,
Banksia ericifolia,71,17.7,,
Banksia ericifolia,86,18,,
Banksia ericifolia,32,18.5,,
Banksia ericifolia,100,18.6,,
Banksia ericifolia,93,18.8,,
Banksia ericifolia,81,19.1,,
Banksia ericifolia,68,19.2,,
Banksia ericifolia,46,19.3,,
Banksia ericifolia,52,19.3,,
Banksia ericifolia,39,19.4,,
Banksia ericifolia,75,19.4,,
Banksia ericifolia,83,19.4,,
Banksia ericifolia,95,19.4,,
Banksia ericifolia,98,19.6,,
Banksia ericifolia,65,19.7,,
Banksia ericifolia,78,19.7,,
Banksia ericifolia,94,19.7,,
Banksia ericifolia,31,20,,
Banksia ericifolia,76,20,,
Banksia ericifolia,62,20.1,,
Banksia ericifolia,67,20.3,,
Banksia ericifolia,70,20.3,,
Banksia ericifolia,9,20.4,,
Banksia ericifolia,61,20.4,,
Banksia ericifolia,33,20.5,,
Banksia ericifolia,38,20.5,,
Banksia ericifolia,57,20.6,,
Banksia ericifolia,43,20.8,,
Banksia ericifolia,64,20.8,,
Banksia ericifolia,92,20.8,,
Banksia ericifolia,34,20.9,,
Banksia ericifolia,44,20.9,,
Banksia ericifolia,69,20.9,,
Banksia ericifolia,85,20.9,,
Banksia ericifolia,3,21,,
Banksia ericifolia,42,21,,
Banksia ericifolia,87,21,,
Banksia ericifolia,72,21.1,,
Banksia ericifolia,97,21.1,,
Banksia ericifolia,58,21.2,,
Banksia ericifolia,79,21.2,,
Banksia ericifolia,28,21.5,,
Banksia ericifolia,74,21.6,,
Banksia ericifolia,99,21.6,,
Banksia ericifolia,25,21.8,,
Banksia ericifolia,13,21.9,,
Banksia ericifolia,21,21.9,,
Banksia ericifolia,37,21.9,,
Banksia ericifolia,17,22.3,,
Banksia ericifolia,26,22.3,,
Banksia ericifolia,73,22.3,,
Banksia ericifolia,50,22.4,,
Banksia ericifolia,16,22.6,,
Banksia ericifolia,91,23.1,,
Banksia ericifolia,89,23.2,,
Banksia ericifolia,66,23.8,,
Banksia ericifolia,48,23.9,,
Banksia ericifolia,45,25.7,,
Banksia ericifolia,22,25.8,,
Banksia ericifolia,15,26.6,,
Banksia ericifolia,7,28.1,,
Banksia ericifolia,60,29.5,,
Banksia ericifolia,12,29.8,,
Banksia ericifolia,20,30,,
Banksia ericifolia,36,30.1,,
Banksia ericifolia,5,30.4,,
Banksia ericifolia,10,30.5,,
Banksia ericifolia,56,30.8,,
Banksia ericifolia,8,31,,
Banksia ericifolia,6,31.1,,
Banksia ericifolia,41,31.4,,
Banksia ericifolia,40,31.6,,
Banksia ericifolia,54,31.6,,
Banksia ericifolia,14,31.7,,
Banksia ericifolia,18,32.1,,
Banksia ericifolia,27,32.1,,
Banksia ericifolia,59,32.2,,
Banksia integrifolia,38,4.87,,
Banksia integrifolia,22,5.04,,
Banksia integrifolia,3,5.1,,
Banksia integrifolia,74,5.1,,
Banksia integrifolia,71,5.52,,
Banksia integrifolia,76,5.82,,
Banksia integrifolia,28,6.03,,
Banksia integrifolia,73,6.14,,
Banksia integrifolia,10,6.27,,
Banksia integrifolia,62,6.33,,
Banksia integrifolia,79,6.36,,
Banksia integrifolia,27,6.4,,
Banksia integrifolia,93,6.73,,
Banksia integrifolia,1,6.77,,
Banksia integrifolia,58,6.88,,
Banksia integrifolia,40,7.13,,
Banksia integrifolia,18,7.17,,
Banksia integrifolia,99,7.18,,
Banksia integrifolia,53,7.68,,
Banksia integrifolia,55,7.69,,
Banksia integrifolia,46,7.7,,
Banksia integrifolia,24,8.02,,
Banksia integrifolia,72,8.03,,
Banksia integrifolia,25,8.1,,
Banksia integrifolia,13,8.17,,
Banksia integrifolia,98,8.19,,
Banksia integrifolia,89,8.26,,
Banksia integrifolia,61,8.29,,
Banksia integrifolia,82,8.44,,
Banksia integrifolia,15,8.46,,
Banksia integrifolia,92,8.57,,
Banksia integrifolia,14,8.61,,
Banksia integrifolia,95,8.64,,
Banksia integrifolia,17,8.66,,
Banksia integrifolia,57,8.69,,
Banksia integrifolia,56,8.76,,
Banksia integrifolia,37,8.88,,
Banksia integrifolia,9,8.9,,
Banksia integrifolia,47,8.91,,
Banksia integrifolia,64,9.04,,
Banksia integrifolia,90,9.12,,
Banksia integrifolia,91,9.16,,
Banksia integrifolia,36,9.33,,
Banksia integrifolia,33,9.39,,
Banksia integrifolia,94,9.43,,
Banksia integrifolia,2,9.44,,
Banksia integrifolia,35,9.45,,
Banksia integrifolia,68,9.54,,
Banksia integrifolia,81,9.58,,
Banksia integrifolia,43,9.68,,
Banksia integrifolia,54,9.68,,
Banksia integrifolia,97,9.69,,
Banksia integrifolia,20,9.7,,
Banksia integrifolia,78,9.76,,
Banksia integrifolia,100,9.76,,
Banksia integrifolia,84,9.92,,
Banksia integrifolia,16,9.93,,
Banksia integrifolia,50,10,,
Banksia integrifolia,23,10.06,,
Banksia integrifolia,29,10.1,,
Banksia integrifolia,8,10.18,,
Banksia integrifolia,49,10.18,,
Banksia integrifolia,63,10.18,,
Banksia integrifolia,80,10.24,,
Banksia integrifolia,39,10.28,,
Banksia integrifolia,21,10.43,,
Banksia integrifolia,87,10.45,,
Banksia integrifolia,7,10.48,,
Banksia integrifolia,31,10.51,,
Banksia integrifolia,6,10.64,,
Banksia integrifolia,88,10.69,,
Banksia integrifolia,41,10.71,,
Banksia integrifolia,32,10.73,,
Banksia integrifolia,69,10.75,,
Banksia integrifolia,48,10.82,,
Banksia integrifolia,45,10.84,,
Banksia integrifolia,11,10.87,,
Banksia integrifolia,44,10.91,,
Banksia integrifolia,34,11,,
Banksia integrifolia,4,11.02,,
Banksia integrifolia,59,11.03,,
Banksia integrifolia,12,11.07,,
Banksia integrifolia,30,11.21,,
Banksia integrifolia,65,11.43,,
Banksia integrifolia,19,11.55,,
Banksia integrifolia,85,11.69,,
Banksia integrifolia,26,11.76,,
Banksia integrifolia,83,11.84,,
Banksia integrifolia,51,11.86,,
Banksia integrifolia,60,12.04,,
Banksia integrifolia,42,12.15,,
Banksia integrifolia,86,12.15,,
Banksia integrifolia,70,12.75,,
Banksia integrifolia,96,12.81,,
Banksia integrifolia,66,13.05,,
Banksia marginata,59,6.91,,
Banksia marginata,57,7.86,,
Banksia marginata,38,8.53,,
Banksia marginata,41,10.68,,
Banksia marginata,52,11.64,,
Banksia marginata,64,11.83,,
Banksia marginata,8,11.98,,
Banksia marginata,7,12.07,,
Banksia paludosa,76,10.91,,
Banksia paludosa,87,14.49,,
Banksia paludosa,43,17.09,,
Banksia paludosa,64,20.12,,
Banksia paludosa,71,21.01,,
Banksia paludosa,89,21.07,,
Banksia paludosa,53,22.76,,
Banksia paludosa,66,23.9,,
Banksia paludosa,20,24.58,,
Banksia paludosa,96,25.7,,
Banksia paludosa,95,25.98,,
Banksia paludosa,97,27.6,,
Banksia paludosa,59,28.02,,
Banksia paludosa,21,28.28,,
Banksia paludosa,15,28.75,,
Banksia paludosa,41,28.99,,
Banksia paludosa,99,29.45,,
Banksia paludosa,36,30,,
Banksia paludosa,100,31.11,,
Banksia paludosa,30,31.49,,
Banksia paludosa,63,37.72,,
Banksia paludosa,42,42.09,,
Banksia robur,17,12.1,,
Banksia robur,40,14.2,,
Banksia robur,44,16.7,,
Banksia robur,77,18.2,,
Banksia robur,83,18.4,,
Banksia robur,5,20.1,,
Banksia robur,39,20.8,,
Banksia robur,72,21.2,,
Banksia robur,63,21.6,,
Banksia robur,90,21.6,,
Banksia robur,85,22,,
Banksia robur,59,22.6,,
Banksia robur,58,22.9,,
Banksia robur,99,22.9,,
Banksia robur,89,23.4,,
Banksia robur,79,23.7,,
Banksia robur,88,23.7,,
Banksia robur,33,23.8,,
Banksia robur,27,24,,
Banksia robur,52,24.6,,
Banksia robur,53,25,,
Banksia robur,13,25.2,,
Banksia robur,98,25.3,,
Banksia robur,31,25.8,,
Banksia robur,20,25.9,,
Banksia robur,26,26,,
Banksia robur,38,26,,
Banksia robur,14,26.1,,
Banksia robur,49,26.1,,
Banksia robur,51,26.1,,
Banksia robur,11,26.3,,
Banksia robur,60,26.5,,
Banksia robur,86,26.9,,
Banksia robur,70,27,,
Banksia robur,6,27.3,,
Banksia robur,29,27.4,,
Banksia robur,65,27.4,,
Banksia robur,45,27.5,,
Banksia robur,75,27.5,,
Banksia robur,94,27.5,,
Banksia robur,28,27.7,,
Banksia robur,34,27.8,,
Banksia robur,2,28.7,,
Banksia robur,57,28.9,,
Banksia robur,69,28.9,,
Banksia robur,68,29,,
Banksia robur,81,29,,
Banksia robur,46,29.1,,
Banksia robur,48,29.4,,
Banksia robur,55,29.4,,
Banksia robur,87,29.6,,
Banksia robur,84,29.8,,
Banksia robur,21,30,,
Banksia robur,56,30.4,,
Banksia robur,8,30.9,,
Banksia robur,80,31,,
Banksia robur,62,31.4,,
Banksia robur,92,31.6,,
Banksia robur,22,31.7,,
Banksia robur,93,31.7,,
Banksia robur,35,32,,
Banksia robur,30,32.5,,
Banksia robur,95,32.9,,
Banksia robur,91,33.1,,
Banksia robur,71,33.3,,
Banksia robur,10,34.6,,
Banksia robur,23,35.4,,
Banksia robur,50,37.3,,
Banksia robur,19,39,,
Banksia robur,9,39.1,,
Banksia robur,18,40.5,,
Banksia robur,1,40.6,,
Banksia robur,54,42.1,,
Banksia robur,7,44,,
Banksia robur,76,44.3,,
Banksia robur,66,45.9,,
Banksia serrata,62,42.2,,
Banksia serrata,42,42.4,,
Banksia serrata,77,49.5,,
Banksia serrata,80,50.1,,
Banksia serrata,23,50.2,,
Banksia serrata,46,51,,
Banksia serrata,45,52.5,,
Banksia serrata,71,54.3,,
Banksia serrata,32,55.1,,
Banksia serrata,8,55.3,,
Banksia serrata,47,57.4,,
Banksia serrata,60,57.7,,
Banksia serrata,58,57.9,,
Banksia serrata,70,58.3,,
Banksia serrata,40,58.7,,
Banksia serrata,64,59.6,,
Banksia serrata,24,59.7,,
Banksia serrata,85,59.7,,
Banksia serrata,17,60.2,,
Banksia serrata,93,60.4,,
Banksia serrata,4,60.9,,
Banksia serrata,61,60.9,,
Banksia serrata,28,62.2,,
Banksia serrata,69,62.2,,
Banksia serrata,94,62.3,,
Banksia serrata,73,62.4,,
Banksia serrata,14,62.7,,
Banksia serrata,36,63.6,,
Banksia serrata,99,64.3,,
Banksia serrata,63,64.4,,
Banksia serrata,51,64.6,,
Banksia serrata,55,64.6,,
Banksia serrata,21,65.3,,
Banksia serrata,89,65.7,,
Banksia serrata,98,65.9,,
Banksia serrata,18,67.1,,
Banksia serrata,83,67.8,,
Banksia serrata,30,68.1,,
Banksia serrata,33,68.2,,
Banksia serrata,78,68.8,,
Banksia serrata,2,69.3,,
Banksia serrata,100,69.4,,
Banksia serrata,9,69.7,,
Banksia serrata,20,69.7,,
Banksia serrata,41,70.3,,
Banksia serrata,72,70.4,,
Banksia serrata,27,70.8,,
Banksia serrata,59,70.8,,
Banksia serrata,86,71.3,,
Banksia serrata,56,71.9,,
Banksia serrata,48,73.2,,
Banksia serrata,16,74.2,,
Banksia serrata,15,74.3,,
Banksia serrata,82,74.4,,
Banksia serrata,49,76.2,,
Banksia serrata,84,76.7,,
Banksia serrata,97,80.6,,
Banksia serrata,75,81.9,,
Banksia serrata,65,89.9,,
Banksia spinulosa,88,4.775,,
Banksia spinulosa,13,4.86,,
Banksia spinulosa,92,4.906,,
Banksia spinulosa,81,5.287,,
Banksia spinulosa,86,5.531,,
Banksia spinulosa,9,5.589,,
Banksia spinulosa,12,5.601,,
Banksia spinulosa,58,5.853,,
Banksia spinulosa,78,5.869,,
Banksia spinulosa,18,5.966,,
Banksia spinulosa,31,6.035,,
Banksia spinulosa,36,6.126,,
Banksia spinulosa,22,6.227,,
Banksia spinulosa,66,6.245,,
Banksia spinulosa,35,6.266,,
Banksia spinulosa,69,6.388,,
Banksia spinulosa,61,6.393,,
Banksia spinulosa,55,6.404,,
Banksia spinulosa,48,6.415,,
Banksia spinulosa,56,6.472,,
Banksia spinulosa,7,6.477,,
Banksia spinulosa,80,6.483,,
Banksia spinulosa,45,6.491,,
Banksia spinulosa,94,6.496,,
Banksia spinulosa,6,6.512,,
Banksia spinulosa,62,6.534,,
Banksia spinulosa,3,6.553,,
Banksia spinulosa,28,6.557,,
Banksia spinulosa,14,6.582,,
Banksia spinulosa,23,6.654,,
Banksia spinulosa,85,6.669,,
Banksia spinulosa,8,6.754,,
Banksia spinulosa,1,6.818,,
Banksia spinulosa,50,6.821,,
Banksia spinulosa,40,6.866,,
Banksia spinulosa,93,6.886,,
Banksia spinulosa,42,6.987,,
Banksia spinulosa,83,7.006,,
Banksia spinulosa,38,7.043,,
Banksia spinulosa,53,7.056,,
Banksia spinulosa,60,7.094,,
Banksia spinulosa,70,7.11,,
Banksia spinulosa,63,7.132,,
Banksia spinulosa,59,7.197,,
Banksia spinulosa,26,7.25,,
Banksia spinulosa,84,7.255,,
Banksia spinulosa,4,7.364,,
Banksia spinulosa,21,7.41,,
Banksia spinulosa,51,7.47,,
Banksia spinulosa,64,7.583,,
Banksia spinulosa,34,7.621,,
Banksia spinulosa,32,7.897,,
Banksia spinulosa,37,7.897,,
Banksia spinulosa,46,7.962,,
Banksia spinulosa,47,8.019,,
Banksia spinulosa,10,8.263,,
Banksia spinulosa,27,8.274,,
Banksia spinulosa,15,8.461,,
Banksia spinulosa,20,8.475,,
Banksia spinulosa,57,8.585,,
Banksia spinulosa,77,8.616,,
Banksia spinulosa,16,8.684,,
Banksia spinulosa,17,8.788,,
Banksia spinulosa,43,8.828,,
Banksia spinulosa,68,9.01,,
Banksia spinulosa,5,9.433,,
Banksia spinulosa,44,9.733,,
Banksia spinulosa,76,9.912,,
Banksia spinulosa,67,10.044,,
Banksia spinulosa,96,10.0476,,
Banksia spinulosa,100,10.776,,
Banksia spinulosa,19,10.787,,
Banksia spinulosa,97,11.012,,
Banksia spinulosa,98,11.064,,
Banksia spinulosa,99,11.092,,
Banksia spinulosa,33,12.9,,
Banksia spinulosa,13,14.5,,
Banksia spinulosa,21,17.1,,
Banksia spinulosa,19,17.4,,
Banksia spinulosa,18,18.6,,
Banksia spinulosa,14,19.5,,
Bauera rubioides,112,0.0898,,
Bauera rubioides,70,0.1876,,
Bauera rubioides,116,0.1904,,
Bauera rubioides,40,0.1978,,
Bauera rubioides,57,0.2014,,
Bauera rubioides,42,0.2065,,
Bauera rubioides,34,0.2104,,
Bauera rubioides,62,0.2158,,
Bauera rubioides,85,0.2176,,
Bauera rubioides,64,0.218,,
Bauera rubioides,108,0.2258,,
Bauera rubioides,46,0.2304,,
Bauera rubioides,92,0.234,,
Bauera rubioides,61,0.241,,
Bauera rubioides,35,0.278,,
Bauera rubioides,97,0.2896,,
Bauera rubioides,74,0.3238,,
Bauera rubioides,88,0.329,,
Bauera rubioides,76,0.3334,,
Bauera rubioides,94,0.334,,
Bauera rubioides,55,0.3342,,
Bauera rubioides,54,0.346,,
Bauera rubioides,87,0.3462,,
Bauera rubioides,105,0.3506,,
Bauera rubioides,81,0.3536,,
Bauera rubioides,69,0.3536,,
Bauera rubioides,118,0.3538,,
Bauera rubioides,66,0.3566,,
Bauera rubioides,36,0.357,,
Bauera rubioides,101,0.358,,
Bauera rubioides,29,0.36,,
Bauera rubioides,107,0.362,,
Bauera rubioides,59,0.363,,
Bauera rubioides,49,0.3634,,
Bauera rubioides,117,0.3674,,
Bauera rubioides,78,0.368,,
Bauera rubioides,65,0.3688,,
Bauera rubioides,77,0.369,,
Bauera rubioides,95,0.3694,,
Bauera rubioides,44,0.3696,,
Bauera rubioides,30,0.3702,,
Bauera rubioides,72,0.3728,,
Bauera rubioides,106,0.3736,,
Bauera rubioides,32,0.374,,
Bauera rubioides,123,0.3744,,
Bauera rubioides,75,0.3752,,
Bauera rubioides,28,0.3762,,
Bauera rubioides,26,0.3778,,
Bauera rubioides,50,0.3778,,
Bauera rubioides,109,0.3782,,
Bauera rubioides,37,0.3784,,
Bauera rubioides,51,0.379,,
Bauera rubioides,119,0.3792,,
Bauera rubioides,58,0.3804,,
Bauera rubioides,68,0.3818,,
Bauera rubioides,121,0.3822,,
Bauera rubioides,99,0.3828,,
Bauera rubioides,122,0.3838,,
Bauera rubioides,73,0.384,,
Bauera rubioides,80,0.3842,,
Bauera rubioides,96,0.388,,
Bauera rubioides,125,0.3884,,
Bauera rubioides,120,0.3888,,
Bauera rubioides,100,0.3894,,
Bauera rubioides,110,0.39,,
Bauera rubioides,113,0.3908,,
Bauera rubioides,47,0.3914,,
Bauera rubioides,124,0.3914,,
Bauera rubioides,93,0.3916,,
Bauera rubioides,33,0.3924,,
Bauera rubioides,79,0.3966,,
Bauera rubioides,111,0.397,,
Bauera rubioides,84,0.3972,,
Bauera rubioides,114,0.3978,,
Bauera rubioides,115,0.4034,,
Bauera rubioides,48,0.4064,,
Bauera rubioides,104,0.4064,,
Bauera rubioides,53,0.4094,,
Bauera rubioides,90,0.4112,,
Bauera rubioides,91,0.4128,,
Bauera rubioides,41,0.4144,,
Bauera rubioides,52,0.4152,,
Bauera rubioides,63,0.4154,,
Bauera rubioides,56,0.4162,,
Bauera rubioides,98,0.417,,
Bauera rubioides,83,0.4198,,
Bauera rubioides,102,0.4226,,
Bauera rubioides,38,0.4228,,
Bauera rubioides,31,0.4242,,
Bauera rubioides,71,0.427,,
Bauera rubioides,27,0.4276,,
Bauera rubioides,45,0.434,,
Bauera rubioides,86,0.434,,
Bauera rubioides,82,0.4376,,
Bauera rubioides,60,0.4378,,
Bauera rubioides,39,0.4386,,
Bauera rubioides,67,0.439,,
Bauera rubioides,103,0.4418,,
Bauera rubioides,43,0.4436,,
Bauera rubioides,89,0.4626,,
Bauera rubioides,18,194.3,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,19,206.7,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,16,207.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,8,212.6,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,14,212.6,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,5,217.6,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,23,228,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,22,230.4,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,9,311,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,21,350.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,13,358.8,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,24,359.6,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,2,367.9,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,11,373,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,4,378.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,10,390.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,1,398.8,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,20,409.4,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,15,411.7,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,17,413,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,12,415.1,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,6,437.7,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,7,442.3,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,3,451.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bauera rubioides,25,485.2,0.001,"seed mass divided by 10^3, E. Wenk 2021-10-27"
Bidens pilosa,68,0.763,,
Bidens pilosa,78,0.907,,
Bidens pilosa,69,0.933,,
Bidens pilosa,66,0.943,,
Bidens pilosa,15,1.009,,
Bidens pilosa,93,1.035,,
Bidens pilosa,86,1.109,,
Bidens pilosa,94,1.15,,
Bidens pilosa,41,1.156,,
Bidens pilosa,49,1.197,,
Bidens pilosa,95,1.209,,
Bidens pilosa,91,1.21,,
Bidens pilosa,75,1.211,,
Bidens pilosa,92,1.236,,
Bidens pilosa,96,1.237,,
Bidens pilosa,71,1.238,,
Bidens pilosa,16,1.29,,
Bidens pilosa,4,1.3,,
Bidens pilosa,55,1.3,,
Bidens pilosa,58,1.301,,
Bidens pilosa,90,1.305,,
Bidens pilosa,99,1.308,,
Bidens pilosa,7,1.31,,
Bidens pilosa,64,1.321,,
Bidens pilosa,42,1.331,,
Bidens pilosa,22,1.345,,
Bidens pilosa,2,1.345,,
Bidens pilosa,50,1.354,,
Bidens pilosa,73,1.362,,
Bidens pilosa,77,1.368,,
Bidens pilosa,72,1.384,,
Bidens pilosa,100,1.386,,
Bidens pilosa,76,1.397,,
Bidens pilosa,88,1.403,,
Bidens pilosa,34,1.42,,
Bidens pilosa,21,1.429,,
Bidens pilosa,47,1.437,,
Bidens pilosa,12,1.441,,
Bidens pilosa,87,1.451,,
Bidens pilosa,25,1.463,,
Bidens pilosa,89,1.468,,
Bidens pilosa,6,1.48,,
Bidens pilosa,37,1.485,,
Bidens pilosa,14,1.502,,
Bidens pilosa,1,1.511,,
Bidens pilosa,85,1.52,,
Bidens pilosa,40,1.526,,
Bidens pilosa,65,1.527,,
Bidens pilosa,32,1.534,,
Bidens pilosa,54,1.538,,
Bidens pilosa,45,1.538,,
Bidens pilosa,82,1.542,,
Bidens pilosa,24,1.556,,
Bidens pilosa,62,1.565,,
Bidens pilosa,84,1.569,,
Bidens pilosa,8,1.575,,
Bidens pilosa,61,1.577,,
Bidens pilosa,26,1.578,,
Bidens pilosa,28,1.6,,
Bidens pilosa,80,1.605,,
Bidens pilosa,97,1.606,,
Bidens pilosa,17,1.62,,
Bidens pilosa,39,1.627,,
Bidens pilosa,38,1.628,,
Bidens pilosa,19,1.635,,
Bidens pilosa,51,1.635,,
Bidens pilosa,9,1.642,,
Bidens pilosa,60,1.646,,
Bidens pilosa,11,1.65,,
Bidens pilosa,74,1.656,,
Bidens pilosa,33,1.665,,
Bidens pilosa,44,1.693,,
Bidens pilosa,20,1.714,,
Bidens pilosa,48,1.714,,
Bidens pilosa,29,1.725,,
Bidens pilosa,18,1.729,,
Bidens pilosa,79,1.742,,
Bidens pilosa,35,1.743,,
Bidens pilosa,5,1.747,,
Bidens pilosa,46,1.754,,
Bidens pilosa,98,1.763,,
Bidens pilosa,56,1.764,,
Bidens pilosa,3,1.769,,
Bidens pilosa,30,1.778,,
Bidens pilosa,13,1.785,,
Bidens pilosa,67,1.8,,
Bidens pilosa,57,1.802,,
Bidens pilosa,81,1.814,,
Bidens pilosa,53,1.816,,
Bidens pilosa,36,1.844,,
Bidens pilosa,31,1.856,,
Bidens pilosa,43,1.924,,
Bidens pilosa,10,1.943,,
Bidens pilosa,52,1.95,,
Bidens pilosa,23,2,,
Bidens pilosa,83,2.058,,
Bidens pilosa,27,2.094,,
Bidens pilosa,70,2.111,,
Bidens pilosa,63,2.18,,
Bidens pilosa,59,2.366,,
Blandfordia nobilis,5,0.762,,
Blandfordia nobilis,6,1.042,,
