Tree ID,Landscape type,Tree species,Leaf type,Eucalypt subgenera,Collection date,Round,TotalN,AvailN,UBFs,FPCs
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,6/8/2021,6,1.1560532,0.909842,,1.2275767
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.3217843,1.2491025,,18.8861446
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,4/8/2021,6,1.2793016,1.2369474,,0
u26ru10newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,6/8/2021,6,1.6542348,1.5875565,,0
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,5/8/2021,6,1.392468,1.2955536,13.12778,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,5/8/2021,6,1.4358157,1.2190191,,24.5028114
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,5/8/2021,6,1.1655349,1.0152915,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,4/8/2021,6,1.6060857,1.6100718,,18.9667015
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,4/8/2021,6,1.231268,1.1027652,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.5147727,1.4667962,,11.7685471
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.7343622,1.6409596,,8.2771225
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.4272754,1.2560885,,8.7077475
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,4/8/2021,6,1.8441796,1.8866189,,16.9340286
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,5/8/2021,6,1.4902499,1.452417,,13.3144102
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,4/8/2021,6,1.3483508,0.9719245,27.7690029,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,4/8/2021,6,1.6291888,1.4869605,,30.1149273
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,4/8/2021,6,1.1101449,1.0851319,20.3169098,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,4/8/2021,6,1.4950181,1.484598,22.5002098,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,4/8/2021,6,1.5230812,1.3812823,30.353117,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,4/8/2021,6,1.8542089,1.6481432,,33.621994
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,4/8/2021,6,1.0506617,1.0375401,28.8849258,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,6/8/2021,6,1.6529622,1.5057229,,39.9427109
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,6/8/2021,6,1.0907841,0.9755486,38.8538666,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,6/8/2021,6,1.1375275,0.9043028,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,6/8/2021,6,1.41381,1.212764,,25.6891403
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,6/8/2021,6,1.2572583,1.0810424,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,6/8/2021,6,1.339922,1.2500564,,11.9609241
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,4/8/2021,6,1.6417674,1.531875,28.9925766,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,4/8/2021,6,1.5025063,1.3677639,,22.0759907
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,4/8/2021,6,1.1042265,1.0614339,31.8400898,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,5/8/2021,6,1.2257667,0.3760291,4.4777622,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,5/8/2021,6,1.2327731,0.9164127,,21.677763
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,5/8/2021,6,1.12524,1.0471028,33.7683258,
b11di4,Burnt,Dives,Epicormic,Monocalyptus,26/10/2021,7,1.7991209,1.6194319,23.5237827,
b11mac6,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/10/2021,7,1.2245243,0.603464,11.6178808,
b11ro3,Burnt,Rossii,Epicormic,Monocalyptus,26/10/2021,7,1.3012083,1.1244646,17.7360229,
b12di11,Burnt,Dives,Epicormic,Monocalyptus,24/10/2021,7,1.647975,1.3677527,17.4879894,
b12mac7,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/10/2021,7,1.8011574,0.7646516,5.6014318,
b12ru1,Burnt,Rubida,Epicormic,Symphyomyrtus,24/10/2021,7,1.7712505,1.5095654,,14.1933231
b13mac8,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/10/2021,7,1.1788201,0.6420325,6.2209797,
b13maci5,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,24/10/2021,7,1.1592891,0.4797193,5.6245151,
b13mani2,Burnt,Mannifera,Mature foliage,Symphyomyrtus,24/10/2021,7,1.4653436,1.2038411,,24.4893379
b13roi3,Burnt,Rossii,Mature foliage,Monocalyptus,24/10/2021,7,0.9124466,0.8635218,25.052597,
b15mac9,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/10/2021,7,1.5366166,0.8379108,2.7620568,
b15maci1,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,25/10/2021,7,1.2320497,0.5146815,6.7483401,
b15man5,Burnt,Mannifera,Epicormic,Symphyomyrtus,25/10/2021,7,2.0690038,1.7981572,,27.6908894
b15mani1,Burnt,Mannifera,Mature foliage,Symphyomyrtus,25/10/2021,7,1.4594082,1.1343561,,22.0147419
b15ro5,Burnt,Rossii,Epicormic,Monocalyptus,25/10/2021,7,1.491657,1.2486892,25.5946884,
b16mac10,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/10/2021,7,1.6342772,1.1044247,8.4761534,
b16maci10,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,24/10/2021,7,1.1125095,0.5614873,7.5280418,
b16maci10tips,Burnt,Macrorhyncha,Tips,Monocalyptus,24/10/2021,7,1.1646655,0.1607756,14.2004461,
b16man6,Burnt,Mannifera,Epicormic,Symphyomyrtus,24/10/2021,7,1.9366267,1.6158856,,26.4189472
b16mani7,Burnt,Mannifera,Mature foliage,Symphyomyrtus,24/10/2021,7,1.4381326,1.113544,,26.0026264
b16ro6,Burnt,Rossii,Epicormic,Monocalyptus,24/10/2021,7,1.22043,0.9888712,22.9682713,
b16roi9,Burnt,Rossii,Mature foliage,Monocalyptus,24/10/2021,7,1.2506467,1.0408096,32.5745163,
b17di5,Burnt,Dives,Epicormic,Monocalyptus,26/10/2021,7,1.2836072,1.0252519,16.6577892,
b17dii1,Burnt,Dives,Mature foliage,Monocalyptus,26/10/2021,7,1.439433,1.1193371,10.9698219,
b17maci4,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/10/2021,7,1.21459,0.6056234,15.3989439,
b17man7,Burnt,Mannifera,Epicormic,Symphyomyrtus,26/10/2021,7,1.57485,1.2080053,,34.6589737
b17ru2,Burnt,Rubida,Epicormic,Symphyomyrtus,26/10/2021,7,1.6210186,1.5559533,,3.2656066
b17rui1,Burnt,Rubida,Mature foliage,Symphyomyrtus,26/10/2021,7,1.2414929,1.1010392,,0
b1mac1,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/10/2021,7,1.1146678,0.3342459,13.7284088,
b1maci3,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,25/10/2021,7,1.2369224,0.5023228,6.6444812,
b1maci3tips,Burnt,Macrorhyncha,Tips,Monocalyptus,25/10/2021,7,1.2237594,0.1046075,12.7265072,
b1man1,Burnt,Mannifera,Epicormic,Symphyomyrtus,25/10/2021,7,1.6969082,1.5136493,,25.0975933
b1ro1,Burnt,Rossii,Epicormic,Monocalyptus,25/10/2021,7,1.2637337,0.9978903,49.0028763,
b1roi2,Burnt,Rossii,Mature foliage,Monocalyptus,25/10/2021,7,1.2743219,1.0715925,34.7222786,
b20maci2,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,25/10/2021,7,1.1967559,0.5708551,6.7062016,
b20maci2tips,Burnt,Macrorhyncha,Tips,Monocalyptus,25/10/2021,7,1.0822572,-0.204948,4.2953858,
b20ro8,Burnt,Rossii,Epicormic,Monocalyptus,25/10/2021,7,1.3055109,1.0374479,26.7418671,
b20roi1,Burnt,Rossii,Mature foliage,Monocalyptus,25/10/2021,7,1.3174044,1.0088311,22.4858685,
b23ro8,Burnt,Rossii,Epicormic,Monocalyptus,26/10/2021,7,1.2185324,1.0464085,23.5521488,
b24maci8,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,1/11/2021,7,1.2765297,0.7376105,7.0948834,
b24man8,Burnt,Mannifera,Epicormic,Symphyomyrtus,1/11/2021,7,1.8626089,1.696172,,35.3635063
b24mani3,Burnt,Mannifera,Mature foliage,Symphyomyrtus,1/11/2021,7,1.6522101,1.3590181,,33.7874489
b25di6,Burnt,Dives,Epicormic,Monocalyptus,24/10/2021,7,1.6047159,1.3994521,16.3790035,
b25ru3,Burnt,Rubida,Epicormic,Symphyomyrtus,24/10/2021,7,1.3017118,1.3159435,,0.5666248
b25vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,24/10/2021,7,1.7447339,1.5990983,,15.5068483
b26di7,Burnt,Dives,Epicormic,Monocalyptus,1/11/2021,7,2.1066728,1.7796117,17.2602997,
b26dii2,Burnt,Dives,Mature foliage,Monocalyptus,1/11/2021,7,1.6180519,1.4314865,18.4712811,
b26man9,Burnt,Mannifera,Epicormic,Symphyomyrtus,1/11/2021,7,1.9424411,1.6804256,,42.3770981
b26mani5,Burnt,Mannifera,Mature foliage,Symphyomyrtus,1/11/2021,7,1.561972,1.2867291,,36.3010483
b26vi4,Burnt,Viminalis,Epicormic,Symphyomyrtus,1/11/2021,7,1.7913225,1.6891903,,24.4084511
b26vii2,Burnt,Viminalis,Mature foliage,Symphyomyrtus,1/11/2021,7,1.8362291,1.8567058,,16.7245312
b28di8,Burnt,Dives,Epicormic,Monocalyptus,27/10/2021,7,1.3908665,1.241395,18.3509922,
b28maci6,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,27/10/2021,7,1.0144491,0.3767227,9.2075586,
b28roi4,Burnt,Rossii,Mature foliage,Monocalyptus,27/10/2021,7,1.3199271,0.998899,22.5291576,
b29ro9,Burnt,Rossii,Epicormic,Monocalyptus,27/10/2021,7,1.1368651,0.9917491,26.0513878,
b29roi5,Burnt,Rossii,Mature foliage,Monocalyptus,27/10/2021,7,1.3115824,1.0730166,25.8541012,
b2di1,Burnt,Dives,Epicormic,Monocalyptus,27/10/2021,7,1.6228949,1.2827363,18.706852,
b2vi1,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/10/2021,7,1.7661881,1.6869509,,16.8119545
b35di9,Burnt,Dives,Epicormic,Monocalyptus,27/10/2021,7,1.4101163,0.9515449,11.8765945,
b35vi5,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/10/2021,7,1.759316,1.8120979,,13.6464033
b36di10,Burnt,Dives,Epicormic,Monocalyptus,24/10/2021,7,1.8293974,1.6243449,19.1762867,
b36ru4,Burnt,Rubida,Epicormic,Symphyomyrtus,24/10/2021,7,1.8842559,1.7502958,,1.7796978
b36vi6,Burnt,Viminalis,Epicormic,Symphyomyrtus,24/10/2021,7,1.8491786,1.682821,,20.536541
b38ru5,Burnt,Rubida,Epicormic,Symphyomyrtus,26/10/2021,7,1.953737,1.7515328,,6.4873705
b38rui2,Burnt,Rubida,Mature foliage,Symphyomyrtus,26/10/2021,7,1.2109321,0.9523282,,0
b38vi9,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/10/2021,7,1.6647378,1.58306,,17.7437572
b38vii1,Burnt,Viminalis,Mature foliage,Symphyomyrtus,26/10/2021,7,1.4897609,1.3523889,,14.1877279
b3mac2,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/10/2021,7,1.2904217,0.682604,7.8405323,
b42vi7,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/10/2021,7,1.386717,1.2839279,,19.6010151
b49vi8,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/10/2021,7,1.6967975,1.7004559,,22.6876087
b4mac3,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/10/2021,7,1.5259343,0.8174582,4.4949937,
b4man2,Burnt,Mannifera,Epicormic,Symphyomyrtus,24/10/2021,7,1.5581959,1.2405487,,31.1370392
b51ru6,Burnt,Rubida,Epicormic,Symphyomyrtus,24/10/2021,7,1.3780713,1.2584687,,1.0787818
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,25/10/2021,7,1.696128,1.497448,,3.2934599
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,27/10/2021,7,1.6599332,1.504771,,1.3575134
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,25/10/2021,7,1.7951462,1.6887692,,2.0354691
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,24/10/2021,7,1.4595755,1.3505924,,0
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/10/2021,7,0.8686564,0.2008993,10.3972836,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/10/2021,7,1.0656661,0.4390473,7.839685,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,26/10/2021,7,1.365275,1.1426996,,15.5792608
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,26/10/2021,7,1.140471,0.9936262,20.0947971,
b5roi8tips,Burnt,Rossii,Tips,Monocalyptus,26/10/2021,7,1.3443099,1.039006,12.2554331,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,26/10/2021,7,1.7950979,1.4780753,15.4537325,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,26/10/2021,7,1.0714577,0.879667,25.6849174,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/10/2021,7,1.9475627,1.9198478,,18.6890316
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,1/11/2021,7,1.1884307,0.4010801,15.4203558,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,1/11/2021,7,1.3133464,0.6631854,11.0438318,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,1/11/2021,7,1.5369328,1.267526,,36.7597923
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,1/11/2021,7,1.516718,1.3500149,23.2759743,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,1/11/2021,7,1.0699162,0.9377136,26.3016472,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,27/10/2021,7,1.3741746,1.29131,15.1058426,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,27/10/2021,7,1.9789389,1.8706644,,15.6744652
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,2/11/2021,7,1.7559813,1.5082008,16.7779541,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.3832366,0.9896555,2.0019667,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.5076228,1.3348087,,31.0536385
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,3/11/2021,7,1.2908289,1.2186884,16.9027367,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/11/2021,7,1.3061897,0.6342599,13.2060156,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/11/2021,7,1.6581573,1.3848,,28.3968945
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,31/10/2021,7,1.5550994,1.2893699,28.9604931,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,31/10/2021,7,1.1075294,0.9441078,31.5272007,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,3/11/2021,7,1.5723591,1.4856325,17.9838181,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/11/2021,7,1.5871644,1.6305304,,16.730402
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.0559648,0.8443273,8.5197773,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.1928589,0.4992271,4.4534655,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.2496386,1.0549189,19.2349358,
u14ro8tips,Unburnt,Rossii,Tips,Monocalyptus,2/11/2021,7,1.4616382,1.1772945,7.9563279,
u15di7newgrowth,Unburnt,Dives,Young growth,Monocalyptus,31/10/2021,7,1.4244311,1.3174676,13.6204081,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,31/10/2021,7,1.7441254,1.5828685,29.0438824,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,31/10/2021,7,1.5611988,1.5061312,,0
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,2/11/2021,7,1.6139896,1.3619061,17.7744026,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,3/11/2021,7,1.1421949,1.0806377,13.6689415,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/11/2021,7,1.2436663,1.1436754,,0
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,2/11/2021,7,1.6426375,1.4997121,17.9709778,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.2223547,1.0639436,32.8746376,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,2/11/2021,7,1.4842607,1.4208888,14.8958321,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.3662193,0.7005671,4.9506893,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.6396663,1.3173735,,36.7219315
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.2166675,1.1362439,30.3284969,
u20ru6newgrowth,Unburnt,Rubida,Young growth,Symphyomyrtus,9/11/2021,7,2.0377946,1.7770901,,0
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/11/2021,7,1.4335579,1.1712497,,25.0688725
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.2974581,1.1001967,25.886507,
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,9/11/2021,7,1.0533351,0.8244799,,0
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/11/2021,7,1.6476156,1.4368372,,22.5770264
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,31/10/2021,7,1.2042511,1.1592221,,0
u26ru10,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/11/2021,7,1.1597281,1.1486739,,1.2073534
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,2/11/2021,7,1.231516,1.1195866,13.8304939,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.2194263,0.9156417,,27.6677494
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/11/2021,7,1.1523618,1.0201929,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,31/10/2021,7,1.789968,1.7755452,,18.8140469
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,31/10/2021,7,1.1263568,1.0844274,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/11/2021,7,1.6329235,1.5573789,,16.9833488
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/11/2021,7,1.8659917,1.6987535,,12.7192526
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/11/2021,7,1.1212417,1.0392131,,8.6470213
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,31/10/2021,7,1.7432816,1.7407486,,16.6181145
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/11/2021,7,1.5398008,1.4759592,,16.5999641
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.1906312,0.5036035,5.7532988,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.6747267,1.4652215,,32.999176
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.1917477,1.0968971,20.5899754,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,31/10/2021,7,1.2439432,1.1951954,12.8379135,
u5di3newgrowth,Unburnt,Dives,Young growth,Monocalyptus,31/10/2021,7,1.6882328,1.514186,16.8149967,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,31/10/2021,7,1.55006,1.3502784,28.431242,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,31/10/2021,7,1.7548263,1.5207132,,27.075552
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,31/10/2021,7,1.0378178,1.0451704,26.7857952,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.5028746,1.4001956,,35.2531433
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.2481362,1.074535,31.1311741,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/11/2021,7,1.0800917,1.0077341,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/11/2021,7,1.4719619,1.2366402,,29.3702946
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/11/2021,7,1.1415446,1.0133731,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/11/2021,7,1.9445677,1.7595744,,20.7475491
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,31/10/2021,7,1.4537477,1.2819797,22.4814205,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,31/10/2021,7,1.3576037,1.251714,,23.1671562
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,31/10/2021,7,1.222826,1.1710993,26.7747631,
u8ro5tips,Unburnt,Rossii,Tips,Monocalyptus,31/10/2021,7,1.4947643,1.2506506,13.7766504,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/11/2021,7,1.1723884,0.4854372,7.3318777,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,2/11/2021,7,1.4325686,1.176724,,32.5391884
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,2/11/2021,7,1.3845127,1.1703104,29.0547009,
