Tree ID,Landscape type,Tree species,Leaf type,Eucalypt subgenera,Collection date,Round,TotalN,AvailN,UBFs,FPCs
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,19/1/2021,2,1.5555735,1.3415753,,10.2799101
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,19/1/2021,2,1.8768148,1.5531164,,2.7090845
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,19/1/2021,2,1.7832316,1.7226225,,7.0761938
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,18/1/2021,2,1.6776692,1.4381245,,1.8332239
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,8/1/2021,2,0.94954,0.0120313,16.1977253,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,8/1/2021,2,1.0131112,0.0582434,12.9526653,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,8/1/2021,2,1.1011811,0.8763627,,15.4923439
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,8/1/2021,2,1.090247,0.9635133,26.3357811,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,12/1/2021,2,1.5778922,1.1661979,6.6496511,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,12/1/2021,2,1.1429222,0.788936,16.5556412,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,12/1/2021,2,2.2663548,2.0836971,,20.0485764
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,7/1/2021,2,1.3426102,0.123131,18.5350208,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,15/1/2021,2,1.2498152,0.2128093,6.9052725,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,15/1/2021,2,2.063442,1.7337192,,49.9152374
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,7/1/2021,2,1.3077682,1.0566641,24.2512016,
b7ro10tips,Burnt,Rossii,Tips,Monocalyptus,7/1/2021,2,,,19.4912624,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,15/1/2021,2,0.972635,0.6185325,22.2791862,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,6/1/2021,2,1.5145892,1.1954912,9.6334047,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,6/1/2021,2,2.0427916,1.877839,,16.6233788
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,22/1/2021,2,1.1115706,1.0963531,11.9810333,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,22/1/2021,2,1.0169263,0.6312113,2.9528127,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,22/1/2021,2,1.1201982,0.9363111,,23.3776569
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,1/2/2021,2,1.0479506,0.8929558,10.0597429,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,1/2/2021,2,1.1514156,0.8022557,8.6390467,
u11mac7tips,Unburnt,Macrorhyncha,Tips,Monocalyptus,1/2/2021,2,1.7937121,1.5740852,51.5937424,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,1/2/2021,2,0.987832,0.7598823,,19.8553257
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,14/1/2021,2,0.9206285,0.4108514,5.2891731,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,14/1/2021,2,1.0930585,0.8101925,15.3631544,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,1/2/2021,2,1.3138467,1.075061,9.3605375,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/2/2021,2,1.435025,1.2265074,,10.4844007
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,1/2/2021,2,1.1003505,0.5830296,10.7351074,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,1/2/2021,2,1.1336565,0.6331944,9.7442112,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,1/2/2021,2,1.1531019,0.9667411,14.3436184,
u15di7,Unburnt,Dives,Mature foliage,Monocalyptus,14/1/2021,2,1.2595816,1.0766351,7.1907225,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,14/1/2021,2,1.1057267,0.5463253,5.1316085,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,14/1/2021,2,1.4188842,1.1480953,,1.4482991
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,22/1/2021,2,1.3618773,1.1836754,16.8538666,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,21/1/2021,2,1.1791487,1.0547508,13.524642,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,21/1/2021,2,1.3031642,1.163087,,2.1281226
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,1/2/2021,2,1.1586782,1.0263509,10.8290272,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,1/2/2021,2,1.1801633,0.9356943,26.7917423,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,1/2/2021,2,1.1169899,0.9611923,9.4688807,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,1/2/2021,2,1.0780319,0.6348135,6.7252932,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,1/2/2021,2,1.1595699,1.0223316,,19.6446362
u1man1tips,Unburnt,Mannifera,Tips,Symphyomyrtus,1/2/2021,2,2.21257,1.9393958,,13.2281942
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,1/2/2021,2,1.1596345,1.028334,0.9391872,
u20ru6,Unburnt,Rubida,Mature foliage,Symphyomyrtus,14/1/2021,2,1.5178798,1.2606494,,2.6039281
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,14/1/2021,2,1.3318357,1.0774912,,8.6333895
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,21/1/2021,2,1.0434057,0.8724651,25.2661133,
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,20/1/2021,2,1.2618521,0.9721065,,1.3221377
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,20/1/2021,2,1.2870616,1.1572038,,15.3049679
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,14/1/2021,2,1.3047882,1.104371,,1.5428278
u26ru10,Unburnt,Rubida,Mature foliage,Symphyomyrtus,20/1/2021,2,1.1439629,0.9470267,,0
u2di2,Unburnt,Dives,Mature foliage,Monocalyptus,22/1/2021,2,1.3217556,1.1283284,14.3365135,
u2man2,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,22/1/2021,2,1.1411593,0.8700921,,17.1161537
u30ru9,Unburnt,Rubida,Mature foliage,Symphyomyrtus,22/1/2021,2,1.3841896,1.117588,,0
u32vi7,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,20/1/2021,2,1.3449271,1.1656969,,10.5001354
u34ru1,Unburnt,Rubida,Mature foliage,Symphyomyrtus,14/1/2021,2,1.1108556,0.8646975,,0
u38vi8,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,14/1/2021,2,1.6497656,1.482772,,11.2387009
u3vi1,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,21/1/2021,2,1.4306974,1.2472976,,9.7764444
u44vi9,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,21/1/2021,2,1.1901816,1.0274068,,10.0169201
u45vi10,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,20/1/2021,2,1.3902937,1.2715799,,8.9642639
u46vi6,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,1/2/2021,2,1.325727,1.2402524,,10.990736
u4mac2,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,20/1/2021,2,1.0681283,0.5131047,3.3618565,
u4man3,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,20/1/2021,2,1.1094966,0.8636987,,13.16187
u4ro2,Unburnt,Rossii,Mature foliage,Monocalyptus,20/1/2021,2,1.1302006,0.9662524,18.6293716,
u5di3,Unburnt,Dives,Mature foliage,Monocalyptus,14/1/2021,2,1.2388377,1.0734036,13.7683582,
u5mac3,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,14/1/2021,2,1.1029861,0.3148281,2.9128499,
u5man4,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,14/1/2021,2,1.3526,1.0950859,,24.8367825
u5ro3,Unburnt,Rossii,Mature foliage,Monocalyptus,14/1/2021,2,1.0021108,0.8871794,28.1456051,
u6man5,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,21/1/2021,2,1.0901246,0.9367835,,24.498394
u6ro4,Unburnt,Rossii,Mature foliage,Monocalyptus,21/1/2021,2,1.1801106,0.9196854,31.0621948,
u6ru2,Unburnt,Rubida,Mature foliage,Symphyomyrtus,21/1/2021,2,1.0599577,0.8549004,,0
u7man6,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,20/1/2021,2,1.1222156,0.8858936,,17.4360218
u7ru3,Unburnt,Rubida,Mature foliage,Symphyomyrtus,20/1/2021,2,0.9842046,0.7852242,,0
u7vi2,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,20/1/2021,2,1.4396935,1.2839319,,14.0464458
u8mac4,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,20/1/2021,2,1.0436528,0.6725197,9.7442837,
u8man7,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,20/1/2021,2,1.0284115,0.8342296,,12.6294041
u8ro5,Unburnt,Rossii,Mature foliage,Monocalyptus,20/1/2021,2,1.050016,1.0497895,20.6268063,
u9mac5,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,1/2/2021,2,1.2697904,0.7360523,14.4816523,
u9mac5tips,Unburnt,Macrorhyncha,Tips,Monocalyptus,1/2/2021,2,1.9034866,1.5969397,48.112751,
u9man8,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,1/2/2021,2,1.1049777,0.9844134,,17.2637329
u9ro6,Unburnt,Rossii,Mature foliage,Monocalyptus,1/2/2021,2,1.0834632,1.0121045,20.4668484,
b11di4,Burnt,Dives,Epicormic,Monocalyptus,24/2/2021,3,2.2459099,2.0671239,31.5484219,
b11mac6,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/2/2021,3,1.4523308,0.5659878,8.9133272,
b11ro3,Burnt,Rossii,Epicormic,Monocalyptus,24/2/2021,3,1.2539462,1.108863,29.781374,
b12di11,Burnt,Dives,Epicormic,Monocalyptus,24/2/2021,3,1.7765968,1.5513173,22.39398,
b12mac7,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/2/2021,3,1.3197032,0.3769059,13.0296373,
b12ru1,Burnt,Rubida,Epicormic,Symphyomyrtus,24/2/2021,3,1.8261825,1.7107131,,14.9625483
b13mac8,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/2/2021,3,1.2080569,0.48588,10.8762913,
b13maci5,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,25/2/2021,3,1.1251934,0.3023992,8.7137623,
b13mani2,Burnt,Mannifera,Mature foliage,Symphyomyrtus,25/2/2021,3,1.4595063,1.1960704,,32.5626678
b13roi3,Burnt,Rossii,Mature foliage,Monocalyptus,25/2/2021,3,0.9769355,0.8622157,27.8077049,
b13roi3tips,Burnt,Rossii,Tips,Monocalyptus,25/2/2021,3,0.9092255,0.7376733,35.33918,
b15mac9,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/2/2021,3,1.5395507,0.7409869,9.1861944,
b15maci1,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/2/2021,3,1.0654464,0.2760419,7.6831446,
b15man5,Burnt,Mannifera,Epicormic,Symphyomyrtus,26/2/2021,3,2.2770739,2.0017464,,36.6673203
b15mani1,Burnt,Mannifera,Mature foliage,Symphyomyrtus,26/2/2021,3,1.2840183,0.9778838,,28.9699154
b15ro5,Burnt,Rossii,Epicormic,Monocalyptus,26/2/2021,3,1.375342,1.2220918,28.5137882,
b16mac10,Burnt,Macrorhyncha,Epicormic,Monocalyptus,2/3/2021,3,2.0401616,1.1119503,10.9238119,
b16maci10,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,0.9772903,0.1831327,13.4593925,
b16maci10tips,Burnt,Macrorhyncha,Tips,Monocalyptus,2/3/2021,3,1.0559584,0.024372,15.1685038,
b16man6,Burnt,Mannifera,Epicormic,Symphyomyrtus,2/3/2021,3,2.0978835,1.9549448,,38.2028999
b16mani7,Burnt,Mannifera,Mature foliage,Symphyomyrtus,1/3/2021,3,1.4160286,1.064586,,23.6752949
b16mani7tips,Burnt,Mannifera,Tips,Symphyomyrtus,1/3/2021,3,1.9887367,1.5566721,,22.6299019
b16ro6,Burnt,Rossii,Epicormic,Monocalyptus,2/3/2021,3,1.3381249,1.124023,31.251358,
b16roi9,Burnt,Rossii,Mature foliage,Monocalyptus,2/3/2021,3,1.2280574,1.0071813,32.8204422,
b17di5,Burnt,Dives,Epicormic,Monocalyptus,24/2/2021,3,1.4321722,1.3264664,20.5933342,
b17dii1,Burnt,Dives,Mature foliage,Monocalyptus,24/2/2021,3,1.3984613,1.1485573,12.2150497,
b17dii1tips,Burnt,Dives,Tips,Monocalyptus,24/2/2021,3,1.6769162,1.721539,22.2594452,
b17maci4,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,24/2/2021,3,1.2662469,0.5556262,10.7620392,
b17maci4tips,Burnt,Macrorhyncha,Tips,Monocalyptus,24/2/2021,3,1.3821257,0.4546013,17.6993465,
b17man7,Burnt,Mannifera,Epicormic,Symphyomyrtus,24/2/2021,3,1.7580795,1.4789274,,35.7792091
b17ru2,Burnt,Rubida,Epicormic,Symphyomyrtus,24/2/2021,3,1.7395793,1.6868124,,2.5485561
b17rui1,Burnt,Rubida,Mature foliage,Symphyomyrtus,24/2/2021,3,1.3694408,1.2094316,,0.8495812
b1mac1,Burnt,Macrorhyncha,Epicormic,Monocalyptus,1/3/2021,3,1.1124468,0.2573715,17.4214935,
b1maci3,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,1/3/2021,3,1.1247796,0.2380825,11.1756144,
b1man1,Burnt,Mannifera,Epicormic,Symphyomyrtus,1/3/2021,3,1.7367138,1.5215663,,35.828495
b1ro1,Burnt,Rossii,Epicormic,Monocalyptus,1/3/2021,3,1.1484694,0.7518239,61.2906761,
b1roi2,Burnt,Rossii,Mature foliage,Monocalyptus,1/3/2021,3,1.0273685,0.7689879,40.1918869,
b1roi2tips,Burnt,Rossii,Tips,Monocalyptus,1/3/2021,3,1.1127608,0.7940813,39.1586304,
b20maci2,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,1.1892557,0.3086665,13.0338907,
b20ro8,Burnt,Rossii,Epicormic,Monocalyptus,1/3/2021,3,1.4834329,1.2854366,33.1890144,
b20roi1,Burnt,Rossii,Mature foliage,Monocalyptus,1/3/2021,3,1.1057416,0.7675964,23.1985168,
b20roi1tips,Burnt,Rossii,Tips,Monocalyptus,2/3/2021,3,1.0542437,0.7221003,28.1201477,
b23ro8,Burnt,Rossii,Epicormic,Monocalyptus,24/2/2021,3,1.1375165,1.0504692,27.617691,
b24maci8,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/2/2021,3,1.1752311,0.2905514,6.1341228,
b24maci8tips,Burnt,Macrorhyncha,Tips,Monocalyptus,23/2/2021,3,1.3196273,0.3443452,11.8730316,
b24man8,Burnt,Mannifera,Epicormic,Symphyomyrtus,23/2/2021,3,1.8827369,1.733048,,38.4499931
b24mani3,Burnt,Mannifera,Mature foliage,Symphyomyrtus,23/2/2021,3,1.0851386,0.7896532,,17.7117043
b24mani3tips,Burnt,Mannifera,Tips,Symphyomyrtus,23/2/2021,3,1.5978445,1.1004771,,23.7699966
b25di6,Burnt,Dives,Epicormic,Monocalyptus,26/2/2021,3,1.7611305,1.5377842,21.608942,
b25ru3,Burnt,Rubida,Epicormic,Symphyomyrtus,26/2/2021,3,1.7080916,1.5042582,,1.0987463
b25vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,2.1093163,1.8918184,,22.2681961
b26di7,Burnt,Dives,Epicormic,Monocalyptus,23/2/2021,3,2.1696301,1.9328974,15.9866028,
b26dii2,Burnt,Dives,Mature foliage,Monocalyptus,23/2/2021,3,1.4367385,1.4380643,20.29422,
b26man9,Burnt,Mannifera,Epicormic,Symphyomyrtus,23/2/2021,3,2.1769111,1.9074836,,45.3361397
b26mani5,Burnt,Mannifera,Mature foliage,Symphyomyrtus,23/2/2021,3,1.3891205,1.0775956,,28.09338
b26mani5tips,Burnt,Mannifera,Tips,Symphyomyrtus,23/2/2021,3,2.1275482,1.646487,,16.2770748
b26vi4,Burnt,Viminalis,Epicormic,Symphyomyrtus,23/2/2021,3,1.8583331,1.7960798,,22.9764919
b26vii2,Burnt,Viminalis,Mature foliage,Symphyomyrtus,23/2/2021,3,,,,
b28di8,Burnt,Dives,Epicormic,Monocalyptus,25/2/2021,3,1.4736402,1.4173609,24.8541794,
b28maci6,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,25/2/2021,3,1.2183867,0.4127824,12.7915993,
b28roi4,Burnt,Rossii,Mature foliage,Monocalyptus,25/2/2021,3,1.2729678,1.0843904,23.7408848,
b29ro9,Burnt,Rossii,Epicormic,Monocalyptus,23/2/2021,3,1.16632,1.0528448,30.3162689,
b29roi5,Burnt,Rossii,Mature foliage,Monocalyptus,23/2/2021,3,1.0883712,0.8640092,31.9824963,
b2di1,Burnt,Dives,Epicormic,Monocalyptus,26/2/2021,3,1.7816108,1.5519943,34.8438606,
b2vi1,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,2.1758332,2.1044018,,19.2463818
b35di9,Burnt,Dives,Epicormic,Monocalyptus,26/2/2021,3,1.553956,1.0061299,19.7004395,
b35vi5,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,1.6607891,1.5985136,,16.6422901
b36ru4,Burnt,Rubida,Epicormic,Symphyomyrtus,26/2/2021,3,1.7332748,1.4898152,,6.8041258
b36vi6,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,1.9324363,1.8114849,,16.0125217
b38ru5,Burnt,Rubida,Epicormic,Symphyomyrtus,24/2/2021,3,1.7391142,1.6144779,,0
b38rui2,Burnt,Rubida,Mature foliage,Symphyomyrtus,24/2/2021,3,1.3459532,1.1984363,,2.437978
b38rui2tips,Burnt,Rubida,Tips,Symphyomyrtus,24/2/2021,3,2.5117483,2.1108727,,0
b38vi9,Burnt,Viminalis,Epicormic,Symphyomyrtus,24/2/2021,3,1.7583262,1.7302804,,12.9776917
b38vii1,Burnt,Viminalis,Mature foliage,Symphyomyrtus,24/2/2021,3,1.3348285,1.1527834,,11.8925123
b38vii1tips,Burnt,Viminalis,Tips,Symphyomyrtus,24/2/2021,3,1.9444069,1.6941013,,7.6181417
b3mac2,Burnt,Macrorhyncha,Epicormic,Monocalyptus,24/2/2021,3,1.7206489,0.8146636,13.8530235,
b42vi7,Burnt,Viminalis,Epicormic,Symphyomyrtus,23/2/2021,3,2.0833414,2.0823898,,18.4271164
b49vi8,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,1.9396074,2.0133708,,20.7811413
b4mac3,Burnt,Macrorhyncha,Epicormic,Monocalyptus,25/2/2021,3,1.4925202,0.6561466,11.888504,
b4man2,Burnt,Mannifera,Epicormic,Symphyomyrtus,25/2/2021,3,2.1454949,1.7568748,,37.5346146
b51ru6,Burnt,Rubida,Epicormic,Symphyomyrtus,1/3/2021,3,1.5159392,1.3898091,,0
b52ru7,Burnt,Rubida,Epicormic,Symphyomyrtus,1/3/2021,3,1.6303232,1.5813532,,7.3101492
b53ru8,Burnt,Rubida,Epicormic,Symphyomyrtus,1/3/2021,3,1.7152452,1.6797551,,2.5916302
b54ru9,Burnt,Rubida,Epicormic,Symphyomyrtus,1/3/2021,3,1.6926428,1.5569055,,4.9442558
b55ru10,Burnt,Rubida,Epicormic,Symphyomyrtus,1/3/2021,3,1.6907084,1.5029248,,0
b5mac4,Burnt,Macrorhyncha,Epicormic,Monocalyptus,26/2/2021,3,1.0059178,0,14.5517731,
b5maci9,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,26/2/2021,3,0.9985889,0.1563775,8.7270851,
b5mani6,Burnt,Mannifera,Mature foliage,Symphyomyrtus,26/2/2021,3,1.2599508,1.0166154,,16.1185341
b5roi8,Burnt,Rossii,Mature foliage,Monocalyptus,26/2/2021,3,1.0164511,0.8621152,28.5215168,
b6di2,Burnt,Dives,Epicormic,Monocalyptus,24/2/2021,3,1.6267608,1.3449136,12.3389063,
b6ro2,Burnt,Rossii,Epicormic,Monocalyptus,24/2/2021,3,1.127581,0.9318082,21.9645767,
b6vi10,Burnt,Viminalis,Epicormic,Symphyomyrtus,24/2/2021,3,1.9842135,1.8402029,,16.5046062
b7mac5,Burnt,Macrorhyncha,Epicormic,Monocalyptus,23/2/2021,3,1.3661168,0.6150554,15.066967,
b7maci7,Burnt,Macrorhyncha,Mature foliage,Monocalyptus,23/2/2021,3,1.189032,0.362147,14.2685022,
b7man3,Burnt,Mannifera,Epicormic,Symphyomyrtus,23/2/2021,3,1.8675946,1.6630292,,40.0233231
b7ro10,Burnt,Rossii,Epicormic,Monocalyptus,23/2/2021,3,1.2858956,1.0749947,26.4238338,
b7roi6,Burnt,Rossii,Mature foliage,Monocalyptus,23/2/2021,3,0.9406404,0.7753239,30.7631588,
b9di3,Burnt,Dives,Epicormic,Monocalyptus,26/2/2021,3,1.6463189,1.4473921,15.3804264,
b9vi3,Burnt,Viminalis,Epicormic,Symphyomyrtus,26/2/2021,3,2.0970154,1.9880463,,19.2645741
u10di4,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,0.988382,0.949342,7.7851701,
u10di4newgrowth,Unburnt,Dives,Young growth,Monocalyptus,9/3/2021,3,1.9739933,1.790284,15.0230265,
u10mac6,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/3/2021,3,0.8993024,0.6213261,3.3124421,
u10man9,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/3/2021,3,1.2194738,1.0521775,,17.9894218
u11di5,Unburnt,Dives,Mature foliage,Monocalyptus,3/3/2021,3,1.1141527,1.0162799,16.3023071,
u11di5tips,Unburnt,Dives,Tips,Monocalyptus,3/3/2021,3,1.5506842,1.4856699,13.6456747,
u11mac7,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,3/3/2021,3,1.1276059,0.5572422,12.9858608,
u11man10,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,3/3/2021,3,0.9001507,0.6303198,,17.6938648
u11man10tips,Unburnt,Mannifera,Tips,Symphyomyrtus,3/3/2021,3,2.4591706,2.1233411,,16.4388313
u12mac8,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,0.9507209,0.2844257,6.9648614,
u12mac8tips,Unburnt,Macrorhyncha,Tips,Monocalyptus,2/3/2021,3,1.189181,0.0990992,11.0119152,
u12ro7,Unburnt,Rossii,Mature foliage,Monocalyptus,2/3/2021,3,1.0225077,0.7802286,23.4947624,
u12ro7tips,Unburnt,Rossii,Tips,Monocalyptus,2/3/2021,3,1.1265743,0.8377726,25.6179924,
u13di6,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,1.3265328,1.1692178,11.8439722,
u13vi3,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,9/3/2021,3,1.4368163,1.3082825,,10.1206045
u13vi3tips,Unburnt,Viminalis,Tips,Symphyomyrtus,9/3/2021,3,2.5704021,2.4370549,,5.8113999
u14mac11,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/3/2021,3,1.1112236,0.724966,8.7601671,
u14mac9,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/3/2021,3,1.1607696,0.6256828,7.3895369,
u14ro8,Unburnt,Rossii,Mature foliage,Monocalyptus,9/3/2021,3,1.1145282,0.9153828,13.0054865,
u14ro8tips,Unburnt,Rossii,Tips,Monocalyptus,9/3/2021,3,1.2144729,0.9901777,19.5599079,
u15di7,Unburnt,Dives,Mature foliage,Monocalyptus,2/3/2021,3,1.0396478,0.7647294,6.6796651,
u15di7tips,Unburnt,Dives,Tips,Monocalyptus,2/3/2021,3,1.9268047,1.856719,24.8541641,
u15mac10,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,2/3/2021,3,1.0052654,0.572442,3.6643529,
u15ru4,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/3/2021,3,1.2840428,1.172863,,0
u16di8,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,1.3609183,1.1987263,11.4001875,
u17di9,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,1.0858473,0.9657413,6.262506,
u18ru5,Unburnt,Rubida,Mature foliage,Symphyomyrtus,9/3/2021,3,1.3296747,1.1645974,,2.1213834
u19di10,Unburnt,Dives,Mature foliage,Monocalyptus,3/3/2021,3,1.3029644,1.181311,20.6056576,
u19di10tips,Unburnt,Dives,Tips,Monocalyptus,3/3/2021,3,1.7837555,1.7601973,14.9657021,
u19ro9,Unburnt,Rossii,Mature foliage,Monocalyptus,4/3/2021,3,1.1291623,0.9655356,31.4063339,
u19ro9tips,Unburnt,Rossii,Tips,Monocalyptus,4/3/2021,3,1.2754577,1.0554707,27.7562733,
u1di1,Unburnt,Dives,Mature foliage,Monocalyptus,9/3/2021,3,1.4209331,1.2222065,11.5882473,
u1di1tips,Unburnt,Dives,Tips,Monocalyptus,9/3/2021,3,1.782089,1.7039585,13.7615623,
u1mac1,Unburnt,Macrorhyncha,Mature foliage,Monocalyptus,9/3/2021,3,1.0955862,0.6669422,5.2310915,
u1man1,Unburnt,Mannifera,Mature foliage,Symphyomyrtus,9/3/2021,3,1.0915451,0.9551368,,19.1138382
u1man1tips,Unburnt,Mannifera,Tips,Symphyomyrtus,9/3/2021,3,2.0677507,1.6634351,,15.2581043
u1ro1,Unburnt,Rossii,Mature foliage,Monocalyptus,9/3/2021,3,1.127793,0.9496318,24.7975788,
u1ro1tips,Unburnt,Rossii,Tips,Monocalyptus,9/3/2021,3,1.2372502,0.9965061,22.0437946,
u20ru6,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/3/2021,3,1.1080776,0.8528764,,2.2803485
u20ru6tips,Unburnt,Rubida,Tips,Symphyomyrtus,2/3/2021,3,2.3701344,2.1038439,,0
u20vi4,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,2/3/2021,3,1.1996785,1.0223112,,8.7758436
u20vi4tips,Unburnt,Viminalis,Tips,Symphyomyrtus,2/3/2021,3,2.1449757,1.7405037,,12.9832792
u21ro10,Unburnt,Rossii,Mature foliage,Monocalyptus,9/3/2021,3,1.1159612,0.952537,17.6854877,
u21ro10tips,Unburnt,Rossii,Tips,Monocalyptus,9/3/2021,3,1.2836878,1.0000476,21.4608459,
u22ru7,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/3/2021,3,1.1248121,0.9082385,,0
u22vi5,Unburnt,Viminalis,Mature foliage,Symphyomyrtus,3/3/2021,3,1.2881008,1.1450249,,10.4997663
u22vi5newgrowth,Unburnt,Viminalis,Young growth,Symphyomyrtus,3/3/2021,3,1.9447867,1.9185539,,22.008112
u23ru8,Unburnt,Rubida,Mature foliage,Symphyomyrtus,2/3/2021,3,1.4181384,1.2792274,,1.083729
u26ru10,Unburnt,Rubida,Mature foliage,Symphyomyrtus,3/3/2021,3,0.9831333,0.8436102,,0
u26ru10tips,Unburnt,Rubida,Tips,Symphyomyrtus,3/3/2021,3,2.6085424,2.420352,,0
