species,seed_mass
Backhousia citriodora,10
Backhousia myrtifolia,8.8212
Bacopa floribunda,0.019
Bacopa monnieri,0.0364
Baeckea brevifolia,0.04036
Baeckea crispiflora,0.1088
Baeckea diosmifolia,0.089
Baeckea frutescens,4.101903
Baeckea gunniana,0.746
Baeckea imbricata,0.331
Baeckea kandos,0.0386139
Baeckea latifolia,0.1308
Baeckea leptocaulis,0.1116
Baeckea linifolia,0.075
Baeckea omissa,0.0313131
Baeckea robusta,0.7344
Baeckea utilis,0.062
Ballantinia antipoda,0.084
Banksia aculeata,134.458
Banksia aemula,84
Banksia alliacea,311.7094017
Banksia anatona,27.03
Banksia arborea,9.8496
Banksia arctotidis,67.8418367
Banksia armata,8.6532
Banksia armata,120.128
Banksia ashbyi,11.74
Banksia ashbyi,12.984
Banksia attenuata,98
Banksia audax,25.74004
Banksia baueri,126.5348
Banksia baxteri,40.5
Banksia bella,5.6248
Banksia benthamiana,17.899
Banksia blechnifolia,60.56156
Banksia brownii,30.85
Banksia burdettii,77.6
Banksia caleyi,76.9628
Banksia calophylla,24.1984615
Banksia candolleana,152.0364
Banksia canei,8.7596
Banksia carlinoides,8.8776
Banksia catoglypta,43.552
Banksia chamaephyton,129.57
Banksia cirsioides,6.0184
Banksia coccinea,12.9
Banksia comosa,8.4028
Banksia concinna,10.2458128
Banksia conferta,10.4476
Banksia corvijuga,10.1016
Banksia croajingolensis,6.5472
Banksia cuneata,16.3
Banksia cynaroides,6.9012
Banksia dallanneyi,9.7724
Banksia densa,158.8688
Banksia densa,7.5424
Banksia dentata,17.9056
Banksia drummondii,143.9068592
Banksia drummondii,19.6044
Banksia dryandroides,13.4948
Banksia echinata,5.7655172
Banksia elderiana,34.2354
Banksia epica,40.3612
Banksia epimicta,14.2356
Banksia ericifolia,20
Banksia ericifolia,15.1632
Banksia erythrocephala,5.0468
Banksia foliolata,8.23
Banksia foliosissima,11.3484
Banksia formosa,9.4732
Banksia fraseri,10.1584
Banksia fuscobractea,12.9859
Banksia grandis,61.3004
Banksia grossa,56.1932
Banksia heliantha,14.6584
Banksia hewardiana,67.1068
Banksia hookeriana,65
Banksia horrida,144.5821862
Banksia idiogenes,89.0006135
Banksia ilicifolia,50.0672655
Banksia incana,44.0344
Banksia insulanemorecincta,12.6345
Banksia integrifolia,13.67
Banksia integrifolia,19.9
Banksia integrifolia,11.49
Banksia ionthocarpa,11.1943182
Banksia kippistiana,12.24
Banksia laevigata,17.124
Banksia laevigata,12.3552
Banksia lanata,34.06
Banksia laricina,20.6101
Banksia lemanniana,71.1412911
Banksia leptophylla,25.4
Banksia leptophylla,38.2408
Banksia lindleyana,26.816
Banksia littoralis,21.046
Banksia lullfitzii,52.4877193
Banksia marginata,7.88
Banksia media,39.65
Banksia meganotia,5.948
Banksia meisneri,19.016
Banksia menziesii,81.9
Banksia micrantha,43.08
Banksia mucronulata,11.2448
Banksia nobilis,14.5344
Banksia nutans,29.368
Banksia oblongifolia,17.9068
Banksia obovata,8.6404
Banksia occidentalis,9.38
Banksia octotriginta,103.7020202
Banksia oreophila,30.5236
Banksia ornata,27.1456
Banksia pallida,11.902
Banksia paludosa,10.5088
Banksia petiolaris,62.9144
Banksia pilostylis,58.97464
Banksia plumosa,11.11
Banksia polycephala,7.8172
Banksia porrecta,70.8270673
Banksia praemorsa,34.0459144
Banksia prionotes,24
Banksia prolata,13.96468
Banksia prolata,7.2994764
Banksia prolata,9.4436
Banksia proteoides,18.1847
Banksia pseudoplumosa,14.0728
Banksia pteridifolia,69.916
Banksia pulchella,11.6444
Banksia quercifolia,15.9456
Banksia repens,78.3974747
Banksia robur,23.76
Banksia rufa,9.6544
Banksia rufa,7.0684
Banksia rufa,14.34
Banksia rufa,15.082
Banksia rufa,7.7804
Banksia saxicola,10.808
Banksia scabrella,25.8445
Banksia sceptrum,52.0369
Banksia sclerophylla,43.774
Banksia serra,8.5536
Banksia serrata,55.9301
Banksia serratuloides,8.91
Banksia sessilis,13.1414
Banksia shuttleworthiana,425.1008
Banksia solandri,40.2887
Banksia speciosa,115.5
Banksia sphaerocarpa,15.2142857
Banksia sphaerocarpa,17.1164
Banksia sphaerocarpa,19.9595
Banksia spinulosa,12.9624
Banksia spinulosa,13.45
Banksia splendida,496.4164
Banksia splendida,20.2912
Banksia strictifolia,6.8164
Banksia stuposa,9.0960526
Banksia subpinnatifida,7.1377358
Banksia telmatiaea,12.14476
Banksia tenuis,127.726
Banksia tricuspis,66.912
Banksia trifontinalis,7.0936
Banksia undata,15.028
Banksia verticillata,18.185
Banksia vestita,16.592
Banksia victoriae,37.51
Banksia violacea,12.276
Banksia wonganensis,6.5852
Banksia xylothemelia,46.4245902
Barbarea australis,0.81
Barbarea grayi,1.0728
Basilicum polystachyon,0.08
Bauera rubioides,0.654
Bauera sessiliflora,1.6146341
Bauhinia binata,302.324
Bauhinia carronii,89.59
Bauhinia gilva,155.0032
Baumea articulata,1.32
Beaufortia aestiva,0.6768
Beaufortia anisandra,0.7348
Beaufortia bicolor,0.4932
Beaufortia bracteosa,0.5768
Beaufortia empetrifolia,0.1584
Beaufortia eriocephala,0.2196
Beaufortia incana,0.496
Beaufortia micrantha,0.08892
Beaufortia orbifolia,0.2811
Beaufortia purpurea,0.1856
Beaufortia schaueri,0.2817
Beaufortia sparsa,0.32
Beaufortia sprengelioides,3.3088
Beaufortia squarrosa,0.5596
Bedfordia arborescens,0.7466
Bedfordia linearis,0.834
Bedfordia salicina,0.5392
Beilschmiedia bancroftii,20179
Beilschmiedia recurva,1261
Beilschmiedia tooram,5800
Beilschmiedia volckii,24000
Bellendena montana,33.302
Bellida graminea,1.5508
Bentleya diminuta,1.52244
Bentleya spinescens,1.4884
Bergia ammannioides,0.0208
Bergia barklyana,0.06524
Bergia henshallii,0.056
Bergia occultipetala,0.0224
Bergia pedicellaris,0.0061
Bergia trimera,0.05183
Bertya dimerostigma,6.21216
Bertya gummifera,34.972
Bertya oleifolia,16.1095541
Beyeria lasiocarpa,19.8212
Beyeria lechenaultii,13.389
Beyeria opaca,10.5504
Beyeria viscosa,32.1416
Billardiera cymosa,2.3604
Billardiera drummondii,0.6454
Billardiera lehmanniana,3.16696
Billardiera longiflora,1.8039
Billardiera macrantha,2.5496
Billardiera mutabilis,1.638
Billardiera nesophila,1.5832
Billardiera scandens,1.0996
Billardiera sericophora,2.5688
Billardiera uniflora,1.8552
Billardiera versicolor,1.8996
Bischofia javanica,12
Blandfordia cunninghamii,1.2077
Blandfordia grandiflora,2.0624
Blandfordia nobilis,1.0472
Blandfordia punicea,1.4464
Blennodia canescens,0.19908
Blennodia pterosperma,0.3664
Blumea axillaris,0.056
Blumea diffusa,0.02
Blumea pungens,0.0124
Blumea saxatilis,0.0472
Blumea tenella,0.04
Boehmeria macrophylla,0.1044
Boerhavia burbidgeana,3.2676
Boerhavia coccinea,2.24
Boerhavia diffusa,2.0782
Boerhavia dominii,3.329
Boerhavia paludosa,5.0292
Boerhavia repens,1.6244
Boerhavia repleta,6.7096
Boerhavia schomburgkiana,1.604
Bolboschoenus caldwellii,3.5124
Bolboschoenus fluviatilis,4.97
Bolboschoenus medianus,3.8556
Bombax ceiba,29
Bonamia erecta,3.2268
Bonamia media,6.114
Bonamia pannosa,5.9472
Boronia alata,4.8408
Boronia algida,1.4879567
Boronia anethifolia,1.6956
Boronia angustisepala,7.9216867
Boronia barkeriana,1.0213235
Boronia coerulescens,3.024
Boronia cymosa,2.79736
Boronia deanei,0.9272
Boronia edwardsii,1.7712
Boronia exilis,1.62
Boronia filifolia,1.7304
Boronia floribunda,1.442
Boronia fraseri,5.7715596
Boronia galbraithiae,1.6292
Boronia glabra,9.1932
Boronia granitica,7.2054545
Boronia hapalophylla,14.3164
Boronia inflexa,1.5688679
Boronia lanceolata,3.2790244
Boronia latipinna,2.29724
Boronia ledifolia,7.6
Boronia megastigma,1.3
Boronia microphylla,1.203
Boronia mollis,2.7236
Boronia nana,1.4305
Boronia occidentalis,1.38184
Boronia parviflora,0.7421
Boronia pilosa,0.9736
Boronia pinnata,1.354
Boronia repanda,4.8036842
Boronia revoluta,4.775
Boronia rhomboidea,0.9268
Boronia rigens,1.18
Boronia rosmarinifolia,10.5581671
Boronia ruppii,4.4214286
Boronia serrulata,0.9288
Boronia tenuis,1.51
Boronia ternata,5.3825
Boronia thujona,1.0694
Boronia warrumbunglensis,8.0456044
Boronia wilsonii,4.1349206
Borya constricta,0.1136
Borya longiscapa,0.3036
Borya sphaerocephala,0.049
Borya subulata,0.2228
Bothriochloa decipiens,0.7
Bothriochloa ewartiana,0.566
Bothriochloa macra,1.07
Bowenia spectabilis,2300
Brachychiton acerifolius,178
Brachychiton australis,94.98
Brachychiton bidwillii,306.924
Brachychiton chillagoensis,177.406
Brachychiton collinus,63.855
Brachychiton compactus,49.284
Brachychiton discolor,187.41
Brachychiton diversifolius,97.68
Brachychiton diversifolius,160.4984
Brachychiton gregorii,49.9456
Brachychiton megaphyllus,119.02
Brachychiton obtusilobus,69.433
Brachychiton populneus,112
Brachychiton populneus,129.392
Brachychiton rupestris,54.7
Brachychiton viscidulus,171.09
Brachyglottis brunonis,0.5276
Brachyloma daphnoides,21.8988
Brachyloma ericoides,27.2136
Brachyloma mogin,42.1825758
Brachyscome campylocarpa,0.37
Brachyscome ciliaris,0.17
Brachyscome ciliaris,0.12
Brachyscome decipiens,0.5688
Brachyscome eriogona,0.4216
Brachyscome halophila,0.3264
Brachyscome iberidifolia,2.4
Brachyscome muelleroides,0.0468
Brachyscome multifida,0.2253275
Brachyscome papillosa,0.2536
Brachyscome parvula,0.0648
Brachyscome perpusilla,0.2776
Brachyscome ptychocarpa,0.14
Brachyscome rara,0.1436
Brachyscome rigidula,0.304
Brachyscome salkiniae,0.2624
Brachyscome scapigera,0.342
Brachyscome spathulata,0.3284
Brachyscome spathulata,0.5092
Brachyscome tadgellii,0.2572
Brachyscome tenuiscapa,0.5688
Brachyscome tesquorum,0.188
Brachyscome xanthocarpa,0.1428
Brasenia schreberi,6.78
Breynia cernua,7.1
Breynia oblongifolia,5.66
Bromus arenarius,2.698
Bromus arvensis,2.2
Bruguiera exaristata,3650
Bruguiera parviflora,2530
Brunonia australis,1.84
Buchanania obovata,322.58
Buchnera asperata,0.038
Buchnera ciliata,0.0398
Buchnera linearis,0.0218
Buchnera ramosissima,0.0544
Bulbine bulbosa,1.74
Bulbine semibarbata,1.8
Bulbostylis barbata,0.09
Bulbostylis turbinata,0.0827
Burchardia bairdiae,2.5952
Burchardia multiflora,2.0524
Burchardia umbellata,1.07
Bursaria incana,2.7116
Bursaria occidentalis,3.1
Bursaria spinosa,1.37
Caesalpinia bonduc,2155
Caesalpinia coriaria,55
Caesalpinia major,1047.53
Caesalpinia scortechinii,663.4876
Caesia calliantha,2.99
Caesia parviflora,1.472
Caladenia xanthochila,4
Calamus australis,410
Calamus caryotoides,97.71
Calamus moti,107
Caldcluvia paniculosa,0.138
Callicarpa candicans,0.8276
Callicarpa longifolia,0.4
Callicarpa pedunculata,0.76
Callicoma serratifolia,0.17988
Callistemon acuminatus,0.0284
Callistemon brachyandrus,0.095
Callistemon citrinus,0.07
Callistemon comboynensis,0.056
Callistemon flavovirens,0.038
Callistemon formosus,0.051
Callistemon forresterae,0.2056
Callistemon kenmorrisonii,0.0552
Callistemon linearifolius,0.1328
Callistemon linearis,0.0367
Callistemon macropunctatus,0.19
Callistemon montanus,0.041
Callistemon nyallingensis,0.0292
Callistemon pachyphyllus,0.026
Callistemon pallidus,0.115
Callistemon pearsonii,0.0710432
Callistemon phoeniceus,0.06
Callistemon pinifolius,0.03668
Callistemon pityoides,0.25
Callistemon polandii,0.22
Callistemon pungens,0.0778
Callistemon pungens,0.1116
Callistemon rugulosus,0.1396
Callistemon salignus,0.0536
Callistemon sieberi,0.11
Callistemon speciosus,0.1376
Callistemon subulatus,0.0469
Callistemon teretifolius,0.0468
Callistemon viminalis,0.3524
Callistemon viridiflorus,0.0677
Callistemon wimmerensis,0.0208
Callitriche muelleri,0.138
Callitriche palustris,0.082
Callitris baileyi,8.4976
Callitris canescens,5.04
Callitris columellaris,12.2
Callitris drummondii,3.39
Callitris endlicheri,7.28
Callitris gracilis,8.93228
Callitris macleayana,4.77
Callitris monticola,4.4341
Callitris muelleri,14.14
Callitris oblonga,4.5436
Callitris oblonga,2.9412
Callitris oblonga,4.0088
Callitris oblonga,4.59
Callitris preissii,12.18
Callitris rhomboidea,6.01
Callitris roei,8.5
Callitris verrucosa,15.586
Calocephalus citreus,0.07
Calocephalus knappii,0.0248
Calocephalus lacteus,0.095
Calocephalus platycephalus,0.028
Calocephalus sonderi,0.0564
Calothamnus affinis,0.1308
Calothamnus aridus,2.1172
Calothamnus blepharospermus,1.1744
Calothamnus brevifolius,0.0656
Calothamnus formosus,0.4424
Calothamnus gibbosus,0.561
Calothamnus gilesii,0.724
Calothamnus glaber,1.2876
Calothamnus gracilis,0.36
Calothamnus graniticus,1.5208
Calothamnus graniticus,1.7388
Calothamnus hirsutus,1.3704
Calothamnus lateralis,0.1156
Calothamnus longissimus,0.34028
Calothamnus macrocarpus,0.814
Calothamnus microcarpus,0.106
Calothamnus montanus,0.2296
Calothamnus pachystachyus,0.35692
Calothamnus phellosus,1.8144
Calothamnus pinifolius,0.1536
Calothamnus preissii,0.1368
Calothamnus quadrifidus,0.23288
Calothamnus quadrifidus,0.5909
Calothamnus quadrifidus,1.35
Calothamnus robustus,0.5702
Calothamnus roseus,0.50948
Calothamnus rupestris,0.75
Calothamnus sanguineus,0.5924
Calothamnus scabridus,0.1166
Calothamnus superbus,0.1676
Calothamnus torulosus,1.4567568
Calothamnus tuberosus,0.051
Calothamnus validus,0.4974
Calothamnus villosus,0.9004
Calotis ancyrocarpa,0.7908
Calotis breviseta,0.3344
Calotis cuneata,1.9564
Calotis cuneata,2.21256
Calotis cuneifolia,0.66
Calotis cymbacantha,1.2668
Calotis dentex,1.52
Calotis erinacea,1.14
Calotis glandulosa,1.1596
Calotis hispidula,5.5
Calotis lappulacea,0.3948
Calotis latiuscula,10.128
Calotis moorei,1.6811024
Calotis multicaulis,1.2258
Calotis plumulifera,0.5
Calotis porphyroglossa,0.4812
Calotis pubescens,3.77
Calotis scabiosifolia,3.1412
Calotis scapigera,3.5252
Calotis squamigera,0.75
Calystegia marginata,13.3896
Calystegia sepium,28.3
Calystegia soldanella,51.499
Calytrix acutifolia,0.9096
Calytrix arborescens,1.04272
Calytrix brevifolia,8.3236
Calytrix breviseta,2.4356
Calytrix brownii,1.066
Calytrix depressa,1.89492
Calytrix ecalycata,1.97196
Calytrix exstipulata,2.6874
Calytrix fraseri,2.7728
Calytrix gurulmundensis,4.5932
Calytrix involucrata,2.0132
Calytrix leptophylla,1.8552
Calytrix leschenaultii,1.1728
Calytrix longiflora,10.2108
Calytrix parvivallis,0.9992982
Calytrix paucicostata,1.0823529
Calytrix platycheiridia,1.476
Calytrix smeatoniana,0.696
Calytrix tetragona,1.6459
Calytrix verticillata,1.20484
Camptacra barbata,0.7716
Cananga odorata,61.6
Canarium australasicum,678.88
Canarium australianum,639
Canarium vitiense,650
Canscora diffusa,0.0576
Capillipedium parviflorum,0.429
Capparis loranthifolia,95.2344828
Capparis mitchellii,108.324
Capparis ornans,164
Capparis sarmentosa,39.0864
Capparis sepiaria,41.7144
Capparis spinosa,9
Cardamine astoniae,0.6812
Cardamine gunnii,0.1516
Cardamine lilacina,0.5564
Cardamine microthrix,0.163
Cardamine moirensis,0.1364
Cardamine tenuifolia,0.3668
Cardiopteris moluccana,11
Cardwellia sublimis,582
Carex alsophila,2.0196
Carex appressa,0.2816
Carex appressa,0.8299
Carex bichenoviana,1.3244
Carex blakei,1.921
Carex brownii,0.2388
Carex brunnea,0.6
Carex buxbaumii,1.778
Carex canescens,0.351
Carex canescens,0.4148
Carex capillacea,0.528
Carex cataractae,0.4568
Carex cephalotes,0.5508
Carex curta,0.37
Carex declinata,1.3028
Carex echinata,0.83
Carex fascicularis,1.223
Carex flaviformis,0.818
Carex gaudichaudiana,0.951
Carex gunniana,3.0222
Carex gunniana,1.886
Carex hebes,1.3278
Carex hypandra,0.5362
Carex incomitata,1.0904
Carex inversa,1.372
Carex iynx,1.5432
Carex klaphakei,1.1148
Carex maculata,0.55
Carex paniculata,0.73
Carex polyantha,1.03676
Carex pumila,7.054
Carex raleighii,0.8085
Carex tasmanica,1.7904
Carex tereticaulis,1.24
Carinavalva glauca,0.1604
Carissa spinarum,74.9
Carpha alpina,0.8388
Carpha nivicola,2.22
Carpobrotus glaucescens,0.2328
Carpobrotus modestus,0.1396
Carpobrotus rossii,0.218
Carronia protensa,102
Casearia dallachii,3
Cassia brewsteri,138.68
Cassia eremophila,20.61
Cassia marksiana,75.164
Cassia tomentella,85.8024
Cassinia aculeata,0.07
Cassinia arcuata,0.0796
Cassinia aureonitens,0.08196
Cassinia compacta,0.489
Cassinia copensis,0.112
Cassinia cunninghamii,0.148
Cassinia decipiens,0.0928
Cassinia denticulata,0.1244
Cassinia diminuta,0.04952
Cassinia hewsoniae,0.106
Cassinia laevis,0.0783
Cassinia leptocephala,0.152
Cassinia longifolia,0.08296
Cassinia macrocephala,0.1536
Cassinia maritima,0.102
Cassinia monticola,0.106
Cassinia nivalis,0.0716
Cassinia ozothamnoides,0.0476
Cassinia quinquefaria,0.08
Cassinia rugata,0.148
Cassinia scabrida,0.0468
Cassinia subtropica,0.1048
Cassinia tegulata,0.203
Cassinia telfordii,0.126
Cassinia trinerva,0.184
Cassinia uncata,0.09582
Cassinia venusta,0.082
Cassytha filiformis,40.95
Cassytha flindersii,20.9716
Cassytha glabella,28.26
Cassytha melantha,73.0328
Cassytha pedicellosa,10.225
Cassytha pubescens,38.97
Casuarina cristata,9.01
Casuarina cunninghamiana,1.57
Casuarina cunninghamiana,0.3324
Casuarina equisetifolia,4
Casuarina equisetifolia,1.5632
Casuarina glauca,3
Casuarina obesa,0.93
Casuarina pauper,1.706
Cayratia saponaria,23
Cayratia trifolia,24.48
Celmisia costiniana,2.977
Celmisia latifolia,4.2992
Celmisia longifolia,2.1788
Celmisia pugioniformis,2.478
Celmisia tomentella,3.59
Centaurium spicatum,0.028
Centella asiatica,1.149
Centipeda crateriformis,0.06
Centipeda elatinoides,0.1412
Centipeda minima,0.0212
Centipeda minima,0.0414
Centipeda nidiformis,0.0276
Centipeda pleiocephala,0.0256
Centipeda racemosa,0.0325688
Centipeda thespidioides,0.24
Centrolepis aristata,0.0464
Centrolepis banksii,0.01252
Centrolepis exserta,0.01424
Centrolepis fascicularis,0.1304
Centrolepis glabra,0.041
Centrolepis monogyna,0.0804
Centrolepis polygyna,0.061
Centrolepis strigosa,0.03496
Centrolepis strigosa,0.034
Cephalaralia cephalobotrys,4
Cephalipterum drummondii,7.223
Ceratogyne obionoides,1.5182
Ceratopetalum gummiferum,14.4
Cerbera inflata,13000
Ceriops australis,1600
Ceriops tagal,3025
Chamaecrista mimosoides,2.59
Chamaecrista nictitans,2.2256
Chamaecrista nictitans,2.2
Chamaecrista nigricans,3.61
Chamaecrista symonii,3.8474403
Chamelaucium axillare,23.96
Chamelaucium marchantii,28.5868
Chamelaucium uncinatum,24.4
Cheiranthera alternifolia,0.6416
Cheiranthera linearis,2.395
Chenopodium auricomum,0.442
Chenopodium desertorum,0.9124
Chenopodium desertorum,0.412
Chenopodium desertorum,0.361
Chenopodium erosum,0.4156
Chionanthus axillaris,421
Chionanthus ramiflorus,329.35
Chionochloa frigida,1.261
Chisocheton longistipitatus,3600
Chloris divaricata,0.112
Chloris lobata,0.184
Chloris pectinata,0.277
Chloris truncata,0.2004
Chloris ventricosa,0.4722
Choretrum glomeratum,26.992
Choretrum spicatum,22.9708
Chorizandra australis,6.1
Chorizandra cymbaria,3.5166
Chorizandra enodis,1.82
Chrysocephalum apiculatum,0.07
Chrysocephalum eremaeum,0.1008
Chrysocephalum gilesii,1.9924
Chrysocephalum pterochaetum,0.1716
Chrysocephalum semipapposum,0.0512
Chrysopogon benthamianus,4.3
Chrysopogon fallax,1.862
Chrysopogon setifolius,0.183
Chthonocephalus pseudevax,0.406
Cinnamomum laubatii,650
Cissampelos pareira,5.99
Cissus antarctica,65.4
Cissus hypoglauca,39.11
Cissus oblonga,56.52
Cissus penninervis,66
Cissus repens,32
Citronella smythii,310
Citrus garrawayi,22.9
Cladium jamaicense,2.4
Cladium mariscus,2.5718
Cladium mariscus,2.7904
Cladium mariscus,2.3269
Cladium mariscus,1.432
Cladium mariscus,1.7164
Clausena brevistyla,72
Clematis aristata,0.295
Clematis decipiens,4.303
Clematis gentianoides,2.9748
Clematis glycinoides,1.878
Clematis leptophylla,2.6396
Clematis microphylla,2.6796
Clematis pickeringii,1.4476
Clematis pubescens,4.0244
Cleome cleomoides,0.8098485
Cleome microaustralica,0.5448
Cleome oxalidea,0.21672
Cleome viscosa,2.1
Clerodendrum heterophyllum,38.94328
Coccinia grandis,11.79
Cochlospermum fraseri,36.472
Cochlospermum gillivraei,36.8576
Cochlospermum gillivraei,45.1868
Codonocarpus cotinifolius,2.6
Codonocarpus pyramidalis,6.1468
Coelospermum paniculatum,16.99
Coldenia procumbens,4.345
Colobanthus affinis,0.1256
Colobanthus apetalus,0.0552
Colobanthus apetalus,0.0758
Colubrina asiatica,32.304
Comesperma acerosum,1.7480519
Comesperma calymega,0.558
Comesperma ciliatum,1.5835
Comesperma ericinum,1.028
Comesperma retusum,1.0322
Comesperma scoparium,1.4
Comesperma sphaerocarpum,1.5309859
Comesperma volubile,1.1896
Commelina ensifolia,15.5072
Commersonia bartramia,6
Commersonia fraseri,6.0604
Commersonia johnsonii,2.0168
Commersonia multiloba,1.7736
Commersonia pedleyi,1.4508
Commersonia tatei,1.5956
Commersonia viscidula,5.156
Commicarpus australis,10.136
Conospermum boreale,6.5512
Conospermum brownii,3.1224
Conospermum burgessiorum,4.0956
Conospermum caeruleum,3.0196
Conospermum canaliculatum,7.0236
Conospermum crassinervium,2.872
Conospermum ericifolium,2.314
Conospermum glumaceum,3.50652
Conospermum hookeri,1.8864
Conospermum incurvum,4.368
Conospermum longifolium,2.81
Conospermum longifolium,3.1372
Conospermum longifolium,6.955
Conospermum microflorum,6.0188
Conospermum mitchellii,3.9172
Conospermum nervosum,1.8832
Conospermum patens,2.5064
Conospermum scaposum,2.624
Conospermum stoechadis,2.8872
Conospermum taxifolium,1.5468
Conospermum teretifolium,4.9824
Conospermum triplinervium,4.7292
Conospermum undulatum,53.0923077
Conospermum unilaterale,4.1648
Conospermum wycherleyi,6.0368
Conostephium marchantiorum,46.4952
Conostylis aculeata,0.3748
Conostylis albescens,0.742
Conostylis angustifolia,0.368
Conostylis aurea,0.3928
Conostylis candicans,0.2808
Conostylis dielsii,0.316
Conostylis juncea,1.14
Conostylis neocymosa,0.568
Conostylis pauciflora,0.4056
Conostylis prolifera,0.1792
Conostylis robusta,0.54304
Conostylis rogeri,0.2605263
Conostylis seorsiflora,0.2368
Conostylis seorsiflora,0.2419753
Conostylis serrulata,1.2248
Conostylis setigera,0.296
Conostylis setigera,0.37173
Convolvulus angustissimus,12.1598
Convolvulus clementii,5.2456
Convolvulus crispifolius,3.096
Convolvulus erubescens,4.1
Convolvulus eyreanus,7.1184
Convolvulus microsepalus,7.3268
Convolvulus recurvatus,5.54
Convolvulus remotus,6.18
Convolvulus wimmerensis,4.8212
Coprosma hirtella,34.0574
Coprosma niphophila,1.9210526
Coprosma nitida,22.591
Coprosma perpusilla,1.4576923
Coprosma quadrifida,10.58
Corchorus capsularis,2.2
Corchorus cunninghamii,2.749
Corchorus elderi,0.5776
Corchorus fascicularis,0.5139
Corchorus pascuorum,5.9212
Corchorus reynoldsiae,1.9148
Corchorus sericeus,0.6616
Corchorus sidoides,0.5368
Corchorus tridens,0.48
Cordia dichotoma,143
Cordia subcordata,1009.27
Correa aemula,5.0704
Correa alba,7.2072
Correa backhouseana,6.112
Correa baeuerlenii,11.7639456
Correa calycina,8.3752
Correa eburnea,7.0332
Correa glabra,9.9292
Correa lawrenceana,10.788
Correa pulchella,5.0472
Corymbia maculata,8.64
Corynocarpus cribbianus,8250
Cotula alpina,0.2707
Cotula australis,0.06
Cotula vulgaris,0.0968
Craspedia adenophora,0.7316
Craspedia alpina,0.5476
Craspedia aurantia,0.366
Craspedia coolaminica,0.526
Craspedia coolaminica,0.508
Craspedia crocata,0.4204
Craspedia cynurica,0.7928
Craspedia glauca,0.6158
Craspedia jamesii,0.44576
Craspedia lamicola,0.9644
Craspedia leucantha,0.156
Craspedia paludicola,0.7985
Craspedia preminghana,0.7716
Craspedia uniflora,0.4739024
Craspedia variabilis,1.02
Crassula closiana,0.0071
Crassula colligata,0.00432
Crassula colligata,0.0076
Crassula colorata,0.0062
Crassula colorata,0.02344
Crassula colorata,0.0103
Crassula decumbens,0.0084
Crassula exserta,0.01268
Crassula helmsii,0.2128
Crassula peduncularis,0.0036
Crassula sieberiana,0.03
Cratystylis conocephala,2.13
Crowea exalata,5.3096
Crowea saligna,10.32
Cryptandra amara,0.873
Cryptandra amara,0.6888
Cryptandra apetala,0.4868
Cryptandra arbutiflora,0.17
Cryptandra congesta,0.25412
Cryptandra craigiae,0.2889
Cryptandra exilis,0.3856
Cryptandra glabriflora,0.4163265
Cryptandra intermedia,0.7176
Cryptandra lanosiflora,0.4
Cryptandra nola,0.5244898
Cryptandra tomentosa,1.014
Cryptocarya angulata,1600
Cryptocarya corrugata,2119
Cryptocarya grandis,1000
Cryptocarya mackinnoniana,652
Cryptocarya oblata,7650
Cryptocarya onoprienkoana,668
Cryptocarya pleurosperma,11000
Cryptocarya putida,428
Cryptocarya triplinervis,281.281
Cucumis maderaspatanus,8.275
Cupaniopsis anacardioides,178.63
Cupaniopsis flagelliformis,250
Cupaniopsis flagelliformis,96.3
Cupaniopsis parvifolia,146.41
Cuphonotus andraeanus,0.4418
Cuscuta tasmanica,1.4056
Cuscuta victoriana,0.7936
Cuttsia viburnea,0.02696
Cyanostegia angustifolia,5.8872
Cyathochaeta stipoides,18.80676
Cyathodes glauca,106.21
Cyathodes straminea,25.9964
Cyathula prostrata,2.1216
Cymbopogon ambiguus,1.3064
Cymbopogon bombycinus,2.514
Cymbopogon obtectus,2.22
Cymbopogon procerus,0.36
Cymbopogon refractus,0.741
Cynanchum floribundum,12.4926
Cynoglossum australe,3.765
Cynometra iripa,6720
Cyperus alopecuroides,0.111
Cyperus alterniflorus,0.2548
Cyperus aquatilis,0.0664
Cyperus aristatus,0.04
Cyperus articulatus,0.1304
Cyperus astartodes,0.32
Cyperus bifax,0.3072
Cyperus castaneus,0.0188
Cyperus centralis,0.1904
Cyperus compressus,0.325
Cyperus concinnus,0.01732
Cyperus conicus,0.5444
Cyperus cracens,0.4632
Cyperus cunninghamii,0.19
Cyperus cuspidatus,0.052
Cyperus cyperoides,0.3412
Cyperus cyperoides,0.2
Cyperus dactylotes,0.098
Cyperus decompositus,0.3904
Cyperus dietrichiae,0.1996
Cyperus difformis,0.03
Cyperus digitatus,0.059
Cyperus digitatus,0.0316
Cyperus distans,0.1292
Cyperus enervis,0.3328
Cyperus exaltatus,0.082
Cyperus gracilis,0.3708
Cyperus gunnii,0.212
Cyperus gunnii,0.0884
Cyperus gymnocaulos,0.1192
Cyperus hamulosus,0.186
Cyperus haspan,0.066
Cyperus holoschoenus,0.4728
Cyperus iria,0.1866
Cyperus ixiocarpus,1.104
Cyperus javanicus,0.2972
Cyperus laevigatus,2.6608
Cyperus laevigatus,0.1984
Cyperus laevigatus,0.218
Cyperus laevis,0.162
Cyperus laxus,0.2456
Cyperus lhotskyanus,0.1976
Cyperus lucidus,0.4408
Cyperus microcephalus,0.2972
Cyperus microcephalus,0.1352
Cyperus microcephalus,0.0824
