species,seed_mass
Eucalyptus loxophleba,0.2894
Eucalyptus loxophleba,0.24
Eucalyptus loxophleba,0.88
Eucalyptus lucasii,2.43
Eucalyptus lucens,0.1832
Eucalyptus luehmanniana,5.006
Eucalyptus macarthurii,2.24
Eucalyptus macrandra,0.6786667
Eucalyptus macrocarpa,4.2568
Eucalyptus macrocarpa,4.2984
Eucalyptus macrocarpa,22
Eucalyptus macrorhyncha,8.49
Eucalyptus macrorhyncha,14.7
Eucalyptus macrorhyncha,20
Eucalyptus magnificata,0.3544
Eucalyptus major,1.12
Eucalyptus malacoxylon,2.95
Eucalyptus mannensis,4.71
Eucalyptus mannensis,1.618
Eucalyptus mannifera,0.2604
Eucalyptus mannifera,2.06
Eucalyptus mannifera,1.58
Eucalyptus mannifera,1.68
Eucalyptus marginata,25.4
Eucalyptus marginata,10.5908
Eucalyptus mckieana,2.66
Eucalyptus mcquoidii,2.0364
Eucalyptus medialis,0.2892
Eucalyptus mediocris,0.5772
Eucalyptus megacarpa,9.5
Eucalyptus megacornuta,5.27
Eucalyptus melanoleuca,4.48
Eucalyptus melanophitra,2.02
Eucalyptus melanophloia,0.3384
Eucalyptus melanophloia,0.6516
Eucalyptus melanoxylon,2.039
Eucalyptus melliodora,1
Eucalyptus merrickiae,10.2
Eucalyptus michaeliana,5.89
Eucalyptus micranthera,16.36
Eucalyptus microcarpa,0.85
Eucalyptus microcorys,1.39
Eucalyptus microneura,3.66
Eucalyptus microschema,0.224
Eucalyptus microtheca,1.6
Eucalyptus mimica,0.45972
Eucalyptus mimica,0.4088
Eucalyptus miniata,34.6
Eucalyptus minniritchi,0.872
Eucalyptus misella,0.362
Eucalyptus mitchelliana,4.17
Eucalyptus moderata,0.8656
Eucalyptus moluccana,2.18
Eucalyptus molyneuxii,1.0644
Eucalyptus moorei,1
Eucalyptus morrisbyi,0.969
Eucalyptus morrisii,1.99
Eucalyptus muelleriana,8.66
Eucalyptus multicaulis,7.39
Eucalyptus myriadena,0.4116
Eucalyptus myriadena,0.1876
Eucalyptus nandewarica,0.2368
Eucalyptus nebulosa,0.362
Eucalyptus neglecta,4.54
Eucalyptus neutra,0.6304
Eucalyptus newbeyi,1.3408
Eucalyptus nicholii,0.3412
Eucalyptus nigrifunda,0.4161
Eucalyptus nitens,2.4
Eucalyptus nitida,3.45
Eucalyptus nobilis,0.7336
Eucalyptus normantonensis,1.18
Eucalyptus nortonii,3.34
Eucalyptus notabilis,2.32
Eucalyptus nutans,2.5
Eucalyptus obesa,1.1584
Eucalyptus obliqua,7.9
Eucalyptus obtusiflora,3.2524
Eucalyptus occidentalis,6.7
Eucalyptus ochrophloia,8.32
Eucalyptus odontocarpa,8.32
Eucalyptus odorata,1.34
Eucalyptus oldfieldii,11.89
Eucalyptus oleosa,3.17
Eucalyptus oleosa,0.3553333
Eucalyptus oleosa,0.4338
Eucalyptus olida,6.4096
Eucalyptus oligantha,9.08
Eucalyptus olivina,0.31
Eucalyptus ophitica,0.482
Eucalyptus oraria,3.12
Eucalyptus orbifolia,2.63
Eucalyptus oreades,9.04
Eucalyptus orgadophila,10.74
Eucalyptus ornata,1.012
Eucalyptus orthostemon,0.4296
Eucalyptus ovata,0.95
Eucalyptus ovularis,2
Eucalyptus oxymitra,1.308
Eucalyptus pachycalyx,1.478
Eucalyptus pachycalyx,5.3
Eucalyptus pachycalyx,3.1948
Eucalyptus pachyloma,3.838
Eucalyptus pachyphylla,6.41
Eucalyptus paliformis,2.47
Eucalyptus paludicola,0.5372
Eucalyptus panda,1.5
Eucalyptus panda,1.1684
Eucalyptus paniculata,2.4
Eucalyptus paniculata,0.4928
Eucalyptus pantoleuca,0.7728
Eucalyptus parramattensis,2.99
Eucalyptus parramattensis,0.5612
Eucalyptus parvula,0.444
Eucalyptus patellaris,5.79
Eucalyptus patens,786.5
Eucalyptus pauciflora,0.8824
Eucalyptus pauciflora,1.6324
Eucalyptus pauciflora,7.5
Eucalyptus pauciflora,7.93
Eucalyptus pauciflora,6.93
Eucalyptus pauciflora,11.57
Eucalyptus pauciflora,1.0444
Eucalyptus pellita,4.36
Eucalyptus pendens,11.7984
Eucalyptus peninsularis,1.01356
Eucalyptus perangusta,0.234
Eucalyptus percostata,0.6544
Eucalyptus perriniana,1.21
Eucalyptus persistens,0.3376
Eucalyptus persistens,0.5868
Eucalyptus petiolaris,0.7808
Eucalyptus petraea,1.09
Eucalyptus petrensis,1.0588
Eucalyptus phaenophylla,0.5196
Eucalyptus phaenophylla,0.0544
Eucalyptus phenax,1.175
Eucalyptus phoenicea,14
Eucalyptus pileata,1.94
Eucalyptus pilularis,6.69
Eucalyptus pimpiniana,6.5
Eucalyptus piperita,0.5036
Eucalyptus piperita,4.8
Eucalyptus placita,0.754
Eucalyptus planchoniana,21.25
Eucalyptus planipes,0.756
Eucalyptus platycorys,1.9256
Eucalyptus platydisca,1.606
Eucalyptus platypus,3.56
Eucalyptus platypus,0.4852
Eucalyptus platypus,6.06
Eucalyptus platypus,4.61
Eucalyptus pleurocarpa,3.5681
Eucalyptus pluricaulis,0.4952
Eucalyptus pluricaulis,0.7168
Eucalyptus polita,0.4896
Eucalyptus polyanthemos,0.2704
Eucalyptus polyanthemos,2.22
Eucalyptus polybractea,0.552
Eucalyptus populnea,0.1852
Eucalyptus populnea,0.39
Eucalyptus porosa,3.13
Eucalyptus praetermissa,0.274
Eucalyptus prava,2.27
Eucalyptus preissiana,4.62764
Eucalyptus preissiana,8.3
Eucalyptus prolixa,0.816
Eucalyptus prominens,1.48
Eucalyptus propinqua,2.15
Eucalyptus propinqua,0.96
Eucalyptus protensa,2.5912
Eucalyptus proxima,0.4624
Eucalyptus pruiniramis,1.1763533
Eucalyptus pruinosa,6
Eucalyptus pruinosa,0.7408
Eucalyptus psammitica,1.084
Eucalyptus pulchella,8.29
Eucalyptus pulverulenta,2.34
Eucalyptus pumila,5.48
Eucalyptus punctata,4.8
Eucalyptus punctata,10.9
Eucalyptus punctata,11.15
Eucalyptus punctata,9.17
Eucalyptus purpurata,1.03828
Eucalyptus pyrenea,0.6452
Eucalyptus pyriformis,19.24
Eucalyptus pyrocarpa,15.39
Eucalyptus quadrangulata,1.8
Eucalyptus quadrans,0.264
Eucalyptus quadricostata,1.0876
Eucalyptus quaerenda,0.3136
Eucalyptus quinniorum,1.5032
Eucalyptus racemosa,3.36
Eucalyptus radiata,3.4
Eucalyptus radiata,6.99
Eucalyptus raveretiana,0.195
Eucalyptus ravida,0.7652
Eucalyptus recta,1.674
Eucalyptus recurva,2.0882051
Eucalyptus redunca,3.05
Eucalyptus regnans,3.15
Eucalyptus remota,25
Eucalyptus repullulans,1.8
Eucalyptus resinifera,3.351
Eucalyptus resinifera,1.98
Eucalyptus retinens,1.0204
Eucalyptus rhodantha,17.64
Eucalyptus rhodantha,4.35128
Eucalyptus rigens,0.746
Eucalyptus rigidula,2.06
Eucalyptus risdonii,4.39
Eucalyptus robusta,3.15
Eucalyptus rodwayi,0.77
Eucalyptus rosacea,8.62
Eucalyptus rossii,4.21
Eucalyptus roycei,20.16
Eucalyptus rubida,2.96
Eucalyptus rubiginosa,0.3764
Eucalyptus rudderi,1.7
Eucalyptus rudis,1.26
Eucalyptus rugosa,5.37
Eucalyptus rugulata,1.6452
Eucalyptus rummeryi,2.67
Eucalyptus sabulosa,0.39908
Eucalyptus salicola,0.20276
Eucalyptus saligna,0.8
Eucalyptus salmonophloia,1.49
Eucalyptus salubris,2.01
Eucalyptus sargentii,3.05
Eucalyptus saxatilis,1.7492
Eucalyptus scias,1.3916
Eucalyptus scoparia,1.75
Eucalyptus scopulorum,0.54
Eucalyptus seeana,0.23
Eucalyptus semiglobosa,1.1576
Eucalyptus sepulcralis,20.123
Eucalyptus serraensis,1.4096
Eucalyptus sessilis,1.59
Eucalyptus sheathiana,1.85
Eucalyptus shirleyi,24.03
Eucalyptus sicilifolia,0.4416
Eucalyptus siderophloia,1.09
Eucalyptus sideroxylon,2.36
Eucalyptus sideroxylon,0.5124
Eucalyptus sideroxylon,4.44
Eucalyptus sideroxylon,4.42
Eucalyptus sieberi,5
Eucalyptus silvestris,0.1848
Eucalyptus similis,12.72
Eucalyptus singularis,2.378
Eucalyptus sinuosa,2.158
Eucalyptus smithii,146.6
Eucalyptus socialis,0.60844
Eucalyptus socialis,0.9144
Eucalyptus socialis,167.12
Eucalyptus sparsa,0.3324
Eucalyptus sparsifolia,6.3284
Eucalyptus spathulata,2.27
Eucalyptus spathulata,1.39
Eucalyptus spathulata,6.32
Eucalyptus spathulata,0.56
Eucalyptus sphaerocarpa,10.97
Eucalyptus splendens,0.5692
Eucalyptus splendens,0.5312
Eucalyptus sporadica,0.71104
Eucalyptus spreta,1.0568
Eucalyptus squamosa,11.86
Eucalyptus staeri,11.998
Eucalyptus staigeriana,2.9
Eucalyptus steedmanii,2.36
Eucalyptus stellulata,0.69
Eucalyptus stenostoma,4.6968
Eucalyptus stoatei,10.88
Eucalyptus stowardii,11.32
Eucalyptus striaticalyx,3.88
Eucalyptus stricklandii,0.898
Eucalyptus strzeleckii,0.3788
Eucalyptus sturgissiana,1.3
Eucalyptus subangusta,1.0716
Eucalyptus subangusta,1.59
Eucalyptus subangusta,0.2312
Eucalyptus subangusta,0.4624
Eucalyptus subcrenulata,0.99
Eucalyptus suberea,20.2712195
Eucalyptus subtilis,0.2772
Eucalyptus suffulgens,0.82388
Eucalyptus suggrandis,0.532
Eucalyptus surgens,1.2236
Eucalyptus sweedmaniana,4.7504
Eucalyptus synandra,0.693
Eucalyptus talyuberlup,2.8282
Eucalyptus tardecidens,0.2976
Eucalyptus taurina,0.5384
Eucalyptus tenella,5.34
Eucalyptus tenera,0.484
Eucalyptus tenuipes,1.38
Eucalyptus tenuiramis,8.42
Eucalyptus tenuis,1.308
Eucalyptus tephroclada,0.4672
Eucalyptus terebra,0.652
Eucalyptus tereticornis,1.38
Eucalyptus tetrapleura,3.69
Eucalyptus tetraptera,3.71
Eucalyptus tetrodonta,22.07
Eucalyptus thamnoides,0.514
Eucalyptus thozetiana,1.41
Eucalyptus tindaliae,4.9
Eucalyptus todtiana,6.8
Eucalyptus torquata,5.18
Eucalyptus tortilis,0.702
Eucalyptus transcontinentalis,1.08932
Eucalyptus transcontinentalis,6.08
Eucalyptus tricarpa,0.642
Eucalyptus triflora,1.0604
Eucalyptus tumida,0.7128
Eucalyptus ultima,0.5196
Eucalyptus umbra,0.48
Eucalyptus umbra,6.02
Eucalyptus umbrawarrensis,2.5
Eucalyptus uncinata,0.82
Eucalyptus urna,0.9236
Eucalyptus urnigera,1241.9
Eucalyptus utilis,2.4332
Eucalyptus valens,1.328
Eucalyptus varia,0.40784
Eucalyptus vegrandis,0.3752
Eucalyptus verrucata,1.742
Eucalyptus vesiculosa,0.3554
Eucalyptus vicina,0.274
Eucalyptus victoriana,2.1152
Eucalyptus victrix,0.6448
Eucalyptus viminalis,0.7006
Eucalyptus viminalis,0.8232
Eucalyptus viminalis,72.4
Eucalyptus viminalis,0.364
Eucalyptus viridis,0.336
Eucalyptus viridis,0.97
Eucalyptus viridis,1.68
Eucalyptus vittata,0.83
Eucalyptus volcanica,1.9948
Eucalyptus walshii,0.1628
Eucalyptus wandoo,2.3
Eucalyptus wandoo,0.4016
Eucalyptus websteriana,0.523
Eucalyptus websteriana,0.5692
Eucalyptus websteriana,5.68
Eucalyptus whitei,2.25
Eucalyptus williamsiana,2.4296
Eucalyptus willisii,0.5364
Eucalyptus willisii,1.1988
Eucalyptus wimmerensis,0.14
Eucalyptus woodwardii,5.68
Eucalyptus woollsiana,0.9
Eucalyptus wubinensis,1.2548
Eucalyptus xanthonema,0.3948
Eucalyptus xerothermica,1.1812
Eucalyptus yalatensis,5.92
Eucalyptus yarraensis,0.248
Eucalyptus yilgarnensis,0.39756
Eucalyptus youmanii,0.9856
Eucalyptus youngiana,9.86
Eucalyptus yumbarrana,1.15384
Eucalyptus zopherophloia,0.896
Euchiton involucratus,0.018125
Euchiton sphaericus,0.01844
Euchiton traversii,0.0352
Eucryphia lucida,1.1849
Eucryphia milliganii,0.921
Eucryphia moorei,0.7116
Eugenia reinwardtiana,301.14
Eulalia aurea,0.2596
Euphorbia boophthona,4.848
Euphorbia drummondii,1.389
Euphorbia inappendiculata,10.9773333
Euphorbia parvicaruncula,5.473
Euphorbia porcata,1.9616
Euphorbia tannensis,4.0566629
Euphorbia tannensis,4.2158
Euphrasia amphisysepala,0.1904
Euphrasia caudata,0.12448
Euphrasia collina,0.0588
Euphrasia collina,0.2504
Euphrasia collina,0.0384
Euphrasia collina,0.155
Euphrasia collina,0.05
Euphrasia collina,0.1468
Euphrasia crassiuscula,0.153
Euphrasia eichleri,0.2964
Euphrasia gibbsiae,0.1344
Euphrasia gibbsiae,0.29
Euphrasia gibbsiae,0.1818182
Euphrasia hookeri,0.146
Euphrasia lasianthera,0.19372
Euphrasia phragmostoma,0.1276
Euphrasia ramulosa,0.1
Euphrasia scabra,0.0864
Euphrasia semipicta,0.0834
Euphrasia striata,0.2408
Evolvulus alsinoides,0.8468
Evolvulus alsinoides,0.778
Evolvulus alsinoides,0.96
Excoecaria agallocha,64.3
Exocarpos aphyllus,22.668
Exocarpos cupressiformis,80.056
Exocarpos latifolius,177.344
Exocarpos nanus,10.102
Exocarpos sparteus,51.542
Exocarpos strictus,27.11
Exocarpos syrticola,18.5812
Fagraea berteroana,1.2
Faradaya splendida,3766
Festuca muelleri,3.8644
Festuca plebeia,0.6876
Ficinia nodosa,0.1432
Ficus aculeata,0.4572
Ficus benjamina,25
Ficus benjamina,0.5568
Ficus brachypoda,0.3824
Ficus crassipes,0.45
Ficus destruens,0.4
Ficus hispida,0.25
Ficus leptoclada,0.21
Ficus macrophylla,1.7412
Ficus macrophylla,2.03
Ficus microcarpa,0.39
Ficus obliqua,0.37
Ficus obliqua,0.44
Ficus opposita,0.8448
Ficus pleurocarpa,3.3
Ficus racemosa,0.13
Ficus rubiginosa,0.52
Ficus superba,0.8148
Ficus superba,0.55
Ficus tinctoria,0.2080229
Ficus variegata,0.34
Ficus virens,0.5552
Ficus virens,0.23
Ficus virens,0.25
Ficus virgata,2.088
Ficus watkinsiana,2.8564
Fimbristylis acicularis,0.2336
Fimbristylis aestivalis,0.0464
Fimbristylis bisumbellata,0.0993
Fimbristylis caloptera,0.8972
Fimbristylis cardiocarpa,1.8928
Fimbristylis cephalophora,0.0656
Fimbristylis cinnamometorum,0.1612
Fimbristylis complanata,0.1156
Fimbristylis cymosa,0.1462
Fimbristylis cymosa,0.089
Fimbristylis densa,0.1196
Fimbristylis dichotoma,0.215
Fimbristylis dichotoma,0.2349
Fimbristylis dichotoma,0.1976
Fimbristylis eremophila,0.0972
Fimbristylis ferruginea,0.5048
Fimbristylis lanceolata,0.262
Fimbristylis laxiglumis,0.08328
Fimbristylis littoralis,0.0324
Fimbristylis littoralis,0.02076
Fimbristylis macassarensis,0.05088
Fimbristylis microcarya,0.07244
Fimbristylis nuda,0.1512
Fimbristylis nutans,0.5432
Fimbristylis oxystachya,1.838
Fimbristylis pachyptera,1.7776
Fimbristylis pauciflora,0.134
Fimbristylis phaeoleuca,0.15496
Fimbristylis pterygosperma,0.216
Fimbristylis punctata,0.926
Fimbristylis rara,0.22
Fimbristylis schoenoides,0.345
Fimbristylis schultzii,0.254
Fimbristylis sericea,0.3168
Fimbristylis simplex,0.174
Fimbristylis simulans,0.4528
Fimbristylis squarrosa,0.2444
Fimbristylis squarrosa,0.0438
Fimbristylis tetragona,0.2892
Fimbristylis trachycarya,0.0544
Fimbristylis trigastrocarya,0.07136
Flagellaria indica,37.963
Flaveria trinervia,0.5
Flindersia australis,43.1
Flindersia bourjotiana,130
Flindersia brayleyana,93
Flindersia maculosa,10.0104
Flindersia pimenteliana,92
Flindersia schottiana,70
Floscopa scandens,0.88544
Fontainea picrosperma,1300
Forstera bellidifolia,0.0932
Franciscodendron laurifolium,125
Frankenia conferta,0.0984
Frankenia crispa,0.724
Frankenia fecunda,0.42684
Frankenia pauciflora,0.42
Frankenia subteres,0.156
Freycinetia scandens,0.1476
Fuirena ciliaris,0.08
Fuirena incrassata,0.06008
Fuirena nudiflora,0.02008
Fuirena umbellata,0.107
Gahnia aspera,28.75
Gahnia filifolia,1.972
Gahnia filum,1.1884
Gahnia grandis,6.749
Gahnia melanocarpa,4.6632
Gahnia microstachya,0.75704
Gahnia sieberiana,10.48
Gahnia subaequiglumis,6.46
Gahnia trifida,1.4008
Galium compactum,0.4292
Galium curvihirtum,1.2808
Galium migrans,0.3932
Galium polyanthum,0.4952
Ganophyllum falcatum,11.88
Gardenia fucata,6.9352
Gardenia megasperma,14.6132
Gardenia ovularis,1
Gaultheria appressa,0.0496
Gaultheria depressa,0.0317
Gaultheria depressa,0.03
Gaultheria hispida,0.045
Gaultheria tasmanica,0.0676
Geijera linearifolia,20.662
Geijera parviflora,22.15
Geleznowia verrucosa,9.4816
Geleznowia verrucosa,12.0564
Geniostoma rupestre,0.4
Geniostoma rupestre,5.858
Geniostoma rupestre,0.4132
Gentianella bawbawensis,0.3036
Gentianella diemensis,0.1792
Gentianella diemensis,0.2588
Gentianella eichleri,0.1968
Gentianella gunniana,0.1728
Gentianella muelleriana,0.4126
Gentianella pleurogynoides,0.224
Gentianella polysperes,0.1864
Geococcus pusillus,0.1764
Geranium antrorsum,3.2372
Geranium homeanum,1.8234528
Geranium retrorsum,1.407
Geranium sessiliflorum,2.84
Geum urbanum,2.1
Geum urbanum,1.2136
Gilberta tenuifolia,0.4116
Gillbeea adenopetala,9
Glinus lotoides,0.0364
Glinus lotoides,0.032
Glinus lotoides,0.0476
Glinus oppositifolius,0.04248
Glinus orygioides,0.2132
Glischrocaryon angustifolium,4.5664
Glischrocaryon behrii,1.8336
Glischrocaryon flavescens,7.09904
Glischrocaryon roei,2.51
Glochidion harveyanum,11
Glochidion hylandii,9.6
Glossocardia bidens,0.987
Glossodia major,0.176
Glossostigma cleistanthum,0.018
Glossostigma diandrum,0.004
Glossostigma drummondii,0.02
Glyceria australis,1.5324
Gmelina fasciculiflora,730
Gnaphalium diamantinense,0.014
Gnaphalium indutum,0.02443
Gnephosis acicularis,0.03232
Gnephosis angianthoides,0.0192
Gnephosis arachnoidea,0.058
Gnephosis cassiniana,0.0192
Gnephosis drummondii,0.01592
Gnephosis eriocarpa,7.9654
Gnephosis tenuissima,0.0194
Gomphrena affinis,1.3468
Gomphrena breviflora,0.6224
Gomphrena canescens,1.2432
Gomphrena canescens,2.18
Gomphrena diffusa,0.32
Gomphrena flaccida,0.7004
Gomphrena floribunda,0.8291667
Gomphrena lanata,0.52
Gomphrena leptoclada,0.9168
Gomphrena leptophylla,0.3156
Gonocarpus acanthocarpus,0.4112
Gonocarpus chinensis,0.2197917
Gonocarpus confertifolius,0.3894
Gonocarpus elatus,0.4152
Gonocarpus humilis,0.4536
Gonocarpus intricatus,0.32268
Gonocarpus leptothecus,0.4964
Gonocarpus mezianus,0.5717
Gonocarpus micranthus,0.162
Gonocarpus micranthus,0.215
Gonocarpus pithyoides,0.41608
Gonocarpus tetragynus,0.8536
Gonocarpus teucrioides,0.8924
Gonocarpus trichostachyus,0.3032
Goodenia albiflora,3.1372
Goodenia amplexans,1.6676
Goodenia arachnoidea,2.2988
Goodenia armitiana,2.498
Goodenia arthrotricha,1.5954
Goodenia azurea,0.9456
Goodenia bellidifolia,0.252
Goodenia bellidifolia,0.2488
Goodenia bellidifolia,0.2512
Goodenia benthamiana,0.66408
Goodenia berardiana,2.32
Goodenia chambersii,3.676
Goodenia coerulea,0.566
Goodenia cycloptera,7.7664
Goodenia cylindrocarpa,0.0228
Goodenia decurrens,0.8892
Goodenia decursiva,0.1872
Goodenia elongata,1.7394737
Goodenia fascicularis,2.86
Goodenia fasciculata,1.8804
Goodenia geniculata,1.7192
Goodenia gibbosa,1.8404
Goodenia glauca,1.9664
Goodenia grandiflora,1.7452
Goodenia granitica,0.6272
Goodenia havilandii,1.099
Goodenia heterochila,5.992
Goodenia heteromera,0.656
Goodenia humilis,0.0441
Goodenia janamba,2.267
Goodenia krauseana,0.6168
Goodenia laevis,0.43184
Goodenia lanata,1.8648
Goodenia lobata,1.028
Goodenia lunata,4.639
Goodenia macmillanii,1.463
Goodenia micrantha,0.7456
Goodenia microptera,5.1
Goodenia modesta,0.044
Goodenia odonnellii,1.9168
Goodenia ovata,0.91
Goodenia perryi,0.52618
Goodenia phillipsiae,0.44336
Goodenia pinifolia,0.436
Goodenia pinnatifida,2.44
Goodenia pulchella,0.4852
Goodenia purpurascens,0.01728
Goodenia quadrilocularis,0.4618
Goodenia ramelii,0.6534
Goodenia robusta,1.038
Goodenia rostrivalvis,0.4732
Goodenia rotundifolia,1.23
Goodenia saccata,2.14716
Goodenia salina,1.1392
Goodenia scaevolina,1.2612
Goodenia scapigera,0.2682
Goodenia scapigera,0.5564
Goodenia scapigera,0.4172
Goodenia stelligera,0.2338
Goodenia stenophylla,0.4216
Goodenia strangfordii,2.3012
Goodenia trichophylla,0.9716
Goodenia varia,0.2532
Goodenia vernicosa,1.2812
Goodenia watsonii,0.69976
Goodenia willisiana,1.1412
Gossypium australe,11.19
Gossypium bickii,14.2336
Gossypium nelsonii,13.9272
Gossypium sturtianum,11.6576
Gossypium sturtianum,11.904
Grammosolen truncatus,1.104
Gratiola nana,0.0436
Gratiola pedunculata,0.0078
Gratiola peruviana,0.0274
Gratiola pubescens,0.016
Grevillea acanthifolia,14.220625
Grevillea acerata,17.1052632
Grevillea acropogon,24.68
Grevillea albiflora,28.7124
Grevillea anethifolia,12.6647059
Grevillea annulifera,113.212
Grevillea arenaria,23.916129
Grevillea aspleniifolia,86.96
Grevillea asteriscosa,19.33
Grevillea australis,14.115
Grevillea baileyana,14
Grevillea banksii,19.48
Grevillea banyabba,32.784
Grevillea barklyana,136
Grevillea batrachioides,46.0904762
Grevillea beardiana,11.4322709
Grevillea bedggoodiana,18.7352
Grevillea biformis,2.7532
Grevillea brachystylis,21.7145
Grevillea brachystylis,27.69
Grevillea bracteosa,27.1121
Grevillea bracteosa,11.6698
Grevillea buxifolia,44.75
Grevillea buxifolia,43
Grevillea caleyi,235.7
Grevillea calliantha,63.9809
Grevillea candelabroides,8.6412
Grevillea candicans,244.3782609
Grevillea christineae,8.741
Grevillea coccinea,22.0418164
Grevillea coriacea,39.5668
Grevillea corrugata,18.034
Grevillea costata,19.448
Grevillea curviloba,51.16
Grevillea curviloba,31.0036697
Grevillea delta,15.128
Grevillea drummondii,18.54
Grevillea dryandri,13.7008
Grevillea dryandroides,34.03
Grevillea endlicheriana,11.1872
Grevillea epicroca,37.3966667
Grevillea eriobotrya,127.2032
Grevillea eriostachya,19.0396
Grevillea eryngioides,18.1136
Grevillea excelsior,40.16
Grevillea flexuosa,67.395
Grevillea glauca,72.77152
Grevillea glossadenia,27.2056
Grevillea granulifera,13.6957895
Grevillea humifusa,10.6910257
Grevillea involucrata,33.81
Grevillea juncifolia,42.8414
Grevillea juniperina,14.5296
Grevillea kenneallyi,13.0276
Grevillea kennedyana,16.1712551
Grevillea laurifolia,100.4923077
Grevillea leptopoda,12.1184
Grevillea leucoclada,28.9756
Grevillea leucopteris,57.368
Grevillea levis,14.748
Grevillea linearifolia,24
Grevillea longifolia,109.1
Grevillea lullfitzii,28.88
Grevillea manglesii,16.428
Grevillea masonii,20.59
Grevillea maxwellii,34.713
Grevillea mimosoides,44.5032
Grevillea montana,21.1672
Grevillea monticola,37.6086022
Grevillea murex,13.785
Grevillea nana,163.8924
Grevillea obtusiflora,14.5686111
Grevillea occidentalis,9.28912
Grevillea oncogyne,12.1284877
Grevillea paniculata,14.6268
Grevillea papillosa,24.22
Grevillea parviflora,11.4228
Grevillea petrophiloides,26.48192
Grevillea phanerophlebia,16.43
Grevillea pilosa,20.8988095
Grevillea plurijuga,19.24
Grevillea polybotrya,17.81836
Grevillea polybractea,15.376
Grevillea prostrata,33.1892857
Grevillea pteridifolia,17.71
Grevillea pterosperma,19.4672
Grevillea pulchella,21.6957
Grevillea refracta,93.6
Grevillea rivularis,16.7072
Grevillea robusta,20
Grevillea rosmarinifolia,18.69
Grevillea roycei,31.3639175
Grevillea rudis,41.395
Grevillea saccata,39.1564
Grevillea scabrida,14.76
Grevillea scortechinii,32.317561
Grevillea sericea,15.901
Grevillea shiressii,25
Grevillea shuttleworthiana,3.80356
Grevillea speciosa,27
Grevillea spinosissima,26.94
Grevillea squiresiae,21.45
Grevillea stenobotrya,29.8248
Grevillea striata,19.5
Grevillea synapheae,53.4130435
Grevillea teretifolia,20.568
Grevillea tetragonoloba,29.8063123
Grevillea thyrsoides,32.7
Grevillea triloba,17.6174863
Grevillea triternata,27.5852
Grevillea vestita,25.45836
Grevillea wickhamii,31.32
Grevillea wilkinsonii,24.9037037
Grevillea wilsonii,47.29
Grewia latifolia,40.03
Grewia retusifolia,67.6052
Guettarda speciosa,881.4141414
Guichenotia glandulosa,1.095
Guichenotia ledifolia,1.89
Guichenotia macrantha,2.2532
Guichenotia quasicalva,1.0224
Guichenotia seorsiflora,1.2989
Guichenotia tuberculata,2.8795455
Guilfoylia monostylis,580
Guioa acutifolia,33
Guioa lasioneura,49
Gunnera cordifolia,3.5328
Gunniopsis calcarea,0.2976
Gunniopsis calva,0.0842
Gunniopsis glabra,0.12
Gunniopsis papillata,0.10772
Gunniopsis quadrifida,0.8124
Gunniopsis tenuifolia,0.7
Gunniopsis zygophylloides,0.359
Gynatrix pulchella,2.6056
Gyrocarpus americanus,289.28096
Gyrocarpus americanus,371.64
Gyrocarpus americanus,361
Gyrostemon australasicus,0.9844
Gyrostemon ditrigynus,3.7624
Gyrostemon prostratus,0.9444
Gyrostemon racemiger,0.5934
Gyrostemon ramulosus,1.35
Gyrostemon reticulatus,0.5222222
Gyrostemon sessilis,0.77012
Gyrostemon tepperi,3.1004
Gyrostemon thesioides,0.7468
Haeckeria cassiniiformis,0.0936
Haeckeria punctulata,0.138
Haegiela tatei,0.03288
Haemodorum brevisepalum,2.4612
Haemodorum coccineum,3.7908
Haemodorum corymbosum,6.9992
Haemodorum distichophyllum,2.23
Haemodorum paniculatum,5.144
Haemodorum planifolium,6.1948
Haemodorum simplex,5.12228
Haemodorum spicatum,4.26
Haemodorum tenuifolium,23.5088
Hakea actites,47.08
Hakea aculeata,39.7
Hakea acuminata,18.7
Hakea adnata,27.9
Hakea ambigua,12.6
Hakea amplexicaulis,40.6
Hakea anadenia,11.1
Hakea arborescens,73.5056
Hakea archaeoides,8.5716
Hakea auriculata,34.6
Hakea bakeriana,93.3789954
Hakea baxteri,39.9
Hakea bicornata,7.6
Hakea brachyptera,45.1
Hakea brownii,81.9
Hakea bucculenta,12.9
Hakea candolleana,36.8
Hakea carinata,9.5692
Hakea ceratophylla,23.1
Hakea cinerea,6.1
Hakea circumalata,23.7
Hakea clavata,12.1
Hakea commutata,8.1
Hakea conchifolia,29
Hakea constablei,75.3232
Hakea corymbosa,11.2
Hakea costata,7
Hakea cristata,85.2
Hakea cucullata,26
Hakea cyclocarpa,81.5
Hakea cycloptera,48.44
Hakea cygna,27
Hakea cygna,35.5
Hakea dactyloides,23.17
Hakea decurrens,21.792381
Hakea decurrens,25.206
Hakea denticulata,40
Hakea divaricata,44.448
Hakea dohertyi,14.2227273
Hakea drupacea,16.5
Hakea elliptica,18.4
Hakea eneabba,20.3
Hakea epiglottis,4.021
Hakea erecta,6.9
Hakea eriantha,14.0448
Hakea erinacea,15
Hakea eyreana,46.184
Hakea falcata,7.2132701
Hakea ferruginea,6.7
Hakea flabellifolia,147.1
Hakea florida,27.7
Hakea florulenta,10.7492
Hakea francisiana,9.7
Hakea gibbosa,44.9
Hakea gilbertii,10.3
Hakea grammatophylla,11.684
