family,taxa,spauth,infraspecauth,planttype,maxdsm,phopath,refdesc,refshort
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Fosberg, F.R. and Renvoise, S.A. 1980. The flora of Aldabra and neighbouring islands. In Kew Bulletin additional series 7.","(Fosberg & Renvoise, 1980)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Le Houerou HN. 1986. Salt-tolerant plants of economic value in the Mediterranean Basin. Reclamation and Revegetation Research, 5:319-341.","(Le Houerou, 1986)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Le Roux, A. and Schlepe, E. 1981. Namaqualand and Clanwilliam, Wildflowers of South Africa Vol I. Capetown: Cape Department of Nature and Environmental Conservation.","(Le Roux & Schlepe, 1981)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Osmund, C.B, Bjorkman, O. and Anderson, D. 1980. Physiological processes in plant ecology: towards a synthesis with Atriplex. Springer, New York.","(Osmund et al., 1980)"
AMARANTHACEAE,Atriplex vesicaria,Heward ex Benth.,,xero,56,C4,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
AMARANTHACEAE,Chenopodium auricomum,Lindl.,,hyhal,8,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
AMARANTHACEAE,Chenopodium auricomum,Lindl.,,hyhal,8,C3,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
AMARANTHACEAE,Chenopodium auricomum,Lindl.,,hyhal,8,C3,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
AMARANTHACEAE,Chenopodium auricomum,Lindl.,,hyhal,8,C3,"Warren, 1911. Salt bushes. Their origin and uses. Farmer's Weekly South Africa, 2:459.","(Warren, 1911)"
AMARANTHACEAE,Chenopodium gaudichaudianum,(Moq.) Wilson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Chenopodium glaucum,L.,,weedy,,C3,"Doliner, L.H. and Jolliffe, P.A. 1979. Ecological evidence concerning the adaptive significance of the C4 dicarboxylic acid pathway of photosynthesis. Oecologia, 38:23-34.","(Doliner & Jolliffe, 1979)"
AMARANTHACEAE,Chenopodium glaucum,L.,,weedy,,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Chenopodium glaucum,L.,,weedy,,C3,"Munz, P. and Akeck, D.D. 1968. A flora of California and supplement. University of California, Berkeley.","(Munz & Akeck, 1968)"
AMARANTHACEAE,Didymanthus roei,Endl.,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Dysphania littoralis,R.Br.,,-,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Dysphania littoralis,R.Br.,,-,,,Wilson PG. 1985. personal communication.,"(Wilson, 1985)"
AMARANTHACEAE,Dysphania plantaginella,F.Muell.,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Dysphania plantaginella,F.Muell.,,hyhal,,,Wilson PG. 1985. personal communication.,"(Wilson, 1985)"
AMARANTHACEAE,Dysphania simulans,F.Muell. & Tate,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Dysphania simulans,F.Muell. & Tate,,hyhal,,,Wilson PG. 1985. personal communication.,"(Wilson, 1985)"
AMARANTHACEAE,Dysphania sphaerosperma,Paul G.Wilson,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Dysphania sphaerosperma,Paul G.Wilson,,hyhal,,,Wilson PG. 1985. personal communication.,"(Wilson, 1985)"
AMARANTHACEAE,Enchylaena lanata,Paul G.Wilson,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Enchylaena tomentosa,R.Br.,,weedy,,,"Cunningham, G.W., Mulham, W.E., Milthorpe, P. and Leigh, J.H. 1981. Plants of western New South Wales. Soil Conservation Commission, Canberra.","(Cunningham, et al., 1981)"
AMARANTHACEAE,Enchylaena tomentosa,R.Br.,,weedy,,,"Warren, 1911. Salt bushes. Their origin and uses. Farmer's Weekly South Africa, 2:459.","(Warren, 1911)"
AMARANTHACEAE,Enchylaena tomentosa,R.Br.,,weedy,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Hemichroa pentandra,R.Br.,,-,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Maireana amoena,(Diels) Paul G.Wilson,,psamm,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana appressa,(Benth.) Paul G.Wilson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana appressa,(Benth.) Paul G.Wilson,,xeroh,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana atkinsiana,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana atkinsiana,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana brevifolia,(R.Br.) Paul G.Wilson,,weedy,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Maireana brevifolia,(R.Br.) Paul G.Wilson,,weedy,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana carnosa,(Moq.) Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana diffusa,Paul G.Wilson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana diffusa,Paul G.Wilson,,xeroh,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana eriosphaera,Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana glomerifolia,(Nuell.) Paul G.Wilson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana glomerifolia,(Nuell.) Paul G.Wilson,,xeroh,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana luehmannii,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana melanocarpa,Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana melanocarpa,Paul G.Wilson,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana oppositifolia,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Malcolm, C.V. 1969. Use of halophytes for forage production on saline wastelands. Journal of the Australian Institute for Agricultural Science, 35:38-49.","(Malcolm, 1969)"
AMARANTHACEAE,Maireana oppositifolia,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana oppositifolia,(Muell.) Paul G.Wilson,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana platycarpa,Paul G.Wilson,,xero,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana platycarpa,Paul G.Wilson,,xero,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana prosthecochaeta,(Muell.) Paul G.Wilson,,xero,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana prosthecochaeta,(Muell.) Paul G.Wilson,,xero,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana pyramidata,(Benth.) Paul G.Wilson,,xeroh,,C3?,Environmental Research Laboratory. 1981. Collection and Evaluation of potential food crops from halophytes. In Report to the Rockefeller Foundation. Tucson: University of Arizona.,(Environmental Research Laboratory. 1981)
AMARANTHACEAE,Maireana pyramidata,(Benth.) Paul G.Wilson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana pyramidata,(Benth.) Paul G.Wilson,,xeroh,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana radiata,(Paul G.Wilson) Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana radiata,(Paul G.Wilson) Paul G.Wilson,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Pasternak, D., Aronson, J. and Ben-Dov, J. 1986. Development of new arid zone crops for the Negev Desert of Israel. Journal of Arid Environments, 11:37-59.","(Pasternak et al., 1986)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Pasternak, D., Ben-Dov, Y. and Forti, M. 1982. Gardening with saline water. Hassadeh, 37:149-153.","(Pasternak et al., 1982)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Pasternak, D., Danon, A., Aronson, J.A. and Benjamin, R. 1985. Developing the seawater agricultural concept. Plant and Soil, 89:337-348.","(Pasternak et al., 1985)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
AMARANTHACEAE,Maireana sedifolia,(F.Muell.) Paul G.Wilson,,xero,56,C3,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Maireana suaedifolia,(Paul G.Wilson) Paul G.Wilson,,xero,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Maireana suaedifolia,(Paul G.Wilson) Paul G.Wilson,,xero,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Malacocera albolanata,(Ising) Chinnock,,xeroh,,C3?,"Chinnock, R.J. 1980. The genus Malacocera R.H. Anderson (Chenopodiaceae). Journal Adelaide Botanical Garden. 2:139-149.","(Chinnock, 1980)"
AMARANTHACEAE,Malacocera albolanata,(Ising) Chinnock,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Malacocera biflora,(Ising) Chinnock,,xeroh,,C3?,"Chinnock, R.J. 1980. The genus Malacocera R.H. Anderson (Chenopodiaceae). Journal Adelaide Botanical Garden. 2:139-149.","(Chinnock, 1980)"
AMARANTHACEAE,Malacocera biflora,(Ising) Chinnock,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Malacocera gracilis,Ising,,xeroh,,C3?,"Chinnock, R.J. 1980. The genus Malacocera R.H. Anderson (Chenopodiaceae). Journal Adelaide Botanical Garden. 2:139-149.","(Chinnock, 1980)"
AMARANTHACEAE,Malacocera gracilis,Ising,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Malacocera tricornis,(Benth.) R.H.Anderson,,xeroh,,C3?,"Chinnock, R.J. 1980. The genus Malacocera R.H. Anderson (Chenopodiaceae). Journal Adelaide Botanical Garden. 2:139-149.","(Chinnock, 1980)"
AMARANTHACEAE,Malacocera tricornis,(Benth.) R.H.Anderson,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Osteocarpum dipterocarpum,(F.Muell.) Volkens,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Osteocarpum salsuginosum,F.Muell.,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Rhagodia baccata,(Labill.) Moq.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
AMARANTHACEAE,Rhagodia baccata,(Labill.) Moq.,,psamm,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Rhagodia crassifolia,R.Br.,,weedy,15,C3?,"Aronson, J.A., sine anno. Halophytes - new crops for deserts and coastal areas. Rome: FAO, CERES. Unpublished manuscript.","(Aronson, sine anno)"
AMARANTHACEAE,Rhagodia crassifolia,R.Br.,,weedy,15,C3?,"Shomer-Ilan, A. 1985. unpublished data, (Ed. J.Aronson). Tel Aviv Israel.","(Shomer-Ilan, 1985)"
AMARANTHACEAE,Rhagodia crassifolia,R.Br.,,weedy,15,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Rhagodia drummondii,Moq.,,xeroh,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Roycea divaricata,Paul G.Wilson,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Roycea pycnophylloides,C.A.Gardner,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Roycea spinescens,C.A.Gardner,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sarcocornia blackiana,(Ulbr.) A.J.Scott,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Sarcocornia blackiana,(Ulbr.) A.J.Scott,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sarcocornia blackiana,(Ulbr.) A.J.Scott,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Sarcocornia globosa,Paul G.Wilson,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sarcocornia globosa,Paul G.Wilson,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Sarcocornia quinqueflora,(Bunge) Scott,,hyhal,,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Sarcocornia quinqueflora,(Bunge) Scott,,hyhal,,C3?,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sarcocornia quinqueflora,(Bunge) Scott,,hyhal,,C3?,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Sclerolaena clelandii,(Ising) A.J.Scott,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sclerolaena decurrens,(J.M.Black) A.J.Scott,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sclerolaena eriacantha,(F.Muell.) Ulbr.,,xeroh,,C4,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sclerolaena eriacantha,(F.Muell.) Ulbr.,,xeroh,,C4,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Sclerolaena glabra,(F.Muell.) Domin,,xeroh,,C4,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sclerolaena glabra,(F.Muell.) Domin,,xeroh,,C4,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Sclerolaena intricata,(R.H.Anderson) A.J.Scott,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Sclerolaena walkeri,(White) A.J.Scott,,xeroh,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Suaeda arbusculoides,L.S.Sm.,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Suaeda arbusculoides,L.S.Sm.,,hyhal,,,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Suaeda australis,(R.Br.) Moq.,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Tecticornia australasica,(Moq.) Paul G.Wilson,,hyhal,,C3,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Tecticornia australasica,(Moq.) Paul G.Wilson,,hyhal,,C3,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Tecticornia verrucosa,Paul G.Wilson,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Tecticornia verrucosa,Paul G.Wilson,,hyhal,,,"Wilson, P.G. 1975. A taxonomic revision of the genus Maireana (Chenopodiaceae). Nuytsia, 2:2-83.","(Wilson, 1975)"
AMARANTHACEAE,Threlkeldia diffusa,R.Br.,,psamm,,,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
AMARANTHACEAE,Threlkeldia diffusa,R.Br.,,psamm,,,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
AMARANTHACEAE,Threlkeldia diffusa,R.Br.,,psamm,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
AMARANTHACEAE,Threlkeldia inchoata,(J.M.Black) J.M.Black,,hyhal,,,"Wilson PG. 1984. Chenopodiaceae. In: Flora of Australia, vol. 4. (ed. by A.S. George). Canberra Australian Government Printing Service.","(Wilson, 1984)"
APOCYNACEAE,Cerbera floribunda,K.Schum.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
APOCYNACEAE,Cerbera manghas,L.,,hyhal,SW,C3?,"Correll, D.S. and Correll, H.B. 1982. Flora of the Bahamas archipelago: Including the Turks and Caicos islands. J.Cramer, Vaduz, Liechtenstein.","(Correll & Correll, 1982)"
APOCYNACEAE,Cerbera manghas,L.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
ARALIACEAE,Hydrocotyle capillaris,F.Muell.,,hyhal,SW,C3?,"Mepham, R.H. and Mepham, J.S. 1985. The flora of tidal forests - a rationalization of the use of the term ""mangrove"". South African Journal of Botany, 51(2):75-99.","(Mepham & Mepham, 1985)"
ARECACEAE,Cocos nucifera,L.,,psamm,SW,C3?,"Cintron, G., Lugo, A.E., Pool, D.J., Morris, G. 1978. Mangroves of arid environments in Puerto Rico and adjacent islands. Biotropica, 10:110-121.","(Cintron et al., 1978)"
ARECACEAE,Cocos nucifera,L.,,psamm,SW,C3?,"Menninger, E.A. 1964. Seaside plants of the world. Hearthside, New York.","(Menninger, 1964)"
ARECACEAE,Cocos nucifera,L.,,psamm,SW,C3?,"Morton, J.F. 1976. Craft industries from coastal wetland vegetation. In: Esturine processes, vol. 1, pp. 254-266. New York Academic.","(Morton, 1976)"
ARECACEAE,Cocos nucifera,L.,,psamm,SW,C3?,"Uphof, T.J.C. 1968. Dictionary of economic plants. J. Cramer, Lehre.","(Uphof, 1968)"
ASPARAGACEAE,Acanthocarpus preissii,Lehm.,,psamm,,C3?,"Sauer J. 1965. Geographic reconnaissance of Western Australian sea - shore vegetation. Australian Journal of Botany, 15:39-69.","(Sauer, 1965)"
