original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Melleuca pulchella,Melleuca pulchella,Melaleuca pulchella,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Meleluca spathulata,Meleluca spathulata,Melaleuca spathulata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Melaleuca violaceae,Melaleuca violaceae,Melaleuca violacea,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Microlaena stipioides,Microlaena stipioides,Microlaena stipoides,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Mirbelia dilata,Mirbelia dilata,Mirbelia dilatata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Monotoca aristata MS,Monotoca aristata MS,Monotoca aristata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Myoporum tetrandum,Myoporum tetrandum,Myoporum tetrandrum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Pericalymma spongicaule,Pericalymma spongicaule,Pericalymma spongiocaule,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Petrophile phyllicoides,Petrophile phyllicoides,Petrophile phylicoides,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Petrophile serrurieae,Petrophile serrurieae,Petrophile serruriae,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Phyllantus scaber,Phyllantus scaber,Phyllanthus scaber,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Poa drummoniana,Poa drummoniana,Poa drummondiana,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Poa porphryoclados,Poa porphryoclados,Poa porphyroclados,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Prostanthera verticllaris,Prostanthera verticllaris,Prostanthera verticillaris,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Pulenaea calycina subsp. proxaena,Pulenaea calycina subsp. proxaena,Pultenaea calycina subsp. proxena,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Pultenaea calycina subsp. proxaena,Pultenaea calycina subsp. proxaena,Pultenaea calycina subsp. proxena,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Pultenaeae heteroclita,Pultenaeae heteroclita,Pultenaea heterochila,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Pultenaeae verruculosa,Pultenaeae verruculosa,Pultenaea verruculosa,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Sanatalum acuminatum,Sanatalum acuminatum,Santalum acuminatum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Senna artesmoides,Senna artesmoides,Senna artemisioides,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Senna artesmoides subsp. filifolia,Senna artesmoides subsp. filifolia,Senna artemisioides subsp. filifolia,APC,subspecies,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Spryidium globulosum,Spryidium globulosum,Spyridium globulosum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Stirlingia anaethifolia,Stirlingia anaethifolia,Stirlingia anethifolia,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Styphelia hainsii,Styphelia hainsii,Styphelia hainesii,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Trymalium odaritissimum,Trymalium odaritissimum,Trymalium odoratissimum,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Verticordia helicrysantha,Verticordia helicrysantha,Verticordia helichrysantha,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Vericorida longistylis,Vericorida longistylis,Verticordia longistylis,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Verticodia pityrhops,Verticodia pityrhops,Verticordia pityrhops,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Xanthorrhoea playtphylla,Xanthorrhoea playtphylla,Xanthorrhoea platyphylla,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2025-02-10),match_05a_fuzzy_accepted_canonical_name
Baeckea crassifolia subsp. icosandra,Baeckea crassifolia subsp. icosandra,Baeckea crassifolia var. icosandra,APC,variety,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Baumea articulata,Baumea articulata,Baumea articulata,APC,species,Retaining original name - recently added name (E. Wenk, 2025-02-10),match_05b_fuzzy_synonym_canonical_name
Eucalyptus gardneri subsp. Ravensthorpensis,Eucalyptus gardneri subsp. Ravensthorpensis,Eucalyptus gardneri subsp. ravensthorpensis,APC,subspecies,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Eucalytpus redacta,Eucalytpus redacta,Eucalyptus redacta,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Grevilea rufa,Grevilea rufa,Grevillea rufa,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Leucopogon conostephoides,Leucopogon conostephoides,Leucopogon conostephioides,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Melaleuca cornicarpa,Melaleuca cornicarpa,Melaleuca coronicarpa,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Rulingia coryfolia,Rulingia coryfolia,Rulingia corylifolia,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2025-02-10),match_05b_fuzzy_synonym_canonical_name
Hakea cygna subsp. cygna,Hakea cygna subsp. cygna,Hakea cygna subsp. cygna,APNI,subspecies,Exact match of taxon name to an APNI-listed canonical name once punctuation and filler words are removed (2025-02-10),match_05c_APNI_canonical_name
Beaufortia aff schaueri,Beaufortia aff. schaueri,"Beaufortia sp. [Beaufortia aff. schaueri; Barrett_2009, Quartzite]",APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2025-02-10),match_06a_species_affinis_APC_exact
Eucalyptus aff cornuta,Eucalyptus aff. cornuta,"Eucalyptus sp. [Eucalyptus aff. cornuta; Barrett_2009, Albany Fraser Island]",APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2025-02-10),match_06a_species_affinis_APC_exact
Eucalyptus sp. aff uncinata,Eucalyptus sp. aff. uncinata,"Eucalyptus sp. [Eucalyptus sp. aff. uncinata; Barrett_2009, Yilgarn East]",APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2025-02-10),match_06a_species_affinis_APC_exact
Grevillea aff nudiflora,Grevillea aff. nudiflora,"Grevillea sp. [Grevillea aff. nudiflora; Barrett_2009, Quartzite]",APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2025-02-10),match_06a_species_affinis_APC_exact
Grevillea infundibularis x aff nudiflora,Grevillea infundibularis x aff. nudiflora,"Grevillea sp. [Grevillea infundibularis x aff. nudiflora; Barrett_2009, Quartzite]",APC,genus,Exact match to APC genus. Taxon name includes 'affinis' or 'aff' indicating an unknown taxon that bears an affinity to a different taxon in the same genus and taxon can only be aligned to genus-rank (2025-02-10),match_06a_species_affinis_APC_exact
Adenanthos ellipticus x Eucalyptus cuneatus,Adenanthos ellipticus x Eucalyptus cuneatus,"Adenanthos x [Adenanthos ellipticus x Eucalyptus cuneatus; Barrett_2009, Quartzite]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus acies x Eucalyptus preissiana,Eucalyptus acies x Eucalyptus preissiana,"Eucalyptus x [Eucalyptus acies x Eucalyptus preissiana; Barrett_2009, Quartzite]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus decipiens x Eucalyptus falcata,Eucalyptus decipiens x Eucalyptus falcata,"Eucalyptus x [Eucalyptus decipiens x Eucalyptus falcata; Barrett_2009, Northwest Mosaic]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus loxophleba x Eucalyptus spathulata,Eucalyptus loxophleba x Eucalyptus spathulata,"Eucalyptus x [Eucalyptus loxophleba x Eucalyptus spathulata; Barrett_2009, Yilgarn East]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus occidentalis x Eucalyptus platypus,Eucalyptus occidentalis x Eucalyptus platypus,"Eucalyptus x [Eucalyptus occidentalis x Eucalyptus platypus; Barrett_2009, Yilgarn East]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus occidentalis x Eucalyptus utilis,Eucalyptus occidentalis x Eucalyptus utilis,"Eucalyptus x [Eucalyptus occidentalis x Eucalyptus utilis; Barrett_2009, Coastal dynamic]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus retusa x Eucalyptus cornuta,Eucalyptus retusa x Eucalyptus cornuta,"Eucalyptus x [Eucalyptus retusa x Eucalyptus cornuta; Barrett_2009, Albany Fraser Coastal]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Eucalyptus retusa x Eucalyptus cuspidata,Eucalyptus retusa x Eucalyptus cuspidata,"Eucalyptus x [Eucalyptus retusa x Eucalyptus cuspidata; Barrett_2009, Albany Fraser Coastal]",APC,genus,Exact match to APC genus. Taxon name includes ' x ' indicating a hybrid taxon and taxon can only be aligned to genus-rank (2025-02-10),match_08a_hybrid_taxon_exact
Darwinia sp. Mt Ragged,Darwinia sp. Mt Ragged,Darwinia sp. Mt Ragged (S.Barrett 663),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-02-10),match_09a_trinomial_exact_accepted
Daviesia incrassata spp. reversifolia,Daviesia incrassata sp. reversifolia,Daviesia incrassata subsp. reversifolia,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-02-10),match_09a_trinomial_exact_accepted
Leucopogon sp. Southern granite,Leucopogon sp. Southern granite,Leucopogon sp. Southern Granite (E.D.Middleton EDM 266),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-02-10),match_09a_trinomial_exact_accepted
Petrophile squamata subsp. northern,Petrophile squamata subsp. northern,Petrophile squamata subsp. Northern (J.Monks 40),APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2025-02-10),match_09a_trinomial_exact_accepted
Banksia mucronulata sp. retrorsa,Banksia mucronulata sp. retrorsa,Banksia mucronulata subsp. retrorsa,APC,subspecies,Exact match of the first three words of the taxon name to an APC-known canonical name (2025-02-10),match_09b_trinomial_exact_synonym
Calothamnus sp. Mt Lindesay,Calothamnus sp. Mt Lindesay,Calothamnus sp. Mt Lindesay (B.G.Hammersley 439),APC,species,Exact match of the first three words of the taxon name to an APC-known canonical name (2025-02-10),match_09b_trinomial_exact_synonym
Leucopogon Kau Rock,Leucopogon Kau Rock,Leucopogon sp. Kau Rock (M.A.Burgman 1126),APC,species,Exact match of the first three words of the taxon name to an APC-known canonical name (2025-02-10),match_09b_trinomial_exact_synonym
Philotheca gardneri subsp. Ravesnthorpe,Philotheca gardneri subsp. Ravesnthorpe,Philotheca gardneri subsp. Ravensthorpe (G.F.Craig 6902),APC,subspecies,Fuzzy match of the first three words of the taxon name to an APC-known canonical name (2025-02-10),match_09d_trinomial_fuzzy_synonym
Agonis baxteri (obtusissima),Agonis baxteri (obtusissima),Agonis baxteri,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Banksia rufa subsp. chemelocarpa,Banksia rufa subsp. chemelocarpa,Banksia rufa,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Chamelaucium forrestii subsp. forrestii,Chamelaucium forrestii subsp. forrestii,Chamelaucium forrestii,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Eucalyptus astringens subsp. 'kundip',Eucalyptus astringens subsp. 'kundip',Eucalyptus astringens,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Eucalyptus decipiens subsp. adesmo.,Eucalyptus decipiens subsp. adesmo.,Eucalyptus adesmophloia,APC,species,Manual match made to current name. (E. Wenk, 2025-02-10),match_10a_binomial_exact_accepted
Eucalyptus goniantha notac,Eucalyptus goniantha notac,Eucalyptus notactites,APC,species,Manual match made to current name. (E. Wenk, 2025-02-10),match_10a_binomial_exact_accepted
Eucalyptus calyerup,Eucalyptus calyerup,Eucalyptus x calyerup,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Gahnia sp. L,Gahnia sp. L,Gahnia sp. L (K.R.Newbey 7888),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Grevillea sp. 'nivea',Grevillea sp. 'nivea',Grevillea nivea,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Grevillea pauciflora subsp. axatilis,Grevillea pauciflora subsp. axatilis,Grevillea pauciflora,APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Lasiopetalum sp. Denmark,Lasiopetalum sp. Denmark,Lasiopetalum sp. Denmark (B.G.Hammersley 2012),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Sphenotoma sp. Stirling,Sphenotoma sp. Stirling,Sphenotoma sp. Stirling Range (P.G.Wilson 4235),APC,species,Exact match of the first two words of the taxon name to an APC-accepted canonical name (2025-02-10),match_10a_binomial_exact_accepted
Astartea sp. staminodes,Astartea sp. staminodes,Astartea sp. staminodes (A.Strid 21584),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Asterolasia sp. Kalgan,Asterolasia sp. Kalgan,Asterolasia sp. Kalgan River (S.Barrett 1522),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Banksia tenuifolia subsp. tenuifolia,Banksia tenuifolia subsp. tenuifolia,Banksia tenuifolia,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Calothamnus sp. Kundip,Calothamnus sp. Kundip,Calothamnus sp. Kundip (A.S.George & E.G.H.Oliver ASG17657),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Calytrix sp. Esperance,Calytrix sp. Esperance,Calytrix sp. Esperance (M.A.Burgman 4268A),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Eucalyptus sp. dendrosheath,Eucalyptus sp. dendrosheath,Eucalyptus dendrosheath,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Hakea crassifolia subsp. pandanicarpa,Hakea crassifolia subsp. pandanicarpa,Hakea crassifolia,APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Isopogon sp Fitzgerald,Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald River (D.B.Foreman 813),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald,Isopogon sp. Fitzgerald River (D.B.Foreman 813),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Melaleuca sp. Gorse,Melaleuca sp. Gorse,Melaleuca sp. Gorse (A.S.George 7224),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Melaleuca sp. Kundip,Melaleuca sp. Kundip,Melaleuca sp. Kundip (G.F.Craig 6020),APC,species,Exact match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10b_binomial_exact_synonym
Eucalytpus kalganensis,Eucalytpus kalganensis,Eucalyptus x kalganensis,APC,species,Fuzzy match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10d_binomial_fuzzy_synonym
Isopogon sp. Ravesnthorpe,Isopogon sp. Ravesnthorpe,Isopogon sp. Ravensthorpe (D.B.Foreman 1207),APC,species,Fuzzy match of the first two words of the taxon name to an APC-known canonical name (2025-02-10),match_10d_binomial_fuzzy_synonym
Allocasuarina preissii,Allocasuarina preissii,Casuarina preissiana,APC,species,Manual match to most likely name. (E. Wenk, 2025-02-10),match_12a_genus_exact_accepted
Beyeria sp. Ravensthorpe,Beyeria sp. Ravensthorpe,Beyeria sp. A Ravensthorpe (A.S.George 9474),APC,species,Manual match to phrase name. (E. Wenk, 2025-02-10),match_12a_genus_exact_accepted
Eucalyptus sp mallet,Eucalyptus sp. mallet,"Eucalyptus sp. [Eucalyptus sp. mallet; Barrett_2009, Yilgarn East]",APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2025-02-10),match_12a_genus_exact_accepted
Hakea lehmanii,Hakea lehmanii,Hakea lehmanniana,APC,species,Manual match to name. (E. Wenk, 2025-02-10),match_12a_genus_exact_accepted
Lambertia citrina,Lambertia citrina,"Lambertia sp. [Lambertia citrina; Barrett_2009, Marine plain]",APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2025-02-10),match_12a_genus_exact_accepted
Lepidosperma 'dense',Lepidosperma 'dense',"Lepidosperma sp. [Lepidosperma 'dense'; Barrett_2009, Coastal dynamic]",APC,genus,Exact match of the first word of the taxon name to an APC-accepted genus (2025-02-10),match_12a_genus_exact_accepted
Petrophile seorsiflora,Petrophile seorsiflora,Petrophile propinqua var. sericiflora,APC,species,Manual match to most likely name. (E. Wenk, 2025-02-10),match_12a_genus_exact_accepted
