floyd id,C&C id,family,family (old),genus,species,synonym,form,height,stem diameter,start of flower,end of flower,fruits,start of fruit season,end of fruit season,dispersers,dispersers_detailed,dispersers_simple,min fruit length,max fruit length,min fruit width,max fruti width,min seed length,max seed length,page Williams et al,page Floyd,page C&C,Note,"distribution (1=cosmopolitan & pantropical, 2=FNQ endemic, 2.1=endemic to SE Qld/NE NSW, 2.2=endemic to Dorrigo & Barrington Tops, 2.5=Oz endemic, 3= Oz & NG, 4= Oz & Asia, 5= Oz & Pacific Ocean Islands, 6= Gondowanan)",habitat,rainforest margins,cool temperate rainforest,warm temperate rainforest,subtropical rainforest,riverine rainforest,"dry rainforest (vine thicet, gallary forest & monsoon)","coastal (mangrove, littoral forest & coastal habitats)",tropical rainforest,gallary forest,littoral forest,mangroves,monsoon forest,swamp forest,vine thickets,wet sclerophyll forest,open forest,woodland,mountain heath,heath,coastal habitats,min alt,max alt,elevation range,"biogeographic affiliation (N) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton)",locality code (north),locality (north),lat (decimal),long (decimal),"biogeographic affinity (S) (1=Cape York, 2=NWT, 3=AT&LR, 4=Twonsville, 5=Mackay, 5.5=Eungella, 6=Rockhampton, 7=SE Qld, 8=NSW&VIC)",locality code (south),locality (south),lat (decimal),long (decimal),other (Oz),other (overseas),extra lat (north),extra lat (south),lat range (Oz),lat range (all),lat range (diff),lat (N) Oz int,lat (N) int,lat (S) Oz int,lat (S) int,lat range (Oz) int,lat range int
,1953,Rutaceae,,Acronychia,crassipetala,,tree,18,,October,February,drupe,February,March,Spotted Catbird,spotted_catbird,birds,20,30,20,30,4,4,,,457,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,450,1200,750,2,64,Windsor Tableland,16.21666667,145.0333333,3,103,Ravenshoe,17.6,145.4833333,,,,,1.4,1.4,0,16,16,17,17,1,1
,1954,Rutaceae,,Acronychia,eugellensis,,tree,20,,October,October,drupe,April,April,,,,10,10,10,10,5,5,,,457,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,880,940,60,5.5,141,Eungella,21.1,148.4333333,5.5,141,Eungella,21.1,148.4333333,,,,,0,0,0,21,21,21,21,0,0
279,1955,Rutaceae,,Acronychia,imperforata,,tree,16,0.3,April,September,drupe,June,October,,,,10,12,12,15,4,6,106,318,457,,2,tropical/littoral rainforest,,,,,,,,1,,1,,,,,,,,,,,0,950,950,1,1,Torres Strait Islands,9.3,0,9,150,"Seal Rocks, NSW",32.45,152.5166667,,,,,23.2,23.2,0,9,9,36,36,27,27
280,1956,Rutaceae,,Acronychia,laevis,,tree,12,0.08,March,November,drupe,May,November,Topknot Pigeon & fruit-doves,topknot_pigeon fruit_doves,birds,8,10,6,14,4,4,105,319,457,ORE177,5,tropical/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,1100,1100,1,13,Olive River north of Bolt Head,12.15,143.0833333,8,150,"Nightcap Range, NSW",28.53333333,153.3333333,,"Melanesia, New Caledonia & Lord Howe Island",0,31.5,16.4,31.5,15.1,9,9,36,36,27,27
281,,Rutaceae,,Acronychia,littoralis,,tree,8,0.35,January,February,drupe,May,August,,,,10,15,10,15,8,12,106,320,,,2.1,littoral rainforest,,,,,,,,,,1,,,,,1,,,,,,,,,8,150,"Tweed River, NSW",28.21666667,153.55,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,1.3,1.3,0,9,9,36,36,27,27
282,,Rutaceae,,Acronychia,oblongifolia,"Acronychia laevis, Cyminosma olongifolia",tree,21,0.3,January,May,drupe,May,November,"Green Catbird, Pied Currawong, Regent Bowerbird, Satin Bowerbird, Topknot Pigeon & Wompoo Fruit-dove",green_catbird pied_currawong regent_bowerbird satin_bowerbird topknot_pigeon Wompoo_fruit-dove,birds,13,13,13,13,3,5,106,321,,ORE3,2.5,warm temperate/subtropical/riverine/littoral/dry rainforest,,,1,1,1,1,,,,1,,,,,,,,,,,,,,7,149,"Gympie, SE Qld",26.18333333,152.65,11,151,"Gippsland Lakes, VIC",38.13333333,147.4666667,,,,,12,12,0,9,9,36,36,27,27
,1957,Rutaceae,,Acronychia,parviflora,,tree,4,,January,December,drupe,February,December,,,,9,10,10,14,3,8,,,458,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,200,1600,1400,1,50,Cooktown,15.46666667,145.25,3,108,Tully River,18.01666667,146.05,,,,,2.6,2.6,0,15,15,18,18,2,2
283,1958,Rutaceae,,Acronychia,pauciflora,,tree,10,0.1,December,June,drupe,July,November,,,,7,9,7,9,,,105,321,458,,2,tropical/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,120,600,480,3,93,Mt Baldy near Atherton,17.28333333,145.45,8,150,"Lismore, NSW",28.8,153.2666667,,,,,11.5,11.5,0,9,9,36,36,27,27
284,,Rutaceae,,Acronychia,pubescens,Acronychia melicopoides,tree,15,0.18,March,June,drupe,January,December,,,,25,25,25,25,,,24,322,,ORE4,2.1,warm temperate/subtropical/riverine/littoral rainforest,,,1,1,1,,,,,1,,,,,,,,,,,,,,7,149,"Blackall Range, Qld",26.61666667,152.8666667,9,150,"Pine Creek SF, NSW",30.4,153.0333333,,,,,3.8,3.8,0,9,9,36,36,27,27
285,,Rutaceae,,Acronychia,suberosa,,tree,18,0.3,January,April,drupe,March,June,,,,13,13,13,13,4,4,24,323,,ORE5,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"McPherson Range, Qld",28.35,153,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,0.1,0.1,0,9,9,36,36,27,27
,1960,Rutaceae,,Acronychia,vestitta,,tree,20,,February,March,drupe,April,November,"Cassowary, Wompoo Fruit-dove & Musky Rat-kangaroo",cassowary Wompoo_fruit-dove musky_rat-kangaroo,birds mammals,15,24,15,24,5,5,,,458,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,890,890,3,79,Kuranda,16.81666667,145.6333333,5,124,Paluma,19,146.2,,,,,2.2,2.2,0,16,16,19,19,2,2
286,,Rutaceae,,Acronychia,wilcoxiana,Pleiococca wilcoxiana,tree,15,0.25,January,May,drupe,March,May,Wompoo Fruit-dove,Wompoo_fruit-dove,birds,10,20,10,20,4,4,106,324,,ORE181,2.5,warm temperate/subtropical/littoral rainforest,,,1,1,,,,,,1,,,,,,,,,,,,,,7,149,"Fraser Island, SE Qld",25.25,153.1666667,10,150,"Hawkesbury River, NSW",33.5,0,,,,,8.3,8.3,0,9,9,36,36,27,27
,1961,Rutaceae,,Boronia,alulata,,shrub,3,,February,September,capsule,February,July,,,,6,6,6,6,3,3,,,458,,2,dry rainforest,,,,,,1,,,,,,,,1,,1,,,,,0,450,450,1,1,Torres Strait Islands,9.3,0,1,50,Cooktown,15.46666667,145.25,,,,,6.2,6.2,0,9,9,15,15,6,6
,1962,Rutaceae,,Boronia,excelsa,Boronia sp. (Windsor Tableland),shrub,3,,June,July,capsule,June,July,,,,4,5,2,2,3,3,,,458,,2,dry rainforest,,,,,,1,,,1,,,,,,,1,riparian forest,,,,840,1100,260,2,64,Windsor Tableland,16.21666667,145.0333333,2,64,Windsor Tableland,16.21666667,145.0333333,,,,,0,0,0,16,16,16,16,0,0
287,,Rutaceae,,Bosistoa,floydii,,tree,20,0.75,October,November,cocci,February,February,,,,10,10,,,6,6,"26, 32",324,,,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,,,8,150,"Richmond River, NSW",28.48333333,152.9666667,9,150,"Nambucca River, NSW",30.6,152.75,,,,,2.1,2.1,0,9,9,36,36,27,27
,1963,Rutaceae,,Bosistoa,medicinalis,,tree,20,,January,December,capsule,October,May,,,,8,12,8,10,8,9,,,458,,2,subtropical/tropical/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,800,800,1,19,Pascoe River near Iron Range,12.48333333,143.2666667,7,149,"Nambour area, SE Qld",26.61666667,152.95,,,,,14.1,14.1,0,9,9,36,36,27,27
,,Rutaceae,,Bosistoa,monotsylis,,tree,,,,,,,,,,,,,,,,,"26, 105",,,,2.1,lowland subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,,,7,149,"Bulburin, SE Qld",24.53333333,151.5666667,7,149,"Eumundi, SE Qld",26.46666667,152.95,,,,,1.9,1.9,0,,,,,,
288,1964,Rutaceae,,Bosistoa,pentacocca,"Euodia pentacocca, Bosistoa sapindiformis, Bosistoa connaricarpa",tree,16,0.25,February,February,capsule,January,December,,,,20,22,15,25,15,20,32,325,459,,2,tropical/riverine rainforest,,,,,1,,,1,,,,,,,,,,,,,50,500,450,6,137,Proserpine,20.4,148.5666667,7,149,"Mt Urah, SE Qld",25.83333333,152.35,,,,,5.4,5.4,0,9,9,36,36,27,27
289,,Rutaceae,,Bosistoa,selwynii,,tree,22,0.5,March,May,cocci,October,November,,,,,,,,10,10,"105, 114",326,,,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,300,,7,149,"Maryborough, SE Qld",25.53333333,152.7,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,3,3,0,9,9,36,36,27,27
290,,Rutaceae,,Bosistoa,transversa,,tree,15,0.2,January,March,cocci,May,July,,,,,,10,13,10,10,"26, 105",326,,,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,150,,7,149,"Maryborough, SE Qld",25.53333333,152.7,8,150,"Mullumbimby, NSW",28.53333333,153.4333333,,,,,3,3,0,9,9,36,36,27,27
291,,Rutaceae,,Bouchardatia,neurococca,"Melicope neurococca, Evodia neurococca",tree,15,0.15,January,May,cocci,March,August,,,,6,10,,,5,8,"26, 33",327,,,2.1,subtropical rainforest,,,,1,,,,,,,,,,,,,,,,,,,,7,149,"Eumundi, SE Qld",26.46666667,152.95,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,2,2,0,9,9,36,36,27,27
,1966,Rutaceae,,Brombya,(Gap Creek),,tree,7,,September,December (March),capsule,August,November,,,,7,7,4,4,,,,,459,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,200,350,150,1,50,Shiptons Flat near Cooktown,15.8,145.25,2,58,Bloomfield River,15.91666667,145.35,,,,,0.1,0.1,0,15,15,15,15,0.5,0.5
,1965,Rutaceae,,Brombya,platynema,,tree,20,,January,December,capsule,March,August,King Parrot,king_parrot,birds,4,5,2,4,2,3,,,459,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1160,1160,2,57,Mt Misery near Cooktown,16.43333333,145.2166667,4,118,Hinchinbrook Island,18.35,146.2333333,,,,,1.9,1.9,0,16,16,18,18,1,1
,1967,Rutaceae,,Citrus,garrawayi,"Microcitrus garrawayi, Citrus garrawayae",tree,12,,May,(November & December),berry,April,November,,,,70,100,20,35,7,7,,,459,,2,rainforest/dry rainforest,,,,,,1,,1,,,,1,,,,,,,,,0,450,450,1,15,Temple Bay north of Bolt Head,12.3,143.1333333,1,39,Lakefield NP,15.06666667,144.1333333,,,,,2.8,2.8,0,12,12,15,15,2,2
,1968,Rutaceae,,Citrus,inodora,Microcitrus inodora,tree,6,,August,September,berry,March,September (December),,,,35,68,24,28,5,6,,,459,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,120,120,2,60,Cape Tribulation,16.06666667,145.4666667,3,96,Mt Bartle Frere,17.36666667,145.8166667,,,,,1.3,1.3,0,16,16,17,17,1,1
,1969,Rutaceae,,Citrus,x limon,Citrus x jambhiri,tree,6,,January,January,berry,July,July,cockatoos,cockatoos,birds,60,110,70,110,,,,,460,Introduced,,rainforest,,,,,,,,1,,,,,,,,,,,,,0,800,800,1,2,Cape York,10.68333333,142.5166667,8,150,NSW,29.5,0,,Asia,,,18.8,18.8,0,10,10,29,29,18,18
,1970,Rutaceae,,Clausena,brevistyla,,tree,8,,July,March,berry,December,May,,,,6,16,6,16,9,12,33,,460,,3,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,0,1000,1000,1,2,Cape York,10.68333333,142.5166667,7,149,"Yarraman, SE Qld",26.81666667,151.9666667,,New Guinea,8,,16.1,18.8,2.7,9,9,36,36,27,27
302,1971,Rutaceae,,Coatesia,paniculata,"Geijera muelleri, Geijera paniculata, Geijera helmsiae",tree,6,,September,(October & April),capsule or follicle,January,(February & July),,,,4,6,4,6,,,,336,460,,2,tropical/dry rainforest,,,,,,1,,1,,,,,,1,,,,,,,0,250,250,5,126,Townsville,19.25,146.8166667,8,150,"Lismore, NSW",28.8,153.2666667,,,,,9.6,9.6,0,9,9,36,36,27,27
292,,Rutaceae,,Correa,lawrenciana lawrenciana,,tree,16,0.22,December,February,cocci,,,,,,,,,,,,,328,,,2.5,cool temperate/warm temperate rainforest,,1,1,,,,,,,,,,,,,,,,,,,,,11,150,"Errinundra FR, VIC",37.3,148.25,12,152,TAS,42,0,,,,,4.7,4.7,0,9,9,36,36,27,27
,1972,Rutaceae,,Dinosperma,erythrococcum,"Euodia erythrococca, Melicope erythrococca",tree,25,,April,October,capsule,October,June,King Parrot,king_parrot,birds,4,9,4,5,4,6,,,460,,2,warm temperate/subtropical/tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,,,,,,20,1000,980,1,1,Torres Strait Islands,9.3,0,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,20.2,20.2,0,9,9,36,36,27,27
,1973,Rutaceae,,Dinosperma,longifolium,,tree,7,,January,(July),capsule,September,September,,,,17,20,12,13,13,13,,,460,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,400,1000,600,3,81,Davies Creek,17.01666667,145.6333333,3,96,Mt Bartle Frere,17.36666667,145.8166667,,,,,0.4,0.4,0,17,17,17,17,0.5,0.5
,1974,Rutaceae,,Dinosperma,melanophloia,Melicope melanophloia,tree,25,,November,May,capsule,March,November,,,,8,11,,,6,8,107,,461,,2,subtropical/tropical rainforest,,,,,,,,1,,,,,,,,,,,,,80,1100,1020,1,30,Rocky River east of Coen,13.78333333,143.7,7,149,"Maleny, SE Qld",26.76666667,152.85,,,,,13,13,0,9,9,36,36,27,27
,1975,Rutaceae,,Dinosperma,stipitatum,Melicope stipiata,tree,15,,December,September,capsule,August,January,,,,10,15,13,13,10,10,,,461,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1100,1100,1,54,Cedar Bay NP,15.8,145.3333333,4,114,Kirrama Range,18.1,145.7,,,,,2.3,2.3,0,15,15,18,18,2,2
,1976,Rutaceae,,Eriostemon,banksii,Eriostemon australasius banksii,tree,6,,February,September,capsule or follicle,September,September,,,,7,10,,,5,5,,,461,,2,dry rainforest/coastal,,,,,,1,1,,,1,,1,,,,,,,1,,0,60,60,1,2,Cape York,10.68333333,142.5166667,1,50,Cooktown,15.46666667,145.25,,,,,4.8,4.8,0,10,10,15,15,4,4
,1977,Rutaceae,,Euodia,hylandii,Euodia sp. (Noah Creek),tree,6,,January,December,capsule,January,September,,,,5,5,,,2,2,,,461,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,150,150,2,58,Bloomfield River,15.91666667,145.35,2,66,Daintree River,16.28333333,145.45,,,,,0.4,0.4,0,15,15,16,16,0.5,0.5
294,,Rutaceae,,Euodia,micrococca,Melicope microocca,tree,35,0.6,November,March,,January,June,"Brown Cuckoo-dove, Crimson Rosella, Green Catbird & Lewin's Honeyeater",brown_cuckoo-dove crimson_rosella green_catbird Lewins_honeyeater,birds,6,10,,,3,4,24,329,,ORE54,2.5,warm temperate/subtropical/riverine/littoral/dry rainforest,,,1,1,1,1,,,,1,,,,,,,,,,,,,,7,149,"Maryborough, SE Qld",25.53333333,152.7,10,150,"Illawarra, NSW",34.33333333,150.8333333,,,,,8.8,8.8,0,9,9,36,36,27,27
,1978,Rutaceae,,Euodia,pubifolia,Euodia sp. (Oliver Creek),tree,8,,June,October (January),capsule,October,January,,,,5,6,,,4,4,,,461,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,200,200,2,,Oliver Creek (near Cape Tribulation),16.06666667,0,2,60,Noah Creek,16.13333333,145.4333333,,,,,0.1,0.1,0,16,16,16,16,0.5,0.5
296,,Rutaceae,,Euodia,sp.,Melicope hayesii,tree,20,0.3,January,February,cocci,March,May (November),,,,,,,,,,"24, 25",331,,,2.1,warm temperate/subtropical rainforest,,,1,1,,,,,,,,,,,,,,,,,,,,7,149,"Maryborough, SE Qld",25.53333333,152.7,9,150,"Hastings River, NSW",31.41666667,152.3666667,,,,,5.9,5.9,0,9,9,36,36,27,27
295,,Rutaceae,,Euodia,vitiflora,"Euodia littoralis, Melicope vitiflora",tree,14,0.18,October,November,,February,June,,,,5,5,,,,,27,330,,,2.5,subtropical rainforest,,,,1,,,,,,1,,,,,,,,,,,,,,4,,"Rockingham Bay, Qld",18.13333333,146.0666667,8,150,"Tintenbar, NSW",28.78333333,153.5166667,,,,,10.7,10.7,0,9,9,36,36,27,27
,1979,Rutaceae,,Flindasia,acuminata,,tree,40,,November,January (May),capsule,June,March,,,,90,150,,,65,80,,,462,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1200,1200,2,64,Windsor Tableland,16.21666667,145.0333333,5,124,Paluma,19,146.2,,,,,2.8,2.8,0,16,16,19,19,2,2
297,1980,Rutaceae,,Flindasia,australis,,tree,40,1.8,August,February,capsule,March,January,,,,50,100,,,35,50,31,332,463,ORE56,2,tropical/dry rainforest,,,,,,1,,1,,,,,,,,,,,,,0,750,750,6,137,Mt Dryander near Proserpine,20.25,148.55,9,150,"Nymboida River, NSW",30.23333333,152.7833333,,,,,10,10,0,9,9,36,36,27,27
298,,Rutaceae,,Flindasia,bennettiana,Flindersia leichhardtii,tree,40,0.9,February,August,capsule,November,February,,,,50,80,,,40,40,"26, 31",332,,,2.1,subtropical/riverine rainforest,,,,1,1,,,,,1,,,,,,,,,,,,,,7,149,"Fraser Island, SE Qld",25.25,153.1666667,8,150,"Clarence River, NSW",29.48333333,152.6666667,,,,,4.2,4.2,0,9,9,36,36,27,27
,1981,Rutaceae,,Flindasia,bourjotiana,,tree,35,,April,January,capsule,August,January,Sulphur-crested Cockatoo & Giant White-tailed Rat,sulphur-crested_cockatoo giant_white-tailed_rat,birds mammals,70,150,,,35,70,,,463,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1200,1200,1,43,McIvor River near Cooktown,15.15,145.2333333,5,124,Paluma Range,19.16666667,146.3833333,,,,,4,4,0,15,15,19,19,4,4
,1982,Rutaceae,,Flindasia,brassii,,tree,30,,January,March,capsule,July,October,,,,70,110,,,50,70,,,464,,2,rainforest/dry rainforest,,,,,,1,,1,1,,,,,,,,,,,,0,550,550,1,13,Olive River north of Bolt Head,12.15,143.0833333,1,22,Mt Carter near Iron Range,13.05,143.25,,,,,0.9,0.9,0,12,12,13,13,0.5,0.5
,1983,Rutaceae,,Flindasia,brayleyana,,tree,35,,November,January,capsule,July,January,,,,60,100,,,65,65,,,464,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1150,1150,2,64,Windsor Tableland,16.21666667,145.0333333,5,126,Mt Halifax near Townsville,19.11666667,146.3666667,,,,,2.9,2.9,0,16,16,19,19,2,2
299,1984,Rutaceae,,Flindasia,collina,Flindersia strzeleckiana,tree,25,0.6,June,October,capsule,February,February,,,,28,50,,,15,25,"24, 32",333,464,,2,dry rainforest,,,,,,1,,,,,,1,,1,,,,,,,0,300,300,1,34,Stanley Island in Bathurst Bay,14.15,144.2333333,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,14.3,14.3,0,9,9,36,36,27,27
,1985,Rutaceae,,Flindasia,ifflaiana,,tree,35,,October,March (June),capsule,October,April,,,,30,55,30,35,23,40,,,465,,3,rainforest/coastal,,,,,,,1,1,,1,,,,,,,,,,,0,1100,1100,1,50,Shiptons Flat near Cooktown,15.8,145.25,3,80,Yarrabah near Cairns,16.9,145.8666667,,New Guinea,8,,1.1,8.9,7.8,15,15,16,16,1,8
,1986,Rutaceae,,Flindasia,laevicarpa,,tree,20,,January,April (September),capsule,October,(January),,,,25,52,,,25,30,,,465,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,80,830,750,2,66,Daintree River,16.28333333,145.45,3,92,Lake Eacham area,17.28333333,145.6333333,,,,,1,1,0,16,16,17,17,1,1
,1987,Rutaceae,,Flindasia,oppositifolia,"Flindersia unifoliolata, Flindersia pimenteliana forma oppositifolia",tree,15,,October,November,capsule,August,May,,,,55,115,,,35,50,,,465,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,1300,1580,280,3,90,Mt Bellenden Ker,17.23333333,145.8666667,3,96,Mt Bartle Frere,17.36666667,145.8166667,,,,,0.1,0.1,0,17,17,17,17,0.5,0.5
,1988,Rutaceae,,Flindasia,pimenteliana,,tree,30,,November,March,capsule,July,December,Sulphur-crested Cockatoo,sulphur-crested_cockatoo,birds,55,115,,,45,50,,,467,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,0,1300,1300,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,5,124,Paluma,19,146.2,,,,,3.2,3.2,0,15,15,19,19,3,3
300,1989,Rutaceae,,Flindasia,schottiana,"Flindersia schottiana var. pubescens, Flindersia pubescens",tree,45,1,August,December (May),capsule,December,April,,,,80,130,,,40,63,31,334,466,,3,subtropical/tropical/riverine rainforest,,,,1,1,,,1,,,,,,,,,,,,,0,1300,1300,1,2,Cape York,10.68333333,142.5166667,9,150,"Port Macquarie, NSW",31.41666667,152.9166667,,New Guinea,8,,20.7,23.4,2.7,9,9,36,36,27,27
301,,Rutaceae,,Flindasia,xanthoxyla,"Oyleya xanthoxyla, Flindersia oxleyana",tree,45,0.9,November,January,capsule,June,November,,,,70,100,,,,,32,335,,,2.1,dry/littoral/riverine rainforest,,,,,1,1,,,,1,,,,,,,,,,,,,,7,149,"Gympie, SE Qld",26.18333333,152.65,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,2.3,2.3,0,9,9,36,36,27,27
,,Rutaceae,,Geijera,paniculata,,tree,,,,,,,,,,,,,,,,,78,,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,7,149,SE Qld,28,0,8,150,"Lismore, NSW",28.8,153.2666667,,,,,0.8,0.8,0,,,,,,
304,1990,Rutaceae,,Geijera,salicifolia,"Geijera latifolia, Geijera salicifolia var. latifolia",tree,35,,November,September,follicle,July,November,"Brown Cuckoo-dove, King Parrot, Black-faced Cuckoo-shrike, Silvereye, Brush-turkey & Lewin's Honeyeater",brown_cuckoo-dove king_parrot black-faced_cuckoo-shrike silvereye brush_turkey Lewins_honeyeater,birds,5,7,5,7,5,6,,,466,,5,tropical/dry rainforest,,,,,,1,,1,,,,1,,1,,1,,,,,0,1000,1000,1,50,Cooktown,15.46666667,145.25,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,,New Guinea & New Caledonia,8,22,16.6,24.1,7.5,9,9,36,36,27,27
303,,Rutaceae,,Geijera,salicifolia latifolia,,tree,30,0.76,July,November,cocci,January,April,"King Parrot, Brown Cuckoo-dove, Lewin's Honeyeater & Brush Turkey",king_parrot brown_cuckoo-dove Lewins_honeyeater brush_turkey,birds,6,6,6,6,5,5,78,336,,,2.5,warm temperate/subtropical/dry rainforest,,,1,1,,1,,,,,,,,,,,,,,,,,,3,79,"Barron River, Qld",16.81666667,145.6333333,10,150,"Illawarra, NSW",34.33333333,150.8333333,,,,,17.5,17.5,0,9,9,36,36,27,27
304,,Rutaceae,,Geijera,salicifolia salicifolia,,tree,30,0.5,September,October,cocci,January,April,,,,5,6,5,6,5,5,78,337,,,2.1,dry rainforest,,,,,,1,,,,,,,,,,,,,,,,,,6,148,"Rockhampton, Qld",23.36666667,150.5,9,150,"Hunter Valley, NSW",32.08333333,150.9833333,,,,,8.7,8.7,0,9,9,36,36,27,27
,1991,Rutaceae,,Glycosmis,trifoliata,Glycosmis pentaphylla,tree,8,,February,December,berry,October,July,,,,5,12,5,12,6,8,,,466,,4,subtropical/tropical/dry rainforest/coastal,,,,,,1,1,1,,1,,1,,1,,,,,,,0,740,740,1,1,Torres Strait Islands,9.3,0,7,149,"Wide Bay, SE Qld",25.9,153.1333333,NT & WA,Malesia & Asia,-30,,16.6,55.9,39.3,9,9,36,36,27,27
305,1992,Rutaceae,,Halfordia,kendack,"Halfordia drupifera, Eriostemon kendack",tree,30,0.75,December,March,drupe,May,September,"Regent Bowerbird, Topknot Pigeon, Wompoo Fruit-dove & Spotted Catbird",regent_bowerbird topknot_pigeon Wompoo_fruit-dove spotted_catbird,birds,6,15,6,10,,,78,338,466,ORE60,5,subtropical/tropical/littoral/dry rainforest,,,,1,,1,1,1,,1,,,,1,,,1,,,,0,460,460,1,1,Torres Strait Islands,9.3,0,8,150,"Iluka, NSW",29.4,153.35,,New Guinea & New Caledonia,8,22,20.1,21.4,1.3,9,9,36,36,27,27
,1993,Rutaceae,,Halfordia,scleroxyla,,tree,30,,November,December,drupe,March,December,"Cassowary, Spotted Catbird, Golden Bowerbird, Topknot Pigeons & fruit-dove",cassowary spotted_catbird golden_bowerbird topknot_pigeons fruit-dove,birds,6,18,6,19,5,5,,,466,Davies Creek,2,rainforest,,,,,,,,1,,,,,,,,,,,,,500,1300,800,1,28,McIlwraith Range,13.75,143.3333333,5,124,Paluma,19,146.2,,,,,5.3,5.3,0,13,13,19,19,5,5
,1994,Rutaceae,,Harrisonia,brownii,,shrub,4,,November,January,berry,April,June,,,,4,11,,,4,4,,,467,,4,dry rainforest/coastal,,,,,,1,1,,,1,,1,,1,,,,,,,0,100,100,1,1,Torres Strait Islands,9.3,0,1,35,Bathurst Bay area,14.23333333,144.3666667,NT & WA,New Guinea & Malesia,-10,,4.9,24.2,19.3,9,-10,14,14,4,24
,1995,Rutaceae,,Leionema,ellipticum,,tree,10,,December,January,capsule,February,February,,,,4,4,3,3,3,3,,,467,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,1030,1150,120,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,2,55,Mt Finnigan near Cooktown,15.81666667,145.2833333,,,,,0,0,0,15,15,15,15,0,0
,1996,Rutaceae,,Lunasia,amara,,tree,10,,April,October,capsule,December,January (July),,,,6,15,5,10,8,8,,,467,,4,dry rainforest,,,,,,1,,,1,,,,,,,,,,,,0,600,600,1,17,Kennedy Hill north of Iron Range,12.46666667,143.25,1,30,Rocky River east of Coen,13.78333333,143.7,,New Guinea & Malesia,-10,,1.3,23.8,22.5,12,-10,13,13,1,23
,2002,Rutaceae,,Medicosma,(East Mulgrave River),,tree,8,,November,November,,,,,,,,,,,,,,,468,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,700,700,0,3,89,East Mulgrave Valley,17.3,145.8,3,89,East Mulgrave Valley,17.3,145.8,,,,,0,0,0,17,17,17,17,0,0
,2003,Rutaceae,,Medicosma,(Karnak),"Medicosma sp. (Pinnacle Rock), Medicosma sp. (Pieter Botte)",tree,7,,February,May,capsule,July,September,,,,4,6,3,3,,,,,468,,2,rainforest,,,,,,,,1,,,,,,,,,,,,,450,950,500,2,59,Mt Pieter Botte,16.06666667,145.4,2,69,Mossman area,16.45,145.3666667,,,,,0.4,0.4,0,16,16,16,16,0.5,0.5
306,,Rutaceae,,Medicosma,cunninghamii,"Acronychia cunninghamii, Evodia cunninghamii",tree,10,0.1,November,March,cocci,January,May,,,,6,6,,,,,107,339,,,2.1,subtropical rainforest,,,,1,,,,,,1,,,,,,,,,,,,,,7,149,"Maryborough, SE Qld",25.53333333,152.7,8,150,"Richmond River, NSW",28.48333333,152.9666667,,,,,3,3,0,9,9,36,36,27,27
