material,Abbreviation,replicate,length (mm),width (mm),thickness (mm),NEWthickness (mm),actual mass (g),dry mass (g),scanned area (cm2),SA (cm2),volume (cm3),SA:V (1/cm),density (dry mass) (g/cm3),density (actual mass) (g/cm3),FMC  (% odw),SLA* (cm2/g),N (%mass),P (%mass),lignin (%mass),tannin (%mass),ignition Y/N,TTI (s),FD (s),SD (s),TBT (s),Genus,Species,Family,Rainfall a,Soil P b,taxon,site_conditions,site_name,senesced_leaf_N_per_dry_mass,senesced_leaf_P_per_dry_mass,SLA
FRESH,Hak_dac,2,117,39,0.64,0.64,1.432,0.853,29.7,29.7,1.9,31.25,0.45,0.75,67.9,20.74,NA,NA,NA,9.18,1,15.4,8.6,32.8,41.4,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,34.81828839390387
FRESH,Hak_dac,3,115,25,0.72,0.72,0.864,0.515,17.5,17.5,1.26,27.78,0.41,0.69,67.9,20.25,NA,NA,NA,9.18,1,13.4,6,29,35,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,33.980582524271846
FRESH,Hak_dac,4,80,24,0.69,0.69,0.709,0.422,12.6,12.6,0.87,28.99,0.49,0.82,67.9,17.77,NA,NA,NA,9.18,1,16.8,6.7,32,38.7,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,29.85781990521327
FRESH,Hak_dac,5,110,18,0.75,0.75,0.799,0.476,13,13,0.98,26.67,0.49,0.82,67.9,16.27,NA,NA,NA,9.18,1,13.2,7.7,30.3,38,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,27.3109243697479
FRESH,Hak_dac,6,100,21,0.68,0.68,0.723,0.431,14,14,0.95,29.41,0.45,0.76,67.9,19.36,NA,NA,NA,9.18,1,10.7,5.6,20.9,26.5,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,32.48259860788863
FRESH,Hak_dac,7,85,19,0.57,0.57,0.424,0.253,10.1,10.1,0.58,35.09,0.44,0.74,67.9,23.82,NA,NA,NA,9.18,1,8.1,6.4,15.9,22.3,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,39.92094861660079
FRESH,Hak_dac,8,107,23,0.62,0.62,0.868,0.517,17.5,17.5,1.09,32.26,0.48,0.8,67.9,20.16,NA,NA,NA,9.18,1,10.6,7.1,22.8,29.9,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,33.849129593810446
FRESH,Hak_dac,9,92,22,0.74,0.74,0.813,0.484,14.3,14.3,1.06,27.03,0.46,0.77,67.9,17.59,NA,NA,NA,9.18,1,12,7.5,22.6,30.1,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,29.545454545454547
FRESH,Hak_dac,10,105,19,0.49,0.49,0.559,0.333,12.4,12.4,0.61,40.82,0.55,0.92,67.9,22.18,NA,NA,NA,9.18,1,8.3,4.5,22.1,26.6,Hakea,dactyloides,Proteaceae,high,low,Hakea dactyloides,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,37.23723723723724
FRESH,Hak_tep,1,54,NA,1.39,1.09,0.077,0.046,0.8,1.3,0.05,49.72,0.9,1.52,68.4,16.32,NA,NA,NA,4.16,1,22.2,2.1,10.9,13,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,28.260869565217394
FRESH,Hak_tep,2,51,NA,1.47,1.15,0.09,0.053,0.8,1.3,0.05,47.07,1,1.69,68.4,13.96,NA,NA,NA,4.16,1,24.5,2.4,13.8,16.2,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,24.528301886792455
FRESH,Hak_tep,3,65,NA,1.69,1.33,0.149,0.088,1.1,1.7,0.09,38.42,0.98,1.66,68.4,11.6,NA,NA,NA,4.16,1,23.1,3.3,18.9,22.2,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,19.31818181818182
FRESH,Hak_tep,4,49,NA,1.39,1.09,0.077,0.046,0.8,1.3,0.05,54.8,1,1.68,68.4,16.32,NA,NA,NA,4.16,1,17.2,4.7,8.7,13.4,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,28.260869565217394
FRESH,Hak_tep,5,46,NA,1.5,1.18,0.079,0.047,0.7,1.1,0.05,43.86,0.94,1.58,68.4,13.92,NA,NA,NA,4.16,1,18.2,4.1,11.9,16,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,23.404255319148938
FRESH,Hak_tep,6,46,NA,1.56,1.23,0.088,0.052,0.7,1.1,0.05,40.55,0.96,1.62,68.4,12.49,NA,NA,NA,4.16,1,24.6,3.7,13,16.7,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,21.153846153846157
FRESH,Hak_tep,7,46,NA,1.54,1.21,0.089,0.053,0.7,1.1,0.05,41.61,1,1.68,68.4,12.35,NA,NA,NA,4.16,1,19.2,3.7,15.5,19.2,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,20.754716981132077
FRESH,Hak_tep,8,50,NA,1.65,1.3,0.106,0.063,0.8,1.3,0.07,38.11,0.95,1.61,68.4,11.86,NA,NA,NA,4.16,1,26.2,3.4,16,19.4,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,20.634920634920636
FRESH,Hak_tep,9,50,NA,1.44,1.13,0.082,0.049,0.7,1.1,0.05,43.78,0.97,1.63,68.4,13.41,NA,NA,NA,4.16,1,21.6,3.7,12.4,16.1,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,22.448979591836736
FRESH,Hak_tep,10,45,NA,1.5,1.18,0.081,0.048,0.7,1.1,0.05,44.83,0.98,1.65,68.4,13.57,NA,NA,NA,4.16,1,23,3.4,13.3,16.7,Hakea,tephrosperma,Proteaceae,low,high,Hakea tephrosperma,low rainfall high soil P,Round Hill woodland,NA,NA,22.916666666666668
FRESH,Hak_ter,1,70,NA,1.59,1.25,0.098,0.041,0.9,1.4,0.09,32.98,0.48,1.14,139.2,14.43,NA,NA,NA,7.1,1,30.5,1.7,7.6,9.3,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,34.14634146341463
FRESH,Hak_ter,2,61,NA,1.72,1.35,0.125,0.052,1,1.6,0.09,35.93,0.6,1.43,139.2,12.57,NA,NA,NA,7.1,0,NA,NA,NA,NA,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,30.769230769230774
FRESH,Hak_ter,3,58,NA,1.68,1.32,0.099,0.041,0.9,1.4,0.08,35.65,0.52,1.25,139.2,14.28,NA,NA,NA,7.1,1,26.6,1.9,6.2,8.1,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,34.14634146341463
FRESH,Hak_ter,4,61,NA,1.68,1.32,0.114,0.048,1.1,1.7,0.08,41.43,0.57,1.37,139.2,15.16,NA,NA,NA,7.1,1,26.8,1.9,9.8,11.7,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,35.416666666666664
FRESH,Hak_ter,5,75,NA,1.66,1.3,0.164,0.069,1.3,2,0.1,40.79,0.68,1.64,139.2,12.45,NA,NA,NA,7.1,1,38.6,2.6,10.7,13.3,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,28.98550724637681
FRESH,Hak_ter,6,62,NA,1.55,1.22,0.109,0.046,0.9,1.4,0.07,39.18,0.63,1.51,139.2,12.97,NA,NA,NA,7.1,1,29.8,2,8.3,10.3,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,30.434782608695652
FRESH,Hak_ter,7,58,NA,1.5,1.18,0.101,0.042,0.7,1.1,0.06,34.78,0.67,1.6,139.2,10.89,NA,NA,NA,7.1,1,26.9,1.9,6.5,8.4,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,26.19047619047619
FRESH,Hak_ter,8,68,NA,1.59,1.25,0.123,0.051,1,1.6,0.08,37.72,0.62,1.48,139.2,12.77,NA,NA,NA,7.1,1,24,2.1,7.3,9.4,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,31.372549019607845
FRESH,Hak_ter,9,63,NA,1.38,1.08,0.093,0.039,0.9,1.4,0.06,48.64,0.67,1.6,139.2,15.2,NA,NA,NA,7.1,1,18.2,1.4,6.3,7.7,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,35.8974358974359
FRESH,Hak_ter,10,32,NA,1.57,1.23,0.05,0.021,0.5,0.8,0.04,41.11,0.55,1.31,139.2,15.71,NA,NA,NA,7.1,1,18.5,2.1,7.5,9.6,Hakea,teretifolia,Proteaceae,high,low,Hakea teretifolia,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,38.095238095238095
FRESH,Lam_for,1,63,4,0.49,0.49,0.095,0.052,1.8,1.8,0.09,40.82,0.59,1.08,83.8,18.95,NA,NA,NA,8.46,1,16.8,2,14.3,16.3,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,34.61538461538462
FRESH,Lam_for,2,51,5,0.51,0.51,0.093,0.051,2.3,2.3,0.12,39.22,0.43,0.79,83.8,24.73,NA,NA,NA,8.46,1,18.8,1.1,16.3,17.4,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,45.09803921568627
FRESH,Lam_for,3,35,6,0.37,0.37,0.068,0.037,1.8,1.8,0.07,54.05,0.56,1.02,83.8,26.47,NA,NA,NA,8.46,1,11.7,2.4,13.9,16.3,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,48.64864864864865
FRESH,Lam_for,4,40,5,0.52,0.52,0.074,0.04,1.7,1.7,0.09,38.46,0.46,0.84,83.8,22.97,NA,NA,NA,8.46,1,9.2,5,15.1,20.1,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,42.5
FRESH,Lam_for,5,42,4,0.35,0.35,0.054,0.029,1.5,1.5,0.05,57.14,0.56,1.03,83.8,27.78,NA,NA,NA,8.46,1,7.5,1.6,9.9,11.5,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,51.72413793103448
FRESH,Lam_for,6,47,4,0.58,0.58,0.071,0.039,1.9,1.9,0.11,34.48,0.35,0.64,83.8,26.76,NA,NA,NA,8.46,1,9.1,3.1,9.9,13,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,48.717948717948715
FRESH,Lam_for,7,61,5,0.52,0.52,0.096,0.052,2.3,2.3,0.12,38.46,0.44,0.8,83.8,23.96,NA,NA,NA,8.46,1,12.2,3.1,12.3,15.4,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,44.230769230769226
FRESH,Lam_for,8,64,4,0.46,0.46,0.083,0.045,2,2,0.09,43.48,0.49,0.9,83.8,24.1,NA,NA,NA,8.46,1,9.6,2.7,8.6,11.3,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,44.44444444444444
FRESH,Lam_for,9,40,6,0.51,0.51,0.081,0.044,1.8,1.8,0.09,39.22,0.48,0.88,83.8,22.22,NA,NA,NA,8.46,1,8.2,4.4,12.3,16.7,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,40.909090909090914
FRESH,Lam_for,10,55,6,0.49,0.49,0.093,0.051,2.4,2.4,0.12,40.82,0.43,0.79,83.8,25.81,NA,NA,NA,8.46,1,8.6,3.1,13.8,16.9,Lambertia,formosa,Proteaceae,high,low,Lambertia formosa,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,47.05882352941177
FRESH,Las_fer,1,118,30,0.6,0.6,0.582,0.325,22.8,22.8,1.37,33.33,0.24,0.43,79.3,39.18,NA,NA,NA,8.7,1,6.1,9.1,34.2,43.3,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,70.15384615384616
FRESH,Las_fer,2,110,30,0.55,0.55,0.597,0.333,24.9,24.9,1.37,36.36,0.24,0.44,79.3,41.71,NA,NA,NA,8.7,1,7.5,7,29.4,36.4,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,74.77477477477477
FRESH,Las_fer,3,118,30,0.48,0.48,0.571,0.318,23,23,1.1,41.67,0.29,0.52,79.3,40.28,NA,NA,NA,8.7,1,7.8,8,27.1,35.1,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,72.32704402515724
FRESH,Las_fer,4,93,38,0.55,0.55,0.558,0.311,23.9,23.9,1.31,36.36,0.24,0.42,79.3,42.83,NA,NA,NA,8.7,1,6.2,9.9,37.4,47.3,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,76.84887459807074
FRESH,Las_fer,5,110,31,0.47,0.47,0.567,0.316,23.3,23.3,1.1,42.55,0.29,0.52,79.3,41.09,NA,NA,NA,8.7,1,7.5,6.4,23,29.4,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,73.73417721518987
FRESH,Las_fer,6,116,35,0.6,0.6,0.711,0.397,24.4,24.4,1.46,33.33,0.27,0.49,79.3,34.32,NA,NA,NA,8.7,1,7.2,6.6,22.8,29.4,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,61.460957178841305
FRESH,Las_fer,7,103,35,0.65,0.65,0.602,0.336,23.4,23.4,1.52,30.77,0.22,0.4,79.3,38.87,NA,NA,NA,8.7,1,5.5,12.1,47.5,59.6,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,69.64285714285714
FRESH,Las_fer,8,113,34,0.47,0.47,0.59,0.329,25.8,25.8,1.21,42.55,0.27,0.49,79.3,43.73,NA,NA,NA,8.7,1,8.8,6.3,31.1,37.4,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,78.41945288753799
FRESH,Las_fer,9,105,33,0.47,0.47,0.469,0.262,23.1,23.1,1.09,42.55,0.24,0.43,79.3,49.25,NA,NA,NA,8.7,1,5.4,6.5,18.4,24.9,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,88.16793893129771
FRESH,Las_fer,10,133,35,0.42,0.42,0.675,0.376,29.6,29.6,1.24,47.62,0.3,0.54,79.3,43.85,NA,NA,NA,8.7,1,6.7,9.2,22.3,31.5,Lasiopetalum,ferrugineum,Malvaceae,high,high,Lasiopetalum ferrugineum,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,78.72340425531915
FRESH,Lom_sil,1,120,NA,0.62,0.62,1.798,0.903,34.1,34.1,2.11,32.26,0.43,0.85,99.2,18.97,NA,NA,NA,3.15,1,4.8,15.8,33.5,49.3,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,37.76301218161683
FRESH,Lom_sil,2,125,NA,0.45,0.45,1.203,0.604,33,33,1.49,44.44,0.41,0.81,99.2,27.43,NA,NA,NA,3.15,1,4.6,10.1,9.9,20,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,54.63576158940398
FRESH,Lom_sil,3,105,NA,0.6,0.6,0.82,0.412,24,24,1.44,33.33,0.29,0.57,99.2,29.27,NA,NA,NA,3.15,1,4.5,8.6,11.1,19.7,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,58.25242718446602
FRESH,Lom_sil,4,110,NA,0.38,0.38,0.925,0.464,29.1,29.1,1.11,52.63,0.42,0.84,99.2,31.46,NA,NA,NA,3.15,1,3.3,9.2,10.1,19.3,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,62.71551724137931
FRESH,Lom_sil,5,75,NA,0.5,0.5,0.526,0.264,16.1,16.1,0.81,40,0.33,0.65,99.2,30.61,NA,NA,NA,3.15,1,5.1,6,9.1,15.1,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,60.984848484848484
FRESH,Lom_sil,6,70,NA,0.5,0.5,0.627,0.315,18.5,18.5,0.93,40,0.34,0.68,99.2,29.51,NA,NA,NA,3.15,1,7.6,5.5,15.9,21.4,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,58.73015873015873
FRESH,Lom_sil,7,90,NA,0.35,0.35,0.463,0.232,15.9,15.9,0.56,57.14,0.42,0.83,99.2,34.34,NA,NA,NA,3.15,1,6.2,4.4,9.1,13.5,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,68.53448275862068
FRESH,Lom_sil,8,120,NA,0.39,0.39,1.766,0.887,46.7,46.7,1.82,51.28,0.49,0.97,99.2,26.44,NA,NA,NA,3.15,1,5.5,12.5,14.6,27.1,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,52.64937993235626
FRESH,Lom_sil,9,90,NA,0.53,0.53,0.934,0.469,22.7,22.7,1.2,37.74,0.39,0.78,99.2,24.3,NA,NA,NA,3.15,1,5.6,16.1,14.5,30.6,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,48.40085287846482
FRESH,Lom_sil,10,105,NA,0.44,0.44,0.684,0.343,17.4,17.4,0.77,45.45,0.45,0.89,99.2,25.44,NA,NA,NA,3.15,1,5.8,11.9,8.7,20.6,Lomatia,silaifolia,Proteaceae,high,high,Lomatia silaifolia,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,50.728862973760926
FRESH,Mac_com,1,130,9,0.55,0.55,0.536,0.255,11.2,11.2,0.62,36.36,0.41,0.87,110.2,20.9,NA,NA,NA,1.79,1,15,5.6,17.4,23,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,43.921568627450974
FRESH,Mac_com,2,136,8,0.66,0.66,0.558,0.265,10.1,10.1,0.67,30.3,0.4,0.84,110.2,18.1,NA,NA,NA,1.79,1,16.3,6.8,22.1,28.9,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,38.11320754716981
FRESH,Mac_com,3,136,9,0.57,0.57,0.635,0.302,11.5,11.5,0.66,35.09,0.46,0.97,110.2,18.11,NA,NA,NA,1.79,1,17.5,9.3,21.8,31.1,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,38.079470198675494
FRESH,Mac_com,4,121,9,0.69,0.69,0.652,0.31,11.1,11.1,0.77,28.99,0.4,0.85,110.2,17.02,NA,NA,NA,1.79,1,14.7,15.2,23.1,38.3,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,35.806451612903224
FRESH,Mac_com,5,128,9,0.71,0.71,0.624,0.297,10.6,10.6,0.75,28.17,0.39,0.83,110.2,16.99,NA,NA,NA,1.79,1,15.7,10.4,21.2,31.6,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,35.69023569023569
FRESH,Mac_com,6,123,9,0.72,0.72,0.631,0.3,10.6,10.6,0.76,27.78,0.39,0.83,110.2,16.8,NA,NA,NA,1.79,1,16.2,10,23.2,33.2,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,35.333333333333336
FRESH,Mac_com,7,133,7,0.65,0.65,0.518,0.246,9.6,9.6,0.62,30.77,0.39,0.83,110.2,18.53,NA,NA,NA,1.79,1,16.7,7.5,20.5,28,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,39.02439024390244
FRESH,Mac_com,8,138,7,0.65,0.65,0.553,0.263,9.4,9.4,0.61,30.77,0.43,0.91,110.2,17,NA,NA,NA,1.79,1,19.9,8.1,20.6,28.7,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,35.741444866920155
FRESH,Mac_com,9,120,7,0.66,0.66,0.452,0.215,8,8,0.53,30.3,0.41,0.86,110.2,17.7,NA,NA,NA,1.79,1,18.6,8.7,17,25.7,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,37.2093023255814
FRESH,Mac_com,10,122,5,0.48,0.48,0.331,0.157,6.7,6.7,0.32,41.67,0.49,1.03,110.2,20.24,NA,NA,NA,1.79,1,15.9,5.6,16.5,22.1,Macrozamia,communis,Zamiaceae,high,high,Macrozamia communis,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,42.675159235668794
FRESH,Per_lev,1,135,33,0.59,0.59,1.539,0.572,32.6,32.6,1.92,33.9,0.3,0.8,169.1,21.18,NA,NA,NA,14.32,1,16,8.1,28.8,33.9,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,56.993006993007
FRESH,Per_lev,2,128,31,0.61,0.61,1.541,0.573,30.4,30.4,1.85,32.79,0.31,0.83,169.1,19.73,NA,NA,NA,14.32,1,16.8,9.5,52.4,61.9,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,53.054101221640494
FRESH,Per_lev,3,115,38,0.57,0.57,1.334,0.496,30.2,30.2,1.72,35.09,0.29,0.77,169.1,22.64,NA,NA,NA,14.32,1,12.8,7.5,51.7,59.2,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,60.887096774193544
FRESH,Per_lev,4,135,36,0.57,0.57,1.637,0.608,34,34,1.94,35.09,0.31,0.84,169.1,20.77,NA,NA,NA,14.32,1,13.1,7.6,41.8,49.4,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,55.92105263157895
FRESH,Per_lev,5,115,23,0.51,0.51,0.85,0.316,18.9,18.9,0.96,39.22,0.33,0.88,169.1,22.24,NA,NA,NA,14.32,1,10.4,5.4,30.9,36.3,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,59.81012658227848
FRESH,Per_lev,6,120,35,0.58,0.58,1.458,0.542,29.7,29.7,1.72,34.48,0.31,0.85,169.1,20.37,NA,NA,NA,14.32,1,11,9.4,36.9,46.3,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,54.7970479704797
FRESH,Per_lev,7,118,37,0.69,0.69,1.642,0.61,30.5,30.5,2.1,28.99,0.29,0.78,169.1,18.57,NA,NA,NA,14.32,1,10.3,15.3,52.2,67.5,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,50
FRESH,Per_lev,8,113,46,0.63,0.63,1.757,0.653,35.1,35.1,2.21,31.75,0.3,0.79,169.1,19.98,NA,NA,NA,14.32,1,10.8,12.6,36.7,49.3,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,53.751914241960186
FRESH,Per_lev,9,108,32,0.53,0.53,1.073,0.399,23.4,23.4,1.24,37.74,0.32,0.87,169.1,21.81,NA,NA,NA,14.32,1,10.1,8.5,43.6,52.1,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,58.646616541353374
FRESH,Per_lev,10,115,29,0.54,0.54,1.199,0.446,23.8,23.8,1.29,37.04,0.35,0.93,169.1,19.85,NA,NA,NA,14.32,1,9.1,10.2,42.3,52.5,Persoonia,levis,Proteaceae,high,low,Persoonia levis,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,53.36322869955157
FRESH,Pul_dap,1,29,11,0.3,0.3,0.07,0.023,2.5,2.5,0.08,66.67,0.31,0.93,203.4,35.71,NA,NA,NA,6.12,1,10.3,4.4,5.5,9.9,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,108.69565217391305
FRESH,Pul_dap,2,31,12,0.31,0.31,0.095,0.031,2.9,2.9,0.09,64.52,0.35,1.06,203.4,30.53,NA,NA,NA,6.12,1,11.3,3.1,9.8,12.9,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,93.54838709677419
FRESH,Pul_dap,3,34,12,0.26,0.26,0.082,0.027,3,3,0.08,76.92,0.35,1.05,203.4,36.59,NA,NA,NA,6.12,1,17.9,1.2,15.5,16.7,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,111.11111111111111
FRESH,Pul_dap,4,26,9,0.31,0.31,0.05,0.016,1.9,1.9,0.06,64.52,0.28,0.85,203.4,38,NA,NA,NA,6.12,1,12.8,1.5,14,15.5,Pultenaea,daphnoides,Fabaceae,high,high,Pultenaea daphnoides,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,118.74999999999999
