material,Abbreviation,replicate,length (mm),width (mm),thickness (mm),NEWthickness (mm),actual mass (g),dry mass (g),scanned area (cm2),SA (cm2),volume (cm3),SA:V (1/cm),density (dry mass) (g/cm3),density (actual mass) (g/cm3),FMC  (% odw),SLA* (cm2/g),N (%mass),P (%mass),lignin (%mass),tannin (%mass),ignition Y/N,TTI (s),FD (s),SD (s),TBT (s),Genus,Species,Family,Rainfall a,Soil P b,taxon,site_conditions,site_name,senesced_leaf_N_per_dry_mass,senesced_leaf_P_per_dry_mass,SLA
FRESH,Alloc_spp,7,101,NA,0.57,0.45,0.027,0.013,0.6,0.9,0.02,118.57,0.84,1.7,101.7,34.91,NA,NA,NA,9.38,0,NA,NA,NA,NA,Allocasuarina,sp,Casuarinaceae,high,high,Allocasuarina sp,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,69.23076923076924
FRESH,Alloc_spp,8,125,NA,0.47,0.37,0.026,0.013,0.6,0.9,0.01,140.9,0.96,1.94,101.7,36.25,NA,NA,NA,9.38,0,NA,NA,NA,NA,Allocasuarina,sp,Casuarinaceae,high,high,Allocasuarina sp,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,69.23076923076924
FRESH,Alloc_spp,9,135,NA,0.56,0.44,0.035,0.017,0.7,1.1,0.02,107.22,0.85,1.71,101.7,31.42,NA,NA,NA,9.38,0,NA,NA,NA,NA,Allocasuarina,sp,Casuarinaceae,high,high,Allocasuarina sp,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,64.70588235294117
FRESH,Alloc_spp,10,93,NA,0.5,0.39,0.023,0.011,0.5,0.8,0.01,139.45,1.01,2.04,101.7,34.15,NA,NA,NA,9.38,0,NA,NA,NA,NA,Allocasuarina,sp,Casuarinaceae,high,high,Allocasuarina sp,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,72.72727272727273
FRESH,Ast_flo,1,107,36,0.72,0.72,0.573,0.229,28,28,2.02,27.78,0.11,0.28,150.2,48.87,NA,NA,NA,4.5,1,15.3,4.4,20.3,24.7,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,122.27074235807859
FRESH,Ast_flo,2,130,33,0.65,0.65,0.552,0.221,31,31,2.02,30.77,0.11,0.27,150.2,56.16,NA,NA,NA,4.5,1,6.4,3.5,20.3,23.8,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,140.27149321266967
FRESH,Ast_flo,3,140,40,0.66,0.66,0.748,0.299,39,39,2.57,30.3,0.12,0.29,150.2,52.14,NA,NA,NA,4.5,1,7.4,3.7,22.3,26,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,130.43478260869566
FRESH,Ast_flo,4,118,29,0.84,0.84,0.48,0.192,24,24,2.02,23.81,0.1,0.24,150.2,50,NA,NA,NA,4.5,1,9,5.6,11.5,17.1,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,125
FRESH,Ast_flo,5,110,26,0.61,0.61,0.354,0.141,20.8,20.8,1.27,32.79,0.11,0.28,150.2,58.76,NA,NA,NA,4.5,1,13.2,2,23.2,25.2,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,147.5177304964539
FRESH,Ast_flo,6,120,29,0.63,0.63,0.539,0.215,29.5,29.5,1.86,31.75,0.12,0.29,150.2,54.73,NA,NA,NA,4.5,1,9.7,3.9,26.3,30.2,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,137.2093023255814
FRESH,Ast_flo,7,116,31,0.82,0.82,0.492,0.197,26,26,2.13,24.39,0.09,0.23,150.2,52.85,NA,NA,NA,4.5,1,7.9,6.1,17.2,23.3,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,131.97969543147207
FRESH,Ast_flo,8,110,25,0.81,0.81,0.395,0.158,20.3,20.3,1.64,24.69,0.1,0.24,150.2,51.39,NA,NA,NA,4.5,1,8,5,13.2,18.2,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,128.48101265822785
FRESH,Ast_flo,9,100,23,0.65,0.65,0.342,0.137,17.2,17.2,1.12,30.77,0.12,0.31,150.2,50.29,NA,NA,NA,4.5,1,6.8,7.6,15,22.6,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,125.54744525547444
FRESH,Ast_flo,10,134,34,0.64,0.64,0.631,0.252,32.8,32.8,2.1,31.25,0.12,0.3,150.2,51.98,NA,NA,NA,4.5,1,9.7,4.8,32.2,37,Astrotricha,floccosa,Araliaceae,high,high,Astrotricha floccosa,high rainfall high soil P,Kuring-gai NP hiP,NA,NA,130.15873015873015
FRESH,Ban_mar,1,41,8,0.47,0.47,0.096,0.051,3,3,0.14,42.55,0.36,0.68,88.9,31.25,NA,NA,NA,7.35,1,8.5,3.7,11.9,15.6,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,58.82352941176471
FRESH,Ban_mar,2,62,7,0.64,0.64,0.166,0.088,4.1,4.1,0.26,31.25,0.33,0.63,88.9,24.7,NA,NA,NA,7.35,1,10.2,6.2,16.5,22.7,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,46.590909090909086
FRESH,Ban_mar,3,48,7,0.53,0.53,0.096,0.051,3.1,3.1,0.16,37.74,0.31,0.58,88.9,32.29,NA,NA,NA,7.35,1,8.9,4,10.2,14.2,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,60.7843137254902
FRESH,Ban_mar,4,66,9,0.65,0.65,0.215,0.114,5.9,5.9,0.38,30.77,0.3,0.56,88.9,27.44,NA,NA,NA,7.35,1,8,5.3,15.8,21.1,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,51.75438596491228
FRESH,Ban_mar,5,62,8,0.5,0.5,0.163,0.086,4.4,4.4,0.22,40,0.39,0.74,88.9,26.99,NA,NA,NA,7.35,1,9.7,6.6,15.7,22.3,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,51.162790697674424
FRESH,Ban_mar,6,57,6,0.41,0.41,0.11,0.058,3.1,3.1,0.13,48.78,0.46,0.87,88.9,28.18,NA,NA,NA,7.35,1,7.7,4.8,9.5,14.3,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,53.44827586206896
FRESH,Ban_mar,7,51,7,0.44,0.44,0.131,0.069,3.8,3.8,0.17,45.45,0.41,0.78,88.9,29.01,NA,NA,NA,7.35,1,8.7,4.6,11.4,16,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,55.07246376811594
FRESH,Ban_mar,8,52,9,0.47,0.47,0.125,0.066,4.1,4.1,0.19,42.55,0.34,0.65,88.9,32.8,NA,NA,NA,7.35,1,6.8,5.2,11.3,16.5,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,62.12121212121211
FRESH,Ban_mar,9,60,7,0.59,0.59,0.128,0.068,3.7,3.7,0.22,33.9,0.31,0.59,88.9,28.91,NA,NA,NA,7.35,1,8,3.9,12.3,16.2,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,54.411764705882355
FRESH,Ban_mar,10,55,7,0.61,0.61,0.121,0.064,3.5,3.5,0.21,32.79,0.3,0.57,88.9,28.93,NA,NA,NA,7.35,1,9.2,5,11.1,16.1,Banksia,marginata,Proteaceae,high,low,Banksia marginata,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,54.6875
FRESH,Bra_pop,1,87,25,0.31,0.31,0.526,0.238,17.2,17.2,0.53,64.52,0.45,0.99,121,32.7,NA,NA,NA,9.79,1,4.1,5.8,19,24.8,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,72.26890756302521
FRESH,Bra_pop,2,78,25,0.31,0.31,0.478,0.216,15.5,15.5,0.48,64.52,0.45,0.99,121,32.43,NA,NA,NA,10.36,1,7.6,3.7,19,22.7,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,71.75925925925927
FRESH,Bra_pop,3,69,20,0.25,0.25,0.37,0.167,14.2,14.2,0.36,80,0.47,1.04,121,38.38,NA,NA,NA,10.08,1,7.2,2.8,23.8,26.6,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,85.02994011976047
FRESH,Bra_pop,4,90,30,0.26,0.26,0.528,0.239,20.6,20.6,0.54,76.92,0.45,0.99,121,39.02,NA,NA,NA,10.08,1,6.2,2.9,30.2,33.1,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,86.19246861924687
FRESH,Bra_pop,5,66,23,0.27,0.27,0.421,0.19,14.6,14.6,0.39,74.07,0.48,1.07,121,34.68,NA,NA,NA,10.08,1,7.5,3.1,22.9,26,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,76.84210526315789
FRESH,Bra_pop,6,62,15,0.26,0.26,0.336,0.152,12.2,12.2,0.32,76.92,0.48,1.06,121,36.31,NA,NA,NA,10.08,1,5.5,2.5,20.2,22.7,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,80.26315789473684
FRESH,Bra_pop,7,65,20,0.31,0.31,0.353,0.16,11.2,11.2,0.35,64.52,0.46,1.02,121,31.73,NA,NA,NA,10.08,1,7.7,2.9,14.6,17.5,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,70
FRESH,Bra_pop,8,85,28,0.32,0.32,0.581,0.263,18.9,18.9,0.6,62.5,0.43,0.96,121,32.53,NA,NA,NA,10.08,1,5,5.8,18.8,24.6,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,71.86311787072242
FRESH,Bra_pop,9,73,20,0.25,0.25,0.316,0.143,11.6,11.6,0.29,80,0.49,1.09,121,36.71,NA,NA,NA,10.08,0,NA,4.7,17.1,21.8,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,81.11888111888112
FRESH,Bra_pop,10,73,17,0.27,0.27,0.345,0.156,12.1,12.1,0.33,74.07,0.48,1.06,121,35.07,NA,NA,NA,10.08,1,5.8,3.7,13.9,17.6,Brachychiton,populneus,Malvaceae,low,low,Brachychiton populneus,low rainfall low soil P,Round Hill mallee,NA,NA,77.564102564102555
FRESH,Cor_gum,1,91,32,0.5,0.5,0.818,0.44,20.5,20.5,1.03,40,0.43,0.8,85.9,25.06,NA,NA,NA,13.81,1,12.4,7.5,51,58.5,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,46.59090909090909
FRESH,Cor_gum,2,100,34,0.37,0.37,0.752,0.405,21,21,0.78,54.05,0.52,0.97,85.9,27.93,NA,NA,NA,13.81,1,10.2,8.2,25.7,33.9,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,51.85185185185185
FRESH,Cor_gum,3,132,32,0.38,0.38,1.093,0.588,27.7,27.7,1.05,52.63,0.56,1.04,85.9,25.34,NA,NA,NA,13.81,1,9.4,8.9,50.8,59.7,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,47.10884353741497
FRESH,Cor_gum,4,125,40,0.51,0.51,1.59,0.855,31.3,31.3,1.6,39.22,0.54,1,85.9,19.69,NA,NA,NA,13.81,0,NA,NA,NA,NA,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,36.60818713450293
FRESH,Cor_gum,5,67,26,0.39,0.39,0.464,0.25,12.6,12.6,0.49,51.28,0.51,0.94,85.9,27.16,NA,NA,NA,13.81,1,7.8,8.3,23,31.3,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,50.4
FRESH,Cor_gum,6,84,33,0.35,0.35,0.724,0.389,19.4,19.4,0.68,57.14,0.57,1.07,85.9,26.8,NA,NA,NA,13.81,1,7.9,7.6,39.4,47,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,49.87146529562982
FRESH,Cor_gum,7,110,30,0.38,0.38,0.869,0.467,20.1,20.1,0.76,52.63,0.61,1.14,85.9,23.13,NA,NA,NA,13.81,1,9.3,8.8,40.3,49.1,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,43.0406852248394
FRESH,Cor_gum,8,83,31,0.38,0.38,0.801,0.431,19.6,19.6,0.74,52.63,0.58,1.08,85.9,24.47,NA,NA,NA,13.81,1,7.1,8.1,41,49.1,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,45.475638051044086
FRESH,Cor_gum,9,107,35,0.33,0.33,0.977,0.526,25.4,25.4,0.84,60.61,0.63,1.17,85.9,26,NA,NA,NA,13.81,1,7,9,49.9,58.9,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,48.28897338403041
FRESH,Cor_gum,10,82,32,0.38,0.38,0.73,0.393,18.3,18.3,0.7,52.63,0.56,1.05,85.9,25.07,NA,NA,NA,13.81,1,8.6,8.3,41.2,49.5,Corymbia,gummifera,Myrtaceae,high,low,Corymbia gummifera,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,46.56488549618321
FRESH,Dod_vis,1,50,11,0.27,0.27,0.068,0.03,2.8,2.8,0.08,74.07,0.4,0.9,123.5,41.18,NA,NA,NA,14.29,1,9.7,1.3,10.9,12.2,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,93.33333333333333
FRESH,Dod_vis,2,39,9,0.3,0.3,0.067,0.03,2.2,2.2,0.07,66.67,0.45,1.02,123.5,32.84,NA,NA,NA,14.29,1,11.5,1.8,11.4,13.2,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,73.33333333333334
FRESH,Dod_vis,3,32,10,0.29,0.29,0.062,0.028,2.2,2.2,0.06,68.97,0.43,0.97,123.5,35.48,NA,NA,NA,14.29,1,7.7,3.2,11.2,14.4,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,78.57142857142857
FRESH,Dod_vis,4,50,11,0.26,0.26,0.096,0.043,3.3,3.3,0.09,76.92,0.5,1.12,123.5,34.38,NA,NA,NA,14.29,1,8.9,2.1,11.3,13.4,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,76.74418604651163
FRESH,Dod_vis,5,47,10,0.33,0.33,0.087,0.039,2.8,2.8,0.09,60.61,0.42,0.94,123.5,32.18,NA,NA,NA,14.29,1,12.3,1.4,13.4,14.8,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,71.7948717948718
FRESH,Dod_vis,6,41,9,0.26,0.26,0.054,0.024,1.9,1.9,0.05,76.92,0.49,1.09,123.5,35.19,NA,NA,NA,14.29,1,7.2,1.9,9.9,11.8,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,79.16666666666666
FRESH,Dod_vis,7,56,11,0.29,0.29,0.096,0.043,3.5,3.5,0.1,68.97,0.42,0.95,123.5,36.46,NA,NA,NA,14.29,1,5,2.5,13.1,15.6,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,81.39534883720931
FRESH,Dod_vis,8,52,10,0.32,0.32,0.09,0.04,2.7,2.7,0.09,62.5,0.47,1.04,123.5,30,NA,NA,NA,14.29,1,7.1,2.2,14.8,17,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,67.5
FRESH,Dod_vis,9,58,13,0.29,0.29,0.119,0.053,4.2,4.2,0.12,68.97,0.44,0.98,123.5,35.29,NA,NA,NA,14.29,1,6.1,2.8,13.9,16.7,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,79.24528301886794
FRESH,Dod_vis,10,51,9,0.27,0.27,0.073,0.033,2.7,2.7,0.07,74.07,0.45,1,123.5,36.99,NA,NA,NA,14.29,1,5.6,2.2,11.1,13.3,Dodonaea,viscosa subsp. spathulata,Sapindaceae,low,high,Dodonaea viscosa subsp. spathulata,low rainfall high soil P,Round Hill woodland,NA,NA,81.81818181818181
FRESH,Ere_gla,1,39,5,0.36,0.36,0.056,0.025,1.5,1.5,0.05,55.56,0.47,1.04,120,26.79,NA,NA,NA,9.08,1,14.8,2.3,6.3,8.6,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,60
FRESH,Ere_gla,2,36,5,0.39,0.39,0.052,0.024,1.3,1.3,0.05,51.28,0.47,1.03,120,25,NA,NA,NA,9.08,1,16.4,2.1,4.7,6.8,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,54.166666666666664
FRESH,Ere_gla,3,37,7,0.38,0.38,0.069,0.031,1.8,1.8,0.07,52.63,0.46,1.01,120,26.09,NA,NA,NA,9.08,1,16.7,1,10.4,11.4,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,58.06451612903226
FRESH,Ere_gla,4,37,6,0.33,0.33,0.059,0.027,1.6,1.6,0.05,60.61,0.51,1.12,120,27.12,NA,NA,NA,9.08,1,13.7,2.2,9.8,12,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,59.25925925925927
FRESH,Ere_gla,5,50,6,0.39,0.39,0.084,0.038,2,2,0.08,51.28,0.49,1.08,120,23.81,NA,NA,NA,9.08,1,14.1,2.3,3.5,5.8,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,52.631578947368425
FRESH,Ere_gla,6,59,10,0.37,0.37,0.137,0.062,3.7,3.7,0.14,54.05,0.45,1,120,27.01,NA,NA,NA,9.08,0,NA,NA,NA,NA,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,59.67741935483871
FRESH,Ere_gla,7,35,5,0.4,0.4,0.052,0.024,1.4,1.4,0.06,50,0.42,0.93,120,26.92,NA,NA,NA,9.08,1,8.7,2.5,5.9,8.4,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,58.33333333333333
FRESH,Ere_gla,8,34,6,0.44,0.44,0.06,0.027,1.4,1.4,0.06,45.45,0.44,0.97,120,23.33,NA,NA,NA,9.08,1,19.1,0.6,8.8,9.4,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,51.85185185185185
FRESH,Ere_gla,9,31,4,0.37,0.37,0.042,0.019,1,1,0.04,54.05,0.52,1.14,120,23.81,NA,NA,NA,9.08,1,11.2,4,5.3,9.3,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,52.631578947368425
FRESH,Ere_gla,10,31,5,0.4,0.4,0.045,0.02,1.2,1.2,0.05,50,0.43,0.94,120,26.67,NA,NA,NA,9.08,1,13.2,1.5,8.4,9.9,Eremophila,glabra,Myoporaceae,low,high,Eremophila glabra,low rainfall high soil P,Round Hill woodland,NA,NA,60
FRESH,Ere_lon,1,100,4,0.57,0.57,0.188,0.078,3.4,3.4,0.19,35.09,0.4,0.97,140.1,18.09,NA,NA,NA,11.72,1,13,4.4,8.6,13,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,43.58974358974359
FRESH,Ere_lon,2,105,5,0.58,0.58,0.215,0.09,4,4,0.23,34.48,0.39,0.93,140.1,18.6,NA,NA,NA,11.72,1,14,3.4,11.7,15.1,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,44.44444444444444
FRESH,Ere_lon,3,95,4,0.52,0.52,0.172,0.072,3.1,3.1,0.16,38.46,0.44,1.07,140.1,18.02,NA,NA,NA,11.72,1,14.9,3,11.9,14.9,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,43.05555555555556
FRESH,Ere_lon,4,95,3,0.66,0.66,0.15,0.062,2.2,2.2,0.15,30.3,0.43,1.03,140.1,14.67,NA,NA,NA,11.72,1,12.5,8,8.1,16.1,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,35.483870967741936
FRESH,Ere_lon,5,115,5,0.51,0.51,0.263,0.11,4.6,4.6,0.23,39.22,0.47,1.12,140.1,17.49,NA,NA,NA,11.72,1,17.6,2.6,23.1,25.7,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,41.81818181818181
FRESH,Ere_lon,6,95,3,0.67,0.67,0.194,0.081,2.9,2.9,0.19,29.85,0.42,1,140.1,14.95,NA,NA,NA,11.72,1,29.1,1.4,10,11.4,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,35.80246913580247
FRESH,Ere_lon,7,85,4,0.48,0.48,0.15,0.062,2.8,2.8,0.13,41.67,0.46,1.12,140.1,18.67,NA,NA,NA,11.72,1,10.8,5.8,6.9,12.7,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,45.16129032258064
FRESH,Ere_lon,8,67,4,0.58,0.58,0.148,0.062,2.6,2.6,0.15,34.48,0.41,0.98,140.1,17.57,NA,NA,NA,11.72,1,14.5,3.6,11.8,15.4,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,41.935483870967744
FRESH,Ere_lon,9,99,3,0.61,0.61,0.169,0.07,2.6,2.6,0.16,32.79,0.44,1.07,140.1,15.38,NA,NA,NA,11.72,1,17.8,2.3,7.2,9.5,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,37.14285714285714
FRESH,Ere_lon,10,70,4,0.6,0.6,0.147,0.061,2.3,2.3,0.14,33.33,0.44,1.07,140.1,15.65,NA,NA,NA,11.72,1,15.6,4.7,11.3,16,Eremophila,longifolia,Myoporaceae,low,high,Eremophila longifolia,low rainfall high soil P,Round Hill woodland,NA,NA,37.704918032786885
FRESH,Eri_aus,1,45,7,0.55,0.55,0.12,0.039,2.3,2.3,0.13,36.36,0.31,0.95,207.6,19.17,NA,NA,NA,12.54,1,16.6,2.3,15.8,18.1,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,58.97435897435897
FRESH,Eri_aus,2,50,7,0.71,0.71,0.161,0.052,2.5,2.5,0.18,28.17,0.29,0.91,207.6,15.53,NA,NA,NA,12.54,1,25.3,3.7,19.1,22.8,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,48.07692307692308
FRESH,Eri_aus,3,43,6,0.55,0.55,0.117,0.038,1.7,1.7,0.09,36.36,0.41,1.25,207.6,14.53,NA,NA,NA,12.54,1,21.5,3.2,14.8,18,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,44.73684210526316
FRESH,Eri_aus,4,50,8,0.52,0.52,0.167,0.054,3.1,3.1,0.16,38.46,0.34,1.04,207.6,18.56,NA,NA,NA,12.54,1,15.2,3.1,18.1,21.2,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,57.40740740740741
FRESH,Eri_aus,5,55,7,0.51,0.51,0.156,0.051,2.8,2.8,0.14,39.22,0.36,1.09,207.6,17.95,NA,NA,NA,12.54,1,12.2,4.3,17,21.3,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,54.90196078431372
FRESH,Eri_aus,6,32,4,0.49,0.49,0.07,0.023,0.6,0.6,0.03,40.82,0.77,2.38,207.6,8.57,NA,NA,NA,12.54,1,17.7,5.1,13.3,18.4,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,26.08695652173913
FRESH,Eri_aus,7,56,6,0.47,0.47,0.139,0.045,2.6,2.6,0.12,42.55,0.37,1.14,207.6,18.71,NA,NA,NA,12.54,1,14.4,2.7,14.5,17.2,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,57.77777777777778
FRESH,Eri_aus,8,51,7,0.66,0.66,0.155,0.05,2.8,2.8,0.18,30.3,0.27,0.84,207.6,18.06,NA,NA,NA,12.54,1,16.1,3.4,16.9,20.3,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,55.99999999999999
FRESH,Eri_aus,9,49,8,0.66,0.66,0.153,0.05,3,3,0.2,30.3,0.25,0.77,207.6,19.61,NA,NA,NA,12.54,1,12.5,5.4,15.4,20.8,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,60
FRESH,Eri_aus,10,44,7,0.6,0.6,0.142,0.046,2.5,2.5,0.15,33.33,0.31,0.95,207.6,17.61,NA,NA,NA,12.54,1,16.5,4.1,17.4,21.5,Eriostemon,australasius,Rutaceae,high,low,Eriostemon australasius,high rainfall low soil P,Kuring-gai NP lowP,NA,NA,54.34782608695652
