Obs,HHMMSS,Species,Growth.Form,Tree,Tree.code,Leaf,,Photo,Cond,Ci,Trmmol,VpdL,Tair,Tleaf,TBlk,RH_S,PARi,PARo,Trans,Tl_Ta,Ci_Ca,WUE
24,10:35:41,MYR,Tree,3,MYR_3,3,MYR_3_3,10.98563793,0.021743328,-426.5751519,0.33992716,1.523383917,30.10232925,32.29700851,30.11950493,77.76266479,2000.028564,186.3576965,0.000339927,3.264428391,-1.103379091,32.31762336
25,10:41:53,MER,Liana,4,MER_4,1,MER_4_1,23.81982989,0.081458654,-112.1459663,1.209089036,1.476787577,30.01338196,32.18719482,30.11631584,78.54921722,2001.167969,212.3624573,0.001209089,2.820757253,-0.302809261,19.7006417
26,10:53:36,MER,Liana,4,MER_4,2,MER_4_2,16.03605879,0.072228423,12.09380506,1.220870379,1.674521447,30.33756065,32.88962936,30.11712646,77.03788757,2000.690796,1600.651611,0.00122087,2.755334506,0.031785356,13.13493968
27,10:56:49,MER,Liana,4,MER_4,3,MER_4_3,17.98284255,0.099651082,75.25918304,1.370358314,1.377327693,30.15881157,31.79484367,30.11533165,77.7441864,2001.03479,150.7944336,0.001370358,2.815487858,0.19920329,13.12273028
28,11:02:40,NOR,Tree,3,NOR_3,1,NOR_3_1,10.77133997,0.072205617,136.7286115,1.107247712,1.521899771,30.04377365,32.14260483,30.11589813,77.07158661,1999.860352,234.2845459,0.001107248,2.881859798,0.353145924,9.728030915
29,11:05:36,NOR,Tree,3,NOR_3,2,NOR_3_2,9.908695424,0.049515829,56.82911842,0.896805991,1.781679088,29.91896057,32.91804123,30.1160202,76.57322693,2000.238525,256.8818054,0.000896806,2.858759817,0.146340809,11.04887292
30,11:08:03,NOR,Tree,3,NOR_3,3,NOR_3_3,10.88500947,0.062067586,95.09629379,1.036598863,1.65089704,29.98354912,32.49744797,30.11521149,76.59693909,1999.740845,718.2982178,0.001036599,2.857139072,0.245401229,10.50069594
31,11:16:18,ALS,Tree,3,ALS_3,1,ALS_3_1,16.3318557,0.10313058,111.8774331,1.640037816,1.592601392,30.14169502,32.56311798,30.11613083,77.68596649,2001.044556,1607.179199,0.001640038,2.560138134,0.294740002,9.958218978
32,11:18:17,ALS,Tree,3,ALS_3,2,ALS_3_2,18.51030867,0.113489034,100.4539602,1.83589182,1.624976214,30.22626877,32.76695251,30.11029243,77.87873077,2000.261475,340.5662231,0.001835892,2.439182243,0.266644603,10.08246154
33,11:20:28,ALS,Tree,3,ALS_3,3,ALS_3_3,15.84049545,0.094904775,98.54514807,1.544285907,1.625073407,30.07645416,32.602314,30.11459732,77.47332001,1999.686401,118.9857864,0.001544286,2.592099533,0.259572194,10.25748883
34,11:32:42,TET,Liana,4,TET_4,1,TET_4_1,16.71992121,0.108421237,117.4952367,1.775701973,1.644014381,30.09754181,32.6738739,30.11406898,77.40330505,1999.283081,844.87854,0.001775702,2.464092657,0.309998191,9.415950123
35,11:34:55,TET,Liana,4,TET_4,2,TET_4_2,15.21650208,0.120262252,164.0008937,1.844597984,1.546340398,30.10697556,32.36818695,30.11064529,77.6625824,2001.193848,700.032959,0.001844598,2.478562176,0.430774434,8.249224065
36,11:37:46,TET,Liana,4,TET_4,3,TET_4_3,15.54505971,0.111230201,142.2616831,1.696498115,1.533214011,30.01097107,32.25398636,30.11241722,77.66456604,2000.510132,113.3219986,0.001696498,2.557205017,0.374416842,9.16302799
37,11:47:42,TET STIG,Liana,5,TET STIG_5,1,TET STIG_5_1,12.27645153,0.068104337,82.73602792,1.165384927,1.693967439,30.14221382,32.80898666,30.10481453,76.9238739,1998.982178,36.58792877,0.001165385,2.765241501,0.215689799,10.53424602
38,11:50:12,TET STIG,Liana,5,TET STIG_5,2,TET STIG_5_2,13.17980446,0.063412516,39.11734463,1.062287621,1.655917192,30.06924248,32.66744995,30.10960388,77.2089386,1999.602051,27.53536034,0.001062288,2.830434426,0.101921423,12.40700184
39,11:52:15,TET STIG,Liana,5,TET STIG_5,3,TET STIG_5_3,13.0814906,0.077707119,101.8578462,1.213937286,1.552368517,30.0242939,32.36456299,30.10998535,77.8674469,1998.715942,23.63413429,0.001213937,2.788941835,0.265442304,10.77608436
1,8:13:56,ALS,Tree,4,ALS_4,1,ALS_4_1,10.86053001,0.109416118,216.6629507,1.633134463,1.510293556,28.7004776,29.47002411,30.13009834,66.34051514,1998.863281,88.79312134,0.001633134,2.809851878,0.558155305,6.650113791
2,8:19:50,ALS,Tree,4,ALS_4,2,ALS_4_2,14.62331757,0.348187892,299.4812859,4.143093191,1.298182573,29.17800713,30.00712967,30.1262455,72.94439697,2000.113037,79.24968719,0.004143093,1.49885731,0.786268482,3.529565205
3,8:22:33,ALS,Tree,4,ALS_4,3,ALS_4_3,15.23903757,0.267792457,273.9281308,3.495250332,1.388517723,29.19015884,30.11457825,30.12512398,71.32023621,1999.343872,317.4777527,0.00349525,1.819792192,0.721423058,4.359927366
4,8:30:03,MER,Liana,5,MER_5,1,MER_5_1,17.60042904,0.254497725,250.8543605,3.20700738,1.334461616,29.33161354,29.96998596,30.11676598,71.19358826,2000.345581,383.875946,0.003207007,2.011879661,0.665732132,5.488116162
5,8:32:27,MER,Liana,5,MER_5,2,MER_5_2,18.46462843,0.212956258,221.2346052,2.889765214,1.417563736,29.40870857,30.25444984,30.12303925,70.55950928,1999.740234,199.3651123,0.002889765,2.145094963,0.588751881,6.389663889
6,8:34:40,MER,Liana,5,MER_5,3,MER_5_3,21.12396999,0.263361759,227.0137164,3.300539237,1.330439912,29.4338913,30.169384,30.12295723,72.05958557,1999.161377,58.58449173,0.003300539,1.946748769,0.610217735,6.400157208
7,8:42:34,TET STIG,Liana,6,TET STIG_6,1,TET STIG_6_1,19.90539149,0.213873733,208.3840044,2.830966785,1.384725835,29.46287918,30.45594597,30.12208176,72.34944916,1999.690308,9.412255287,0.002830967,2.153945806,0.55798501,7.031305207
8,8:44:24,TET STIG,Liana,6,TET STIG_6,2,TET STIG_6_2,16.76108518,0.180105953,214.0258725,2.444103367,1.404274863,29.42504883,30.39286232,30.11998749,71.65062714,1998.94104,73.06246948,0.002444103,2.356977862,0.566528467,6.857764449
9,8:47:01,TET STIG,Liana,6,TET STIG_6,3,TET STIG_6_3,19.61255913,0.192428139,195.062816,2.570090111,1.387507821,29.37509537,30.42045975,30.12244797,72.43309021,2000.223022,36.30942535,0.00257009,2.283045546,0.521514203,7.631078401
10,8:54:30,ROC,Tree,4,ROC_4,1,ROC_4_1,6.087876658,0.070464336,241.5815011,1.170791877,1.657702217,29.37080383,30.89720726,30.11917305,68.80958557,2000.104614,1.34932971,0.001170792,2.938134978,0.617311536,5.199794068
11,8:56:46,ROC,Tree,4,ROC_4,2,ROC_4_2,11.30231105,0.147061649,248.7424306,2.101354135,1.462998534,29.39294243,30.56342506,30.12070274,71.39517212,2000.638916,26.21418381,0.002101354,2.508616846,0.646548249,5.378584631
12,8:58:47,ROC,Tree,4,ROC_4,3,ROC_4_3,11.6087707,0.149778853,247.212877,2.153459225,1.473236724,29.39214897,30.63837624,30.12055206,71.60900116,2000.284912,44.59814835,0.002153459,2.469924401,0.643087341,5.390754821
13,9:05:09,CAL,Liana,7,CAL_7,1,CAL_7_1,12.50363285,0.127316947,213.0821467,1.921478986,1.533564528,29.45656013,30.79719925,30.12048531,70.85803223,1999.20459,134.5231476,0.001921479,2.574042829,0.555291759,6.50729617
14,9:07:37,CAL,Liana,7,CAL_7,2,CAL_7_2,14.39792236,0.140894847,203.5294546,2.042062746,1.479752217,29.40242004,30.6415081,30.12147522,71.42751312,1999.744995,121.2886734,0.002042063,2.527641982,0.534137077,7.050675786
15,9:09:21,CAL,Liana,7,CAL_7,3,CAL_7_3,13.42342864,0.144503286,220.0099242,2.046252088,1.447701972,29.40347481,30.51091003,30.12085724,71.40270996,1999.95166,0.296773344,0.002046252,2.545008417,0.575588416,6.560007301
16,9:18:25,END,Tree,4,END_4,1,END_4_1,14.87957565,0.225224535,260.1988466,3.153565554,1.468476093,29.40164375,30.72076988,30.11915207,72.19219208,1999.921265,97.08131409,0.003153566,1.940185549,0.68338754,4.718334025
17,9:20:46,END,Tree,4,END_4,2,END_4_2,13.57679681,0.197125393,258.3299111,2.749694625,1.450352271,29.28252029,30.47351074,30.1200943,71.60865784,1999.47168,98.58836365,0.002749695,2.167831153,0.675097834,4.937565317
18,9:23:33,END,Tree,4,END_4,3,END_4_3,13.11976197,0.195942488,262.418004,2.650671547,1.406512676,29.23149109,30.25007439,30.1157589,71.52959442,1999.669556,22.59525299,0.002650672,2.244753365,0.684665492,4.949599276
19,9:28:47,CLE,Tree,4,CLE_4,1,CLE_4_1,11.72123914,0.136757314,234.4862027,1.809554506,1.349769766,29.31080818,30.17222214,30.1197834,72.11826324,1998.881958,104.5559082,0.001809555,2.701973809,0.610495357,6.477417013
20,9:31:11,CLE,Tree,4,CLE_4,2,CLE_4_2,10.21251892,0.096938312,205.4738524,1.515749025,1.573334827,29.32966995,30.69813538,30.12037659,69.79460144,2000.612427,13.13162231,0.001515749,2.783646136,0.531511633,6.737605472
21,9:35:35,CLE,Tree,4,CLE_4,3,CLE_4_3,9.689026648,0.088526769,200.1543523,1.395938219,1.5823268,29.33721161,30.64671707,30.12219238,69.22764587,2000.424072,27.39480019,0.001395938,2.853963909,0.516452847,6.940870677
22,9:42:40,ENT,Liana,6,ENT_6,1,ENT_6_1,17.27074164,0.16281242,193.9505211,2.163393818,1.367575682,29.29406166,30.06620979,30.12159157,71.11475372,2000.785645,26.93206406,0.002163394,2.535021487,0.5125697,7.983170468
23,9:44:55,ENT,Liana,6,ENT_6,2,ENT_6_2,20.27390298,0.207664969,202.5297701,2.590307704,1.302971625,29.2708416,29.96249008,30.11927795,72.16982269,1999.942139,0.044052172,0.002590308,2.323675184,0.540606311,7.826831906
24,9:48:48,ENT,Liana,6,ENT_6,3,ENT_6_3,18.70777417,0.207131799,216.4444785,2.611782636,1.316773596,29.2871685,30.1013279,30.11800957,72.59650421,2000.03772,0.324588418,0.002611783,2.294938402,0.575143675,7.162837333
25,9:59:45,MYR,Tree,4,MYR_4,1,MYR_4_1,16.11597303,0.150844344,193.5788426,2.180195849,1.480891798,29.41001892,30.56009865,30.11777115,70.87004089,1999.044434,0.491504163,0.002180196,2.467621129,0.510467364,7.391984089
26,10:02:10,MYR,Tree,4,MYR_4,2,MYR_4_2,13.58559652,0.148470987,221.9733947,2.146821523,1.480353681,29.36560822,30.55859375,30.12129974,71.05576324,1999.873169,0.169247955,0.002146822,2.48047186,0.580725651,6.328237524
27,10:05:20,MYR,Tree,4,MYR_4,3,MYR_4_3,12.39468225,0.136533993,224.5781606,2.141743261,1.59860011,29.3449173,30.99983597,30.12018967,70.99481964,1998.439087,0.963331103,0.002141743,2.413252792,0.585212144,5.787193301
28,10:08:18,MYR,Tree,4,MYR_4,4,MYR_4_4,12.85068868,0.121366833,200.5851788,1.839501064,1.537676852,29.35404778,30.63585281,30.12166023,70.18125916,2000.055908,51.91090012,0.001839501,2.627274064,0.522985172,6.985964257
29,10:15:34,NOR,Tree,4,NOR_4,1,NOR_4_1,16.37462988,0.164691398,205.2174026,2.388541954,1.491038651,29.43848228,30.71728325,30.12182045,71.47052002,1999.925781,0.156501725,0.002388542,2.342412906,0.541018095,6.855491844
30,10:18:39,NOR,Tree,4,NOR_4,2,NOR_4_2,16.26613318,0.167439947,209.6332693,2.471853193,1.518491899,29.487463,30.89233017,30.12234688,71.68325806,1999.129272,0.12287426,0.002471853,2.279148266,0.551330303,6.580541767
31,10:22:55,NOR,Tree,4,NOR_4,3,NOR_4_3,15.97811597,0.165862175,211.0047756,2.46391651,1.527377912,29.52407074,30.88704109,30.12004852,71.28513336,1999.131226,0.092737094,0.002463917,2.289173721,0.55494851,6.48484472
32,10:33:02,TET,Liana,5,TET_5,1,TET_5_1,12.87598481,0.14011102,222.5397912,2.382574313,1.730097153,29.59595871,31.55217171,30.12137985,70.27578735,1999.484741,0.057963096,0.002382574,2.245018038,0.578936582,5.404232195
33,10:36:55,TET,Liana,5,TET_5,2,TET_5_2,13.06496159,0.182938385,255.7305598,2.638785533,1.49031262,29.38129807,30.6257267,30.12468719,71.16081238,2000.01709,0.04637146,0.002638786,2.21814044,0.665806947,4.951126731
34,10:39:12,TET,Liana,5,TET_5,3,TET_5_3,13.74176531,0.194843864,255.8810693,2.798606234,1.489534501,29.37308884,30.75268745,30.12413979,71.99597931,2000.79126,0.163456559,0.002798606,2.11717542,0.667874821,4.910217502
35,10:47:47,CAL,Liana,8,CAL_8,1,CAL_8_1,11.94314378,0.09559761,172.3041646,1.535323849,1.613955327,29.38363838,30.76592064,30.12735367,69.00811005,1999.450317,2.769607067,0.001535324,2.768982908,0.447163739,7.778908526
36,10:52:05,CAL,Liana,8,CAL_8,2,CAL_8_2,11.22015333,0.155290266,257.5855346,2.104314086,1.389996006,29.28829384,30.15419388,30.12206268,71.11961365,1998.671875,33.05688858,0.002104314,2.548131678,0.667484317,5.331976535
37,10:53:50,CAL,Liana,8,CAL_8,3,CAL_8_3,10.32422292,0.133764421,250.9884655,1.936323275,1.473849074,29.31690025,30.41120529,30.12042236,70.5124588,1998.659668,6.218195438,0.001936323,2.601933708,0.648300754,5.331869453
38,11:19:26,MYR,Tree,5,MYR_5,1,MYR_5_1,13.79992046,0.148535975,219.7846393,1.779929401,1.227661328,28.70658112,29.14356232,30.12299728,71.51364136,1999.612305,0.108966656,0.001779929,2.782987341,0.576695908,7.753071811
39,11:22:57,MYR,Tree,5,MYR_5,2,MYR_5_2,12.44401455,0.133268053,220.8783682,1.816101093,1.388112662,29.04456711,29.86219978,30.12339592,70.40232086,1998.709595,0.090421259,0.001816101,2.705921061,0.57650711,6.85204948
40,11:26:12,MYR,Tree,5,MYR_5,3,MYR_5_3,10.61192711,0.13506452,247.2068872,1.971648747,1.486583003,29.17670822,30.37285233,30.12168503,70.53677368,2000.334961,0.2990776,0.001971649,2.572697023,0.640881428,5.382260469
41,11:31:53,END,Tree,5,END_5,1,END_5_1,12.73637275,0.156477124,239.2731327,2.24758159,1.471267022,29.29974365,30.47367668,30.12138748,71.0273819,1999.622925,0.089260787,0.002247582,2.430862046,0.624509456,5.66670096
42,11:34:21,END,Tree,5,END_5,2,END_5_2,13.51175641,0.181548615,248.6116274,2.572407011,1.463034101,29.3551693,30.58869362,30.1174984,71.7051239,1998.930176,0.212134361,0.002572407,2.252217746,0.651248648,5.252573311
43,11:36:48,END,Tree,5,END_5,3,END_5_3,12.58733037,0.183853501,259.619926,2.648109233,1.488336521,29.36577797,30.68818283,30.1172142,71.65716553,1999.534424,0.06839212,0.002648109,2.201157989,0.6777703,4.753327476
44,11:42:12,CAS,Tree,5,CAS_5,1,CAS_5_1,9.445594152,0.131553974,259.0022407,2.111433326,1.630131255,29.45886803,30.99703979,30.12006187,69.74869537,1999.925171,0.023184188,0.002111433,2.448137045,0.669146734,4.473546021
45,11:44:49,CAS,Tree,5,CAS_5,2,CAS_5_2,10.52683055,0.121021793,232.8934538,2.054108562,1.716706767,29.49823189,31.352005,30.12001038,69.72408295,1998.724609,0.088098772,0.002054109,2.429240492,0.603581737,5.12476835
46,11:47:05,CAS,Tree,5,CAS_5,3,CAS_5_3,11.20418746,0.147026449,249.141054,2.317868938,1.608784728,29.54087639,31.07595825,30.1212101,70.42427826,1999,0.157658502,0.002317869,2.339439813,0.647415112,4.833831317
1,8:57:13,ALS,Tree,5,ALS_5,1,ALS_5_1,19.11082961,0.292402772,254.406428,3.645763475,1.336865566,29.39726639,30.03722382,30.12491608,71.26586151,1999.446899,114.2357635,0.003645763,1.782073135,0.67836304,5.241927992
2,8:59:27,ALS,Tree,5,ALS_5,2,ALS_5_2,18.40668232,0.240378086,237.4278114,3.305847882,1.449525472,29.40904808,30.38462639,30.12393379,70.56803131,1998.195801,166.7846985,0.003305848,1.907635661,0.631349131,5.567915699
3,9:01:23,ALS,Tree,5,ALS_5,3,ALS_5_3,17.99021082,0.208564128,222.9890769,2.916175782,1.458989319,29.42935371,30.29745293,30.12330246,69.72953033,1998.583862,315.0067139,0.002916176,2.125902007,0.591780493,6.169110562
4,9:05:33,NOR,Tree,5,NOR_5,1,NOR_5_1,15.47040383,0.297267299,280.9589322,3.769491216,1.360651474,29.45424843,30.40114212,30.12477493,72.63670349,1999.053589,150.1065216,0.003769491,1.672776592,0.741348142,4.104109267
5,9:07:51,NOR,Tree,5,NOR_5,2,NOR_5_2,16.2967911,0.234289923,251.738836,3.195736994,1.434531424,29.47948647,30.49428749,30.12177658,71.30800629,2000.147217,36.23505402,0.003195737,1.962448459,0.665529251,5.099540772
6,9:10:07,NOR,Tree,5,NOR_5,3,NOR_5_3,16.76229849,0.314399615,277.9473015,3.867146864,1.326843297,29.52746391,30.43902016,30.12503815,73.37444305,2000.091797,213.3091125,0.003867147,1.628916148,0.734516404,4.334538893
7,9:15:34,ROC,Tree,5,ROC_5,1,ROC_5_1,9.397644929,0.408533809,336.9410446,4.02103984,1.09582986,29.53286362,29.6963501,30.12007523,74.5244751,1999.509644,211.0469208,0.00402104,1.655404501,0.875941484,2.337118084
8,9:18:13,ROC,Tree,5,ROC_5,2,ROC_5_2,6.020152429,0.181440181,326.2537258,2.690291441,1.534046361,29.56891441,30.9025383,30.12018776,71.03610992,2000.851196,162.0543976,0.002690291,2.179140214,0.833935571,2.237732439
9,9:20:15,ROC,Tree,5,ROC_5,3,ROC_5_3,7.205967548,0.159778604,305.8586511,2.368028303,1.522874533,29.59661674,30.77251625,30.11977386,70.39420319,1999.193115,40.01893234,0.002368028,2.365840975,0.783963463,3.043024248
10,9:30:01,CLE,Tree,5,CLE_5,1,CLE_5_1,13.38184339,0.220618825,271.7092097,2.85322108,1.354644215,29.42501259,30.43576622,30.12081337,73.11495209,1998.78833,32.56962585,0.002853221,2.138315051,0.710476943,4.6900829
11,9:32:01,CLE,Tree,5,CLE_5,2,CLE_5_2,10.61188629,0.175286086,276.3603695,2.456414504,1.446155894,29.39878464,30.6070919,30.11671066,72.04771423,1999.103638,3.586575031,0.002456415,2.316124826,0.715655103,4.320071501
12,9:33:51,CLE,Tree,5,CLE_5,3,CLE_5_3,13.74949005,0.237362491,275.9269829,2.935153668,1.302578994,29.39606285,30.26432228,30.12018585,73.46485138,1998.480591,89.22636414,0.002935154,2.115980605,0.721909701,4.68441915
13,9:42:32,MER,Liana,6,MER_6,1,MER_6_1,18.12566948,0.257531809,248.9099495,3.11747661,1.283495269,29.36505318,30.20225143,30.12552452,73.68688965,1999.693481,113.1984024,0.003117477,2.028305961,0.660597459,5.814211859
14,9:45:12,MER,Liana,6,MER_6,2,MER_6_2,14.38166363,0.236442766,269.9723452,3.059494033,1.362159298,29.41322327,30.4867115,30.1199398,73.29197693,1998.97998,112.9062424,0.003059494,2.022689525,0.707744898,4.700667323
15,9:47:49,MER,Liana,6,MER_6,3,MER_6_3,13.03401477,0.419189884,319.4231271,3.930383516,1.046390656,29.34298515,29.56788826,30.11898422,75.79798889,2000.570068,93.11216736,0.003930384,1.696168163,0.837543274,3.31621958
1,9:56:57,SYZ_G,Tree,4,SYZ_G_4,1,SYZ_G_4_1,17.58356875,0.289821793,264.9191354,3.433703791,1.27627323,29.1190567,29.31108475,30.12947464,69.59926605,1998.938721,104.2003326,0.003433704,1.956346305,0.702534546,5.120875247
2,9:59:18,SYZ_G,Tree,4,SYZ_G_4,2,SYZ_G_4_2,11.81458313,0.178266738,265.2741824,2.459057298,1.433099537,29.18928528,29.59360313,30.12900543,67.11463165,1999.782227,14.94030476,0.002459057,2.433292348,0.68979464,4.804517218
3,10:01:52,SYZ_G,Tree,4,SYZ_G_4,3,SYZ_G_4_3,13.62224731,0.205053134,261.3472387,2.719116557,1.389535637,29.20812416,29.62462044,30.12669945,68.29471588,2000.455566,28.05724716,0.002719117,2.297723674,0.685138608,5.009806318
4,10:09:32,SYZ_G,Tree,5,SYZ_G_5,1,SYZ_G_5_1,14.8186223,0.19818735,245.4747306,2.761516926,1.453440422,29.31071472,30.16212082,30.12671471,69.52590942,1998.814575,47.79843903,0.002761517,2.209472854,0.646597012,5.366116775
5,10:12:33,SYZ_G,Tree,5,SYZ_G_5,2,SYZ_G_5_2,16.38771535,0.26712106,265.6718564,3.215907988,1.284527131,29.27940369,29.73511124,30.12388611,71.23429108,1999.396729,27.73060608,0.003215908,2.031945937,0.702019392,5.095828428
6,10:15:22,SYZ_G,Tree,5,SYZ_G_5,3,SYZ_G_5_3,17.87435529,0.274933338,256.7787278,3.309096039,1.287239895,29.24439049,29.82484627,30.1202774,71.84443665,1999.201416,235.191925,0.003309096,1.965398512,0.682884293,5.401582511
7,10:22:39,AGY,Tree,1,AGY_1,1,AGY_1_1,15.47341482,0.204029004,243.2622139,2.664866426,1.364794876,29.40412331,30.20919991,30.12289238,71.58786011,1999.061035,185.1277924,0.002664866,2.266371198,0.641901909,5.806450436
8,10:25:31,AGY,Tree,1,AGY_1,2,AGY_1_2,14.20647329,0.243197861,273.559022,3.025919851,1.316422163,29.46175766,30.27269173,30.11865807,72.90210724,1999.585938,40.81577682,0.00302592,2.078996995,0.718251043,4.69492716
9,10:29:09,AGY,Tree,1,AGY_1,3,AGY_1_3,12.3303289,0.179868695,261.0805685,2.487833562,1.431920267,29.59188271,30.88215446,30.11446381,73.27085876,2000.642822,256.0273438,0.002487834,2.289857289,0.679473794,4.95625153
10,10:36:15,TET STIG,Liana,1,TET STIG_1,1,TET STIG_1_1,13.04120844,0.131997802,212.0534229,1.914074335,1.477314946,29.58599854,31.02306747,30.11687469,73.07376099,2000.109009,20.64987183,0.001914074,2.564787823,0.55278768,6.813323916
11,10:39:57,TET STIG,Liana,1,TET STIG_1,2,TET STIG_1_2,13.90762856,0.133851568,201.8453323,1.921042558,1.462730537,29.56711197,31.05687714,30.11352348,73.713974,2000.815186,35.25370026,0.001921043,2.554912792,0.528707918,7.239625432
12,11:02:02,SYZ_S,Tree,1,SYZ_S_1,1,SYZ_S_1_1,7.981306043,0.280394915,332.2085111,3.20919274,1.221210801,29.91783524,31.3672924,30.10954094,79.83973694,2000.560547,862.0585938,0.003209193,1.891253293,0.854530835,2.487013616
13,11:09:52,SYZ_S,Tree,1,SYZ_S_1,2,SYZ_S_1_2,17.02309116,0.073432416,-6.832564412,1.088870477,1.480090476,29.75275612,31.13247681,30.11562538,72.98200989,2001.144409,297.7528076,0.00108887,3.001675172,-0.018134255,15.63371541
14,11:14:10,SYZ_S,Tree,1,SYZ_S_1,3,SYZ_S_1_3,10.34519932,-0.014422393,1503.808686,-0.254440719,1.709561723,29.63577843,31.16008568,30.11329651,68.14651489,1999.302856,717.477417,-0.000254441,3.673578056,3.878822008,-40.65858386
15,11:24:38,CAR,Tree,1,CAR_1,1,CAR_1_1,14.61114545,0.094781061,121.9167942,1.42361936,1.510671299,29.61324501,30.98656464,30.10880089,71.93320465,1999.561646,41.48186493,0.001423619,2.827046977,0.31928581,10.26337929
16,11:27:18,CAR,Tree,1,CAR_1,2,CAR_1_2,12.54996519,0.079688609,120.0370256,1.273620638,1.599197416,29.58462143,31.1030159,30.11335182,70.64551544,1999.053833,46.07861328,0.001273621,2.882724301,0.312044245,9.853770278
17,11:30:03,CAR,Tree,1,CAR_1,3,CAR_1_3,14.1084378,0.101425015,146.9808514,1.4510719,1.443136342,29.60875702,30.56625366,30.11112976,71.00627899,1998.655396,52.40532303,0.001451072,2.871925003,0.384166502,9.722769631
18,11:46:48,ICH,Liana,1,ICH_1,1,ICH_1_1,12.17205025,0.050150181,-13.97128417,0.769657863,1.520172933,29.47794342,30.76893234,30.11227989,70.92064667,1999.04126,25.19075203,0.000769658,3.177854825,-0.036302048,15.81488455
19,11:48:11,ICH,Liana,1,ICH_1,2,ICH_1_2,12.64989086,0.041865109,-108.1130806,0.654919445,1.544730863,29.51723099,30.91699028,30.10625076,71.07948303,1999.446655,63.5927887,0.000654919,3.221867621,-0.280849105,19.31518594
20,11:51:56,ICH,Liana,1,ICH_1,3,ICH_1_3,12.88809473,0.01869267,-720.1785117,0.28479847,1.494358878,29.01881409,29.86056519,30.11569786,67.85851288,1999.812622,1501.587891,0.000284798,3.49932538,-1.87016423,45.25338478
1,8:33:08,SYZ_S,Tree,2,SYZ_S_2,1,SYZ_S_2_1,14.8325317,0.162271793,218.70211,2.608659865,1.65627722,29.17724419,30.00409126,30.1302433,64.11621094,1999.452759,72.95010376,0.00260866,2.294102264,0.575251908,5.685881821
2,8:35:34,SYZ_S,Tree,2,SYZ_S_2,2,SYZ_S_2_2,18.86767336,0.239728613,233.2533522,3.425154917,1.509219089,29.38192558,29.93654251,30.12801361,66.53813171,1999.703735,61.32934189,0.003425155,1.909350233,0.62077411,5.508560583
3,8:38:29,SYZ_S,Tree,2,SYZ_S_2,3,SYZ_S_2_3,14.70395487,0.193400605,242.863777,3.017827523,1.622789566,29.47088623,30.3631134,30.12651825,65.9944458,1999.104004,515.3602905,0.003017828,2.070499991,0.639403071,4.872364227
4,8:41:53,AGY,Tree,2,AGY_2,1,AGY_2_1,16.16961734,0.175843209,214.6586741,2.931343286,1.721848497,29.601717,30.90851784,30.12518883,66.42855835,1998.940186,832.633728,0.002931343,2.054372103,0.568018446,5.516111817
5,8:43:55,AGY,Tree,2,AGY_2,2,AGY_2_2,17.04533501,0.254776722,254.6081366,3.525530751,1.467282542,29.63941574,30.25388718,30.12804413,68.43260956,2000.212891,366.0380554,0.003525531,1.848728766,0.674620288,4.834828063
6,8:46:26,AGY,Tree,2,AGY_2,3,AGY_2_3,18.47967301,0.222731562,225.4249856,3.436293803,1.617063334,29.67726135,30.99899673,30.12322426,69.20095062,2000.410156,520.956665,0.003436294,1.792974406,0.601137894,5.377791909
7,8:51:04,CAR,Tree,2,CAR_2,1,CAR_2_1,14.0534972,0.255439645,278.4610783,3.3461904,1.38920206,29.49105453,30.22213364,30.1190815,70.71726227,1999.7854,26.89874077,0.00334619,1.924665937,0.7314307,4.199849836
8,8:53:46,CAR,Tree,2,CAR_2,2,CAR_2_2,13.21316422,0.227646784,274.661198,3.053222743,1.409886,29.44560814,30.2088089,30.12167931,70.32172394,2000.584473,65.14944458,0.003053223,2.073673826,0.720090863,4.327612275
9,8:56:34,CAR,Tree,2,CAR_2,3,CAR_2_3,11.86536909,0.217156338,284.218861,2.781223993,1.34236788,29.34771156,29.86852074,30.12199783,70.33210754,1998.646851,39.52417755,0.002781224,2.246513612,0.738867259,4.266240014
10,9:03:41,ICH,Liana,2,ICH_2,1,ICH_2_1,13.35274954,0.099473461,153.5758859,1.726155701,1.747113008,29.56636238,31.24180031,30.11785889,68.02680969,1999.870605,9.557939529,0.001726156,2.626939777,0.401551141,7.735541781
11,9:06:31,ICH,Liana,2,ICH_2,2,ICH_2_2,11.04573432,0.124176557,229.3741441,1.876428576,1.535104575,29.49009323,30.56329346,30.11739349,69.25258636,1998.835693,7.26274538,0.001876429,2.635494099,0.59619949,5.886573279
12,9:10:07,ICH,Liana,2,ICH_2,3,ICH_2_3,12.16147608,0.080077405,128.2310722,1.327508351,1.657871293,29.5826931,31.0849514,30.11787605,69.13048553,2000.189209,6.135827065,0.001327508,2.859318203,0.333891486,9.161129625
13,9:27:01,ICH,Liana,3,ICH_3,1,ICH_3_1,21.26056344,0.115328885,59.31643082,1.77433774,1.557645667,29.70010567,31.24378395,30.10963058,72.04161835,2000.73999,19.21423149,0.001774338,2.622116465,0.160316529,11.98225285
14,9:29:26,ICH,Liana,3,ICH_3,2,ICH_3_2,16.13622311,0.093113291,88.58167018,1.518320419,1.639482134,29.61569977,31.18592072,30.11823082,70.06786346,1998.56604,14.54722023,0.00151832,2.747257806,0.233156564,10.62767971
