treeid,leafid,species,leaftype,sampletype,days,wetarea,dryarea,drymass,w.mavc1,w.mivc1,w.mavc2,w.mivc2,w.mavc3,w.mivc3,w.mavc4,w.mivc4,d.mavc1,d.mivc1,d.mavc2,d.mivc2,d.mavc3,d.mivc3,d.mavc4,d.mivc4,d.mavc1r,d.mivc1r,d.mavc2r,d.mivc2r,d.mavc3r,d.mivc3r,d.mavc4r,d.mivc4r,
160,Y03,E.glbd,Adult,Dried,348,24.61,,0.643,,,,,,,,,7,3,6,2,4,2,5,1,5,5,6,6,6,8,4,5,
161,Y01,E.glbd,Adult,Dried,348,15.44,,0.370,,,,,,,,,7,4,4,5,2,7,4,8,5,1,5,0,4,0,6,2,
161,Y02,E.glbd,Adult,Dried,348,18.59,,0.344,,,,,,,,,4,6,4,5,4,5,4,6,5,4,3,4,4,3,5,1,
161,Y03,E.glbd,Adult,Dried,348,24.87,,0.565,,,,,,,,,4,7,3,9,5,3,4,6,3,3,3,6,4,6,7,3,
162,Y01,E.tri,Adult,Dried,348,15.05,,0.193,,,,,,,,,5,13,7,12,5,11,5,12,7,9,5,12,6,10,6,15,
162,Y02,E.tri,Adult,Dried,348,16.85,,0.308,,,,,,,,,4,11,7,6,6,13,5,12,7,8,7,7,6,13,6,11,
162,Y03,E.tri,Adult,Dried,348,18.11,,0.242,,,,,,,,,6,12,6,11,5,12,5,14,6,8,5,12,4,10,6,9,
163,Y01,E.ela,Adult,Dried,348,16.43,,0.210,,,,,,,,,2,4,4,2,3,2,4,1,3,1,3,1,6,1,4,0,
163,Y02,E.ela,Adult,Dried,348,24.56,,0.291,,,,,,,,,3,4,5,2,5,3,6,0,5,0,6,0,5,2,5,0,
163,Y03,E.ela,Adult,Dried,348,25.53,,0.276,,,,,,,,,5,0,7,0,3,1,5,0,7,1,4,1,3,2,3,2,
164,Y01,E.ela,Adult,Dried,348,11.16,,0.131,,,,,,,,,6,5,6,4,3,5,5,5,7,2,7,2,3,2,2,3,
164,Y02,E.ela,Adult,Dried,348,10.58,,0.117,,,,,,,,,6,4,5,3,5,0,5,1,4,0,3,1,3,0,3,0,
164,Y03,E.ela,Adult,Dried,348,13.16,,0.154,,,,,,,,,7,4,6,6,4,3,4,4,3,5,4,3,4,1,6,2,
165,Y01,E.vimv,Adult,Dried,311,16.73,,0.295,,,,,,,,,4,14,7,14,6,11,4,12,6,17,7,12,5,5,6,8,
165,Y02,E.vimv,Adult,Dried,311,19.68,,0.354,,,,,,,,,6,16,7,11,4,14,4,10,7,15,3,15,3,12,4,13,
165,Y03,E.vimv,Adult,Dried,311,28.66,,0.602,,,,,,,,,6,12,5,13,7,8,5,12,2,9,5,10,3,7,4,9,
166,Y01,E.bri,Adult,Dried,311,13.72,,0.341,,,,,,,,,5,19,6,20,5,21,7,15,4,23,5,21,5,23,4,20,
166,Y02,E.bri,Adult,Dried,311,18.88,,0.480,,,,,,,,,6,16,5,18,7,11,5,13,3,11,4,13,3,19,4,13,
166,Y03,E.bri,Adult,Dried,311,28.60,,0.771,,,,,,,,,7,22,5,19,5,21,4,23,4,12,4,11,4,17,5,18,
167,Y01,E.bri,Adult,Dried,311,17.99,,0.435,,,,,,,,,5,11,6,13,4,14,2,10,4,8,4,11,6,7,6,6,
167,Y02,E.bri,Adult,Dried,311,34.81,,0.866,,,,,,,,,3,10,3,8,4,9,5,9,5,9,6,7,5,9,3,7,
167,Y03,E.bri,Adult,Dried,311,43.44,,1.017,,,,,,,,,5,16,5,12,5,7,3,10,10,12,5,13,4,17,5,11,
168,Y01,E.fas,Adult,Dried,311,12.88,,0.329,,,,,,,,,6,16,5,19,6,14,4,12,5,11,6,9,3,7,2,8,
168,Y02,E.fas,Adult,Dried,311,20.48,,0.490,,,,,,,,,6,15,6,15,3,16,7,13,3,15,4,13,2,14,4,18,
168,Y03,E.fas,Adult,Dried,311,22.09,,0.542,,,,,,,,,,12,5,14,5,17,5,13,6,17,5,18,3,5,3,2,
169,Y01,E.bri,Adult,Dried,311,21.24,,0.633,,,,,,,,,5,2,6,1,3,2,3,3,5,4,4,7,5,2,3,4,
169,Y02,E.bri,Adult,Dried,311,23.72,,0.633,,,,,,,,,5,2,3,1,5,2,5,0,6,2,8,3,4,1,7,2,
169,Y03,E.bri,Adult,Dried,311,45.18,,1.468,,,,,,,,,3,5,2,7,5,4,4,6,6,4,4,5,7,6,6,7,
170,Y01,E.glblb,Adult,Dried,311,41.17,,1.195,,,,,,,,,6,0,5,3,8,0,5,5,6,8,3,9,5,9,4,11,
170,Y02,E.glblb,Adult,Dried,311,66.59,,1.962,,,,,,,,,6,11,7,10,5,15,5,14,3,15,3,21,5,21,5,19,
170,Y03,E.glblb,Adult,Dried,311,70.80,,2.620,,,,,,,,,4,12,4,10,6,12,5,11,5,12,5,14,4,13,5,14,
171,Y01,E.bri,Adult,Dried,317,13.90,,0.307,,,,,,,,,3,9,5,12,6,8,4,9,5,9,4,12,4,8,5,9,
171,Y02,E.bri,Adult,Dried,317,26.91,,0.667,,,,,,,,,2,5,5,7,3,4,5,4,6,9,4,10,5,4,4,5,
171,Y03,E.bri,Adult,Dried,317,40.18,,1.134,,,,,,,,,6,5,4,6,3,5,2,5,5,7,5,6,4,8,7,9,
172,Y01,E.cyp,Adult,Dried,529,37.85,,0.655,,,,,,,,,6,20,7,16,6,14,5,15,5,21,3,19,3,19,3,23,
172,Y02,E.cyp,Adult,Dried,529,63.86,,1.279,,,,,,,,,6,17,7,11,6,15,4,13,7,24,8,17,4,19,4,15,
172,Y03,E.cyp,Adult,Dried,529,28.22,,0.560,,,,,,,,,4,19,4,16,3,23,5,21,5,0,6,0,7,14,5,14,
173,Y01,E.long,Adult,Dried,169,38.95,,0.924,,,,,,,,,4,10,6,10,4,12,6,9,5,13,5,11,4,11,3,12,
173,Y02,E.long,Adult,Dried,169,67.14,,1.310,,,,,,,,,5,17,5,19,4,20,5,21,5,11,2,9,5,13,4,14,
173,Y03,E.long,Adult,Dried,169,90.52,,1.928,,,,,,,,,5,12,3,18,4,13,5,14,3,0,4,0,3,8,5,11,
174,Y01,E.ela,Adult,Dried,169,12.13,,0.140,,,,,,,,,3,0,4,0,5,0,5,0,5,1,4,2,4,0,5,0,
174,Y02,E.ela,Adult,Dried,169,13.78,,0.171,,,,,,,,,4,0,2,0,2,0,1,0,3,0,5,0,2,0,3,0,
174,Y03,E.ela,Adult,Dried,169,13.31,,0.149,,,,,,,,,1,0,4,0,4,0,1,0,1,1,2,0,1,0,1,1,
175,Y01,E.obl,Adult,Dried,464,30.02,,0.651,,,,,,,,,5,9,5,11,6,11,5,10,4,3,4,3,2,5,4,4,
175,Y02,E.obl,Adult,Dried,464,17.02,,0.402,,,,,,,,,7,6,5,10,4,10,4,10,4,1,6,0,3,2,3,2,
175,Y03,E.obl,Adult,Dried,464,26.56,,0.587,,,,,,,,,6,12,8,11,3,14,6,11,7,6,6,7,5,6,6,8,
176,Y01,E.csdn,Adult,Dried,199,19.97,,0.492,,,,,,,,,7,2,4,3,3,2,4,3,1,0,1,0,1,0,0,0,
176,Y02,E.csdn,Adult,Dried,199,24.10,,0.515,,,,,,,,,2,3,6,2,2,3,2,1,5,0,3,0,2,1,2,1,
176,Y03,E.csdn,Adult,Dried,199,31.55,,0.755,,,,,,,,,5,3,3,3,4,1,4,3,4,0,2,0,2,1,2,1,
177,Y01,C.gum,Adult,Dried,267,13.58,,0.261,,,,,,,,,9,19,8,18,10,15,9,14,6,0,7,0,5,0,8,0,
177,Y02,C.gum,Adult,Dried,267,12.42,,0.248,,,,,,,,,10,21,10,21,8,19,9,18,5,0,7,0,10,0,11,0,
177,Y03,C.gum,Adult,Dried,267,14.88,,0.292,,,,,,,,,6,18,7,14,10,15,10,15,5,0,6,0,6,0,4,0,
178,Y01,C.gum,Adult,Dried,267,18.88,,0.347,,,,,,,,,6,21,7,23,8,21,9,17,8,10,7,6,7,10,8,6,
178,Y02,C.gum,Adult,Dried,267,17.78,,0.328,,,,,,,,,8,14,8,16,10,7,16,9,7,16,9,14,6,10,5,12,
178,Y03,C.gum,Adult,Dried,267,19.20,,0.351,,,,,,,,,8,16,7,19,8,22,8,17,7,0,9,0,8,0,8,0,
179,Y01,C.gum,Adult,Dried,267,16.54,,0.296,,,,,,,,,9,13,9,14,10,10,10,13,7,2,7,2,6,7,6,6,
179,Y02,C.gum,Adult,Dried,267,26.08,,0.499,,,,,,,,,6,12,6,15,9,16,10,17,11,2,8,1,7,10,7,9,
179,Y03,C.gum,Adult,Dried,267,22.44,,0.440,,,,,,,,,7,17,6,21,7,17,8,13,8,15,8,12,7,14,10,12,
180,Y01,E.cam,Adult,Dried,315,8.98,,0.200,,,,,,,,,4,10,3,15,5,11,5,13,3,11,5,7,5,7,3,5,
180,Y02,E.cam,Adult,Dried,315,13.36,,0.333,,,,,,,,,6,9,7,9,6,6,9,7,5,8,5,7,4,5,4,3,
180,Y03,E.cam,Adult,Dried,315,14.83,,0.324,,,,,,,,,7,12,5,9,5,9,5,14,3,8,4,8,7,5,5,7,
181,Y01,E.cam,Adult,Dried,315,7.72,,0.130,,,,,,,,,8,15,7,13,5,13,5,12,9,4,9,6,5,8,4,9,
181,Y02,E.cam,Adult,Dried,315,10.65,,0.216,,,,,,,,,6,7,5,6,5,8,5,8,4,3,4,4,5,6,4,3,
181,Y03,E.cam,Adult,Dried,315,14.61,,0.399,,,,,,,,,4,14,4,11,6,9,5,7,3,6,4,3,5,2,4,2,
182,Y01,E.ela,Adult,Dried,529,32.37,,0.300,,,,,,,,,4,6,6,9,3,5,3,6,2,1,4,0,3,1,3,0,
182,Y02,E.ela,Adult,Dried,529,32.75,,0.328,,,,,,,,,4,4,5,2,4,3,5,2,3,1,3,1,5,2,3,2,
182,Y03,E.ela,Adult,Dried,529,17.90,,0.190,,,,,,,,,5,1,4,3,3,4,3,4,6,0,2,2,2,0,2,0,
183,Y01,E.glbd,Adult,Dried,260,20.00,,0.380,,,,,,,,,7,5,5,5,2,4,4,4,7,1,4,2,2,0,2,1,
183,Y02,E.glbd,Adult,Dried,260,20.05,,0.337,,,,,,,,,3,7,3,6,6,8,5,3,4,0,5,0,6,2,4,4,
183,Y03,E.glbd,Adult,Dried,260,19.92,,0.372,,,,,,,,,5,7,5,4,5,5,6,5,4,3,6,1,3,4,4,3,
184,Y01,E.mel,Adult,Dried,367,12.99,,0.268,,,,,,,,,5,14,7,14,5,10,3,14,3,0,3,0,4,2,2,3,
184,Y02,E.mel,Adult,Dried,367,17.77,,0.438,,,,,,,,,3,4,6,3,4,7,4,8,4,12,5,11,4,10,5,8,
184,Y03,E.mel,Adult,Dried,367,25.13,,0.598,,,,,,,,,6,7,7,7,4,6,4,7,3,0,2,0,3,0,4,0,
185,Y01,E.div,Adult,Dried,229,36.61,,0.606,,,,,,,,,4,6,6,4,3,4,5,3,6,2,3,3,5,4,3,2,
185,Y02,E.div,Adult,Dried,229,37.74,,0.729,,,,,,,,,5,8,4,8,4,8,3,6,3,4,5,3,3,3,5,2,
185,Y03,E.div,Adult,Dried,229,48.14,,0.965,,,,,,,,,5,4,4,7,5,9,5,6,2,5,4,1,5,2,3,2,
186,Y01,E.vimv,Adult,Dried,367,10.88,,0.160,,,,,,,,,5,4,5,5,4,5,5,4,4,7,5,5,4,1,4,3,
186,Y02,E.vimv,Adult,Dried,367,12.52,,0.184,,,,,,,,,5,8,4,10,4,5,4,1,5,0,5,0,3,0,4,0,
186,Y03,E.vimv,Adult,Dried,367,22.47,,0.393,,,,,,,,,4,3,3,4,2,2,3,1,5,3,3,4,4,2,3,4,
187,Y01,E.obl,Adult,Dried,279,17.27,,0.393,,,,,,,,,5,2,5,2,6,0,4,2,4,3,6,2,6,0,5,1,
187,Y02,E.obl,Adult,Dried,279,22.14,,0.499,,,,,,,,,3,6,4,5,5,5,3,5,5,5,6,5,5,3,5,4,
187,Y03,E.obl,Adult,Dried,279,32.03,,0.793,,,,,,,,,3,5,4,5,4,5,3,3,4,2,4,3,5,2,2,1,
188,Y01,E.mel,Adult,Dried,279,12.78,,0.244,,,,,,,,,6,34,8,31,5,27,6,30,3,0,3,0,4,0,4,0,
188,Y02,E.mel,Adult,Dried,279,14.41,,0.258,,,,,,,,,6,33,4,37,6,29,4,35,6,24,4,19,4,25,4,24,
188,Y03,E.mel,Adult,Dried,279,17.84,,0.322,,,,,,,,,6,34,7,30,6,32,6,27,5,15,3,18,4,19,4,18,
189,Y01,E.vimv,Adult,Dried,395,30.23,,0.516,,,,,,,,,7,6,4,7,5,8,7,7,5,5,4,2,5,3,6,1,
189,Y02,E.vimv,Adult,Dried,395,39.77,,0.617,,,,,,,,,5,10,6,8,6,6,6,6,5,1,8,2,5,1,5,2,
189,Y03,E.vimv,Adult,Dried,395,40.43,,0.672,,,,,,,,,4,15,6,9,8,8,7,8,6,6,4,6,5,3,5,4,
190,Y01,A.flo,Adult,Dried,354,11.23,,0.134,,,,,,,,,7,22,5,23,7,23,8,21,5,19,6,16,5,15,6,16,
190,Y02,A.flo,Adult,Dried,354,19.25,,0.260,,,,,,,,,8,21,9,19,6,26,5,27,5,7,6,10,4,10,3,16,
190,Y03,A.flo,Adult,Dried,354,20.47,,0.226,,,,,,,,,6,22,5,27,6,23,7,20,6,23,8,18,5,18,6,19,
191,Y01,C.gum,Adult,Dried,354,14.84,,0.268,,,,,,,,,8,30,7,26,8,15,9,13,5,0,4,0,5,0,3,0,
191,Y02,C.gum,Adult,Dried,354,13.72,,0.253,,,,,,,,,6,21,10,24,9,29,10,29,8,8,5,4,8,9,7,11,
192,Y01,A.flo,Adult,Dried,356,7.38,,0.100,,,,,,,,,9,20,9,15,6,14,6,17,5,16,5,21,6,20,5,18,
192,Y02,A.flo,Adult,Dried,356,7.82,,0.117,,,,,,,,,9,14,8,21,8,21,9,15,6,17,7,16,8,16,6,13,
192,Y03,A.flo,Adult,Dried,356,14.86,,0.239,,,,,,,,,8,20,9,23,7,18,5,18,7,21,4,23,4,20,4,21,
193,Y01,C.gum,Adult,Dried,355,21.70,,0.377,,,,,,,,,6,19,7,22,5,21,6,18,6,14,7,15,6,11,6,20,
193,Y02,C.gum,Adult,Dried,355,24.43,,0.382,,,,,,,,,6,22,7,19,6,19,8,20,6,4,6,4,5,15,5,21,
193,Y03,C.gum,Adult,Dried,355,26.73,,0.416,,,,,,,,,6,27,8,25,5,34,7,30,5,22,6,18,6,14,7,10,
194,Y01,A.flo,Adult,Dried,355,11.15,,0.139,,,,,,,,,9,22,9,24,7,20,9,26,7,0,8,0,6,0,7,0,
194,Y02,A.flo,Adult,Dried,355,15.26,,0.187,,,,,,,,,4,27,8,21,6,23,7,24,7,10,6,13,5,0,5,0,
194,Y03,A.flo,Adult,Dried,355,16.75,,0.192,,,,,,,,,8,16,10,17,9,21,9,19,5,19,5,24,6,15,6,16,
195,Y01,A.flo,Adult,Dried,354,33.08,,0.368,,,,,,,,,6,26,8,22,6,27,12,22,5,22,5,27,5,25,5,23,
195,Y02,A.flo,Adult,Dried,354,35.52,,0.407,,,,,,,,,11,32,13,32,8,26,7,25,10,34,7,33,10,30,9,29,
195,Y03,A.flo,Adult,Dried,354,43.92,,0.506,,,,,,,,,6,24,6,24,7,17,5,23,6,17,6,23,5,10,6,8,
196,Y01,E.radro,Adult,Dried,318,10.38,,0.135,,,,,,,,,6,8,3,11,6,6,6,6,4,0,4,0,2,0,4,0,
196,Y02,E.radro,Adult,Dried,318,10.61,,0.154,,,,,,,,,3,3,3,5,4,4,3,6,2,1,4,0,2,0,2,0,
196,Y03,E.radro,Adult,Dried,318,12.82,,0.188,,,,,,,,,5,1,3,5,3,3,3,2,2,0,1,0,1,0,1,0,
197,Y01,E.radro,Adult,Dried,318,10.49,,0.198,,,,,,,,,5,3,4,4,4,2,5,0,6,0,6,3,7,0,4,1,
197,Y02,E.radro,Adult,Dried,318,15.27,,0.298,,,,,,,,,3,7,4,7,5,1,1,0,3,4,4,7,6,3,5,6,
197,Y03,E.radro,Adult,Dried,318,17.12,,0.347,,,,,,,,,4,3,6,4,3,3,3,3,5,0,6,0,5,0,5,3,
198,Y01,E.radro,Adult,Dried,318,9.48,,0.112,,,,,,,,,6,17,8,12,7,12,7,8,6,7,6,9,4,10,4,3,
198,Y02,E.radro,Adult,Dried,318,12.36,,0.130,,,,,,,,,7,4,4,4,4,4,6,5,5,3,6,0,3,1,4,0,
198,Y03,E.radro,Adult,Dried,318,14.41,,0.208,,,,,,,,,7,12,5,9,4,8,5,7,6,2,4,5,5,6,4,8,
199,Y01,E.bax,Adult,Dried,177,22.00,,0.651,,,,,,,,,5,3,2,2,2,3,3,1,4,11,4,7,2,5,4,5,
199,Y02,E.bax,Adult,Dried,177,25.47,,0.732,,,,,,,,,5,4,3,5,6,2,5,2,4,5,8,2,3,6,4,9,
199,Y03,E.bax,Adult,Dried,177,42.09,,1.313,,,,,,,,,3,11,4,8,2,7,3,7,3,5,4,5,4,1,3,1,
200,Y01,E.bax,Adult,Dried,177,11.09,,0.360,,,,,,,,,3,2,2,5,3,3,3,3,5,26,2,19,3,10,3,14,
200,Y02,E.bax,Adult,Dried,177,29.14,,0.966,,,,,,,,,3,10,3,8,4,5,3,7,6,26,6,27,4,13,3,18,
200,Y03,E.bax,Adult,Dried,177,37.08,,1.011,,,,,,,,,2,8,5,3,3,4,3,5,5,4,5,5,4,6,4,4,
201,Y01,E.cspc,Adult,Dried,206,21.11,,0.381,,,,,,,,,6,10,6,13,8,11,5,11,5,15,5,17,4,19,4,13,
201,Y02,E.cspc,Adult,Dried,206,24.95,,0.613,,,,,,,,,3,8,4,8,6,11,4,13,4,16,6,15,5,15,4,19,
201,Y03,E.cspc,Adult,Dried,206,31.04,,0.701,,,,,,,,,8,7,5,9,4,11,3,9,6,19,6,18,4,13,4,20,
202,Y01,E.cspc,Adult,Dried,206,21.56,,0.391,,,,,,,,,7,22,7,18,7,21,4,20,3,5,4,4,3,7,4,5,
202,Y02,E.cspc,Adult,Dried,206,22.17,,0.396,,,,,,,,,8,20,6,15,4,19,8,19,5,13,7,13,4,1,6,1,
202,Y03,E.cspc,Adult,Dried,206,29.55,,0.613,,,,,,,,,5,15,7,19,5,10,6,10,4,20,3,18,4,16,5,20,
203,Y01,E.pan,Adult,Dried,274,19.47,,0.364,,,,,,,,,3,12,7,7,4,10,4,9,7,21,8,21,7,25,9,23,
203,Y02,E.pan,Adult,Dried,274,19.27,,0.345,,,,,,,,,5,9,5,4,4,7,4,10,5,21,7,16,7,25,5,23,
203,Y03,E.pan,Adult,Dried,274,16.08,,0.324,,,,,,,,,6,22,4,23,4,12,5,7,5,20,5,14,6,25,6,24,
204,Y01,E.cam,Adult,Dried,315,7.74,,0.209,,,,,,,,,7,9,5,7,7,6,5,7,4,3,8,0,5,1,3,0,
204,Y02,E.cam,Adult,Dried,315,15.88,,0.354,,,,,,,,,7,8,4,10,6,10,4,8,4,9,3,8,4,6,4,4,
204,Y03,E.cam,Adult,Dried,315,20.79,,0.487,,,,,,,,,4,8,5,8,4,9,5,7,5,5,5,4,3,3,4,5,
205,Y01,E.reg,Adult,Dried,472,50.75,,0.816,,,,,,,,,3,5,2,6,4,4,4,1,2,0,5,0,2,0,2,0,
205,Y02,E.reg,Adult,Dried,472,30.82,,0.496,,,,,,,,,3,5,3,7,3,2,5,5,3,0,3,1,2,0,5,1,
205,Y03,E.reg,Adult,Dried,472,20.64,,0.341,,,,,,,,,4,5,7,8,6,11,5,10,4,4,5,6,6,1,4,3,
206,Y01,E.pan,Adult,Dried,267,17.00,,0.296,,,,,,,,,6,19,5,25,8,14,4,14,4,26,5,29,5,25,3,27,
206,Y02,E.pan,Adult,Dried,267,17.64,,0.326,,,,,,,,,4,11,4,16,5,17,8,15,4,27,3,31,4,23,4,24,
206,Y03,E.pan,Adult,Dried,267,21.21,,0.385,,,,,,,,,6,23,6,29,7,16,5,21,7,21,5,34,4,27,5,26,
207,Y01,E.rub,Adult,Dried,527,35.10,,0.773,,,,,,,,,5,18,5,19,5,17,7,18,8,23,4,21,3,20,4,22,
207,Y02,E.rub,Adult,Dried,527,25.43,,0.441,,,,,,,,,6,20,6,27,7,23,7,24,5,28,6,23,6,22,5,27,
208,Y01,E.rub,Adult,Dried,527,20.80,,0.368,,,,,,,,,5,24,5,26,3,22,3,22,7,26,6,26,4,29,3,28,
208,Y02,E.rub,Adult,Dried,527,25.69,,0.487,,,,,,,,,5,25,6,24,6,25,7,25,5,25,7,20,5,22,5,25,
208,Y03,E.rub,Adult,Dried,527,33.63,,0.621,,,,,,,,,6,25,5,21,7,23,6,27,6,27,4,20,5,32,4,29,
209,Y01,E.rub,Adult,Dried,527,39.94,,0.841,,,,,,,,,7,16,7,18,5,19,7,21,5,12,4,12,5,18,5,14,
209,Y02,E.rub,Adult,Dried,527,30.79,,0.643,,,,,,,,,6,17,7,23,6,23,6,20,4,7,4,11,4,14,6,15,
209,Y04,E.rub,Adult,Dried,527,24.81,,0.465,,,,,,,,,5,13,3,15,7,15,6,18,4,14,5,14,4,10,5,12,
210,Y01,E.ste,Adult,Dried,528,9.42,,0.125,,,,,,,,,5,11,5,8,3,8,3,8,4,0,3,0,3,2,2,1,
210,Y02,E.ste,Adult,Dried,528,7.06,,0.102,,,,,,,,,4,1,4,1,5,0,5,0,3,0,3,0,1,0,3,0,
210,Y03,E.ste,Adult,Dried,528,12.33,,0.163,,,,,,,,,2,5,3,5,2,5,2,8,3,1,3,0,2,0,3,0,
211,Y01,E.ste,Adult,Dried,528,8.37,,0.210,,,,,,,,,1,0,1,0,2,0,2,0,2,3,3,1,4,1,3,3,
211,Y02,E.ste,Adult,Dried,528,8.65,,0.223,,,,,,,,,2,0,1,0,2,0,1,0,4,0,4,0,3,0,5,0,
211,Y03,E.ste,Adult,Dried,528,2.87,,0.055,,,,,,,,,2,3,4,3,3,1,3,0,3,1,2,3,1,0,3,0,
212,Y01,E.ste,Adult,Dried,528,10.15,,0.255,,,,,,,,,2,0,2,0,3,0,3,0,3,0,2,0,2,0,3,0,
212,Y02,E.ste,Adult,Dried,528,9.21,,0.217,,,,,,,,,1,0,1,0,2,0,1,0,1,0,1,0,2,0,2,0,
212,Y03,E.ste,Adult,Dried,528,13.12,,0.252,,,,,,,,,5,9,2,5,2,2,2,4,3,2,4,0,2,0,2,1,
213,Y01,E.ste,Adult,Dried,528,12.90,,0.218,,,,,,,,,3,7,5,4,4,10,4,8,3,1,5,0,3,0,4,0,
213,Y03,E.ste,Adult,Dried,528,13.96,,0.261,,,,,,,,,4,3,3,3,2,3,4,2,2,0,1,0,2,0,2,0,
213,Y04,E.ste,Adult,Dried,528,17.10,,0.325,,,,,,,,,3,0,3,0,3,0,2,0,2,0,2,0,2,1,2,0,
214,Y01,E.reg,Adult,Dried,321,11.27,,0.264,,,,,,,,,3,6,3,6,3,7,3,5,4,0,4,0,3,0,3,0,
214,Y02,E.reg,Adult,Dried,321,20.38,,0.484,,,,,,,,,4,6,2,8,3,5,3,5,2,0,2,0,2,0,1,0,
214,Y03,E.reg,Adult,Dried,321,25.43,,0.553,,,,,,,,,4,4,3,7,3,8,1,6,3,0,1,0,2,0,2,0,
215,Y01,E.del,Adult,Dried,321,11.89,,0.247,,,,,,,,,6,3,5,3,6,0,4,2,3,3,1,5,3,2,4,2,
215,Y02,E.del,Adult,Dried,321,22.91,,0.402,,,,,,,,,5,3,3,4,3,5,5,5,5,8,3,6,4,9,4,7,
215,Y03,E.del,Adult,Dried,321,23.68,,0.481,,,,,,,,,3,4,3,6,3,3,3,5,5,3,4,3,4,1,2,2,
216,Y01,E.del,Adult,Dried,321,14.62,,0.280,,,,,,,,,3,0,7,0,3,1,4,1,6,0,5,2,2,0,2,0,
216,Y02,E.del,Adult,Dried,321,17.11,,0.386,,,,,,,,,6,1,3,2,3,1,3,2,5,10,6,4,4,8,3,9,
216,Y03,E.del,Adult,Dried,321,33.57,,0.726,,,,,,,,,6,5,3,8,4,4,6,3,8,17,9,16,6,13,9,18,
217,Y01,E.bax,Adult,Dried,321,19.60,,0.434,,,,,,,,,7,8,5,7,3,3,4,5,5,28,3,22,4,28,6,25,
217,Y02,E.bax,Adult,Dried,321,48.08,,0.782,,,,,,,,,5,12,5,6,4,6,5,8,4,33,6,25,7,39,5,34,
217,Y03,E.bax,Adult,Dried,321,50.57,,0.952,,,,,,,,,5,5,4,6,4,8,5,9,6,37,6,31,6,42,8,40,
218,Y01,E.del,Adult,Dried,235,26.62,,0.679,,,,,,,,,5,8,7,10,7,8,3,12,5,1,5,0,3,2,5,3,
218,Y02,E.del,Adult,Dried,235,30.56,,0.806,,,,,,,,,7,9,5,8,5,8,3,11,4,6,7,7,5,6,5,6,
219,Y03,E.del,Adult,Dried,235,57.23,,1.466,,,,,,,,,5,6,5,9,4,7,6,8,6,1,5,3,7,4,5,5,
219,Y01,E.del,Adult,Dried,235,47.55,,0.994,,,,,,,,,4,5,2,5,2,6,5,6,1,4,4,3,4,9,5,7,
219,Y02,E.del,Adult,Dried,235,47.87,,0.836,,,,,,,,,3,8,3,9,4,8,5,3,4,0,5,2,4,0,5,0,
219,Y03,E.del,Adult,Dried,235,57.23,,1.466,,,,,,,,,4,3,3,6,2,8,4,6,4,0,5,2,5,12,6,9,
220,Y01,E.alb,Adult,Dried,316,31.64,,1.017,,,,,,,,,5,4,4,5,3,3,5,4,2,21,4,18,5,20,3,5,
220,Y02,E.alb,Adult,Dried,316,30.20,,0.962,,,,,,,,,6,9,6,10,4,11,4,8,6,16,4,17,4,19,5,17,
220,Y03,E.alb,Adult,Dried,316,35.56,,1.161,,,,,,,,,2,7,2,5,4,4,5,3,4,11,5,15,3,16,3,10,
221,Y01,E.alb,Adult,Dried,316,19.57,,0.481,,,,,,,,,4,13,4,9,3,8,3,6,4,10,5,8,4,10,3,7,
221,Y02,E.alb,Adult,Dried,316,20.61,,0.663,,,,,,,,,6,4,7,5,3,1,3,3,3,7,2,10,4,14,5,10,
221,Y03,E.alb,Adult,Dried,316,26.33,,0.806,,,,,,,,,7,8,5,9,2,7,3,6,2,5,4,7,3,12,3,14,
222,Y01,E.alb,Adult,Dried,316,23.37,,0.779,,,,,,,,,4,10,6,10,3,8,4,7,2,10,3,11,4,11,4,10,
222,Y02,E.alb,Adult,Dried,316,26.40,,0.759,,,,,,,,,6,3,5,6,3,3,2,4,1,6,2,5,3,21,3,19,
222,Y03,E.alb,Adult,Dried,316,40.57,,1.043,,,,,,,,,4,8,4,9,4,9,3,10,4,18,4,21,3,15,4,14,
223,Y01,E.man,Adult,Dried,285,15.58,,0.354,,,,,,,,,4,8,4,7,4,9,4,4,4,11,5,15,4,12,6,16,
223,Y02,E.man,Adult,Dried,285,21.42,,0.442,,,,,,,,,5,9,6,7,5,11,5,9,8,6,6,10,4,10,8,16,
223,Y03,E.man,Adult,Dried,285,40.81,,0.864,,,,,,,,,8,8,6,9,4,12,6,7,4,7,5,9,4,5,5,6,
224,Y01,E.man,Adult,Dried,285,10.36,,0.127,,,,,,,,,7,16,4,16,4,11,6,14,4,14,5,16,7,11,4,12,
224,Y02,E.man,Adult,Dried,285,17.42,,0.220,,,,,,,,,5,16,8,11,5,13,7,11,4,8,4,11,3,11,5,12,
224,Y03,E.man,Adult,Dried,285,29.72,,0.445,,,,,,,,,7,15,5,16,6,12,6,9,8,4,5,6,7,1,5,3,
225,Y01,E.man,Adult,Dried,285,7.47,,0.104,,,,,,,,,9,21,8,16,6,16,7,19,7,8,5,11,7,8,7,10,
225,Y02,E.man,Adult,Dried,285,25.64,,0.361,,,,,,,,,8,16,5,16,7,11,6,12,7,8,7,7,5,7,5,9,
225,Y03,E.man,Adult,Dried,285,31.14,,0.490,,,,,,,,,8,13,7,14,5,14,4,18,6,10,6,8,9,5,6,7,
