Family,Genera,Species,Sex ('D'ioecious/'N'on-'D'ioecious),Growth Form,Binary GF,Pollination,pollination_new,Binary Pollination,Seed dispersal,seed_dispersal_new,Binary Seed Dispersal,Growth Form Reference,Pollination Reference,Seed Dispersal Reference,dispersal_syndrome,dispersers,dispersal_unit,latitude (deg),longitude (deg),Sex,Height (cm),Diameter (cm),Site,Date,replicates
Chenopodiaceae,Atriplex,Atriplex eichleri,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex elachophylla,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex fissivalvis,ND,Herb,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex holocarpa,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex humifusa,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia 5th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex hymenotheca,D,Shrub,Woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of Western Australia Online,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex incrassata,D,Shrub,Woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex intermedia,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex kochiana,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex leptocarpa,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex limbata,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chenopodiaceae,Atriplex,Atriplex lindleyi,ND,Perennial,Non-woody,"Wind (ref for other member in genus, ref for family)",wind,Abiotic,"Wind (1, 2 refs for genus), unassisted (3, ref for other in genus)",wind unassisted,Abiotic,Flora of South Australia Online 4th Edition,"Cázares-Martínez J, Montaña C, Franco M (2010) The role of pollen limitation on the coexistence of two dioecious, wind-pollinated, closely related shrubs in a fluctuating environment. Oecologia 164, 679-687., Blackwell WH, Powell MJ (1981) A preliminary note on pollination in the Chenopodiaceae. Annals of the Missouri Botanical Gardens 68, 524-526.","Osmond, CB (Eds O Björkman, DJ Anderson (1980) 'Physiological Processes in Plant Ecology Toward a Synthesis with Atriplex.' (Springer Berlin Heidelberg: Berlin, Heidelberg). Farrell, C, Hobbs, R, Colmer, T (2012) Microsite and litter cover effects on seed banks vary with seed size and dispersal mechanisms: implications for revegetation of degraded saline land. Plant Ecology 213, 1145-1155. Dunstan, H, Florentine, SK, Calviño-Cancela, M, Westbrooke, ME, Palmer, GC (2013) Dietary characteristics of Emus (Dromaius novaehollandiae) in semi-arid New South Wales, Australia, and dispersal and germination of ingested seeds. Emu - Austral Ornithology 113, 168-176.",anemochory barochory,wind passive,NA,NA,NA,NA,NA,NA,NA,NA,NA
