taxon_name,page,notes,advanced_seedlings,fire intensity,trait_name,value
Dodonaea triquetra,29,NA,just germinated seedlings,NA,seedlings_first_observed,6
Dodonaea triquetra,29,NA,just germinated seedlings,NA,first_flowering_seed,63
Dodonaea triquetra,29,NA,just germinated seedlings,NA,first_fruiting_seed,87
Dodonaea triquetra,29,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Dodonaea triquetra,29,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Dodonaea triquetra,29,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Dodonaea triquetra,29,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Dodonaea triquetra,29,NA,just germinated seedlings,NA,peak_fruiting_seed_min,4
Dodonaea triquetra,29,NA,just germinated seedlings,NA,peak_fruiting_seed_max,5
*Verbascum virgatum,29,NA,NA,NA,first_fruiting_unknown,51
*Veronica persica,29,NA,NA,NA,first_flowering_seed,38
*Veronica persica,29,NA,NA,NA,first_fruiting_seed,38
Veronica plebeia,29,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Veronica plebeia,29,NA,just germinated seedlings,NA,seedlings_first_observed,19
Veronica plebeia,29,NA,just germinated seedlings,NA,first_flowering_unknown,39
Veronica plebeia,29,NA,just germinated seedlings,NA,first_fruiting_unknown,44
*Ailanthus altissima,29,NA,NA,NA,fire_response_LCR,resprouts
*Ailanthus altissima,29,NA,NA,NA,fire_response_NL,resprouts
*Cestrum parqui,29,NA,NA,NA,fire_response_LCR,resprouts
*Cestrum parqui,29,NA,NA,NA,first_flowering_resp,41
*Cestrum parqui,29,NA,NA,NA,first_fruiting_resp,51
*Cestrum parqui,29,NA,NA,NA,secondary_juvenile_period,1
*Datura ferox,29,NA,NA,NA,first_fruiting_unknown,16
*Datura stramonium,29,NA,just germinated seedlings,NA,seedlings_first_observed,8
*Datura stramonium,29,NA,just germinated seedlings,NA,first_flowering_unknown,8
*Datura stramonium,29,NA,just germinated seedlings,NA,first_fruiting_unknown,12
Duboisia myoporoides,29,NA,NA,NA,fire_response_NL,resprouts
*Lycopersicon esculentum,29,NA,just germinated seedlings,NA,seedlings_first_observed,12
*Lycopersicon esculentum,29,NA,just germinated seedlings,NA,first_flowering_seed,15
*Lycopersicon esculentum,29,NA,just germinated seedlings,NA,first_fruiting_seed,29
*Petunia ?(hybrid),29,NA,NA,NA,first_flowering_seed,35
*Physalis peruviana,29,NA,NA,NA,first_flowering_seed,140
*Physalis peruviana,29,NA,NA,NA,first_fruiting_seed,140
Solanum americanum,29,NA,NA,NA,first_flowering_unknown,37
Solanum americanum,29,NA,NA,NA,first_fruiting_unknown,37
Solanum aviculare,29,NA,just germinated seedlings,NA,seedlings_first_observed,16
Solanum aviculare,29,NA,just germinated seedlings,NA,first_flowering_unknown,50
Solanum aviculare,29,NA,just germinated seedlings,NA,first_fruiting_unknown,94
*Solanum chenopodioides,29,NA,NA,NA,fire_response_LCR,resprouts
*Solanum chenopodioides,29,NA,NA,NA,first_flowering_resp,7
*Solanum chenopodioides,29,NA,NA,NA,first_fruiting_resp,50
*Solanum mauritianum,29,NA,NA,NA,fire_response_LCR,resprouts
*Solanum mauritianum,29,NA,NA,NA,fire_response_NL,resprouts
*Solanum mauritianum,29,NA,NA,NA,first_flowering_resp,36
*Solanum mauritianum,29,NA,NA,NA,first_fruiting_resp,41
*Solanum mauritianum,29,NA,NA,NA,secondary_juvenile_period,1
Solanum prinophyllum,29,NA,just germinated seedlings,NA,seedlings_first_observed,13
Solanum prinophyllum,29,NA,just germinated seedlings,NA,first_flowering_seed,35
Solanum prinophyllum,29,NA,just germinated seedlings,NA,first_fruiting_seed,35
Solanum vescum,29,NA,just germinated seedlings,NA,seedlings_first_observed,20
Solanum vescum,29,NA,just germinated seedlings,NA,first_flowering_seed,38
Solanum vescum,29,NA,just germinated seedlings,NA,first_fruiting_seed,38
Stackhousia nuda,30,NA,NA,NA,fire_response_NL,resprouts
Stackhousia nuda,30,NA,NA,NA,first_flowering_resp,17
Stackhousia viminea,30,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Stackhousia viminea,30,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Stackhousia viminea,30,NA,just germinated seedlings,NA,seedlings_first_observed,32
Stackhousia viminea,30,NA,just germinated seedlings,NA,first_flowering_seed,37
Stackhousia viminea,30,NA,just germinated seedlings,NA,first_fruiting_seed,42
Stackhousia viminea,30,NA,just germinated seedlings,NA,primary_juvenile_period,1
Stackhousia viminea,30,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,1
Commersonia fraseri,30,NA,NA,NA,fire_response_LCR,resprouts
Commersonia fraseri,30,NA,NA,NA,first_flowering_resp,63
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,seedlings_first_observed,22
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,first_flowering_seed,87
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,first_fruiting_seed,97
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,primary_juvenile_period,2
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,peak_flowering_seed_min,4
Lasiopetalum ferrugineum,30,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
Lasiopetalum parviflorum,30,NA,NA,NA,fire_response_LCR,fire_killed
Lasiopetalum parviflorum,30,NA,NA,NA,first_flowering_seed,144
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,seedlings_first_observed,20
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,first_flowering_seed,38
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,first_fruiting_seed,92
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,primary_juvenile_period,2
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Rulingia dasyphylla,30,NA,just germinated seedlings,NA,peak_flowering_seed_max,4
Stylidium graminifolium,30,NA,NA,NA,fire_response_LCR,resprouts
Stylidium graminifolium,30,NA,NA,NA,first_flowering_resp,30
Stylidium graminifolium,30,NA,NA,NA,first_fruiting_resp,51
Stylidium graminifolium,30,NA,NA,NA,secondary_juvenile_period_min,1
Stylidium graminifolium,30,NA,NA,NA,secondary_juvenile_period_max,2
Stylidium lineare,30,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Stylidium lineare,30,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Stylidium lineare,30,NA,just germinated seedlings,NA,seedlings_first_observed,75
Stylidium lineare,30,NA,just germinated seedlings,NA,first_flowering_resp,42
Stylidium lineare,30,NA,just germinated seedlings,NA,first_flowering_seed,93
Stylidium lineare,30,NA,just germinated seedlings,NA,first_fruiting_seed,104
Stylidium lineare,30,NA,just germinated seedlings,NA,primary_juvenile_period,2
Stylidium lineare,30,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Stylidium lineare,30,NA,just germinated seedlings,NA,peak_flowering_seed,3
Stylidium productum,30,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Stylidium productum,30,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Stylidium productum,30,NA,just germinated seedlings,NA,seedlings_first_observed,26
Stylidium productum,30,NA,just germinated seedlings,NA,first_flowering_unknown,97
Stylidium productum,30,NA,just germinated seedlings,NA,first_fruiting_unknown,101
Stylidium productum,30,NA,just germinated seedlings,NA,secondary_juvenile_period_min,2
Stylidium productum,30,NA,just germinated seedlings,NA,secondary_juvenile_period_max,3
Pimelea curviflora,30,NA,NA,NA,first_flowering_seed,56
Pimelea curviflora,30,NA,NA,NA,first_fruiting_seed,61
Pimelea curviflora,30,NA,NA,NA,peak_flowering_seed,2
Pimelea linifolia,30,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pimelea linifolia,30,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Pimelea linifolia,30,NA,just germinated seedlings,NA,seedlings_first_observed,22
Pimelea linifolia,30,NA,just germinated seedlings,NA,first_flowering_seed,56
Pimelea linifolia,30,NA,just germinated seedlings,NA,first_fruiting_seed,75
Pimelea linifolia,30,NA,just germinated seedlings,NA,primary_juvenile_period,2
Pimelea linifolia,30,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Pimelea linifolia,30,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Pimelea linifolia,30,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
Wikstroemia indica,30,NA,NA,NA,fire_response_NL,fire_killed
Tetratheca ericifolia,30,NA,NA,NA,fire_response_NL,fire_killed
Tetratheca glandulosa,30,NA,NA,NA,fire_response_LCR,resprouts
Tetratheca glandulosa,30,NA,NA,NA,fire_response_NL,resprouts
Tetratheca glandulosa,30,NA,NA,NA,first_flowering_resp,90
Tetratheca thymifolia,30,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Tetratheca thymifolia,30,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Tetratheca thymifolia,30,NA,just germinated seedlings,NA,seedlings_first_observed,38
*Tropaeolum majus,30,NA,NA,NA,first_flowering_seed,26
*Tropaeolum majus,30,NA,NA,NA,first_fruiting_seed,26
*Celtis australis,30,NA,NA,NA,fire_response_LCR,resprouts
Trema tomentosa var. viridis,30,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Trema tomentosa var. viridis,30,NA,just germinated seedlings,NA,seedlings_first_observed,10
Urtica incisa,30,NA,NA,NA,first_flowering_unknown,38
Clerodendrum tomentosum,30,NA,NA,NA,fire_response_LCR,resprouts
Clerodendrum tomentosum,30,NA,NA,NA,fire_response_NL,resprouts
Clerodendrum tomentosum,30,NA,NA,NA,first_flowering_resp,143
Clerodendrum tomentosum,30,NA,NA,NA,first_fruiting_resp,4
*Lantana camara,30,NA,NA,NA,fire_response_LCR,resprouts
*Lantana camara,30,NA,NA,NA,fire_response_NL,resprouts
*Lantana camara,30,NA,NA,NA,first_flowering_resp,16
*Lantana camara,30,NA,NA,NA,first_fruiting_resp,20
*Verbena bonariensis (s.lat.),30,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
*Verbena bonariensis (s.lat.),30,NA,just germinated seedlings,NA,seedlings_first_observed,11
*Verbena bonariensis (s.lat.),30,NA,just germinated seedlings,NA,first_flowering_unknown,37
*Verbena bonariensis (s.lat.),30,NA,just germinated seedlings,NA,first_fruiting_unknown,56
*Verbena litoralis (s.lat.),30,NA,NA,NA,fire_response_LCR,resprouts
*Verbena litoralis (s.lat.),30,NA,NA,NA,first_flowering_resp,7
*Verbena litoralis (s.lat.),30,NA,NA,NA,first_fruiting_resp,10
*Verbena rigida,30,NA,NA,NA,first_flowering_unknown,12
*Verbena rigida,30,NA,NA,NA,first_fruiting_unknown,23
Hybanthus monopetalus,30,NA,NA,NA,fire_response_LCR,resprouts
Hybanthus monopetalus,30,NA,NA,NA,first_flowering_resp,36
Hybanthus monopetalus,30,NA,NA,NA,first_fruiting_resp,43
Hybanthus monopetalus,30,NA,NA,NA,secondary_juvenile_period,1
Hybanthus monopetalus,30,NA,NA,NA,peak_flowering_resp_min,2
Hybanthus monopetalus,30,NA,NA,NA,peak_flowering_resp_max,3
Viola hederacea,30,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Viola hederacea,30,NA,just germinated seedlings,NA,seedlings_first_observed,10
Viola hederacea,30,NA,just germinated seedlings,NA,first_flowering_unknown,10
Viola hederacea,30,NA,just germinated seedlings,NA,first_fruiting_unknown,38
*Viola odorata,30,NA,NA,NA,fire_response_LCR,resprouts
Cayatia clematidea,30,NA,NA,NA,fire_response_LCR,resprouts
Cayatia clematidea,30,NA,NA,NA,fire_response_NL,resprouts
Cayatia clematidea,30,NA,NA,NA,first_flowering_resp,51
Cayatia clematidea,30,NA,NA,NA,first_fruiting_resp,51
Cayatia clematidea,30,NA,NA,NA,secondary_juvenile_period,1
Cissus hypoglauca,30,NA,NA,NA,fire_response_LCR,resprouts
Cissus hypoglauca,30,NA,NA,NA,fire_response_NL,resprouts
*Vitis sp.,30,NA,NA,NA,fire_response_NL,resprouts
*Agave americana,30,NA,NA,NA,fire_response_LCR,resprouts
*Agave americana,30,NA,NA,NA,first_flowering_resp,19
*Yucca aloifolia,30,NA,NA,NA,fire_response_LCR,resprouts
*Nothoscordum borbonicum,30,NA,NA,NA,fire_response_LCR,resprouts
*Nothoscordum borbonicum,30,NA,NA,NA,fire_response_NL,resprouts
*Nothoscordum borbonicum,30,NA,NA,NA,first_flowering_resp,9
*Nothoscordum borbonicum,30,NA,NA,NA,first_fruiting_resp,18
*Alstroemeria pulchella,30,NA,NA,NA,fire_response_LCR,resprouts
*Alstroemeria pulchella,30,NA,NA,NA,first_flowering_resp,49
*Alstroemeria pulchella,30,NA,NA,NA,first_fruiting_resp,49
*Amaryllis belladonna,30,NA,NA,NA,fire_response_LCR,resprouts
*Amaryllis belladonna,30,NA,NA,NA,first_fruiting_resp,12
*Clivia miniata,31,NA,NA,NA,fire_response_LCR,resprouts
*Narcissus sp.,31,NA,NA,NA,fire_response_LCR,resprouts
*Narcissus sp.,31,NA,NA,NA,fire_response_NL,resprouts
*Narcissus sp.,31,NA,NA,NA,first_flowering_resp,18
Caesia parviflora,31,NA,NA,NA,fire_response_LCR,resprouts
Caesia parviflora,31,NA,NA,NA,fire_response_NL,resprouts
Caesia parviflora,31,NA,NA,NA,first_flowering_resp,37
Caesia parviflora,31,NA,NA,NA,first_fruiting_resp,49
Caesia parviflora,31,NA,NA,NA,secondary_juvenile_period,1
Caesia parviflora,31,NA,NA,NA,large_prop_flowering_resp,42
*Chlorophytum comosum,31,NA,NA,NA,fire_response_LCR,resprouts
*Chlorophytum comosum,31,NA,NA,NA,first_flowering_resp,16
*Chlorophytum comosum,31,NA,NA,NA,secondary_juvenile_period,1
Laxmannia gracilis (s.str.),31,NA,NA,NA,fire_response_LCR,fire_killed
Laxmannia gracilis (s.str.),31,NA,NA,NA,first_flowering_unknown,43
Laxmannia gracilis (s.str.),31,NA,NA,NA,first_fruiting_unknown,51
Laxmannia gracilis (s.str.),31,NA,NA,NA,large_prop_flowering_unknown,46
Sowerbaea juncea,31,NA,NA,NA,fire_response_NL,resprouts
Sowerbaea juncea,31,NA,NA,NA,first_flowering_resp,32
Thysanotus juncifolius,31,NA,NA,NA,fire_response_LCR,resprouts
Thysanotus juncifolius,31,NA,NA,NA,fire_response_NL,resprouts
Thysanotus juncifolius,31,NA,NA,NA,first_flowering_resp,17
Thysanotus juncifolius,31,NA,NA,NA,first_fruiting_unknown,64
Thysanotus tuberosus,31,NA,NA,NA,fire_response_LCR,resprouts
Thysanotus tuberosus,31,NA,NA,NA,first_flowering_resp,46
Tricoryne simplex,31,NA,NA,NA,fire_response_LCR,resprouts
Tricoryne simplex,31,NA,NA,NA,first_flowering_resp,16
Tricoryne simplex,31,NA,NA,NA,first_fruiting_resp,41
Tricoryne simplex,31,NA,NA,NA,secondary_juvenile_period,1
*Colocasia esculenta,31,NA,NA,NA,fire_response_LCR,resprouts
*Colocasia esculenta,31,NA,NA,NA,fire_response_NL,resprouts
Gymnostachys anceps,31,NA,NA,NA,fire_response_NL,resprouts
Gymnostachys anceps,31,NA,NA,NA,first_flowering_resp,35
Gymnostachys anceps,31,NA,NA,NA,first_fruiting_resp,35
Livistona australis,31,NA,NA,NA,fire_response_NL,resprouts
Livistona australis,31,NA,NA,NA,first_flowering_resp,35
*Phoenix ?canariensis,31,NA,NA,NA,fire_response_LCR,resprouts
*Asparagus aethiopicus,31,NA,NA,NA,fire_response_LCR,resprouts
*Asparagus aethiopicus,31,NA,NA,NA,first_flowering_resp,50
*Asparagus asparagoides,31,NA,NA,NA,fire_response_LCR,resprouts
*Asparagus asparagoides,31,NA,NA,NA,first_fruiting_resp,46
*Asparagus asparagoides,31,NA,NA,NA,secondary_juvenile_period,1
*Asparagus officinalis,31,NA,NA,NA,fire_response_LCR,resprouts
*Asparagus officinalis,31,NA,NA,NA,first_fruiting_resp,18
*Asparagus scandens,31,NA,NA,NA,fire_response_LCR,resprouts
Blandfordia nobilis,31,NA,NA,NA,fire_response_LCR,resprouts
Blandfordia nobilis,31,NA,NA,NA,fire_response_NL,resprouts
Blandfordia nobilis,31,NA,NA,NA,first_flowering_resp,46
Blandfordia nobilis,31,NA,NA,NA,first_fruiting_resp,56
Blandfordia nobilis,31,NA,NA,NA,secondary_juvenile_period,56
Blandfordia nobilis,31,NA,NA,NA,peak_flowering_resp,2
Blandfordia nobilis,31,NA,NA,NA,large_prop_flowering_resp,49
*Canna indica,31,NA,NA,NA,fire_response_LCR,resprouts
*Canna indica,31,NA,NA,NA,fire_response_NL,resprouts
*Canna indica,31,NA,NA,NA,first_flowering_resp,38
Centrolepis strigosa,31,NA,NA,NA,fire_response_LCR,fire_killed
Centrolepis strigosa,31,NA,NA,NA,first_flowering_resp,36
Centrolepis strigosa,31,NA,NA,NA,first_fruiting_resp,44
Centrolepis strigosa,31,NA,NA,NA,secondary_juvenile_period,44
Burchardia umbellata,31,NA,NA,NA,fire_response_LCR,resprouts
Burchardia umbellata,31,NA,NA,NA,fire_response_NL,resprouts
Burchardia umbellata,31,NA,NA,NA,first_flowering_resp,36
Burchardia umbellata,31,NA,NA,NA,first_fruiting_resp,46
Burchardia umbellata,31,NA,NA,NA,secondary_juvenile_period,46
Commelina cyanea,31,NA,NA,NA,fire_response_LCR,resprouts
Commelina cyanea,31,NA,NA,NA,fire_response_NL,resprouts
Commelina cyanea,31,NA,NA,NA,first_flowering_resp,10
*Tradescantia fluminensis,31,NA,NA,NA,fire_response_LCR,resprouts
*Tradescantia fluminensis,31,NA,NA,NA,first_flowering_resp,43
*Tradescantia fluminensis,31,NA,NA,NA,peak_flowering_resp,3
Baumea juncea,31,NA,NA,NA,fire_response_LCR,resprouts
Baumea juncea,31,NA,NA,NA,fire_response_NL,resprouts
Baumea juncea,31,NA,NA,NA,first_flowering_resp,49
Baumea juncea,31,NA,NA,NA,first_fruiting_resp,51
Baumea rubiginosa,31,NA,NA,NA,fire_response_LCR,resprouts
Baumea rubiginosa,31,NA,NA,NA,fire_response_NL,resprouts
Baumea rubiginosa,31,NA,NA,NA,first_flowering_resp,38
Carex inversa,31,NA,NA,NA,fire_response_LCR,resprouts
Carex inversa,31,NA,NA,NA,first_flowering_unknown,15
Caustis flexuosa,31,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Caustis flexuosa,31,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Caustis flexuosa,31,NA,just germinated seedlings,NA,seedlings_first_observed,56
Caustis flexuosa,31,NA,just germinated seedlings,NA,first_flowering_seed_min,2
Caustis flexuosa,31,NA,just germinated seedlings,NA,first_flowering_seed_max,3
Caustis pentandra,31,NA,NA,NA,fire_response_LCR,fire_killed
Caustis pentandra,31,NA,NA,NA,fire_response_NL,fire_killed
Caustis pentandra,31,NA,NA,NA,first_fruiting_seed,198
Caustis pentandra,31,NA,NA,NA,primary_juvenile_period,4
Caustis pentandra,31,NA,NA,NA,fire_time_from_fire_to_flowering,4
Chorizandra cymbaria,31,NA,NA,NA,fire_response_LCR,resprouts
Chorizandra cymbaria,31,NA,NA,NA,fire_response_NL,resprouts
Chorizandra cymbaria,31,NA,NA,NA,first_flowering_resp,31
Chorizandra cymbaria,31,NA,NA,NA,first_fruiting_resp,42
Chorizandra cymbaria,31,NA,NA,NA,secondary_juvenile_period,1
Chorizandra sphaerocephala,31,NA,NA,NA,fire_response_NL,resprouts
Chorizandra sphaerocephala,31,NA,NA,NA,first_flowering_resp,17
Chorizandra sphaerocephala,31,NA,NA,NA,first_fruiting_resp,32
Chorizandra sphaerocephala,31,NA,NA,NA,secondary_juvenile_period,32
Cyathochaeta diandra,31,NA,NA,NA,fire_response_LCR,resprouts
Cyathochaeta diandra,31,NA,NA,NA,fire_response_NL,resprouts
Cyathochaeta diandra,31,NA,NA,NA,first_flowering_resp,45
Cyathochaeta diandra,31,NA,NA,NA,first_fruiting_resp,56
Cyathochaeta diandra,31,NA,NA,NA,peak_flowering_resp,1
*Cyperus albostriatus,31,NA,NA,NA,fire_response_LCR,resprouts
*Cyperus albostriatus,31,NA,NA,NA,fire_response_NL,resprouts
*Cyperus albostriatus,31,NA,NA,NA,first_flowering_resp,26
*Cyperus brevifolius,31,NA,NA,NA,fire_response_LCR,resprouts
*Cyperus brevifolius,31,NA,NA,NA,first_flowering_resp,10
*Cyperus brevifolius,31,NA,NA,NA,first_fruiting_resp,10
*Cyperus eragrostis,31,NA,NA,NA,fire_response_LCR,resprouts
*Cyperus eragrostis,31,NA,NA,NA,first_flowering_resp,10
*Cyperus eragrostis,31,NA,NA,NA,first_fruiting_resp,10
Cyperus ?polystachyos,31,NA,NA,NA,fire_response_LCR,resprouts
Cyperus ?polystachyos,31,NA,NA,NA,first_flowering_resp,10
Fimbristylis dichotoma,31,NA,NA,NA,fire_response_LCR,resprouts
Fimbristylis dichotoma,31,NA,NA,NA,first_fruiting_unknown,71
Gahnia clarkei,31,NA,NA,NA,fire_response_LCR,resprouts
Gahnia clarkei,31,NA,NA,NA,first_fruiting_resp,159
Gahnia clarkei,31,NA,NA,NA,secondary_juvenile_period,3
Gahnia erythrocarpa,31,NA,NA,NA,fire_response_LCR,resprouts
Gahnia erythrocarpa,31,NA,NA,NA,fire_response_NL,resprouts
Gahnia erythrocarpa,31,NA,NA,NA,first_flowering_resp,91
Gahnia erythrocarpa,31,NA,NA,NA,first_fruiting_resp,201
Gahnia erythrocarpa,31,NA,NA,NA,secondary_juvenile_period_min,3
Gahnia erythrocarpa,31,NA,NA,NA,secondary_juvenile_period_max,4
Gahnia melanocarpa,31,NA,NA,NA,fire_response_LCR,resprouts
Gahnia melanocarpa,31,NA,NA,NA,first_fruiting_resp,125
Gahnia melanocarpa,31,NA,NA,NA,secondary_juvenile_period_min,2
Gahnia melanocarpa,31,NA,NA,NA,secondary_juvenile_period_max,3
Gahnia radula,31,NA,NA,NA,fire_response_LCR,resprouts
Gahnia radula,31,NA,NA,NA,fire_response_NL,resprouts
Gahnia radula,31,NA,NA,NA,first_flowering_resp,90
Gahnia radula,31,NA,NA,NA,secondary_juvenile_period_min,2
Gahnia radula,31,NA,NA,NA,secondary_juvenile_period_max,3
Gymnoschoenus sphaerocephalus,31,NA,NA,NA,fire_response_NL,resprouts
Isolepis ?cernua,31,NA,NA,NA,fire_response_LCR,resprouts
Isolepis ?cernua,31,NA,NA,NA,first_flowering_resp,10
Isolepis inundata,31,NA,NA,NA,first_flowering_unknown,28
*Isolepis prolifera,32,NA,NA,NA,fire_response_LCR,resprouts
*Isolepis prolifera,32,NA,NA,NA,first_fruiting_unknown,63
Lepidosperma filiforme,32,NA,NA,NA,fire_response_NL,fire_killed
Lepidosperma gunnii,32,NA,NA,NA,fire_response_LCR,resprouts
Lepidosperma gunnii,32,NA,NA,NA,first_fruiting_resp,61
Lepidosperma laterale,32,NA,NA,NA,fire_response_LCR,resprouts
Lepidosperma laterale,32,NA,NA,NA,first_flowering_resp,49
Lepidosperma laterale,32,NA,NA,NA,first_fruiting_resp,56
Lepidosperma laterale,32,NA,NA,NA,secondary_juvenile_period,56
Lepidosperma limicola,32,NA,NA,NA,fire_response_NL,resprouts
Lepidosperma limicola,32,NA,NA,NA,first_flowering_resp,32
Lepidosperma neesii,32,NA,NA,NA,fire_response_LCR,resprouts
Lepidosperma neesii,32,NA,NA,NA,fire_response_NL,resprouts
Lepidosperma neesii,32,NA,NA,NA,first_flowering_resp,35
Lepidosperma neesii,32,NA,NA,NA,first_fruiting_resp,63
Ptilothrix deusta,32,NA,NA,NA,fire_response_LCR,resprouts
Ptilothrix deusta,32,NA,NA,NA,fire_response_NL,resprouts
Ptilothrix deusta,32,NA,NA,NA,first_flowering_resp,10
Ptilothrix deusta,32,NA,NA,NA,first_fruiting_resp,32
Ptilothrix deusta,32,NA,NA,NA,secondary_juvenile_period,1
Ptilothrix deusta,32,NA,NA,NA,peak_flowering_resp,1
Schoenus apogon,32,NA,NA,NA,fire_response_LCR,fire_killed
Schoenus apogon,32,NA,NA,NA,fire_response_NL,fire_killed
Schoenus apogon,32,NA,NA,NA,first_flowering_unknown,38
Schoenus brevifolius,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus brevifolius,32,NA,NA,NA,first_flowering_resp,41
Schoenus brevifolius,32,NA,NA,NA,first_fruiting_resp,63
Schoenus ericetorum,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus ericetorum,32,NA,NA,NA,first_flowering_resp,36
Schoenus imberbis,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus imberbis,32,NA,NA,NA,fire_response_NL,resprouts
Schoenus imberbis,32,NA,NA,NA,first_flowering_resp,37
Schoenus imberbis,32,NA,NA,NA,first_fruiting_resp,76
Schoenus melanostachys,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus melanostachys,32,NA,NA,NA,fire_response_NL,resprouts
Schoenus melanostachys,32,NA,NA,NA,first_flowering_resp,35
Schoenus melanostachys,32,NA,NA,NA,first_fruiting_resp,51
Schoenus melanostachys,32,NA,NA,NA,secondary_juvenile_period,1
Schoenus moorei,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus moorei,32,NA,NA,NA,fire_response_NL,resprouts
Schoenus moorei,32,NA,NA,NA,first_flowering_resp,32
Schoenus moorei,32,NA,NA,NA,first_fruiting_resp,51
Schoenus moorei,32,NA,NA,NA,secondary_juvenile_period,1
Schoenus paludosus,32,NA,NA,NA,fire_response_NL,fire_killed
Schoenus turbinatus,32,NA,NA,NA,first_flowering_unknown,104
Schoenus villosus,32,NA,NA,NA,fire_response_LCR,resprouts
Schoenus villosus,32,NA,NA,NA,first_flowering_resp,56
Tetraria capillaris,32,NA,NA,NA,fire_response_LCR,resprouts
Tetraria capillaris,32,NA,NA,NA,first_flowering_resp,50
Tricostularia pauciflora,32,NA,NA,NA,fire_response_LCR,resprouts
Tricostularia pauciflora,32,NA,NA,NA,first_fruiting_resp,104
Haemodorum corymbosum,32,NA,NA,NA,fire_response_LCR,resprouts
Haemodorum corymbosum,32,NA,NA,NA,fire_response_NL,resprouts
Haemodorum corymbosum,32,NA,NA,NA,first_flowering_resp,42
Haemodorum corymbosum,32,NA,NA,NA,first_fruiting_resp,64
Haemodorum planifolium,32,NA,NA,NA,fire_response_LCR,resprouts
Haemodorum planifolium,32,NA,NA,NA,fire_response_NL,resprouts
Haemodorum planifolium,32,NA,NA,NA,first_flowering_resp,42
Haemodorum planifolium,32,NA,NA,NA,first_fruiting_resp,56
Haemodorum planifolium,32,NA,NA,NA,secondary_juvenile_period,56
Haemodorum planifolium,32,NA,NA,NA,peak_flowering_resp,1
Hypoxis hygrometrica (s.lat.),32,NA,NA,NA,fire_response_LCR,resprouts
Hypoxis hygrometrica (s.lat.),32,NA,NA,NA,first_flowering_resp,16
*Anomatheca laxa,32,NA,NA,NA,fire_response_LCR,resprouts
*Anomatheca laxa,32,NA,NA,NA,first_flowering_resp,40
*Aristea ecklonii,32,NA,NA,NA,fire_response_LCR,resprouts
*Aristea ecklonii,32,NA,NA,NA,fire_response_NL,resprouts
*Aristea ecklonii,32,NA,NA,NA,first_flowering_resp,41
*Aristea ecklonii,32,NA,NA,NA,first_fruiting_resp,44
*Crocosmia X crocosmiiflora,32,NA,NA,NA,fire_response_LCR,resprouts
