taxon_name,page,notes,advanced_seedlings,fire intensity,trait_name,value
Leucopogon ericoides,20,NA,NA,NA,peak_flowering_seed_max,6
Leucopogon esquamatus,20,NA,NA,NA,fire_response_LCR,fire_killed
Leucopogon esquamatus,20,NA,NA,NA,fire_response_NL,fire_killed
Leucopogon esquamatus,20,NA,NA,NA,first_fruiting_seed,196
Leucopogon esquamatus,20,NA,NA,NA,primary_juvenile_period,4
Leucopogon esquamatus,20,NA,NA,NA,fire_time_from_fire_to_flowering,4
Leucopogon juniperinus,20,NA,NA,NA,fire_response_LCR,fire_killed
Leucopogon juniperinus,20,NA,NA,NA,first_flowering_seed_min,3
Leucopogon juniperinus,20,NA,NA,NA,first_flowering_seed_max,4
Leucopogon lanceolatus,20,NA,NA,NA,fire_response_LCR,resprouts
Leucopogon lanceolatus,20,NA,NA,NA,fire_response_NL,resprouts
Leucopogon lanceolatus,20,NA,NA,NA,first_flowering_resp,88
Leucopogon lanceolatus,20,NA,NA,NA,first_fruiting_resp,90
Leucopogon lanceolatus,20,NA,NA,NA,secondary_juvenile_period_min,2
Leucopogon lanceolatus,20,NA,NA,NA,secondary_juvenile_period_max,3
Leucopogon microphyllus,20,NA,NA,NA,fire_response_LCR,fire_killed
Leucopogon microphyllus,20,NA,NA,NA,fire_response_NL,fire_killed
Leucopogon microphyllus,20,NA,NA,NA,first_flowering_seed,75
Leucopogon microphyllus,20,NA,NA,NA,peak_flowering_seed_min,4
Leucopogon microphyllus,20,NA,NA,NA,peak_flowering_seed_max,6
Leucopogon setiger,20,NA,NA,NA,fire_response_LCR,fire_killed
Leucopogon setiger,20,NA,NA,NA,fire_response_NL,fire_killed
Leucopogon setiger,20,NA,NA,NA,first_flowering_seed,4
Lissanthe strigosa subsp. ?subulata,21,NA,NA,NA,fire_response_NL,resprouts
Lissanthe strigosa subsp. ?subulata,21,NA,NA,NA,first_flowering_resp,37
Melichrus procumbens,21,NA,NA,NA,first_flowering_unknown_min,3
Melichrus procumbens,21,NA,NA,NA,first_flowering_unknown_max,4
Monotoca elliptica,21,NA,NA,NA,fire_response_LCR,fire_killed
Monotoca scoparia,21,NA,NA,NA,fire_response_LCR,resprouts
Monotoca scoparia,21,NA,NA,NA,fire_response_NL,resprouts
Monotoca scoparia,21,NA,NA,NA,first_flowering_resp,67
Sprengelia incarnata,21,NA,NA,NA,fire_response_NL,fire_killed
Styphelia longifolia,21,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Styphelia longifolia,21,NA,advanced seedlings,NA,seedlings_first_observed,126
Styphelia longifolia,21,NA,advanced seedlings,NA,first_flowering_seed,186
Styphelia longifolia,21,NA,advanced seedlings,NA,first_fruiting_seed,195
Styphelia longifolia,21,NA,advanced seedlings,NA,primary_juvenile_period,4
Styphelia longifolia,21,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering,4
Styphelia triflora,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Styphelia triflora,21,NA,just germinated seedlings,NA,seedlings_first_observed,61
Styphelia triflora,21,NA,just germinated seedlings,NA,first_fruiting_seed,149
Styphelia triflora,21,NA,just germinated seedlings,NA,primary_juvenile_period,3
Styphelia triflora,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Styphelia tubiflora,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Styphelia tubiflora,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Styphelia tubiflora,21,NA,just germinated seedlings,NA,seedlings_first_observed,64
Styphelia tubiflora,21,NA,just germinated seedlings,NA,first_flowering_seed,124
Styphelia tubiflora,21,NA,just germinated seedlings,NA,first_fruiting_seed,242
Styphelia tubiflora,21,NA,just germinated seedlings,NA,primary_juvenile_period_min,4
Styphelia tubiflora,21,NA,just germinated seedlings,NA,primary_juvenile_period_max,5
Styphelia tubiflora,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,4
Styphelia tubiflora,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,5
Trochocarpa laurina,21,NA,NA,NA,fire_response_LCR,resprouts
Trochocarpa laurina,21,NA,NA,NA,fire_response_NL,resprouts
Woollsia pungens,21,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Woollsia pungens,21,NA,advanced seedlings,NA,fire_response_NL,fire_killed
Woollsia pungens,21,NA,advanced seedlings,NA,seedlings_first_observed,72
Woollsia pungens,21,NA,advanced seedlings,NA,first_flowering_seed,120
Amperea xiphoclada,21,NA,NA,NA,fire_response_LCR,resprouts
Amperea xiphoclada,21,NA,NA,NA,fire_response_NL,resprouts
Amperea xiphoclada,21,NA,NA,NA,first_flowering_resp,16
Amperea xiphoclada,21,NA,NA,NA,first_fruiting_resp,38
Amperea xiphoclada,21,NA,NA,NA,secondary_juvenile_period,50
Bertya brownii,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Bertya brownii,21,NA,just germinated seedlings,NA,seedlings_first_observed,13
Breynia oblongifolia,21,NA,NA,NA,fire_response_LCR,resprouts
Breynia oblongifolia,21,NA,NA,NA,fire_response_NL,resprouts
Breynia oblongifolia,21,NA,NA,NA,first_flowering_resp,46
Breynia oblongifolia,21,NA,NA,NA,first_fruiting_resp,63
Breynia oblongifolia,21,NA,NA,NA,secondary_juvenile_period,63
Breynia oblongifolia,21,NA,NA,NA,peak_flowering_resp_min,3
Breynia oblongifolia,21,NA,NA,NA,peak_flowering_resp_max,4
*Chamaesyce supina,21,NA,NA,NA,fire_response_LCR,fire_killed
*Chamaesyce supina,21,NA,NA,NA,first_fruiting_seed,9
*Euphorbia depauperata var. pubescens,21,NA,NA,NA,fire_response_LCR,fire_killed
*Euphorbia depauperata var. pubescens,21,NA,NA,NA,first_flowering_seed,43
*Euphorbia peplus,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Euphorbia peplus,21,NA,just germinated seedlings,NA,seedlings_first_observed,7
*Euphorbia peplus,21,NA,just germinated seedlings,NA,first_fruiting_seed,9
*Euphorbia peplus,21,NA,just germinated seedlings,NA,primary_juvenile_period,9
*Euphorbia peplus,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,9
Glochidion ferdinandi,21,NA,NA,NA,fire_response_LCR,resprouts
Glochidion ferdinandi,21,NA,NA,NA,fire_response_NL,resprouts
Glochidion ferdinandi,21,NA,NA,NA,first_fruiting_resp,76
Glochidion ferdinandi,21,NA,NA,NA,secondary_juvenile_period_min,2
Glochidion ferdinandi,21,NA,NA,NA,secondary_juvenile_period_max,3
Micrantheum ericoides,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Micrantheum ericoides,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Micrantheum ericoides,21,NA,just germinated seedlings,NA,seedlings_first_observed,30
Micrantheum ericoides,21,NA,just germinated seedlings,NA,first_flowering_seed,85
Micrantheum ericoides,21,NA,just germinated seedlings,NA,first_fruiting_seed,86
Micrantheum ericoides,21,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
Micrantheum ericoides,21,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Micrantheum ericoides,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
Micrantheum ericoides,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Micrantheum ericoides,21,NA,just germinated seedlings,NA,peak_flowering_seed_min,5
Micrantheum ericoides,21,NA,just germinated seedlings,NA,peak_flowering_seed_max,6
Monotaxis linifolia,21,NA,NA,NA,fire_response_NL,fire_killed
Omalanthus populifolius,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Omalanthus populifolius,21,NA,just germinated seedlings,NA,seedlings_first_observed,6
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,seedlings_first_observed,26
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,first_flowering_resp,23
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,first_fruiting_resp,38
Phyllanthus hirtellus,21,NA,just germinated seedlings,NA,secondary_juvenile_period,43
*Phyllanthus tenellus,21,NA,NA,NA,fire_response_LCR,fire_killed
*Phyllanthus tenellus,21,NA,NA,NA,first_flowering_seed,18
Poranthera corymbosa,21,NA,NA,NA,fire_response_LCR,fire_killed
Poranthera corymbosa,21,NA,NA,NA,first_flowering_seed,94
Poranthera ericifolia,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Poranthera ericifolia,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Poranthera ericifolia,21,NA,just germinated seedlings,NA,seedlings_first_observed,38
Poranthera ericifolia,21,NA,just germinated seedlings,NA,first_flowering_seed,38
Poranthera ericifolia,21,NA,just germinated seedlings,NA,first_fruiting_seed,43
Poranthera ericifolia,21,NA,just germinated seedlings,NA,primary_juvenile_period,50
Poranthera ericifolia,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,50
Poranthera microphylla,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Poranthera microphylla,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Poranthera microphylla,21,NA,just germinated seedlings,NA,seedlings_first_observed,15
Poranthera microphylla,21,NA,just germinated seedlings,NA,first_flowering_seed,18
Poranthera microphylla,21,NA,just germinated seedlings,NA,first_fruiting_seed,18
Poranthera microphylla,21,NA,just germinated seedlings,NA,primary_juvenile_period_min,8
Poranthera microphylla,21,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
Poranthera microphylla,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,8
Poranthera microphylla,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,fire_response_LCR,resprouts
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,fire_response_NL,resprouts
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,seedlings_first_observed,133
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,first_flowering_resp,86
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,first_fruiting_resp,94
Ricinocarpos pinifolius,21,NA,advanced seedlings,NA,secondary_juvenile_period,2
*Ricinus communis,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Ricinus communis,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
*Ricinus communis,21,NA,just germinated seedlings,NA,seedlings_first_observed,8
*Ricinus communis,21,NA,just germinated seedlings,NA,first_flowering_seed,25
*Ricinus communis,21,NA,just germinated seedlings,NA,first_fruiting_seed,25
*Ricinus communis,21,NA,just germinated seedlings,NA,primary_juvenile_period_min,5
*Ricinus communis,21,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
*Ricinus communis,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,5
*Ricinus communis,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
Eupomatia laurina,21,NA,NA,NA,fire_response_NL,resprouts
*Senna pendula,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
*Senna pendula,21,NA,just germinated seedlings,NA,fire_response_NL,resprouts
*Senna pendula,21,NA,just germinated seedlings,NA,seedlings_first_observed,7
*Senna pendula,21,NA,just germinated seedlings,NA,first_flowering_resp,61
*Senna pendula,21,NA,just germinated seedlings,NA,first_fruiting_resp,85
*Senna pendula,21,NA,just germinated seedlings,NA,secondary_juvenile_period,2
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,seedlings_first_observed,10
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,first_flowering_seed,67
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,first_fruiting_seed,97
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,primary_juvenile_period,2
Bossiaea heterophylla,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Bossiaea obcordata,21,NA,NA,NA,fire_response_LCR,resprouts
Bossiaea obcordata,21,NA,NA,NA,first_flowering_resp,36
Bossiaea obcordata,21,NA,NA,NA,first_fruiting_resp,100
Bossiaea obcordata,21,NA,NA,NA,secondary_juvenile_period,2
Bossiaea obcordata,21,NA,NA,NA,peak_flowering_resp_min,4
Bossiaea obcordata,21,NA,NA,NA,peak_flowering_resp_max,5
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,seedlings_first_observed,63
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,first_flowering_resp,86
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,first_fruiting_resp,104
Bossiaea scolopendria,21,NA,just germinated seedlings,NA,secondary_juvenile_period,2
Daviesia alata,21,NA,NA,NA,fire_response_NL,fire_killed
Daviesia ulicifolia,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Daviesia ulicifolia,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Daviesia ulicifolia,21,NA,just germinated seedlings,NA,seedlings_first_observed,37
Daviesia ulicifolia,21,NA,just germinated seedlings,NA,first_flowering_seed,37
Daviesia ulicifolia,21,NA,just germinated seedlings,NA,first_fruiting_seed,4
Desmodium ?gunnii,21,NA,NA,NA,fire_response_LCR,resprouts
Desmodium ?gunnii,21,NA,NA,NA,first_flowering_resp,11
Desmodium rhytidophyllum,21,NA,NA,NA,fire_response_NL,resprouts
Desmodium rhytidophyllum,21,NA,NA,NA,first_flowering_resp,13
Desmodium rhytidophyllum,21,NA,NA,NA,first_fruiting_resp,13
Dillwynia floribunda var. floribunda,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Dillwynia floribunda var. floribunda,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Dillwynia floribunda var. floribunda,21,NA,just germinated seedlings,NA,seedlings_first_observed,63
Dillwynia floribunda var. floribunda,21,NA,just germinated seedlings,NA,first_flowering_seed,90
Dillwynia retorta,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Dillwynia retorta,21,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Dillwynia retorta,21,NA,just germinated seedlings,NA,seedlings_first_observed,10
Dillwynia retorta,21,NA,just germinated seedlings,NA,first_flowering_seed,85
Dillwynia retorta,21,NA,just germinated seedlings,NA,first_fruiting_seed,150
Dillwynia retorta,21,NA,just germinated seedlings,NA,primary_juvenile_period,3
Dillwynia retorta,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Dillwynia retorta,21,NA,just germinated seedlings,NA,peak_flowering_seed,5
Dillwynia rudis,21,NA,NA,NA,fire_response_LCR,fire_killed
Dillwynia rudis,21,NA,NA,NA,fire_response_NL,fire_killed
Dillwynia rudis,21,NA,NA,NA,first_fruiting_seed,90
Dillwynia rudis,21,NA,NA,NA,primary_juvenile_period,2
Dillwynia rudis,21,NA,NA,NA,fire_time_from_fire_to_flowering,2
*Dipogon lignosus,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
*Dipogon lignosus,21,NA,just germinated seedlings,NA,seedlings_first_observed,10
*Dipogon lignosus,21,NA,just germinated seedlings,NA,first_flowering_resp,38
*Dipogon lignosus,21,NA,just germinated seedlings,NA,first_fruiting_resp,50
*Dipogon lignosus,21,NA,just germinated seedlings,NA,secondary_juvenile_period,1
*Erythrina crista-galli,21,NA,NA,NA,fire_response_LCR,resprouts
*Erythrina crista-galli,21,NA,NA,NA,fire_response_NL,resprouts
*Erythrina crista-galli,21,NA,NA,NA,first_flowering_resp,13
*Erythrina x sykesii,21,NA,NA,NA,fire_response_LCR,resprouts
*Erythrina x sykesii,21,NA,NA,NA,fire_response_NL,resprouts
*Erythrina x sykesii,21,NA,NA,NA,first_flowering_resp,38
*Genista monspessulana,21,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Genista monspessulana,21,NA,just germinated seedlings,NA,seedlings_first_observed,11
*Genista monspessulana,21,NA,just germinated seedlings,NA,first_flowering_seed,86
*Genista monspessulana,21,NA,just germinated seedlings,NA,first_fruiting_seed,104
*Genista monspessulana,21,NA,just germinated seedlings,NA,primary_juvenile_period,2
*Genista monspessulana,21,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Glycine clandestina,21,NA,NA,NA,fire_response_LCR,resprouts
Glycine clandestina,21,NA,NA,NA,fire_response_NL,resprouts
Glycine clandestina,21,NA,NA,NA,first_flowering_resp,35
Glycine tabacina,21,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Glycine tabacina,21,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Glycine tabacina,21,NA,just germinated seedlings,NA,seedlings_first_observed,8
Glycine tabacina,21,NA,just germinated seedlings,NA,first_flowering_resp,10
Glycine tabacina,21,NA,just germinated seedlings,NA,first_fruiting_resp,30
Glycine tabacina,21,NA,just germinated seedlings,NA,secondary_juvenile_period,30
Gompholobium glabratum,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Gompholobium glabratum,22,NA,just germinated seedlings,NA,seedlings_first_observed,23
Gompholobium glabratum,22,NA,just germinated seedlings,NA,first_fruiting_seed,89
Gompholobium glabratum,22,NA,just germinated seedlings,NA,primary_juvenile_period,2
Gompholobium glabratum,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,2
Gompholobium grandiflorum,22,NA,NA,NA,fire_response_LCR,resprouts
Gompholobium grandiflorum,22,NA,NA,NA,fire_response_NL,resprouts
Gompholobium grandiflorum,22,NA,NA,NA,first_flowering_resp,90
Gompholobium grandiflorum,22,NA,NA,NA,first_fruiting_resp,125
Gompholobium grandiflorum,22,NA,NA,NA,secondary_juvenile_period_min,2
Gompholobium grandiflorum,22,NA,NA,NA,secondary_juvenile_period_max,3
Gompholobium latifolium,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Gompholobium latifolium,22,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Gompholobium latifolium,22,NA,just germinated seedlings,NA,seedlings_first_observed,37
Gompholobium latifolium,22,NA,just germinated seedlings,NA,first_flowering_seed,140
Gompholobium latifolium,22,NA,just germinated seedlings,NA,first_fruiting_seed,154
Gompholobium latifolium,22,NA,just germinated seedlings,NA,primary_juvenile_period,3
Gompholobium latifolium,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Gompholobium latifolium,22,NA,just germinated seedlings,NA,peak_fruiting_seed_min,4
Gompholobium latifolium,22,NA,just germinated seedlings,NA,peak_fruiting_seed_max,5
Hardenbergia violacea,22,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Hardenbergia violacea,22,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Hardenbergia violacea,22,NA,just germinated seedlings,NA,seedlings_first_observed,7
Hardenbergia violacea,22,NA,just germinated seedlings,NA,first_flowering_resp,31
Hardenbergia violacea,22,NA,just germinated seedlings,NA,first_fruiting_resp,40
Hardenbergia violacea,22,NA,just germinated seedlings,NA,secondary_juvenile_period,1
Hardenbergia violacea,22,NA,just germinated seedlings,NA,peak_flowering_resp_min,3
Hardenbergia violacea,22,NA,just germinated seedlings,NA,peak_flowering_resp_max,5
Hovea linearis (s.lat.),22,NA,NA,NA,fire_response_LCR,resprouts
Hovea linearis (s.lat.),22,NA,NA,NA,fire_response_NL,resprouts
Hovea linearis (s.lat.),22,NA,NA,NA,first_flowering_resp,31
Hovea linearis (s.lat.),22,NA,NA,NA,first_fruiting_resp,100
Hovea linearis (s.lat.),22,NA,NA,NA,secondary_juvenile_period,2
Hovea longifolia,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Hovea longifolia,22,NA,just germinated seedlings,NA,seedlings_first_observed,30
Hovea longifolia,22,NA,just germinated seedlings,NA,first_flowering_seed,190
Hovea longifolia,22,NA,just germinated seedlings,NA,first_fruiting_seed,198
Hovea longifolia,22,NA,just germinated seedlings,NA,primary_juvenile_period,4
Hovea longifolia,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,4
Kennedia rubicunda,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Kennedia rubicunda,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Kennedia rubicunda,22,NA,just germinated seedlings,NA,seedlings_first_observed,6
Kennedia rubicunda,22,NA,just germinated seedlings,NA,first_flowering_seed,35
Kennedia rubicunda,22,NA,just germinated seedlings,NA,first_fruiting_seed,46
Kennedia rubicunda,22,NA,just germinated seedlings,NA,primary_juvenile_period,1
Kennedia rubicunda,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,1
*Lotus angustissimus,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Lotus angustissimus,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
*Lotus angustissimus,22,NA,just germinated seedlings,NA,seedlings_first_observed,27
*Lotus angustissimus,22,NA,just germinated seedlings,NA,first_flowering_seed,37
*Lotus angustissimus,22,NA,just germinated seedlings,NA,first_fruiting_seed,43
*Lotus angustissimus,22,NA,just germinated seedlings,NA,primary_juvenile_period,43
*Lotus angustissimus,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,43
*Medicago arabica,22,NA,NA,NA,fire_response_LCR,fire_killed
*Medicago arabica,22,NA,NA,NA,first_flowering_seed,38
*Medicago arabica,22,NA,NA,NA,first_fruiting_seed,38
*Medicago polymorpha,22,NA,NA,NA,fire_response_LCR,fire_killed
*Medicago polymorpha,22,NA,NA,NA,first_flowering_seed,33
*Medicago polymorpha,22,NA,NA,NA,first_fruiting_seed,38
*Melilotus indicus,22,NA,NA,NA,fire_response_LCR,fire_killed
*Melilotus indicus,22,NA,NA,NA,fire_response_NL,fire_killed
*Melilotus indicus,22,NA,NA,NA,first_flowering_seed,26
*Melilotus indicus,22,NA,NA,NA,first_fruiting_seed,38
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,seedlings_first_observed,17
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,first_flowering_seed,141
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,first_fruiting_seed_min,3
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,first_fruiting_seed_max,4
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,primary_juvenile_period_min,3
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,primary_juvenile_period_max,4
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,3
Mirbelia rubiifolia,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,4
Mirbelia speciosa subsp. speciosa,22,NA,NA,NA,first_flowering_seed,189
Phyllota grandiflora,22,NA,NA,NA,fire_response_LCR,resprouts
Phyllota grandiflora,22,NA,NA,NA,fire_response_NL,resprouts
Phyllota grandiflora,22,NA,NA,NA,first_flowering_resp,37
Phyllota phylicoides,22,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Phyllota phylicoides,22,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Phyllota phylicoides,22,NA,just germinated seedlings,NA,seedlings_first_observed,63
Phyllota phylicoides,22,NA,just germinated seedlings,NA,first_flowering_resp,86
Phyllota phylicoides,22,NA,just germinated seedlings,NA,peak_flowering_resp_min,4
Phyllota phylicoides,22,NA,just germinated seedlings,NA,peak_flowering_resp_max,5
Platylobium formosum,22,NA,just germinated seedlings,NA,fire_response_LCR,resprouts
Platylobium formosum,22,NA,just germinated seedlings,NA,fire_response_NL,resprouts
Platylobium formosum,22,NA,just germinated seedlings,NA,seedlings_first_observed,36
Platylobium formosum,22,NA,just germinated seedlings,NA,first_flowering_unknown,36
Platylobium formosum,22,NA,just germinated seedlings,NA,first_fruiting_resp,101
Platylobium formosum,22,NA,just germinated seedlings,NA,secondary_juvenile_period,2
Platylobium formosum,22,NA,just germinated seedlings,NA,peak_flowering_resp_min,3
Platylobium formosum,22,NA,just germinated seedlings,NA,peak_flowering_resp_max,5
Platylobium formosum,22,NA,just germinated seedlings,NA,large_prop_flowering_resp,87
Podolobium ilicifolium,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed resprouts
Podolobium ilicifolium,22,NA,just germinated seedlings,NA,seedlings_first_observed,35
Podolobium ilicifolium,22,NA,just germinated seedlings,NA,first_flowering_resp,38
*Psoralea pinnata,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
*Psoralea pinnata,22,NA,just germinated seedlings,NA,seedlings_first_observed,12
*Psoralea pinnata,22,NA,just germinated seedlings,NA,first_flowering_seed,92
*Psoralea pinnata,22,NA,just germinated seedlings,NA,first_fruiting_seed,122
*Psoralea pinnata,22,NA,just germinated seedlings,NA,primary_juvenile_period_min,2
*Psoralea pinnata,22,NA,just germinated seedlings,NA,primary_juvenile_period_max,3
*Psoralea pinnata,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_min,2
*Psoralea pinnata,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering_max,3
*Psoralea pinnata,22,NA,just germinated seedlings,NA,peak_flowering_seed,4
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,seedlings_first_observed,20
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,first_flowering_seed,86
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,first_fruiting_seed,150
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,primary_juvenile_period,3
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,fire_time_from_fire_to_flowering,3
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,peak_flowering_seed_min,3
Pultenaea daphnoides,22,NA,just germinated seedlings,NA,peak_flowering_seed_max,5
Pultenaea flexilis,22,NA,just germinated seedlings,NA,fire_response_LCR,fire_killed
Pultenaea flexilis,22,NA,just germinated seedlings,NA,fire_response_NL,fire_killed
Pultenaea flexilis,22,NA,just germinated seedlings,NA,seedlings_first_observed,10
Pultenaea flexilis,22,NA,just germinated seedlings,NA,first_flowering_seed,88
Pultenaea flexilis,22,NA,just germinated seedlings,NA,peak_flowering_seed,5
Pultenaea mollis,22,NA,advanced seedlings,NA,fire_response_LCR,fire_killed
Pultenaea mollis,22,NA,advanced seedlings,NA,seedlings_first_observed,97
Pultenaea mollis,22,NA,advanced seedlings,NA,first_flowering_seed,140
Pultenaea mollis,22,NA,advanced seedlings,NA,first_fruiting_seed,154
Pultenaea mollis,22,NA,advanced seedlings,NA,primary_juvenile_period,3
Pultenaea mollis,22,NA,advanced seedlings,NA,fire_time_from_fire_to_flowering,3
Pultenaea mollis,22,NA,advanced seedlings,NA,peak_flowering_seed_min,3
Pultenaea mollis,22,NA,advanced seedlings,NA,peak_flowering_seed_max,5
Pultenaea polifolia,22,NA,NA,NA,fire_response_NL,fire_killed
Pultenaea retusa,22,NA,NA,NA,fire_response_LCR,fire_killed
Pultenaea retusa,22,NA,NA,NA,first_flowering_seed,86
Pultenaea retusa,22,NA,NA,NA,first_fruiting_seed,90
Pultenaea retusa,22,NA,NA,NA,primary_juvenile_period,2
Pultenaea retusa,22,NA,NA,NA,fire_time_from_fire_to_flowering,2
