aligned_name,taxon_name,taxon_rank,taxonomic_status,taxonomic_dataset,taxon_name_alternatives,genus,family,binomial,trinomial,taxon_distribution,establishment_means,scientific_name,taxon_id,taxon_id_genus,taxon_id_family,scientific_name_id,aligned_name_taxon_id,aligned_name_taxonomic_status
Citrus australis,Citrus australis,species,accepted,APC,,Citrus,Rutaceae,Citrus australis,,Qld,native,Citrus australis (A.Cunn. ex Mudie) Planch.,https://id.biodiversity.org.au/node/apni/2900219,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/70002,https://id.biodiversity.org.au/node/apni/2900219,accepted
Microcitrus australis,Citrus australis,species,accepted,APC,,Citrus,Rutaceae,Citrus australis,,Qld,native,Citrus australis (A.Cunn. ex Mudie) Planch.,https://id.biodiversity.org.au/node/apni/2900219,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/70002,https://id.biodiversity.org.au/instance/apni/880521,nomenclatural synonym
Citrus garrawayae,Citrus garrawayi,species,accepted,APC,,Citrus,Rutaceae,Citrus garrawayi,,Qld,native,Citrus garrawayi F.M.Bailey,https://id.biodiversity.org.au/node/apni/7850181,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/221674,https://id.biodiversity.org.au/instance/apni/7849133,orthographic variant
Citrus garrawayi,Citrus garrawayi,species,accepted,APC,,Citrus,Rutaceae,Citrus garrawayi,,Qld,native,Citrus garrawayi F.M.Bailey,https://id.biodiversity.org.au/node/apni/7850181,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/221674,https://id.biodiversity.org.au/node/apni/7850181,accepted
Microcitrus garrawayae,Citrus garrawayi,species,accepted,APC,,Citrus,Rutaceae,Citrus garrawayi,,Qld,native,Citrus garrawayi F.M.Bailey,https://id.biodiversity.org.au/node/apni/7850181,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/221674,https://id.biodiversity.org.au/instance/apni/7850177,nomenclatural synonym
Citrus glauca,Citrus glauca,species,accepted,APC,,Citrus,Rutaceae,Citrus glauca,,"SA, Qld, NSW",native,Citrus glauca (Lindl.) Burkill,https://id.biodiversity.org.au/node/apni/2919253,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/154064,https://id.biodiversity.org.au/node/apni/2919253,accepted
Eremocitrus glauca,Citrus glauca,species,accepted,APC,,Citrus,Rutaceae,Citrus glauca,,"SA, Qld, NSW",native,Citrus glauca (Lindl.) Burkill,https://id.biodiversity.org.au/node/apni/2919253,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/154064,https://id.biodiversity.org.au/instance/apni/880555,nomenclatural synonym
Citrus gracilis,Citrus gracilis,species,accepted,APC,,Citrus,Rutaceae,Citrus gracilis,,NT,native,Citrus gracilis Mabb.,https://id.biodiversity.org.au/node/apni/2905577,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/168254,https://id.biodiversity.org.au/node/apni/2905577,accepted
Citrus inodora,Citrus inodora,species,accepted,APC,,Citrus,Rutaceae,Citrus inodora,,Qld,native,Citrus inodora F.M.Bailey,https://id.biodiversity.org.au/node/apni/2908601,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/169838,https://id.biodiversity.org.au/node/apni/2908601,accepted
Citrus maxima,Citrus maxima,species,accepted,APC,,Citrus,Rutaceae,Citrus maxima,,ChI (naturalised),naturalised,Citrus maxima (Burm. ex Rumph.) Merr.,https://id.biodiversity.org.au/node/apni/2910111,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/203535,https://id.biodiversity.org.au/node/apni/2910111,accepted
Citrus reticulata,Citrus reticulata,species,accepted,APC,,Citrus,Rutaceae,Citrus reticulata,,Qld (naturalised),naturalised,Citrus reticulata Blanco,https://id.biodiversity.org.au/node/apni/2910921,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/154142,https://id.biodiversity.org.au/node/apni/2910921,accepted
Citrus x aurantiifolia,Citrus x aurantiifolia,species,accepted,APC,,Citrus,Rutaceae,Citrus x aurantiifolia,,"ChI (naturalised), Qld (naturalised)",naturalised,Citrus x aurantiifolia (Christm.) Swingle,https://id.biodiversity.org.au/taxon/apni/51294017,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/203515,https://id.biodiversity.org.au/taxon/apni/51294017,accepted
Citrus x aurantium,Citrus x aurantium,species,accepted,APC,,Citrus,Rutaceae,Citrus x aurantium,,Qld (doubtfully naturalised),naturalised,Citrus x aurantium L.,https://id.biodiversity.org.au/taxon/apni/51294026,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/178358,https://id.biodiversity.org.au/taxon/apni/51294026,accepted
Citrus x jambhiri,Citrus x jambhiri,species,accepted,APC,,Citrus,Rutaceae,Citrus x jambhiri,,"NSW (naturalised), LHI (naturalised), NI (naturalised)",naturalised,Citrus x jambhiri Lush.,https://id.biodiversity.org.au/node/apni/2903469,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/172122,https://id.biodiversity.org.au/node/apni/2903469,accepted
Citrus x limon,Citrus x limon ,species,accepted,APC, Citrus x taitensis (pro parte misapplied),Citrus,Rutaceae,Citrus x limon,,"Qld (naturalised), NSW (naturalised)",naturalised,Citrus x limon (L.) Osbeck,https://id.biodiversity.org.au/node/apni/2902695,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/70038,https://id.biodiversity.org.au/node/apni/2902695,accepted
Citrus x microcarpa,Citrus x microcarpa,species,accepted,APC,,Citrus,Rutaceae,Citrus x microcarpa,,ChI (naturalised),naturalised,Citrus x microcarpa Bunge,https://id.biodiversity.org.au/node/apni/2908471,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/163922,https://id.biodiversity.org.au/node/apni/2908471,accepted
Citrus x taitensis,Citrus x taitensis,species,accepted,APC,,Citrus,Rutaceae,Citrus x taitensis,,NSW (naturalised),naturalised,Citrus x taitensis Risso,https://id.biodiversity.org.au/node/apni/2900140,https://id.biodiversity.org.au/taxon/apni/51294018,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/195855,https://id.biodiversity.org.au/node/apni/2900140,accepted
Cladium jamaicense,Cladium mariscus,species,accepted,APC,,Cladium,Cyperaceae,Cladium mariscus,,NT,native,Cladium mariscus (L.) Pohl,https://id.biodiversity.org.au/node/apni/2900637,https://id.biodiversity.org.au/node/apni/8481380,https://id.biodiversity.org.au/taxon/apni/51763044,https://id.biodiversity.org.au/name/apni/70489,https://id.biodiversity.org.au/instance/apni/946504,doubtful taxonomic synonym
Cladium mariscus,Cladium mariscus,species,accepted,APC,,Cladium,Cyperaceae,Cladium mariscus,,NT,native,Cladium mariscus (L.) Pohl,https://id.biodiversity.org.au/node/apni/2900637,https://id.biodiversity.org.au/node/apni/8481380,https://id.biodiversity.org.au/taxon/apni/51763044,https://id.biodiversity.org.au/name/apni/70489,https://id.biodiversity.org.au/node/apni/2900637,accepted
Cladium procerum,Cladium procerum,species,accepted,APC,,Cladium,Cyperaceae,Cladium procerum,,"WA, SA, Qld, NSW, Vic, Tas (doubtfully naturalised)",native and naturalised,Cladium procerum S.T.Blake,https://id.biodiversity.org.au/node/apni/2898303,https://id.biodiversity.org.au/node/apni/8481380,https://id.biodiversity.org.au/taxon/apni/51763044,https://id.biodiversity.org.au/name/apni/70622,https://id.biodiversity.org.au/node/apni/2898303,accepted
Cladium sp. [White_2020],Cladium sp. [White_2020],genus,genus accepted,APC,,Cladium,Cyperaceae,,,,,,,https://id.biodiversity.org.au/node/apni/8481380,https://id.biodiversity.org.au/taxon/apni/51763044,,,
Cladopus queenslandicus,Cladopus queenslandicus,species,accepted,APC,,Cladopus,Podostemaceae,Cladopus queenslandicus,,Qld,native,Cladopus queenslandicus (Domin) C.D.K.Cook & Rutish.,https://id.biodiversity.org.au/node/apni/2914932,https://id.biodiversity.org.au/node/apni/2918535,https://id.biodiversity.org.au/node/apni/2917936,https://id.biodiversity.org.au/name/apni/196594,https://id.biodiversity.org.au/node/apni/2914932,accepted
Claoxylon angustifolium,Claoxylon angustifolium,species,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon angustifolium,,Qld,native,Claoxylon angustifolium Müll.Arg.,https://id.biodiversity.org.au/node/apni/2890898,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/70901,https://id.biodiversity.org.au/node/apni/2890898,accepted
Claoxylon australe,Claoxylon australe,species,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon australe,,"Qld, NSW",native,Claoxylon australe Baill.,https://id.biodiversity.org.au/node/apni/2887203,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/70907,https://id.biodiversity.org.au/node/apni/2887203,accepted
Claoxylon hillii,Claoxylon hillii,species,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon hillii,,"WA, NT, Qld",native,Claoxylon hillii Benth.,https://id.biodiversity.org.au/node/apni/2919336,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/70937,https://id.biodiversity.org.au/node/apni/2919336,accepted
Claoxylon indicum,Claoxylon indicum,species,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon indicum,,ChI,native,Claoxylon indicum (Reinw. ex Blume) Hassk.,https://id.biodiversity.org.au/node/apni/2906566,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/151817,https://id.biodiversity.org.au/node/apni/2906566,accepted
Claoxylon sp. [White_2020],Claoxylon sp. [White_2020],genus,genus accepted,APC,,Claoxylon,Euphorbiaceae,,,,,,,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,,,
Claoxylon tenerifolium,Claoxylon tenerifolium,species,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon tenerifolium,,Qld,native,Claoxylon tenerifolium (F.Muell. ex Baill.) F.Muell.,https://id.biodiversity.org.au/node/apni/2915523,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/70946,https://id.biodiversity.org.au/node/apni/2915523,accepted
Claoxylon tenerifolium subsp. boreale,Claoxylon tenerifolium subsp. boreale,subspecies,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon tenerifolium,Claoxylon tenerifolium subsp. boreale,Qld,native,Claoxylon tenerifolium subsp. boreale P.I.Forst.,https://id.biodiversity.org.au/node/apni/2899478,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/209126,https://id.biodiversity.org.au/node/apni/2899478,accepted
Claoxylon tenerifolium subsp. tenerifolium,Claoxylon tenerifolium subsp. tenerifolium,subspecies,accepted,APC,,Claoxylon,Euphorbiaceae,Claoxylon tenerifolium,Claoxylon tenerifolium subsp. tenerifolium,Qld,native,Claoxylon tenerifolium (F.Muell. ex Baill.) F.Muell. subsp. tenerifolium,https://id.biodiversity.org.au/node/apni/2906894,https://id.biodiversity.org.au/node/apni/2920593,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/209125,https://id.biodiversity.org.au/node/apni/2906894,accepted
Clausena brevistyla,Clausena brevistyla,species,accepted,APC,,Clausena,Rutaceae,Clausena brevistyla,,Qld,native,Clausena brevistyla Oliv.,https://id.biodiversity.org.au/node/apni/2903103,https://id.biodiversity.org.au/taxon/apni/51446919,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/70961,https://id.biodiversity.org.au/node/apni/2903103,accepted
Clausena excavata,Clausena excavata,species,accepted,APC,,Clausena,Rutaceae,Clausena excavata,,"ChI (naturalised), NT",native and naturalised,Clausena excavata Burm.f.,https://id.biodiversity.org.au/taxon/apni/51264674,https://id.biodiversity.org.au/taxon/apni/51446919,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/125911,https://id.biodiversity.org.au/taxon/apni/51264674,accepted
Clausena excavata var. excavata,Clausena excavata var. excavata,variety,accepted,APC,,Clausena,Rutaceae,Clausena excavata,Clausena excavata var. excavata,"ChI (naturalised), NT",native and naturalised,Clausena excavata Burm.f. var. excavata,https://id.biodiversity.org.au/taxon/apni/51264671,https://id.biodiversity.org.au/taxon/apni/51446919,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/51264565,https://id.biodiversity.org.au/taxon/apni/51264671,accepted
Clausena sp. Tipperary (G.J.Leach 2152),Clausena excavata var. excavata,variety,accepted,APC,,Clausena,Rutaceae,Clausena excavata,Clausena excavata var. excavata,"ChI (naturalised), NT",native and naturalised,Clausena excavata Burm.f. var. excavata,https://id.biodiversity.org.au/taxon/apni/51264671,https://id.biodiversity.org.au/taxon/apni/51446919,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/51264565,https://id.biodiversity.org.au/instance/apni/51264580,taxonomic synonym
Clausena lansium,Clausena lansium,species,accepted,APC,,Clausena,Rutaceae,Clausena lansium,,ChI (naturalised),naturalised,Clausena lansium (Lour.) Skeels,https://id.biodiversity.org.au/node/apni/2899893,https://id.biodiversity.org.au/taxon/apni/51446919,https://id.biodiversity.org.au/taxon/apni/51461748,https://id.biodiversity.org.au/name/apni/208582,https://id.biodiversity.org.au/node/apni/2899893,accepted
Clausospicula extensa,Clausospicula extensa,species,accepted,APC,,Clausospicula,Poaceae,Clausospicula extensa,,NT,native,Clausospicula extensa Lazarides,https://id.biodiversity.org.au/node/apni/2901625,https://id.biodiversity.org.au/node/apni/2891692,https://id.biodiversity.org.au/taxon/apni/51644646,https://id.biodiversity.org.au/name/apni/117443,https://id.biodiversity.org.au/node/apni/2901625,accepted
Claytonia perfoliata,Claytonia perfoliata,species,accepted,APC,,Claytonia,Portulacaceae,Claytonia perfoliata,,"SA (doubtfully naturalised), Vic (naturalised)",naturalised,Claytonia perfoliata Donn ex Willd.,https://id.biodiversity.org.au/node/apni/2899421,https://id.biodiversity.org.au/node/apni/2888994,https://id.biodiversity.org.au/taxon/apni/51445169,https://id.biodiversity.org.au/name/apni/71074,https://id.biodiversity.org.au/node/apni/2899421,accepted
Claytonia perfoliata subsp. perfoliata,Claytonia perfoliata subsp. perfoliata,subspecies,accepted,APC,,Claytonia,Portulacaceae,Claytonia perfoliata,Claytonia perfoliata subsp. perfoliata,Vic (naturalised),naturalised,Claytonia perfoliata Donn ex Willd. subsp. perfoliata,https://id.biodiversity.org.au/node/apni/2911961,https://id.biodiversity.org.au/node/apni/2888994,https://id.biodiversity.org.au/taxon/apni/51445169,https://id.biodiversity.org.au/name/apni/215875,https://id.biodiversity.org.au/node/apni/2911961,accepted
Cleidion javanicum,Cleidion javanicum,species,accepted,APC,,Cleidion,Euphorbiaceae,Cleidion javanicum,,Qld,native,Cleidion javanicum Blume,https://id.biodiversity.org.au/node/apni/2903449,https://id.biodiversity.org.au/node/apni/2887395,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/71191,https://id.biodiversity.org.au/node/apni/2903449,accepted
Cleidion spiciflorum,Cleidion javanicum,species,accepted,APC,,Cleidion,Euphorbiaceae,Cleidion javanicum,,Qld,native,Cleidion javanicum Blume,https://id.biodiversity.org.au/node/apni/2903449,https://id.biodiversity.org.au/node/apni/2887395,https://id.biodiversity.org.au/taxon/apni/51768305,https://id.biodiversity.org.au/name/apni/71191,https://id.biodiversity.org.au/instance/apni/891164,misapplied
Cleistanthus apodus,Cleistanthus apodus,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus apodus,,Qld,native,Cleistanthus apodus Benth.,https://id.biodiversity.org.au/node/apni/2887193,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71314,https://id.biodiversity.org.au/node/apni/2887193,accepted
Cleistanthus cunninghamii,Cleistanthus cunninghamii,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus cunninghamii,,"Qld, NSW",native,Cleistanthus cunninghamii (Müll.Arg.) Müll.Arg.,https://id.biodiversity.org.au/node/apni/2906964,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71319,https://id.biodiversity.org.au/node/apni/2906964,accepted
Cleistanthus dallachyanus,Cleistanthus dallachyanus,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus dallachyanus,,Qld,native,Cleistanthus dallachyanus (Baill.) Benth.,https://id.biodiversity.org.au/node/apni/2887171,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71324,https://id.biodiversity.org.au/node/apni/2887171,accepted
Cleistanthus discolor,Cleistanthus discolor,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus discolor,,Qld,native,Cleistanthus discolor Summerh.,https://id.biodiversity.org.au/node/apni/2910191,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71341,https://id.biodiversity.org.au/node/apni/2910191,accepted
Cleistanthus hylandii,Cleistanthus hylandii,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus hylandii,,Qld,native,Cleistanthus hylandii Airy Shaw,https://id.biodiversity.org.au/node/apni/2921294,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71347,https://id.biodiversity.org.au/node/apni/2921294,accepted
Cleistanthus myrianthus,Cleistanthus myrianthus,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus myrianthus,,Qld,native,Cleistanthus myrianthus (Hassk.) Kurz,https://id.biodiversity.org.au/node/apni/2897700,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71354,https://id.biodiversity.org.au/node/apni/2897700,accepted
Cleistanthus peninsularis,Cleistanthus peninsularis,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus peninsularis,,Qld,native,Cleistanthus peninsularis Airy Shaw & B.Hyland,https://id.biodiversity.org.au/node/apni/2913605,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71361,https://id.biodiversity.org.au/node/apni/2913605,accepted
Cleistanthus semiopacus,Cleistanthus semiopacus,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus semiopacus,,Qld,native,Cleistanthus semiopacus F.Muell. ex Benth.,https://id.biodiversity.org.au/node/apni/2888934,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71368,https://id.biodiversity.org.au/node/apni/2888934,accepted
Cleistanthus xerophilus,Cleistanthus xerophilus,species,accepted,APC,,Cleistanthus,Phyllanthaceae,Cleistanthus xerophilus,,Qld,native,Cleistanthus xerophilus Domin,https://id.biodiversity.org.au/node/apni/2889039,https://id.biodiversity.org.au/node/apni/2914326,https://id.biodiversity.org.au/taxon/apni/51798280,https://id.biodiversity.org.au/name/apni/71387,https://id.biodiversity.org.au/node/apni/2889039,accepted
Cleistochloa rigida,Cleistochloa rigida,species,accepted,APC,,Cleistochloa,Poaceae,Cleistochloa rigida,,"Qld, NSW",native,Cleistochloa rigida (S.T.Blake) R.D.Webster,https://id.biodiversity.org.au/node/apni/2890415,https://id.biodiversity.org.au/node/apni/2888025,https://id.biodiversity.org.au/taxon/apni/51644646,https://id.biodiversity.org.au/name/apni/71423,https://id.biodiversity.org.au/node/apni/2890415,accepted
Cleistochloa sclerachne,Cleistochloa sclerachne,species,accepted,APC,,Cleistochloa,Poaceae,Cleistochloa sclerachne,,Qld,native,Cleistochloa sclerachne (F.M.Bailey) C.E.Hubb.,https://id.biodiversity.org.au/node/apni/2899334,https://id.biodiversity.org.au/node/apni/2888025,https://id.biodiversity.org.au/taxon/apni/51644646,https://id.biodiversity.org.au/name/apni/71427,https://id.biodiversity.org.au/node/apni/2899334,accepted
Cleistochloa subjuncea,Cleistochloa subjuncea,species,accepted,APC,,Cleistochloa,Poaceae,Cleistochloa subjuncea,,"Qld, NSW",native,Cleistochloa subjuncea C.E.Hubb.,https://id.biodiversity.org.au/node/apni/2911308,https://id.biodiversity.org.au/node/apni/2888025,https://id.biodiversity.org.au/taxon/apni/51644646,https://id.biodiversity.org.au/name/apni/71432,https://id.biodiversity.org.au/node/apni/2911308,accepted
Clematicissus angustissima,Clematicissus angustissima,species,accepted,APC,,Clematicissus,Vitaceae,Clematicissus angustissima,,WA,native,Clematicissus angustissima (F.Muell.) Planch.,https://id.biodiversity.org.au/node/apni/2913183,https://id.biodiversity.org.au/node/apni/2915213,https://id.biodiversity.org.au/taxon/apni/51448758,https://id.biodiversity.org.au/name/apni/71456,https://id.biodiversity.org.au/node/apni/2913183,accepted
Cissus opaca,Clematicissus opaca,species,accepted,APC,,Clematicissus,Vitaceae,Clematicissus opaca,,"Qld, NSW",native,Clematicissus opaca (F.Muell.) Jackes & Rossetto,https://id.biodiversity.org.au/node/apni/2890230,https://id.biodiversity.org.au/node/apni/2915213,https://id.biodiversity.org.au/taxon/apni/51448758,https://id.biodiversity.org.au/name/apni/203600,https://id.biodiversity.org.au/instance/apni/902772,nomenclatural synonym
Clematicissus opaca,Clematicissus opaca,species,accepted,APC,,Clematicissus,Vitaceae,Clematicissus opaca,,"Qld, NSW",native,Clematicissus opaca (F.Muell.) Jackes & Rossetto,https://id.biodiversity.org.au/node/apni/2890230,https://id.biodiversity.org.au/node/apni/2915213,https://id.biodiversity.org.au/taxon/apni/51448758,https://id.biodiversity.org.au/name/apni/203600,https://id.biodiversity.org.au/node/apni/2890230,accepted
Clematis,Clematis,genus,genus accepted,APC,,Clematis,Ranunculaceae,,,,,,,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,,,
Clematis aristata,Clematis aristata,species,accepted,APC,,Clematis,Ranunculaceae,Clematis aristata,,"SA, Qld, NSW, ACT, Vic, Tas",native,Clematis aristata R.Br. ex Ker Gawl.,https://id.biodiversity.org.au/node/apni/2898738,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/71504,https://id.biodiversity.org.au/node/apni/2898738,accepted
Clematis aristata var. dennisae,Clematis aristata,species,accepted,APC,,Clematis,Ranunculaceae,Clematis aristata,,"SA, Qld, NSW, ACT, Vic, Tas",native,Clematis aristata R.Br. ex Ker Gawl.,https://id.biodiversity.org.au/node/apni/2898738,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/71504,https://id.biodiversity.org.au/instance/apni/850966,taxonomic synonym
Clematis aristata var. longiseta,Clematis aristata,species,accepted,APC,,Clematis,Ranunculaceae,Clematis aristata,,"SA, Qld, NSW, ACT, Vic, Tas",native,Clematis aristata R.Br. ex Ker Gawl.,https://id.biodiversity.org.au/node/apni/2898738,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/71504,https://id.biodiversity.org.au/instance/apni/850965,taxonomic synonym
Clematis clitorioides,Clematis clitorioides,species,accepted,APC,,Clematis,Ranunculaceae,Clematis clitorioides,,Tas,native,Clematis clitorioides DC.,https://id.biodiversity.org.au/node/apni/2920215,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/71719,https://id.biodiversity.org.au/node/apni/2920215,accepted
Clematis decipiens,Clematis decipiens,species,accepted,APC,,Clematis,Ranunculaceae,Clematis decipiens,,"NT, SA, Qld, NSW, Vic, Tas",native,Clematis decipiens H.Eichler ex Jeanes,https://id.biodiversity.org.au/node/apni/2918065,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/125724,https://id.biodiversity.org.au/node/apni/2918065,accepted
Clematis delicata,Clematis delicata,species,accepted,APC,,Clematis,Ranunculaceae,Clematis delicata,,WA,native,Clematis delicata H.Eichler ex W.T.Wang,https://id.biodiversity.org.au/node/apni/2902413,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/125726,https://id.biodiversity.org.au/node/apni/2902413,accepted
Clematis dubia,Clematis dubia,species,accepted,APC,,Clematis,Ranunculaceae,Clematis dubia,,NI,native,Clematis dubia (Endl.) P.S.Green,https://id.biodiversity.org.au/node/apni/2915962,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/117286,https://id.biodiversity.org.au/node/apni/2915962,accepted
Clematis fawcettii,Clematis fawcettii,species,accepted,APC,,Clematis,Ranunculaceae,Clematis fawcettii,,"Qld, NSW",native,Clematis fawcettii F.Muell.,https://id.biodiversity.org.au/node/apni/2889478,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/71771,https://id.biodiversity.org.au/node/apni/2889478,accepted
Clematis flammula,Clematis flammula,species,accepted,APC,,Clematis,Ranunculaceae,Clematis flammula,,"SA (doubtfully naturalised), Vic (doubtfully naturalised)",naturalised,Clematis flammula L.,https://id.biodiversity.org.au/node/apni/2891579,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/203050,https://id.biodiversity.org.au/node/apni/2891579,accepted
Clematis flammula subsp. flammula,Clematis flammula,species,accepted,APC,,Clematis,Ranunculaceae,Clematis flammula,,"SA (doubtfully naturalised), Vic (doubtfully naturalised)",naturalised,Clematis flammula L.,https://id.biodiversity.org.au/node/apni/2891579,https://id.biodiversity.org.au/taxon/apni/51446140,https://id.biodiversity.org.au/taxon/apni/51458182,https://id.biodiversity.org.au/name/apni/203050,https://id.biodiversity.org.au/instance/apni/851382,nomenclatural synonym
