species_name,family,authority,TPL_ID,status,APC_name,APC_ID,APNI_ID
Senecio pinnatifolius var. alpinus,Compositae,(Ali) I.Thomps.,gcc-57397,Accepted,unknown,unknown,unknown
Senecio pinnatifolius var. pleicephalus,Compositae,A.Rich.,gcc-92172,Accepted,Senecio pinnatifolius var. alpinus,2908608,146076
Senecio platylepis,Compositae,DC.,gcc-92632,Accepted,Senecio platylepis,2900244,102723
Senecio prenanthoides,Compositae,A.Rich.,gcc-37608,Accepted,Senecio prenanthoides,2919763,102744
Senecio pterophorus,Compositae,DC.,gcc-48820,Accepted,Senecio pterophorus,2891810,102776
Senecio quadridentatus,Compositae,Labill.,gcc-108533,Accepted,Senecio quadridentatus,2893457,102843
Senecio ramosissimus,Compositae,DC.,gcc-22723,Accepted,Senecio ramosissimus,2893478,102859
Senecio runcinifolius,Compositae,J.H.Willis,gcc-17688,Accepted,Senecio runcinifolius,2904978,102892
Senecio serratiformis,Compositae,I.Thomps.,gcc-124238,Accepted,Senecio serratiformis,2907254,195467
Senecio spanomerus,Compositae,I.Thomps.,gcc-20522,Accepted,Senecio spanomerus,2921198,195619
Senecio spathulatus,Compositae,A.Rich.,gcc-135740,Accepted,Senecio spathulatus,2915236,102997
Senecio squarrosus,Compositae,A.Rich.,gcc-81466,Accepted,Senecio squarrosus,2921048,103016
Senecio tamoides,Compositae,DC.,gcc-123948,Accepted,Senecio tamoides,2887441,103039
Senecio tenuiflorus,Compositae,(DC.) Sieber ex Sch.Bip.,gcc-23212,Accepted,Senecio tenuiflorus,2898250,103058
Senecio tenuiflorus cf,Compositae,(DC.) Sieber ex Sch.Bip.,gcc-23212,Accepted,unknown,unknown,unknown
Senecio vagus,Compositae,F.Muell.,gcc-139099,Accepted,Senecio vagus,2914010,103134
Senecio velleioides,Compositae,A.Cunn. ex DC.,gcc-10552,Accepted,Senecio velleioides,2901330,103216
Senecio vulgaris,Compositae,L.,gcc-110983,Accepted,Senecio vulgaris,2891195,103235
Senecio warrenensis,Compositae,I.Thomps.,gcc-109930,Accepted,Senecio warrenensis,2899270,195474
Senna acclinis,Leguminosae,(F. Muell.) Randell,tro-13072165,Accepted,Senna acclinis,2890899,117693
Senna aciphylla,Leguminosae,(Benth. ex A. Gray) Randell,tro-13072163,Accepted,Senna aciphylla,8451159,117691
Senna artemisioides,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides,2889947,117688
Senna artemisioides artemisioides,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x artemisioides,2911474,190200
Senna artemisioides nothosubsp  artemisioides,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp  coriacea,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp  sturtii,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp artemisioides,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp coriacea,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp sturtii,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides nothosubsp. coriacea,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x coriacea,2911839,154520
Senna artemisioides subsp  alicia,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp  filifolia,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp  helmsii,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp  oligophylla,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp  petiolaris,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp  quadrifolia,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp. alicia,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. alicia,2892257,117687
Senna artemisioides subsp. filifolia,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. filifolia,2897826,117682
Senna artemisioides subsp. helmsii,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. helmsii,2894084,117678
Senna artemisioides subsp. oligophylla,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. oligophylla,2908250,117677
Senna artemisioides subsp. petiolaris,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x petiolaris,2896453,117676
Senna artemisioides subsp. quadrifolia,Leguminosae,Isely,ild-55730,Accepted,unknown,unknown,unknown
Senna artemisioides subsp. x artemisioides,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x artemisioides,2911474,190200
Senna artemisioides subsp. x coriacea,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x coriacea,2911839,154520
Senna artemisioides subsp. x petiolaris,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x petiolaris,2896453,117676
Senna artemisioides subsp. x sturtii,Leguminosae,Isely,ild-55730,Accepted,Senna artemisioides subsp. x sturtii,2920304,154503
Senna artemisioides subsp. zygophylla,Leguminosae,(Benth.) Randall,kew-2897986,Unresolved,Senna artemisioides subsp. zygophylla,2886823,117670
Senna artemisioides var. 1lft,Leguminosae,Isely,ild-55730,Accepted,NA,NA,NA
Senna artemisioides var. 1lft. pair,Leguminosae,Isely,ild-55730,Accepted,NA,NA,NA
Senna artemisioides var. 3lft,Leguminosae,Isely,ild-55730,Accepted,NA,NA,NA
Senna artemisioides zygophylla,Leguminosae,(Benth.) Randall,kew-2897986,Unresolved,Senna artemisioides subsp. zygophylla,2886823,117670
Senna barclayana,Leguminosae,(Sweet) Randell,ild-34609,Accepted,Senna barclayana,2902618,103270
Senna barronfieldii,Leguminosae,(Colla) Hewson,kew-2590585,Unresolved,unknown,unknown,unknown
Senna cardiosperma,Leguminosae,(F. Muell.) Randell,tro-13072202,Accepted,Senna cardiosperma,2920792,117666
Senna cardiosperma subsp. gawlerensis,Leguminosae,(F. Muell.) Randell,tro-13072202,Accepted,Senna cardiosperma subsp. gawlerensis,2899113,117662
Senna cardiosperma subsp. microphylla,Leguminosae,(F. Muell.) Randell,tro-13072202,Accepted,Senna cardiosperma subsp. microphylla,2887225,117659
Senna charlesiana,Leguminosae,(Symon) Randell,kew-2590598,Unresolved,Senna charlesiana,2888595,154393
Senna circinnata,Leguminosae,(Benth.) Randell,kew-2590600,Unresolved,Senna circinnata,2903764,154472
Senna cladophylla,NA,NA,NA,NA,Senna cladophylla,2896497,117655
Senna clavigera,Leguminosae,(Domin) Randell,ild-34709,Accepted,Senna clavigera,2895808,103277
Senna coronilloides,Leguminosae,(Benth.) Randell,tro-13072169,Accepted,Senna coronilloides,2914664,117654
Senna corymbosa,Leguminosae,(Lam.) H.S.Irwin & Barneby,ild-1009,Accepted,NA,NA,NA
Senna costata,Leguminosae,(J. F. Bailey & C. White) Randell,tro-13072170,Accepted,Senna costata,2905622,117652
Senna curvistyla,NA,NA,NA,NA,Senna curvistyla,2912191,117651
Senna cuthbertsonii,Leguminosae,(F.Muell.) Randell,kew-2590592,Unresolved,Senna cuthbertsonii,2896843,154394
Senna didymobotrya,Leguminosae,(Fresen.) H.S.Irwin & Barneby,ild-1013,Accepted,Senna didymobotrya,2911214,117650
Senna ferraria,Leguminosae,(Symon) Randell,kew-2590569,Unresolved,Senna ferraria,2890635,154423
Senna flexuosa,Leguminosae,(Randell) Randell,kew-2590570,Unresolved,Senna flexuosa,2900498,154395
Senna gaudichaudii,Leguminosae,(Hook. & Arn.) H.S.Irwin & Barn,ild-39545,Accepted,Senna gaudichaudii,2905585,154428
Senna glaucifolia,Leguminosae,(Randell) Randell,kew-2590589,Unresolved,Senna glaucifolia,2901116,154400
Senna glutinosa,Leguminosae,(DC.) Randell,tro-13072171,Accepted,Senna glutinosa,2888680,117649
Senna glutinosa subsp  glutinosa,Leguminosae,(DC.) Randell,tro-13072171,Accepted,unknown,unknown,unknown
Senna glutinosa subsp  pruinosa,Leguminosae,(DC.) Randell,tro-13072171,Accepted,unknown,unknown,unknown
Senna glutinosa subsp. chatelainiana,Leguminosae,(DC.) Randell,tro-13072171,Accepted,Senna glutinosa subsp. chatelainiana,2894427,117647
Senna glutinosa subsp. glutinosa,Leguminosae,(DC.) Randell,tro-13072171,Accepted,unknown,unknown,unknown
Senna glutinosa subsp. pruinosa,Leguminosae,(DC.) Randell,tro-13072171,Accepted,Senna glutinosa subsp. pruinosa,2897186,117643
Senna glutinosa subsp. x luerssenii,Leguminosae,(DC.) Randell,tro-13072171,Accepted,Senna glutinosa subsp. x luerssenii,2904456,154506
Senna goniodes,NA,NA,NA,NA,Senna goniodes,2904042,117642
Senna hamersleyensis,Leguminosae,(Symon) Randell,kew-2590584,Unresolved,Senna hamersleyensis,2919565,154459
Senna heptanthera,NA,NA,NA,NA,Senna heptanthera,2887767,117639
Senna italica,Leguminosae,Mill.,ild-1046,Accepted,Senna artemisioides subsp. alicia,2892257,117687
Senna leptoclada,NA,NA,NA,NA,Senna leptoclada,2891963,117638
Senna macrophylla,Leguminosae,(Kunth) H.S.Irwin & Barneby,ild-21390,Accepted,Senna cardiosperma subsp. microphylla,2887225,117659
Senna magnifolia,Leguminosae,(F. Muell.) Randell,tro-13072573,Accepted,Senna magnifolia,2899780,117637
Senna manicula,Leguminosae,(Symon) Randell,kew-2590623,Unresolved,Senna manicula,2893377,154460
Senna multiglandulosa,Leguminosae,(Jacq.) H.S.Irwin & Barneby,ild-1140,Accepted,Senna multiglandulosa,2897669,103287
Senna notabilis,Leguminosae,(F. Muell.) Randell,tro-13072571,Accepted,Senna notabilis,2918999,117636
Senna obtusifolia,Leguminosae,(L.) H.S.Irwin & Barneby,ild-1083,Accepted,Senna obtusifolia,2915623,103291
Senna occidentalis,Leguminosae,(L.) Link,ild-1086,Accepted,Senna occidentalis,2914000,103293
Senna odorata,Leguminosae,(R.Morris) Randall,ild-39924,Accepted,Senna barronfieldii,2919299,196561
Senna oligoclada,Leguminosae,(F. Muell.) Randell,tro-13072205,Accepted,Senna oligoclada,2910886,117633
Senna pendula,Leguminosae,(Willd.) H.S.Irwin & Barneby,ild-1090,Accepted,Senna pendula,2889275,103296
Senna pendula var. glabrata,Leguminosae,(Vogel) H.S.Irwin & Barneby,ild-1005,Accepted,Senna pendula var. glabrata,2912518,103297
Senna phyllodinea,Leguminosae,(R. Br.) Symon,tro-100362425,Accepted,Senna phyllodinea,2906981,167974
Senna pilocarina,Leguminosae,(Symon) Randell,kew-2591107,Unresolved,Senna pilocarina,2916393,154401
Senna planitiicola,Leguminosae,(Domin) Randell,ild-34329,Accepted,Senna planitiicola,2903219,103298
Senna pleurocarpa,Leguminosae,(F. Muell.) Randell,tro-13072564,Accepted,Senna pleurocarpa,2915839,117628
Senna pleurocarpa var  pleurocarpa,Leguminosae,(F. Muell.) Randell,tro-13072564,Accepted,unknown,unknown,unknown
Senna pleurocarpa var. angustifolia,Leguminosae,(F. Muell.) Randell,tro-13072564,Accepted,Senna pleurocarpa var. angustifolia,2891746,117627
Senna pleurocarpa var. longifolia,Leguminosae,(F. Muell.) Randell,tro-13072564,Accepted,Senna pleurocarpa var. longifolia,2919665,117626
Senna pleurocarpa var. pleurocarpa,Leguminosae,(F. Muell.) Randell,tro-13072564,Accepted,Senna pleurocarpa var. pleurocarpa,2913597,117625
Senna procumbens,NA,NA,NA,NA,Senna procumbens,2918272,117624
Senna siamea,Leguminosae,(Lam.) H.S.Irwin & Barneby,ild-1117,Accepted,Senna siamea,2902924,150814
Senna sophera,Leguminosae,(L.) Roxb.,ild-1128,Accepted,Senna sophera,2902314,198504
Senna stowardii,Leguminosae,(S.Moore) Randell,kew-2591103,Unresolved,Senna stowardii,2891920,154429
Senna stricta,Leguminosae,(Randell) Randell,kew-2591096,Unresolved,Senna stricta,2892680,154402
Senna sulfurea,Leguminosae,(Collad.) H.S.Irwin & Barneby,ild-29621,Accepted,Senna surattensis subsp. sulfurea,2903556,117621
Senna surattensis,Leguminosae,(Burm.f.) H.S.Irwin & Barneby,ild-24593,Accepted,Senna surattensis,2920171,117623
Senna surattensis subsp. sulfurea,Leguminosae,(Burm.f.) H.S.Irwin & Barneby,ild-24593,Accepted,Senna surattensis subsp. sulfurea,2903556,117621
Senna surattensis subsp. surattensis,Leguminosae,(Burm.f.) H.S.Irwin & Barneby,ild-24593,Accepted,Senna surattensis subsp. surattensis,2905891,117620
Senna symonii,Leguminosae,(Randell) Randell,kew-2591095,Unresolved,Senna symonii,2908923,154404
Senna timoriensis,Leguminosae,(DC.) H.S.Irwin & Barneby,ild-1139,Accepted,Senna timoriensis,7224360,117619
Senna venusta,Leguminosae,(F. Muell.) Randell,tro-13072572,Accepted,Senna venusta,2915367,117618
Seorsus clavifolius,Myrtaceae,(C.A.Gardner) Rye & Trudgen,kew-374219,Accepted,Seorsus clavifolius,2906512,214319
Serichonus gracilipes,Rhamnaceae,(Diels) K.R.Thiele,kew-2608736,Unresolved,Serichonus gracilipes,2915922,209231
Seringia arborescens,Malvaceae,(W.T. Aiton) Druce,tro-30401487,Accepted,Seringia arborescens,2904631,102380
Seringia hillii,Malvaceae,F.Muell.,kew-2579883,Unresolved,Keraudrenia hillii,2913778,71789
Sersalisia sericea,Sapotaceae,(Aiton) R.Br.,kew-190892,Accepted,Sersalisia sericea,2902662,59176
Sersalisia sessiliflora,Sapotaceae,(C.T.White) Aubrév.,kew-190893,Accepted,Sersalisia sessiliflora,2895363,59196
Sesbania benthamiana,Leguminosae,Domin,ild-34622,Accepted,Sesbania benthamiana,2902477,59447
Sesbania brachycarpa,Leguminosae,F.Muell.,ild-34616,Accepted,Sesbania brachycarpa,2920279,59552
Sesbania cannabina,Leguminosae,(Retz.) Pers.,ild-2409,Accepted,Sesbania cannabina,2899390,59587
Sesbania chippendalei,Leguminosae,N.T.Burb.,ild-34288,Accepted,unknown,unknown,unknown
Sesbania erubescens,Leguminosae,(Benth.) N.T.Burb.,ild-34564,Accepted,Sesbania erubescens,2906944,59666
Sesbania formosa,Leguminosae,(F.Muell.) N.T.Burb.,ild-34390,Accepted,Sesbania formosa,2915896,59684
Sesbania sesban,Leguminosae,(L.) Merr.,ild-2453,Accepted,Sesbania burbidgeae,2920641,229463
Sesuvium portulacastrum,Aizoaceae,(L.) L.,kew-2476903,Accepted,Sesuvium portulacastrum,2901040,60077
Setaria apiculata,Poaceae,(Scribn. & Merr.) K.Schum.,kew-442185,Accepted,Setaria apiculata,2896934,60184
Setaria australiensis,Poaceae,(Scribn. & Merr.) Vickery,kew-442209,Accepted,Setaria australiensis,2907404,60235
Setaria dielsii,Poaceae,R.A.W.Herrm.,kew-442298,Accepted,Setaria dielsii,2894279,60366
Setaria italica,Poaceae,(L.) P.Beauv.,kew-442451,Accepted,Setaria italica,2906890,60547
Setaria oplismenoides,Poaceae,R.A.W.Herrm.,kew-442576,Accepted,Setaria oplismenoides,2888529,60663
Setaria palmifolia,Poaceae,(J.Koenig) Stapf,kew-442588,Accepted,Setaria palmifolia,2898296,60701
Setaria parviflora,Poaceae,(Poir.) M.Kerguelen,kew-442600,Accepted,Setaria parviflora,2901308,165834
Setaria paspalidioides,Poaceae,Vickery,kew-442603,Accepted,Setaria paspalidioides,2916464,60718
Setaria pumila,Poaceae,(Poir.) Roem. & Schult.,kew-442645,Accepted,Setaria pumila,2894337,60811
Setaria queenslandica,Poaceae,Domin,kew-442653,Accepted,Setaria queenslandica,2888176,60823
Setaria sphacelata,Poaceae,(Schumach.) Stapf & C.E.Hubb. ex Moss,kew-442714,Accepted,Setaria sphacelata,7774102,60875
Setaria surgens,Poaceae,Stapf,kew-442740,Accepted,Setaria surgens,2888043,60907
Setaria verticillata,Poaceae,(L.) P.Beauv.,kew-442773,Accepted,Setaria verticillata,2902762,60949
Setaria viridis,Poaceae,(L.) P.Beauv.,kew-442790,Accepted,Setaria viridis,2905850,60966
Sherardia arvensis,Rubiaceae,L.,kew-190927,Accepted,Sherardia arvensis,2898986,88690
Shonia tristigma,Euphorbiaceae,(F.Muell.) Halford & R.J.F.Hend.,kew-344736,Accepted,Shonia tristigma,2920524,198161
Shonia tristigma subsp. borealis,Euphorbiaceae,(F.Muell.) Halford & R.J.F.Hend.,kew-344736,Accepted,Shonia tristigma subsp. borealis,2919125,198163
Sicyos australis,Cucurbitaceae,Endl.,tro-9201538,Accepted,Sicyos australis,2893741,57235
Sida abutilifolia,Malvaceae,Mill.,kew-2587880,Accepted,Sida sp. Musselbrook (M.B.Thomas+ MRS437),2894626,245055
Sida ammophila,Malvaceae,F.Muell. ex J.H.Willis,kew-2588273,Unresolved,Sida ammophila,2894216,58644
Sida arenicola,Malvaceae,S.T.Reynolds & A.E.Holland,kew-2588303,Unresolved,Sida arenicola,2888149,58682
Sida argillacea,Malvaceae,A.E.Holland & S.T.Reynolds,kew-2588306,Unresolved,Sida argillacea,2886803,58698
Sida arsiniata,Malvaceae,R.M.Barker,kew-2608742,Unresolved,Sida arsiniata,2914060,211265
Sida brachypoda,Malvaceae,A.E.Holland & S.T.Reynolds,kew-2595665,Unresolved,Sida brachypoda,2914839,58771
Sida brownii,Malvaceae,Clement,kew-2595654,Unresolved,Sida brownii,2903827,58799
Sida calyxhymenia,Malvaceae,J.Gay ex DC.,kew-2595605,Unresolved,Sida calyxhymenia,2920342,58815
Sida cleisocalyx,Malvaceae,F.Muell.,kew-2595739,Unresolved,Sida cleisocalyx,2900883,58917
Sida clementii,Malvaceae,Domin,kew-2595738,Unresolved,Sida clementii,2908505,58932
Sida cordifolia,Malvaceae,L.,kew-2595669,Accepted,Sida cordifolia,2898401,58966
Sida corrugata,Malvaceae,Lindl.,kew-2595671,Unresolved,Sida corrugata,2904624,59035
Sida corrugata (Sida spodochroma F.Muell. ),Malvaceae,Lindl.,kew-2595671,Unresolved,Sida corrugata,2904624,59035
Sida corrugata var. angustifolia,Malvaceae,Lindl.,kew-2595671,Unresolved,Sida corrugata,2904624,59035
Sida corrugata var. corrugata,Malvaceae,Lindl.,kew-2595671,Unresolved,Sida corrugata,2904624,59035
Sida cryphiopetala,Malvaceae,F.Muell.,kew-2595694,Unresolved,Sida phaeotricha,2898591,73946
Sida cunninghamii,Malvaceae,C.T.White,kew-2595688,Unresolved,Sida cunninghamii,2917969,59338
Sida echinocarpa,Malvaceae,F.Muell.,kew-2595569,Unresolved,Sida echinocarpa,2886842,73256
Sida ectogama,Malvaceae,W.R.Barker & R.M.Barker,kew-2608750,Unresolved,Sida ectogama,3957631,211261
Sida everistiana,Malvaceae,S.T.Reynolds & A.E.Holland,kew-2595576,Unresolved,Sida everistiana,2921154,73263
Sida fibulifera,Malvaceae,Lindl.,kew-2595556,Unresolved,Sida fibulifera,2920093,73270
Sida goniocarpa,Malvaceae,Domin,kew-2595936,Unresolved,Sida goniocarpa,2893354,73352
Sida hackettiana,Malvaceae,W.Fitzg.,kew-2595926,Unresolved,Sida hackettiana,2907305,73368
Sida hookeriana,Malvaceae,Miq.,kew-2595465,Unresolved,Sida hookeriana,2890582,73424
Sida intricata,Malvaceae,F.Muell.,kew-2595574,Unresolved,Sida intricata,2905542,73523
Sida kingii,Malvaceae,F.Muell.,kew-2596010,Unresolved,Sida kingii,2916864,73599
Sida laevis,Malvaceae,Domin,kew-2596032,Unresolved,Sida laevis,2909700,73616
Sida limestone,NA,NA,NA,NA,Sida sp. limestone (D.E.Albrecht 5748),2898907,244983
Sida macropoda,Malvaceae,F.Muell. ex Benth.,kew-2595907,Unresolved,Sida macropoda,2908480,73763
Sida magnifica,Malvaceae,Domin,kew-2595780,Unresolved,Sida magnifica,2914662,73797
Sida petrophila,Malvaceae,F.Muell.,kew-2601791,Unresolved,Sida petrophila,2886495,73924
Sida phaeotricha,Malvaceae,F.Muell.,kew-2601789,Unresolved,Sida phaeotricha,2898591,73946
Sida platycalyx,Malvaceae,F.Muell. ex Benth.,kew-2601757,Unresolved,Sida platycalyx,2892090,73978
Sida pleiantha,Malvaceae,F.Muell. ex Benth.,kew-2601794,Unresolved,Sida pleiantha,2887562,73993
Sida pritzeliana,Malvaceae,Domin,kew-2595624,Accepted,Sida cardiophylla,2894311,58881
Sida pusilla,Malvaceae,Cav.,kew-2601876,Unresolved,Sida pusilla,2905091,126227
Sida rhombifolia,Malvaceae,L.,kew-2601837,Accepted,Sida rhombifolia,2909922,74090
Sida rohlenae,Malvaceae,Domin,kew-2601855,Unresolved,Sida rohlenae,2893937,74172
Sida rohlenae subsp. rohlenae,Malvaceae,Domin,kew-2601855,Unresolved,Sida rohlenae subsp. rohlenae,2894925,161519
Sida sp. B sensu Harden (1990),NA,NA,NA,NA,Sida sp. limestone (D.E.Albrecht 5748),2898907,244983
Sida sp. C sensu Harden (1990),NA,NA,NA,NA,Sida sp. B (C.Dunlop 1739),2915848,244998
Sida spenceriana,Malvaceae,F.Muell.,kew-2601611,Unresolved,Sida spenceriana,2916918,74202
Sida spinosa,Malvaceae,L.,kew-2601633,Accepted,Sida spinosa,2893786,74216
Sida spodochroma,Malvaceae,F.Muell.,kew-2601638,Unresolved,Sida spodochroma,2896430,74241
Sida subspicata,Malvaceae,F.Muell. ex Benth.,kew-2601739,Unresolved,Sida hackettiana,2907305,73368
Sida trichopoda,Malvaceae,F.Muell.,kew-2601710,Unresolved,Sida trichopoda,2904682,74376
Siegfriedia darwinioides,Rhamnaceae,C.A.Gardner,kew-2600043,Unresolved,Siegfriedia darwinioides,2887982,75572
Siemssenia capillaris,Compositae,Steetz,gcc-140352,Accepted,Podolepis capillaris,2909953,92304
Sigesbeckia australiensis,Compositae,D.L.Schulz,gcc-118864,Accepted,Sigesbeckia australiensis,2905681,75718
Sigesbeckia microcephala,Compositae,DC.,gcc-78366,Accepted,Sigesbeckia orientalis,2920819,75539
Sigesbeckia orientalis,Compositae,L.,gcc-123746,Accepted,Sigesbeckia orientalis,2920819,75539
Silene apetala,Caryophyllaceae,Willd.,kew-2485681,Accepted,Silene apetala,2912124,75807
Silene chalcedonica,Caryophyllaceae,(L.) E.H.L.Krause,kew-2485408,Accepted,Silene chalcedonica,2917024,246574
Silene conica,Caryophyllaceae,L.,kew-2485532,Accepted,Silene conica,2887763,75826
Silene coronaria,Caryophyllaceae,(Desr.) Clairv. ex Rchb.,kew-2488256,Accepted,Silene coronaria,2902651,217323
Silene dichotoma,Caryophyllaceae,Ehrh.,kew-2488226,Accepted,Silene dichotoma,2909870,75900
Silene dioica,Caryophyllaceae,(L.) Clairv.,kew-2488209,Accepted,Silene dioica,2919784,75914
Silene gallica,Caryophyllaceae,L.,kew-2488333,Accepted,Silene gallica,2900859,75936
Silene latifolia,Caryophyllaceae,Poir.,kew-2488689,Accepted,Silene latifolia,2908620,152689
Silene nocturna,Caryophyllaceae,L.,kew-2488640,Accepted,Silene nocturna,2907494,76037
Silene schafta,Caryophyllaceae,J.G.Gmel. ex Hohen.,kew-2486889,Unresolved,Silene aegyptiaca,2902037,221591
Silene vulgaris,Caryophyllaceae,(Moench) Garcke,kew-2487840,Accepted,Silene vulgaris,2897570,76092
Siloxerus filifolius,Compositae,(Benth.) Ostenf.,gcc-99204,Accepted,Siloxerus filifolius,2892966,76180
Siloxerus humifusus,Compositae,Labill.,gcc-17996,Accepted,Siloxerus humifusus,2893765,76197
Siloxerus multiflorus,Compositae,(Nees) Nees,gcc-42050,Accepted,Siloxerus multiflorus,2904104,165991
Siloxerus pygmaeus,Compositae,(A.Gray) P.S.Short,gcc-108502,Accepted,Siloxerus pygmaeus,2895759,76248
Silybum marianum,Compositae,(L.) Gaertn.,gcc-114114,Accepted,Silybum marianum,2921072,76429
Sinapis alba,Brassicaceae,L.,kew-2476404,Accepted,Sinapis alba,2901584,76656
Sinapis arvensis,Brassicaceae,L.,kew-2476411,Accepted,Sinapis arvensis,2914242,76678
Siphonodon australis,Celastraceae,Benth.,kew-2480834,Unresolved,Siphonodon australis,2889625,76941
Siphonodon celastrineus,Celastraceae,Griff.,kew-2480835,Unresolved,NA,NA,NA
Siphonodon membranaceus,Celastraceae,F.M.Bailey,kew-2480837,Unresolved,Siphonodon membranaceus,2918188,76971
Siphonodon pendulum,Celastraceae,F.M.Bailey,kew-2480839,Unresolved,Siphonodon pendulus,2911078,76990
Sisymbrium altissimum,Brassicaceae,L.,kew-2476102,Accepted,Sisymbrium altissimum,2916698,77916
Sisymbrium erysimoides,Brassicaceae,Desf.,kew-2476278,Accepted,Sisymbrium erysimoides,2919264,78092
Sisymbrium irio,Brassicaceae,L.,kew-2474776,Accepted,Sisymbrium irio,2887936,78148
Sisymbrium officinale,Brassicaceae,(L.) Scop.,kew-2474949,Accepted,Sisymbrium officinale,2902578,78285
Sisymbrium orientale,Brassicaceae,L.,kew-2474956,Accepted,Sisymbrium orientale,2919433,78308
Sisyrinchium micranthum,Iridaceae,Cav.,kew-325131,Accepted,Sisyrinchium iridifolium,2906013,78572
Sloanea australis,Elaeocarpaceae,F.Muell.,kew-2592635,Unresolved,Sloanea australis,2905246,85693
Sloanea australis subsp. parviflora,Elaeocarpaceae,F.Muell.,kew-2592635,Unresolved,Sloanea australis subsp. parviflora,2917491,85707
Sloanea forbesii,Elaeocarpaceae,F.Muell.,kew-2592318,Unresolved,NA,NA,NA
Sloanea langii,Elaeocarpaceae,F.Muell.,kew-2592301,Unresolved,Sloanea langii,2900852,85735
Sloanea macbrydei,Elaeocarpaceae,F.Muell.,kew-2592262,Unresolved,Sloanea macbrydei,2917979,85753
Sloanea woollsii,Elaeocarpaceae,F.Muell.,kew-2592399,Unresolved,Sloanea woollsii,2909011,85774
Smilax aculeatissima,Smilacaceae,Conran,kew-287950,Accepted,Smilax aculeatissima,2900802,85922
Smilax australis,Smilacaceae,R.Br.,kew-288556,Accepted,Smilax australis,2902974,85928
Smilax blumei,Smilacaceae,A.DC.,kew-288540,Accepted,Smilax blumei,2904756,85958
Smilax calophylla,Smilacaceae,Wall. ex A.DC.,kew-288453,Accepted,Smilax calophylla,2895013,85963
Smilax glyciphylla,Smilacaceae,Sm.,kew-289286,Accepted,Smilax glyciphylla,2901583,85988
Smilax kaniensis,Smilacaceae,K.Krause,kew-289177,Accepted,Smilax kaniensis,2892110,86001
Smilax leucophylla,Smilacaceae,Blume,kew-289192,Accepted,Smilax leucophylla,2909557,86039
Smilax zeylanica,Smilacaceae,L.,kew-289061,Accepted,Smilax australis,2902974,85928
Smithia conferta,Leguminosae,Sm.,ild-34446,Accepted,Smithia conferta,2896335,86125
Solanum acanthodapis,Solanaceae,A.R. Bean,tro-50282171,Unresolved,Solanum acanthodapis,2899723,182240
Solanum adenophorum,Solanaceae,F. Muell.,tro-29607633,Unresolved,Solanum adenophorum,2913118,83311
Solanum amblymerum,Solanaceae,Dunal,tro-29606785,Unresolved,Solanum amblymerum,2901508,83383
Solanum americanum,Solanaceae,Mill.,tro-29600095,Accepted,Solanum nigrum,2912741,69530
Solanum ammophilum,Solanaceae,A.R. Bean,tro-50282179,Unresolved,Solanum ammophilum,2918660,192034
Solanum armourense,Solanaceae,A.R. Bean,tro-50224478,Unresolved,Solanum armourense,2896337,177373
Solanum ashbyae,Solanaceae,Symon,tro-29600218,Unresolved,Solanum ashbyae,2888550,83526
Solanum aviculare,Solanaceae,G. Forst.,tro-29600097,Accepted,Solanum aviculare,2900613,99855
Solanum beaugleholei,Solanaceae,Symon,tro-29600220,Unresolved,Solanum beaugleholei,2902824,100146
Solanum campanulatum,Solanaceae,Brown,tro-29605667,Unresolved,Solanum campanulatum,2914514,100287
Solanum capsiciforme,Solanaceae,Baylis,tro-29600226,Unresolved,Solanum capsiciforme,2889801,100367
