Source Tab,Family,SPECIES_NAME,Pollinators_Bee_Records,Pollinators_Bee_Species,Pollinators_Bird,Pollinators_Bird&Insect,Pollinators_Bird_Records,buzz_pollination_by_bees_BPB,Pollinators_Butterfly,Polllination_Consistency,GDM_&_Bird,pollinators_insects_generic_GIP,Insect_group,Insect_Records,Insect_Type,Insects,non_flying_mammals&birds,non_flying_mammals_rec,Other_Insect_Records,post_pollination_colour_change_PPCC,relatively_specialised_insect_pollination_RSIP,selfing_SP,specialised_insect_pollination_SIP,Specific_pollintor,Pollination_Water,Pollination_Wind,Pollination_summary,Pollen_refs_&_notes,Breeding,Dioecy,Flower_Colour,Bud_width,Corolla_length,Corolla_length_male,Corolla_length_min,Corolla_length_max,Flower_Size,Floral_tube_length,Flower_length,Flower_display,Sepal_female,Bract_length,Inflorescence,Inflorescence_size,filament,Filament_length,Stamen,Anther_Length,Fruit_morphology,Pistil_Length,Pollen_presenter,Flower_shape,Stamen_Length,Stigma,Style_hairy,Style_Length,Anther_type,Flower,Flower_studied_in_herbarium,canopy_seed_bank_CSB,Fire_flowering,Fire_impact,FPBuds,fire_promoted_flowering_FPF,fire_promoted_germination_FPG,MFT,resprouts_epicormic_buds_REB,_repsrouts_epicormic_??_REC,Resprouts,resprouts_from_lignotubers_roots_or_rhizomes_RLR,short-lived_after_fire_SAF,seed_germination_promoted_by_fire_SGP,secondary_pollen_presentation_SPP,soil_seed_bank_SSB,Fire_response_Variable,Fire_Notes,Mycorrhizae,Rare_Flora,southwest_SW,Ecology,Ecology_ref,Habitat_and_life_history,Explosive,Dispersal_Wind_seeds,Dispersal_Wing,Notes,Photos,Rare_status,References,datasetName,GENUS,GENUS2,Group,Inf_group,INFRA_NAME,INFRA_RANK,Name,Name_Authorship,NAME_ID,new_genus,SPECIES,Subgenus,Subsp,taxa,Taxonomy,Taxonomy2
Asteracea,,Helichrysum leucopsideum,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helichrysum,,,,,,,DC.,,,,,,,Species,
Asteracea,,Helipterum craspedioides,13,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Helipterum,,,,,,,W.Fitzg.,,,,,,,Species,
Asteracea,,Hyalochlamys globifera,,,,,,,,,,,,,,,,,,,,,,,,,RSIP,inbreeding likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalochlamys,,,,,,,A.Gray,,,,,,,Species,
Asteracea,,Hyalosperma cotula,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,showy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(Benth.) Paul G.Wilson,,,,,,,Species,
Asteracea,,Hyalosperma demissum,,,,,,,,,,,,,,,,,,,,,,,,,RSIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(A.Gray) Paul G.Wilson,,,,,,,Species,
Asteracea,,Hyalosperma glutinosum,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,Steetz,,,,,,,Species,
Asteracea,,Hyalosperma pusillum,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(Turcz.) Paul G.Wilson,,,,,,,Species,
Asteracea,,Hyalosperma simplex,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(Steetz) Paul G.Wilson,,,,,,,Species,
Asteracea,,Hyalosperma stoveae,,,,,,,,,,,,,,,,,,,,,,,,,RSIP,inbreeding likely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(D.A.Cooke) Paul G.Wilson,,,,,,,Species,
Asteracea,,Hyalosperma zacchaeus,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hyalosperma,,,,,,,(S.Moore) Paul G.Wilson,,,,,,,Species,
Asteracea,,Isoetopsis graminifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isoetopsis,,,,,,,Turcz.,,,,,,,Species,
Asteracea,,Ixiolaena viscosa,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ixiolaena,,,,,,,Benth.,,,,,,,Species,
Asteracea,,Kippistia suaedifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kippistia,,,,,,,F.Muell.,,,,,,,Species,
Asteracea,,Lagenophora gracilis,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagenophora,,,,,,,Steetz,,,,,,,Species,
Asteracea,,Lagenophora huegelii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagenophora,,,,,,,Benth.,,,,,,,Species,
Asteracea,,Lagenophora platysperma,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagenophora,,,,,,,Jian Wang ter & A.R.Bean,,,,,,,Species,
Asteracea,,Lagenophora stipitata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lagenophora,,,,,,,(Labill.) Druce,,,,,,,Species,
Asteracea,,Lawrencella davenportii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrencella,,,,,,,(F.Muell.) Paul G.Wilson,,,,,,,Species,
Asteracea,,Lawrencella rosea,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lawrencella,,,,,,,Lindl.,,,,,,,Species,
Asteracea,,Leiocarpa semicalva,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leiocarpa,,,,,,,(F.Muell.) Paul G.Wilson,,,,,,,Species,
Asteracea,,Leiocarpa websteri,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leiocarpa,,,,,,,(S.Moore) Paul G.Wilson,,,,,,,Species,
Asteracea,,Lemooria burkittii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lemooria,,,,,,,(Benth.) P.S.Short,,,,,,,Species,
Asteracea,,Leptinella drummondii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Leptinella,,,,,,,(Benth.) D.G.Lloyd & C.J.Webb,,,,,,,Species,
Asteracea,,Leptorhynchos scaber,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leptorhynchos,,,,,,,(Benth.) Haegi,,,,,,,Species,
Asteracea,,Leucophyta brownii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leucophyta,,,,,,,Cass.,,,,,,,Species,
Asteracea,,Logfia gallica,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Logfia,,,,,,,(L.) Coss. & Germ.,,,,,,,Species,
Asteracea,,Microseris walteri,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,v large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Microseris,,,,,,,Gand.,,,,,,,Species,
Asteracea,,Millotia depauperata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,Stapf,,,,,,,Species,
Asteracea,,Millotia dimorpha,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia eichleri,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia jacksonii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia major,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millotia,,,,,,,(Turcz.) P.S.Short,,,,,,,Species,
Asteracea,,Millotia myosotidifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millotia,,,,,,,(Benth.) Steetz,,,,,,,Species,
Asteracea,,Millotia newbeyi,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia perpusilla,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millotia,,,,,,,(Turcz.) P.S.Short,,,,,,,Species,
Asteracea,,Millotia pilosa,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia steetziana,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Millotia,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Millotia tenuifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Millotia,,,,,,,Cass.,,,,,,,Species,
Asteracea,,Minuria cunninghamii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minuria,,,,,,,(DC.) Benth.,,,,,,,Species,
Asteracea,,Minuria gardneri,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minuria,,,,,,,Lander & Barry,,,,,,,Species,
Asteracea,,Minuria leptophylla,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minuria,,,,,,,DC.,,,,,,,Species,
Asteracea,,Myriocephalus appendiculatus,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,Benth.,,,,,,,Species,
Asteracea,,Myriocephalus biflorus,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Myriocephalus,,,,,,,Paul G.Wilson,,,,,,,Species,
Asteracea,,Myriocephalus guerinae,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,F.Muell.,,,,,,,Species,
Asteracea,,Myriocephalus helichrysoides,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,A.Gray,,,,,,,Species,
Asteracea,,Myriocephalus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,(F.Muell.) P.S.Short,,,,,,,Species,
Asteracea,,Myriocephalus oldfieldii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,(F.Muell.) Paul G.Wilson,,,,,,,Species,
Asteracea,,Myriocephalus pygmaeus,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,(A.Gray) P.S.Short,,,,,,,Species,
Asteracea,,Myriocephalus rudallii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,(F.Muell.) Benth.,,,,,,,Species,
Asteracea,,Myriocephalus walcottii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myriocephalus,,,,,,,P.S.Short,,,,,,,Species,
Asteracea,,Notisia intonsa,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Notisia,,,,,,,(S.Moore) P.S.Short,,,,,,,Species,
Asteracea,,Olearia adenolasia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia arida,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,E.Pritz.,,,,,,,Species,
Asteracea,,Olearia axillaris,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(DC.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia brachyphylla,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell. ex Sond.) N.A.Wakef.,,,,,,,Species,
Asteracea,,Olearia calcarea,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia cassiniae,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia ciliata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Benth.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia elaeophila,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(A.Cunn. ex DC.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia exiguifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia homolepis,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) Benth.,,,,,,,Species,
Asteracea,,Olearia humilis,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Olearia imbricata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Turcz.) Benth.,,,,,,,Species,
Asteracea,,Olearia incana,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(D.A.Cooke) Lander,,,,,,,Species,
Asteracea,,Olearia incondita,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Olearia laciniifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Olearia lanuginosa,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(J.H.Willis) N.A.Wakef.,,,,,,,Species,
Asteracea,,Olearia lehmanniana,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Steetz) Lander,,,,,,,Species,
Asteracea,,Olearia lepidophylla,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Pers.) Benth.,,,,,,,Species,
Asteracea,,Olearia magniflora,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) Benth.,,,,,,,Species,
Asteracea,,Olearia minor,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Benth.) Lander,,,,,,,Species,
Asteracea,,Olearia muelleri,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Sond.) Benth.,,,,,,,Species,
Asteracea,,Olearia muricata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Steetz) Benth.,,,,,,,Species,
Asteracea,,Olearia newbeyi,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Olearia occidentissima,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Priority ?,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Olearia passerinoides,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Turcz.) Benth.,,,,,,,Species,
Asteracea,,Olearia paucidentata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Steetz) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia picridifolia,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) Benth.,,,,,,,Species,
Asteracea,,Olearia pimeleoides,6,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(DC.) Benth.,,,,,,,Species,
Asteracea,,Olearia ramosissima,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(DC.) Benth.,,,,,,,Species,
Asteracea,,Olearia revoluta,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,Benth.,,,,,,,Species,
Asteracea,,Olearia rudis,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Benth.) F.Muell. ex Benth.,,,,,,,Species,
Asteracea,,Olearia sp. Eremicola (Diels & Pritzel s.n. PERTH 00449628),,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,,,,,,,,PN,
Asteracea,,Olearia sp. Kennedy Range (G.Byrne 66),,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,WA Herbarium,,,,,,,PN,
Asteracea,,Olearia strigosa,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Steetz) Benth.,,,,,,,Species,
Asteracea,,Olearia stuartii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(F.Muell.) Benth.,,,,,,,Species,
Asteracea,,Olearia subspicata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,(Hook.) Benth.,,,,,,,Species,
Asteracea,,Olearia trifurcata,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olearia,,,,,,,Lander,,,,,,,Species,
Asteracea,,Ozothamnus blackallii,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozothamnus,,,,,,,(N.T.Burb.) Anderb.,,,,,,,Species,
Asteracea,,Ozothamnus cassiope,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozothamnus,,,,,,,(S.Moore) Anderb.,,,,,,,Species,
Asteracea,,Ozothamnus lepidophyllus,,,,,,,,,,,,,,,,,,,,,,,,,GIP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozothamnus,,,,,,,Steetz,,,,,,,Species,
