Scientific Name,metadata_id,primary_source_id,SLA (mg/mm2),longevity,Height (cm),Seed Dispersal,Seed mass (mg),Growth form,LDMC (mg/g),LDMC (%),Leaf area (mm2)
Eucalyptus sp.,87,83,NA,perennial,NA,Undefined,NA,NA,NA,NA,NA
Iridaceae sp.,87,83,NA,perennial,NA,NA,NA,NA,NA,NA,NA
Muscari sp.,87,83,NA,perennial,NA,NA,NA,NA,NA,NA,NA
Myriophyllum sp.,87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oxalis sp.,87,83,NA,perennial,NA,NA,NA,NA,NA,NA,NA
Prunus sp.,87,83,NA,perennial,NA,Ingestion,NA,NA,NA,NA,NA
Rumex sp.,87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senecio sp.,87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solenogyne sp.,87,83,NA,perennial,10,Undefined,NA,NA,NA,NA,NA
Thelymitra sp.,87,83,NA,perennial,40,Mobile,NA,NA,NA,NA,NA
Trifolium sp.,87,83,NA,NA,NA,NA,NA,NA,NA,NA,NA
