taxon_name,scientificNameAuthorship,genus_APC,genus_Sjostrom,habit_to_use,lifespan_to_use,sex_type_to_use,fruit_to_use,original_name
Wilkiea rigidifolia,NA,NA,NA,3,2,8,6,Kibara rigidifolia
Levieria acuminata,NA,NA,NA,3,2,8,6,Levieria acuminata
Monimiaceae Gen. Nov. sp. (Davies Creek LJW 6430),NA,NA,NA,3,2,13,6,Monimiaceae Gen. Nov. sp. (Davies Creek LJW 6430)
Monimiaceae Gen. Nov. sp. (McDowall Range JGT 14552),NA,NA,NA,2,2,13,6,Monimiaceae Gen. Nov. sp. (Mc Dowell Range JGT 14552)
Wilkiea hylandii,NA,NA,NA,2,2,13,6,Monimiaceae sp. (Mc Ilwraith Range B H 10894)
Steganthera australiana,NA,NA,NA,3,2,7,11,Steganthera australiana
Steganthera macooraia,NA,NA,NA,3,2,7,6,Steganthera macooraia
Steganthera laxiflora,NA,NA,NA,3,2,8,6,Tetrasynandra laxiflora
Wilkiea longipes,NA,NA,NA,3,2,8,6,Tetrasynandra longipes
Wilkiea pubescens,NA,NA,NA,3,2,7,6,Tetrasynandra pubescens
Tetrasynandra sp. (Mt Lewis BH 1053RFK),NA,NA,NA,3,2,7,6,Tetrasynandra sp. (Mt Lewis B H 1053 RFK)
Wilkiea angustifolia,NA,NA,NA,3,2,8,6,Wilkiea angustifolia
Wilkiea kaarruana,NA,NA,NA,3,2,8,6,Wilkiea sp. (palmerston B H 80 RFK)
Wilkiea wardellii,NA,NA,NA,3,2,13,6,Wilkiea wardellii
Antiaris toxicaria subsp. macrophylla,NA,NA,NA,3,2,7,6,Antiaris toxicaria var. macrophylla
Artocarpus glaucus,NA,NA,NA,3,2,7,25,Artocarpus glaucus
Ficus adenosperma,NA,NA,NA,3,2,8,11,Ficus adenosperma
Ficus albipila,NA,NA,NA,3,2,7,11,Ficus albipila
Ficus atricha,NA,NA,NA,3,2,7,11,Ficus atricha
Ficus benjamina,NA,NA,NA,3,2,7,11,Ficus benjamina
Ficus brachypoda,NA,NA,NA,3,2,7,11,Ficus brachypoda
Ficus cerasicarpa,NA,NA,NA,3,2,7,11,Ficus cerasicarpa
Ficus congesta,NA,NA,NA,3,2,8,11,Ficus congesta
Ficus copiosa,NA,NA,NA,3,2,8,11,Ficus copiosa
Ficus coronulata,NA,NA,NA,3,2,8,11,Ficus coronulata
Ficus crassipes,NA,NA,NA,3,2,7,11,Ficus crassipes
Ficus opposita,NA,NA,NA,3,2,8,11,Ficus cumingii var. androbrota
Ficus destruens,NA,NA,NA,3,2,7,11,Ficus destruens
Ficus drupacea,NA,NA,NA,3,2,7,11,Ficus drupacea
Ficus fraseri,NA,NA,NA,3,2,8,11,Ficus fraseri
Ficus hispida,NA,NA,NA,3,2,8,11,Ficus hispida
Ficus leptoclada,NA,NA,NA,3,2,8,11,Ficus leptoclada
Ficus melinocarpa,NA,NA,NA,3,2,8,11,Ficus melinocarpa var. hololampra
Ficus microcarpa,NA,NA,NA,3,2,7,11,Ficus microcarpa
Ficus mollior,NA,NA,NA,3,2,8,11,Ficus mollior
Ficus nodosa,NA,NA,NA,3,2,8,11,Ficus nodosa
Ficus obliqua,NA,NA,NA,3,2,7,11,Ficus obliqua
Ficus aculeata var. indecora,NA,NA,NA,3,2,8,11,Ficus opposita var. indecora
Ficus aculeata,NA,NA,NA,3,2,8,11,Ficus opposita var. micrantha
Ficus platypoda,NA,NA,NA,3,2,7,11,Ficus platypoda
Ficus pleurocarpa,NA,NA,NA,3,2,7,11,Ficus pleurocarpa
Ficus racemosa,NA,NA,NA,3,2,7,11,Ficus racemosa
Ficus rubiginosa,NA,NA,NA,3,2,7,11,Ficus rubiginosa
Ficus septica,NA,NA,NA,3,2,8,11,Ficus septica
Ficus subnervosa,NA,NA,NA,3,2,7,11,Ficus subnervosa
Ficus subpuberula,NA,NA,NA,3,2,7,11,Ficus subpuberula
Ficus henneana,NA,NA,NA,3,2,7,11,Ficus superba var. henneana
Ficus tinctoria,NA,NA,NA,3,2,8,11,Ficus tinctoria
Ficus triradiata,NA,NA,NA,3,2,7,11,Ficus triradiata
Ficus variegata,NA,NA,NA,3,2,8,11,Ficus variegata
Ficus virens,NA,NA,NA,3,2,7,11,Ficus virens
Ficus virens var. dasycarpa,NA,NA,NA,3,2,7,11,Ficus virens var. dasycarpa
Ficus virens var. sublanceolata,NA,NA,NA,3,2,7,11,Ficus virens var. sublanceolata
Ficus virens var. virens,NA,NA,NA,3,2,7,11,Ficus virens var. virens
Ficus virgata,NA,NA,NA,3,2,8,11,Ficus virgata
Ficus watkinsiana,NA,NA,NA,3,2,7,11,Ficus watkinsiana
Streblus brunonianus,NA,NA,NA,3,2,7,1,Streblus brunonianus
Streblus glaber var. australianus,NA,NA,NA,3,2,7,1,Streblus glaber var. australianus
Trophis scandens,NA,NA,NA,4,2,8,6,Trophis scandens
Musa fitzalanii,NA,NA,NA,1,2,3,2,Musa fitzalanii
Eremophila denticulata subsp. trisulcata,NA,NA,NA,2,2,1,9,Eremophila denticulata subsp. trisulcata Chinnock ms.
Eremophila lactea,NA,NA,NA,2,2,1,9,Eremophila lactea
Eremophila nivea,NA,NA,NA,2,2,1,9,Eremophila nivea
Eremophila pinnatifida,NA,NA,NA,2,2,1,9,Eremophila pinnatifida
Eremophila resinosa,NA,NA,NA,2,2,1,9,Eremophila resinosa
Eremophila scaberula,NA,NA,NA,2,2,1,9,Eremophila scaberula
Eremophila subteretifolia,NA,NA,NA,2,2,1,9,Eremophila subteretifolia
Eremophila ternifolia,NA,NA,NA,2,2,1,9,Eremophila ternifolia
Eremophila tetraptera,NA,NA,NA,2,2,1,7,Eremophila tetraptera
Eremophila veneta,NA,NA,NA,2,2,1,9,Eremophila veneta
Eremophila verticillata,NA,NA,NA,2,2,1,9,Eremophila verticillata
Eremophila virens,NA,NA,NA,2,2,1,9,Eremophila virens
Eremophila viscida,NA,NA,NA,2,2,1,9,Eremophila viscida
Myoporum turbinatum,NA,NA,NA,2,2,1,6,Myoporum turbinatum
Horsfieldia australiana,NA,NA,NA,3,2,8,3,Horsfieldia australiana
Myristica insipida,NA,NA,NA,3,2,8,3,Myristica insipida
Ardisia pachyrrhachis,NA,NA,NA,3,2,1,6,Ardisia pachyrrhachis
Myrsine achradifolia,NA,NA,NA,3,2,8,6,Rapanea achradifolia
Myrsine benthamiana,NA,NA,NA,3,2,8,6,Rapanea benthamiana
Myrsine crassifolia,NA,NA,NA,2,2,8,6,Rapanea crassifolia
Myrsine howittiana,NA,NA,NA,2,2,8,6,Rapanea howittiana
Myrsine kimberleyensis,NA,NA,NA,2,2,8,6,Rapanea kimberleyensis
Myrsine mccomishii,NA,NA,NA,3,2,8,6,Rapanea maccomishii
Myrsine myrtillina,NA,NA,NA,2,2,8,6,Rapanea myrtillina
Myrsine platystigma,NA,NA,NA,3,2,8,6,Rapanea platystigma
Myrsine porosa,NA,NA,NA,3,2,8,6,Rapanea porosa
Myrsine ralstoniae,NA,NA,NA,3,2,8,6,Rapanea ralstoniae
Rapanea sp. (Emerald JOF 131),NA,NA,NA,2,2,8,6,Rapanea sp. Emerald JOF 131
Rapanea sp. (Kimberley KFK 10514),NA,NA,NA,2,2,8,6,Rapanea sp. Kimberley KFK 10514
Rapanea sp. (Ravenshoe CAIRNS 5524),NA,NA,NA,2,2,8,6,Rapanea sp. Ravenshoe CAIRNS 5523
Myrsine richmondensis,NA,NA,NA,2,2,8,6,Rapanea sp. Richmond River (J. H. Maiden & J. L. Boorman NSW 26751)
Rapanea sp. (Shipton BH 12523),NA,NA,NA,2,2,8,6,Rapanea sp. Shipton B H 12523
Rapanea sp. (Zarda BH 6898),NA,NA,NA,2,2,8,6,Rapanea sp. Zarda B H 6898
Myrsine subsessilis,NA,NA,NA,2,2,8,6,Rapanea subsessilis
Myrsine urceolata,NA,NA,NA,2,2,8,6,Rapanea urceolata
Myrsine variabilis,NA,NA,NA,3,2,8,6,Rapanea variabilis
Syzygium divaricatum,NA,NA,NA,3,2,1,2,Acmena divaricata
Syzygium graveolens,NA,NA,NA,3,2,1,2,Acmena graveolens
Syzygium hemilamprum,NA,NA,NA,3,2,1,2,Acmena hemilampra
Syzygium hemilamprum subsp. hemilamprum,NA,NA,NA,3,2,1,2,Acmena hemilampra ssp. hemilampra
Syzygium hemilamprum subsp. orophilum,NA,NA,NA,3,2,1,2,Acmena hemilampra ssp. orophila
Syzygium mackinnonianum,NA,NA,NA,3,2,1,2,Acmena mackinnoniana
Syzygium resa,NA,NA,NA,3,2,1,2,Acmena resa
Syzygium smithii,NA,NA,NA,3,2,1,2,Acmena smithii
Acmena sp. (Cooper Creek GS 1419),NA,NA,NA,3,2,1,2,Acmena sp. (Cooper Creek G S 1419)
Syzygium claviflorum,NA,NA,NA,3,2,1,2,Acmenosperma claviflorum
Syzygium pringlei,NA,NA,NA,3,2,1,2,Acmenosperma pringlei
Allosyncarpia ternata,NA,NA,NA,3,2,1,3,Allosyncarpia ternata
Archirhodomyrtus beckleri,NA,NA,NA,3,2,1,2,Archirhodomyrtus beckleri
Asteromyrtus angustifolia,NA,NA,NA,3,2,1,2,Asteromyrtus angustifolia
Asteromyrtus brassii,NA,NA,NA,3,2,1,2,Asteromyrtus brassii
Gossia dallachiana,NA,NA,NA,3,2,1,2,Austromyrtus dallachiana
Gossia floribunda,NA,NA,NA,3,2,1,2,Austromyrtus floribunda
Gossia fragrantissima,NA,NA,NA,3,2,1,2,Austromyrtus fragrantissima
Gossia gonoclada,NA,NA,NA,3,2,1,2,Austromyrtus gonoclada
Gossia hillii,NA,NA,NA,3,2,1,2,Austromyrtus hillii
Lenwebbia lasioclada,NA,NA,NA,3,2,1,2,Austromyrtus lasioclada
Gossia myrsinocarpa,NA,NA,NA,3,2,1,2,Austromyrtus minutiflora
Austromyrtus sp. (Annan River BH 25539RFK),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Annan River B H 25539 RFK)
Austromyrtus sp. (Bamaga BH 10235),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Bamaga B H 10235)
Austromyrtus sp. (Byerstown Range GPG 2037),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Byerstown Range G P G 2037)
Austromyrtus sp. (Cape Flattery LJW 13537),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Cape Flattery L J W 13537)
Austromyrtus sp. (Danbulla LSS 10123),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Danbulla L S S 10123)
Austromyrtus sp. (Forty Mile Scrub GCS 1785),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Forty Mile Scrub G C S 1785)
Austromyrtus sp. (Gillies BG 1484),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Gillies B G 1484)
Austromyrtus sp. (Leo Creek BG 5244),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Leo Creek B G 5244)
Austromyrtus sp. (McIlwraith Range BH 11148),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Mc Ilwraith Range B H 11148)
Austromyrtus sp. (Mt Lewis BG 831),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Mt Lewis B G 831)
Austromyrtus sp. (Windsor Tableland BG 412),NA,NA,NA,3,2,1,2,Austromyrtus sp. (Windsor Tableland B G 412)
Backhousia angustifolia,NA,NA,NA,3,2,1,3,Backhousia angustifolia
Backhousia bancroftii,NA,NA,NA,3,2,1,3,Backhousia bancroftii
Backhousia hughesii,NA,NA,NA,3,2,1,3,Backhousia hughesii
Backhousia kingii,NA,NA,NA,3,2,1,3,Backhousia kingii
Baeckea kandos,NA,NA,NA,2,2,1,3,Baeckea kandos
Barongia lophandra,NA,NA,NA,3,2,1,3,Barongia lophandra
Callistemon recurvus,NA,NA,NA,3,2,1,3,Callistemon recurvus
Callistemon viminalis,NA,NA,NA,3,2,1,3,Callistemon viminalis
Calytrix breviseta subsp. breviseta,NA,NA,NA,2,2,1,16,Calytrix breviseta subsp. breviseta
Chamelaucium sp. Gingin (N.G.Marchant 6),NA,NA,NA,2,2,1,16,Chamelaucium sp. Gingin (N. G. Marchant s.n. 4/11/1988)
Syzygium fullagarii,NA,NA,NA,3,2,1,6,Cleistocalyx fullagarii
Corymbia intermedia,NA,NA,NA,3,2,1,3,Corymbia intermedia
Corymbia tessellaris,NA,NA,NA,3,2,1,3,Corymbia tessellaris
Corymbia torelliana,NA,NA,NA,3,2,1,3,Corymbia torelliana
Corynanthera flava,NA,NA,NA,2,2,1,17,Corynanthera flava
Darwinia acerosa,NA,NA,NA,2,2,1,9,Darwinia acerosa
Darwinia apiculata,NA,NA,NA,2,2,1,9,Darwinia apiculata
Darwinia carnea,NA,NA,NA,2,2,1,9,Darwinia carnea
Darwinia chapmaniana,NA,NA,NA,2,2,1,9,Darwinia chapmaniana
Darwinia collina,NA,NA,NA,2,2,1,9,Darwinia collina
Darwinia ferricola,NA,NA,NA,2,2,1,9,Darwinia ferricola
Darwinia oxylepis,NA,NA,NA,2,2,1,9,Darwinia oxylepis
Darwinia polychroma,NA,NA,NA,2,2,1,9,Darwinia sp. Carnamah (J. Coleby- Williams 148)
Darwinia whicherensis,NA,NA,NA,2,2,1,9,Darwinia sp. Williamson (G. J. Keighery 12717)
Darwinia wittwerorum,NA,NA,NA,2,2,1,9,Darwinia wittwerorum
Decaspermum humile,NA,NA,NA,3,2,1,2,Decaspermum humile
Decaspermum struckoilicum,NA,NA,NA,3,2,1,2,Decaspermum sp. Mt Morgan (D. Hoy 71)
Eucalyptus absita,NA,NA,NA,3,2,1,3,Eucalyptus absita
Eucalyptus x balanites,NA,NA,NA,3,2,1,3,Eucalyptus balanites
Eucalyptus beardiana,NA,NA,NA,3,2,1,3,Eucalyptus beardiana
Eucalyptus annettae,NA,NA,NA,3,2,1,3,Eucalyptus bennettiae
Eucalyptus brevipes,NA,NA,NA,3,2,1,3,Eucalyptus brevipes
Eucalyptus burdettiana,NA,NA,NA,3,2,1,3,Eucalyptus burdettiana
Eucalyptus conglomerata,NA,NA,NA,3,2,1,3,Eucalyptus conglomerata
Eucalyptus copulans,NA,NA,NA,3,2,1,3,Eucalyptus copulans
Eucalyptus crebra,NA,NA,NA,3,2,1,3,Eucalyptus crebra
Eucalyptus crenulata,NA,NA,NA,3,2,1,3,Eucalyptus crenulata
Eucalyptus crucis subsp. praecipua,NA,NA,NA,3,2,1,3,Eucalyptus crucis subsp. praecipua
Eucalyptus cuprea,NA,NA,NA,3,2,1,3,Eucalyptus cuprea
Eucalyptus dolorosa,NA,NA,NA,3,2,1,3,Eucalyptus dolorosa
Eucalyptus grandis,NA,NA,NA,3,2,1,3,Eucalyptus grandis
Eucalyptus granitica,NA,NA,NA,3,2,1,3,Eucalyptus graniticola
Eucalyptus gunnii subsp. divaricata,NA,NA,NA,3,2,1,3,Eucalyptus gunnii subsp. divaricata
Eucalyptus houseana,NA,NA,NA,3,2,1,3,Eucalyptus houseana
Eucalyptus imlayensis,NA,NA,NA,3,2,1,3,Eucalyptus imlayensis
Eucalyptus x impensa,NA,NA,NA,3,2,1,3,Eucalyptus impensa
Eucalyptus insularis,NA,NA,NA,3,2,1,3,Eucalyptus insularis
Eucalyptus leprophloia,NA,NA,NA,3,2,1,3,Eucalyptus leprophloia
Eucalyptus resinifera subsp. resinifera,NA,NA,NA,3,2,1,3,Eucalyptus macta
Eucalyptus morrisbyi,NA,NA,NA,3,2,1,3,Eucalyptus morrisbyi
Eucalyptus pachycalyx subsp. banyabba,NA,NA,NA,3,2,1,3,Eucalyptus pachycalyx subsp. banyabba
Eucalyptus pellita,NA,NA,NA,3,2,1,3,Eucalyptus pellita
Eucalyptus x phylacis,NA,NA,NA,3,2,1,3,Eucalyptus phylacis
Eucalyptus pruiniramis,NA,NA,NA,3,2,1,3,Eucalyptus pruiniramis
Eucalyptus recurva,NA,NA,NA,3,2,1,3,Eucalyptus recurva
Eucalyptus rhodantha var. x petiolaris,NA,NA,NA,3,2,1,3,Eucalyptus rhodantha var. petiolaris
Eucalyptus sp. Howes Swamp Creek (M.Doherty 26),NA,NA,NA,3,2,1,3,Eucalyptus sp. Howes Swamp Creek (M. Doherty 19/7/1985 NSW 207054)
Eucalyptus tereticornis,NA,NA,NA,3,2,1,3,Eucalyptus tereticornis
Eugenia reinwardtiana,NA,NA,NA,3,2,1,2,Eugenia reinwardtiana
Hypocalymma longifolium,NA,NA,NA,2,2,1,3,Hypocalymma longifolium
Lamarchea hakeifolia,NA,NA,NA,2,2,1,29,Lamarchea hakeifolia
Lamarchea sulcata,NA,NA,NA,2,2,1,29,Lamarchea sulcata
Leptospermum wooroonooran,NA,NA,NA,3,2,1,3,Leptospermum wooroonooran
Lindsayomyrtus racemoides,NA,NA,NA,3,2,1,3,Lindsayomyrtus racemoides
Lophostemon confertus,NA,NA,NA,3,2,1,3,Lophostemon confertus
Lophostemon grandiflorus subsp. riparius,NA,NA,NA,3,2,1,3,Lophostemon grandiflorus ssp. riparius
Lophostemon lactifluus,NA,NA,NA,3,2,1,3,Lophostemon lactifluus
Lophostemon suaveolens,NA,NA,NA,3,2,1,3,Lophostemon suaveolens
Melaleuca acacioides,NA,NA,NA,3,2,1,3,Melaleuca acacioides
Melaleuca acuminata,NA,NA,NA,2,2,1,3,Melaleuca acuminata
Melaleuca adenostyla,NA,NA,NA,3,2,1,3,Melaleuca adenostyla
Melaleuca adnata,NA,NA,NA,3,2,1,3,Melaleuca adnata
Melaleuca agathosmoides,NA,NA,NA,2,2,1,3,Melaleuca agathosmoides
Melaleuca alsophila,NA,NA,NA,3,2,1,3,Melaleuca alsophila
Melaleuca alternifolia,NA,NA,NA,3,2,1,3,Melaleuca alternifolia
Melaleuca amydra,NA,NA,NA,2,2,1,3,Melaleuca amydra
Melaleuca apodocephala,NA,NA,NA,2,2,1,3,Melaleuca apodocephala
Melaleuca apostiba,NA,NA,NA,8,2,1,3,Melaleuca apostiba
Melaleuca araucarioides,NA,NA,NA,2,2,1,3,Melaleuca araucarioides
Melaleuca arcana,NA,NA,NA,8,2,1,3,Melaleuca arcana
Melaleuca argentea,NA,NA,NA,3,2,1,3,Melaleuca argentea
Melaleuca aspalathoides,NA,NA,NA,2,2,1,3,Melaleuca aspalathoides
Melaleuca barlowii,NA,NA,NA,2,2,1,3,Melaleuca barlowii
Melaleuca basicephala,NA,NA,NA,2,2,1,3,Melaleuca basicephala
Melaleuca beardii,NA,NA,NA,2,2,1,3,Melaleuca beardii
Melaleuca biconvexa,NA,NA,NA,3,2,1,3,Melaleuca biconvexa
Melaleuca bisulcata,NA,NA,NA,2,2,1,3,Melaleuca bisulcata
Melaleuca blaeriifolia,NA,NA,NA,2,2,1,3,Melaleuca blaeriifolia
Melaleuca boeophylla,NA,NA,NA,2,2,1,3,Melaleuca boeophylla
Melaleuca borealis,NA,NA,NA,8,2,1,3,Melaleuca borialis
Melaleuca bracteata,NA,NA,NA,3,2,1,3,Melaleuca bracteata
Melaleuca bracteosa,NA,NA,NA,2,2,1,3,Melaleuca bracteosa
Melaleuca brevifolia,NA,NA,NA,2,2,1,3,Melaleuca brevifolia
Melaleuca bromelioides,NA,NA,NA,2,2,1,3,Melaleuca bromelioides
Melaleuca brophyi,NA,NA,NA,2,2,1,3,Melaleuca brophyi
Melaleuca caeca,NA,NA,NA,2,2,1,3,Melaleuca caeca
Melaleuca cajuputi,NA,NA,NA,3,2,1,3,Melaleuca cajuputi
Melaleuca calothamnoides,NA,NA,NA,2,2,1,3,Melaleuca calothamnoides
Melaleuca calycina,NA,NA,NA,2,2,1,3,Melaleuca calycina
Melaleuca calyptroides,NA,NA,NA,2,2,1,3,Melaleuca calyptroides
Melaleuca campanae,NA,NA,NA,2,2,1,3,Melaleuca campanae
Melaleuca camptoclada,NA,NA,NA,2,2,1,3,Melaleuca camptoclada
Melaleuca capitata,NA,NA,NA,2,2,1,3,Melaleuca capitata
Melaleuca cardiophylla,NA,NA,NA,2,2,1,3,Melaleuca cardiophylla
Melaleuca carrii,NA,NA,NA,2,2,1,3,Melaleuca carrii
Melaleuca cheelii,NA,NA,NA,3,2,1,3,Melaleuca cheelii
Melaleuca ciliosa,NA,NA,NA,2,2,1,3,Melaleuca ciliosa
Melaleuca citrolens,NA,NA,NA,8,2,1,3,Melaleuca citrolens
Melaleuca clarksonii,NA,NA,NA,8,2,1,3,Melaleuca clarksonii
Melaleuca clavifolia,NA,NA,NA,2,2,1,3,Melaleuca clavifolia
Melaleuca cliffortioides,NA,NA,NA,2,2,1,3,Melaleuca cliffortioides
Melaleuca coccinea,NA,NA,NA,2,2,1,3,Melaleuca coccinea
Melaleuca concinna,NA,NA,NA,2,2,1,3,Melaleuca concinna
Melaleuca condylosa,NA,NA,NA,2,2,1,3,Melaleuca condylosa
Melaleuca conothamnoides,NA,NA,NA,2,2,1,3,Melaleuca conothamnoides
Melaleuca cordata,NA,NA,NA,2,2,1,3,Melaleuca cordata
Melaleuca marginata,NA,NA,NA,2,2,1,3,Melaleuca coronicarpa
Melaleuca croxfordiae,NA,NA,NA,3,2,1,3,Melaleuca croxfordiae
Melaleuca ctenoides,NA,NA,NA,3,2,1,3,Melaleuca ctenoides
Melaleuca cucullata,NA,NA,NA,3,2,1,3,Melaleuca cucullata
Melaleuca cuticularis,NA,NA,NA,3,2,1,3,Melaleuca cuticularis
Melaleuca dealbata,NA,NA,NA,3,2,1,3,Melaleuca dealbata
Melaleuca deanei,NA,NA,NA,2,2,1,3,Melaleuca deanei
Melaleuca decora,NA,NA,NA,3,2,1,3,Melaleuca decora
Melaleuca decussata,NA,NA,NA,2,2,1,3,Melaleuca decussata
Melaleuca delta,NA,NA,NA,2,2,1,3,Melaleuca delta
Melaleuca dempta,NA,NA,NA,2,2,1,3,Melaleuca dempta
Melaleuca densa,NA,NA,NA,2,2,1,3,Melaleuca densa
Melaleuca densispicata,NA,NA,NA,3,2,1,3,Melaleuca densispicata
Melaleuca depauperata,NA,NA,NA,2,2,1,3,Melaleuca depauperata
Melaleuca depressa,NA,NA,NA,2,2,1,3,Melaleuca depressa
Melaleuca diosmatifolia,NA,NA,NA,2,2,1,3,Melaleuca diosmatifolia
Melaleuca diosmifolia,NA,NA,NA,2,2,1,3,Melaleuca diosmifolia
Melaleuca dissitiflora,NA,NA,NA,3,2,1,3,Melaleuca dissitiflora
Melaleuca eleuterostachya,NA,NA,NA,2,2,1,3,Melaleuca eleutherostachya
Melaleuca elliptica,NA,NA,NA,3,2,1,3,Melaleuca elliptica
Melaleuca ericifolia,NA,NA,NA,3,2,1,3,Melaleuca ericifolia
Melaleuca eulobata,NA,NA,NA,2,2,1,3,Melaleuca eulobata
Melaleuca eurystoma,NA,NA,NA,2,2,1,3,Melaleuca eurystoma
Melaleuca eximia,NA,NA,NA,2,2,1,3,Melaleuca eximia
Melaleuca fabri,NA,NA,NA,2,2,1,3,Melaleuca fabri
Melaleuca filifolia,NA,NA,NA,2,2,1,3,Melaleuca filifolia
Melaleuca fissurata,NA,NA,NA,2,2,1,3,Melaleuca fissurata
Melaleuca fluviatilis,NA,NA,NA,8,2,1,3,Melaleuca fluviatilis
Melaleuca foliolosa,NA,NA,NA,8,2,1,3,Melaleuca foliolosa
Melaleuca fulgens,NA,NA,NA,2,2,1,3,Melaleuca fulgens
Melaleuca gibbosa,NA,NA,NA,2,2,1,3,Melaleuca gibbosa
Melaleuca glaberrima,NA,NA,NA,2,2,1,3,Melaleuca glaberrima
Melaleuca glena,NA,NA,NA,2,2,1,3,Melaleuca glena
Melaleuca globifera,NA,NA,NA,3,2,1,3,Melaleuca globifera
Melaleuca glomerata,NA,NA,NA,2,2,1,3,Melaleuca glomerata
Melaleuca grieveana,NA,NA,NA,2,2,1,3,Melaleuca grieveana
Melaleuca groveana,NA,NA,NA,3,2,1,3,Melaleuca groveana
Melaleuca halmaturorum,NA,NA,NA,3,2,1,3,Melaleuca halmaturorum
Melaleuca halophila,NA,NA,NA,2,2,1,3,Melaleuca halophila
Melaleuca hamulosa,NA,NA,NA,3,2,1,3,Melaleuca hamulosa
Melaleuca haplantha,NA,NA,NA,2,2,1,3,Melaleuca haplantha
Melaleuca hnatiukii,NA,NA,NA,2,2,1,3,Melaleuca hnatiukii
Melaleuca hollidayi,NA,NA,NA,2,2,1,3,Melaleuca hollidayi
Melaleuca holosericea,NA,NA,NA,2,2,1,3,Melaleuca holosericea
Melaleuca howeana,NA,NA,NA,3,2,1,3,Melaleuca howeana
Melaleuca huegelii,NA,NA,NA,3,2,1,3,Melaleuca huegelii
Melaleuca huttensis,NA,NA,NA,2,2,1,3,Melaleuca huttensis
Melaleuca hypericifolia,NA,NA,NA,3,2,1,3,Melaleuca hypericifolia
Melaleuca idana,NA,NA,NA,2,2,1,3,Melaleuca idana
Melaleuca incana,NA,NA,NA,3,2,1,3,Melaleuca incana
Melaleuca irbyana,NA,NA,NA,3,2,1,3,Melaleuca irbyana
Melaleuca johnsonii,NA,NA,NA,2,2,1,3,Melaleuca johnsonii
Melaleuca keigheryi,NA,NA,NA,2,2,1,3,Melaleuca keigheryi
Melaleuca kunzeoides,NA,NA,NA,8,2,1,3,Melaleuca kunzeoides
Melaleuca laetifica,NA,NA,NA,2,2,1,3,Melaleuca laetifica
Melaleuca lanceolata,NA,NA,NA,3,2,1,3,Melaleuca lanceolata
Melaleuca lara,NA,NA,NA,2,2,1,3,Melaleuca lara
Melaleuca lasiandra,NA,NA,NA,3,2,1,3,Melaleuca lasiandra
Melaleuca lateralis,NA,NA,NA,2,2,1,3,Melaleuca lateralis
Melaleuca lateriflora,NA,NA,NA,3,2,1,3,Melaleuca lateriflora
Melaleuca lateritia,NA,NA,NA,2,2,1,3,Melaleuca lateritia
Melaleuca laxiflora,NA,NA,NA,2,2,1,3,Melaleuca laxiflora
Melaleuca lecanantha,NA,NA,NA,2,2,1,3,Melaleuca lecanantha
Melaleuca leiocarpa,NA,NA,NA,2,2,1,3,Melaleuca leiocarpa
Melaleuca leiopyxis,NA,NA,NA,2,2,1,3,Melaleuca leiopyxis
Melaleuca leptospermoides,NA,NA,NA,2,2,1,3,Melaleuca leptospermoides
Melaleuca leucadendra,NA,NA,NA,3,2,1,3,Melaleuca leucadendra
Melaleuca leuropoma,NA,NA,NA,2,2,1,3,Melaleuca leuropoma
Melaleuca linguiformis,NA,NA,NA,2,2,1,3,Melaleuca linguiformis
Melaleuca linophylla,NA,NA,NA,2,2,1,3,Melaleuca linophylla
Melaleuca longistaminea,NA,NA,NA,2,2,1,3,Melaleuca longistaminea
Melaleuca macronychia,NA,NA,NA,3,2,1,3,Melaleuca macronychia
Melaleuca manglesii,NA,NA,NA,2,2,1,3,Melaleuca manglesii
Melaleuca megacephala,NA,NA,NA,2,2,1,3,Melaleuca megacephala
Melaleuca micromera,NA,NA,NA,3,2,1,3,Melaleuca micromera
Melaleuca microphylla,NA,NA,NA,3,2,1,3,Melaleuca microphylla
Melaleuca minutifolia,NA,NA,NA,3,2,1,3,Melaleuca minutifolia
Melaleuca monantha,NA,NA,NA,8,2,1,3,Melaleuca monantha
Melaleuca nanophylla,NA,NA,NA,3,2,1,3,Melaleuca nanophylla
Melaleuca nematophylla,NA,NA,NA,3,2,1,3,Melaleuca nematophylla
Melaleuca nervosa,NA,NA,NA,3,2,1,3,Melaleuca nervosa
Melaleuca nesophila,NA,NA,NA,2,2,1,3,Melaleuca nesophila
Melaleuca nodosa,NA,NA,NA,3,2,1,3,Melaleuca nodosa
Melaleuca oldfieldii,NA,NA,NA,2,2,1,3,Melaleuca oldfieldii
Melaleuca orbicularis,NA,NA,NA,2,2,1,3,Melaleuca orbicularis
Melaleuca ordinifolia,NA,NA,NA,2,2,1,3,Melaleuca ordinifolia
Melaleuca oxyphylla,NA,NA,NA,2,2,1,3,Melaleuca oxyphylla
