sort,Species,StrataBinary,Site,Lat_decimal,Long_decimal,SeedDM,seed_mass_to_use,study_with_seed_mass_duplicate,StemDensity,StemDensity_to_use,study_duplicated_for_wood_density,LA,LtLeaf,LMA,LDM,LSleaf,LSS,LSD,HeightM,HeightPlant,L1Lflt2,nLsample,LVleaf,LFrLeaf,LDrLeaf,LH20Leaf,LDV,LLV,LFV,LLA,LFA,SLA,LWC,Lasample,LVsample,LFrWtSample,LDryWtSample,LH20WtSample,LSg,Stem water displacement,Stem dry wt,Diam,UniqueID,LeafID,PlantID,SpTrees,SpID,AngioNon,Notes,Location,LF,HeightMax,ReproAge,ReproCLE,Pollination_syndrome,Fruit_type,FruitFG,DispClass,DispSimple,DispC3,cotsExp,cotsEH,cotsFR,LEE,omit,description
230,Apodytes brachystylis,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,apobra16,NA,Apodytes_brachystylis,Abr,0,NA,NA,S,18,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.2,NA,NA
231,Apodytes brachystylis,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,apobra17,NA,Apodytes_brachystylis,Abr,0,NA,NA,S,18,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.2,NA,NA
232,Apodytes brachystylis,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.563955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1354,apobraA8,NA,Apodytes_brachystylis,Abr,0,NA,NA,S,18,2,5,Bees,"Fleshy (berry, pome, pepo, etc.)",DrS,DivAv,Flying,DivAv,1,1,1,2.2,NA,NA
233,Archidendron vaillantii,Stratum_2_adult_plant,Tolga Scrub,-17.235,145.48,NA,NA,NA,NA,NA,NA,82.4152,0.1575,75.13148009,0.4277,1.9808,12.5767,2.940542436,27,NA,2,3,1.2980394,1.447660616,0.619199169,0.828461447,0.47702527,0.638240601,1.115267084,100.5228947,175.6545657,13.31,0.5723,232.2456,3.6578682,4.0795,1.7449,2.3346,25.4,NA,NA,NA,1355,arcvaiA1,arcvai21,Archidendron_vaillantii,Ava,0,NA,A Ford - Site  field collection Tue 20 July),T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
234,Archidendron vaillantii,Stratum_2_adult_plant,Tolga Scrub,-17.235,145.48,NA,NA,NA,NA,NA,NA,89.1058,0.1575,75.06662163,0.4244,1.9184,12.1806,2.870075401,28,NA,2,3,1.40341635,1.576150246,0.668886225,0.907264022,0.476613471,0.646468186,1.123081006,101.8187393,176.8852585,13.3215,0.5756,228.3175,3.596000625,4.0386,1.7139,2.3247,24.6,NA,NA,NA,1356,arcvaiA2,arcvai22,Archidendron_vaillantii,Ava,0,NA,A Ford - Site  field collection Tue 20 July),T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
235,Archidendron vaillantii,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5276,0.5276,NA,19.6289,0.145,40.79484679,0.3186,1.3258,9.1432,2.869805399,NA,0.21,2,4,0.28461905,0.251319967,0.080075869,0.171244098,0.281343771,0.601660703,0.883004729,87.24080198,128.0356858,24.5129,0.6814,84.5155,1.22547475,1.0821,0.34478,0.73732,17,0.3407,0.1801,0.35,107,arcvai11,arcvai11,Archidendron_vaillantii,Ava,0,NA,BrValley,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
236,Archidendron vaillantii,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4896,0.4896,NA,21.5404,0.135,32.81970495,0.2925,1.123,8.3185,2.843931624,NA,0.28,2,2,0.2907954,0.2417,0.070695,0.171005,0.243108926,0.588059509,0.831168581,79.38803365,112.2077584,30.4695,0.7075,43.0808,0.5815908,0.4834,0.14139,0.34201,14.4,0.344,0.16877,0.35,108,arcvai12,arcvai12,Archidendron_vaillantii,Ava,0,NA,BrValley,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
237,Archidendron vaillantii,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.523,0.523,NA,7.8334,0.14,37.95599382,0.3161,1.201,8.5784,2.713824739,NA,0.18,2,4,0.1096676,0.094075,0.0297325,0.0643425,0.271114242,0.586704733,0.857819447,82.13866265,120.0947226,26.3463,0.6839,31.3336,0.4386704,0.3763,0.11893,0.25737,15.4,0.1802,0.09444,0.25,109,arcvai13,arcvai13,Archidendron_vaillantii,Ava,0,arcvai13 - younger seedling,BrValley,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
238,Archidendron vaillantii,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4951,0.4951,NA,12.7981,0.125,33.12014997,0.2898,1.1074,8.8592,3.057004831,NA,0.13,2,4,0.15997625,0.146275,0.0423875,0.1038875,0.2649612,0.649393269,0.914354474,81.17415866,114.2943093,30.1931,0.7102,51.1924,0.639905,0.5851,0.16955,0.41555,14.2,0.1131,0.05611,0.2,111,arcvai15,arcvai15,Archidendron_vaillantii,Ava,0,NA,BrValley,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
239,Archidendron vaillantii,Stratum_1_seedling,Robson Creek secondary SNVF 2000mm metamorphic,-17.139,145.631,NA,NA,NA,0.4341,0.4341,NA,26.1342,0.105,35.42105002,0.356,0.9826,9.3583,2.628735955,NA,0.16,2,4,0.2744091,0.260025249,0.092570089,0.16745516,0.337343334,0.610239093,0.947582455,64.07510472,99.49615781,28.2318,0.644,104.5367,1.09763535,1.0401,0.37028,0.66982,12.6,0.1978,0.08604,0.2,110,arcvai14,arcvai14,Archidendron_vaillantii,Ava,0,VGL,R Crk,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
240,Archidendron vaillantii,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,arcvai16,NA,Archidendron_vaillantii,Ava,0,NA,NA,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
241,Archidendron vaillantii,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.45633,0.45633,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1357,arcvaiA3,NA,Archidendron_vaillantii,Ava,0,NA,NA,T,27,3,7,Moths,"Dry dehiscent with fleshy reward  (e.g. aril, funicle, elaiosome, etc.)",DrS,Avian,Flying,AvFor,0,1,0,2.4,NA,NA
242,Argyrodendron peralatum,Stratum_2_adult_plant,"Bridle Creek, Lamb Range",-16.972,145.587,NA,NA,NA,NA,NA,NA,137.6481,0.3425,186.6193898,0.5233,8.7188,25.4564,4.864590101,53,NA,1,5,4.714447425,4.90844369,2.568802697,2.339640993,0.544874131,0.49627046,1.041149311,169.9726326,356.5936392,5.3585,0.4767,229.8723,7.873126275,8.1971,4.2899,3.9072,111.8,NA,NA,NA,1358,argperA1,argper21,Argyrodendron_peralatum,Apr,0,NA,"Bridle Creek, Lamb Range",C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
243,Argyrodendron peralatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4992,0.4992,NA,23.445,0.19,71.72983674,0.4077,2.6203,13.7912,3.382683346,NA,0.15,1,1,0.445455,0.41253,0.16817,0.24436,0.377525457,0.548562706,0.92608681,104.2269141,175.9564939,13.9412,0.5923,23.445,0.445455,0.41253,0.16817,0.24436,33.6,0.4062,0.20319,0.35,113,argper11,argper11,Argyrodendron_peralatum,Apr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
244,Argyrodendron peralatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5646,0.5646,NA,33.5272,0.2075,81.88599831,0.4133,3.5094,16.9126,4.092088072,NA,0.14,1,1,0.6956894,0.66431,0.27454,0.38977,0.394631317,0.560264394,0.954894526,116.2548617,198.1406142,12.2121,0.5867,33.5272,0.6956894,0.66431,0.27454,0.38977,45,0.4928,0.27878,0.35,114,argper12,argper12,Argyrodendron_peralatum,Apr,0,argper12 - v.g.leaf,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
245,Argyrodendron peralatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5541,0.5541,NA,27.2313,0.185,69.46036244,0.4119,3.0102,16.2716,3.950376305,NA,0.14,1,1,0.50377905,0.45926,0.18915,0.27011,0.375461419,0.536167592,0.911629811,99.19100447,168.651515,14.3967,0.5881,27.2313,0.50377905,0.45926,0.18915,0.27011,38.6,0.6064,0.33665,0.4,115,argper13,argper13,Argyrodendron_peralatum,Apr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
246,Argyrodendron peralatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5557,0.5557,NA,31.7541,0.185,64.63413846,0.3875,3.1194,16.8618,4.351432258,NA,0.14,1,1,0.58745085,0.52969,0.20524,0.32445,0.349373721,0.552301524,0.901675434,102.175782,166.8099552,15.4717,0.6125,31.7541,0.58745085,0.52969,0.20524,0.32445,40,0.5262,0.29301,0.45,116,argper14,argper14,Argyrodendron_peralatum,Apr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
247,Argyrodendron peralatum,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,124.807,0.35,199.6047825,0.4996,10.84,30.9715,6.199259408,54,NA,1,1,4.368245,4.9864,2.4912,2.4952,0.570299379,0.571213382,1.141511065,199.9246837,399.5288726,5.0099,0.5004,124.807,4.368245,4.9864,2.4912,2.4952,139,NA,NA,NA,1359,argperA2,argper22,Argyrodendron_peralatum,Apr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
248,Argyrodendron peralatum,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,114.9362,0.3625,145.6494509,0.4726,10.8712,29.9896,6.345662294,52,NA,1,2,4.16643725,3.542501541,1.674050728,1.868450813,0.401791589,0.448452887,0.850247184,162.5641715,308.2146044,6.8658,0.5274,229.8723,8.332870875,7.085,3.3481,3.7369,139.4,NA,NA,NA,1360,argperA3,argper23,Argyrodendron_peralatum,Apr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
249,Argyrodendron peralatum,Stratum_2_adult_plant,TFRC Arboretum,-17.258,145.485,NA,NA,NA,NA,NA,NA,62.0343,0.245,135.1497459,0.5113,7.0655,28.8388,5.640289458,53,NA,1,3,1.51984035,1.639875991,0.838388007,0.801487985,0.551631616,0.527350116,1.078979112,129.2007784,264.3498825,7.3992,0.4887,165.4247,4.05290515,4.373,2.2357,2.1373,90.6,NA,NA,NA,1361,argperA4,argper24,Argyrodendron_peralatum,Apr,0,NA,TFRC arboretum,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
250,Argyrodendron peralatum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,argper15,NA,Argyrodendron_peralatum,Apr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
251,Argyrodendron peralatum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,argper16,NA,Argyrodendron_peralatum,Apr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
252,Argyrodendron peralatum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,argper17,NA,Argyrodendron_peralatum,Apr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
253,Argyrodendron peralatum,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.6888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362,argperA5,NA,Argyrodendron_peralatum,Apr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
254,Argyrodendron peralatum,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.78698,0.78698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1363,argperA6,NA,Argyrodendron_peralatum,Apr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1.25,NA,NA
255,Argyrodendron trifoliolatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5311,0.5311,NA,25.5349,0.15,61.22611416,0.3977,3.291,21.94,5.516721147,NA,0.17,1,1,0.3830235,0.3931,0.15634,0.23676,0.408174094,0.618134396,1.026307785,92.72015947,153.9461678,16.3329,0.6023,25.5349,0.3830235,0.3931,0.15634,0.23676,42.2,0.3252,0.17305,0.35,120,argtri11,argtri11,Argyrodendron_trifoliolatum,Atr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
256,Argyrodendron trifoliolatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5054,0.5054,NA,22.9152,0.1425,61.41336723,0.3963,3.1194,21.8907,5.523769871,NA,0.23,1,1,0.3265416,0.3551,0.14073,0.21437,0.430970998,0.656486034,1.087457157,93.54925988,154.9626449,16.2831,0.6037,22.9152,0.3265416,0.3551,0.14073,0.21437,40,0.5967,0.30217,0.35,121,argtri12,argtri12,Argyrodendron_trifoliolatum,Atr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
257,Argyrodendron trifoliolatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4884,0.4884,NA,20.8325,0.14,57.22788142,0.4061,3.1038,22.1702,5.45929574,NA,0.23,1,2,0.291655,0.2936,0.11922,0.17438,0.408770582,0.597898202,1.006668838,83.70574823,140.9336373,17.474,0.5939,41.665,0.58331,0.5872,0.23844,0.34876,39.8,0.4086,0.19996,0.35,122,argtri13,argtri13,Argyrodendron_trifoliolatum,Atr,0,argtri13  v healthy,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
258,Argyrodendron trifoliolatum,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5225,0.5225,NA,20.7785,0.1325,56.13278772,0.4113,2.9947,22.6012,5.49506443,NA,0.16,1,2,0.275315125,0.283550682,0.116635281,0.166915402,0.423643681,0.606270366,1.029913203,80.33082352,136.4634994,17.8149,0.5887,41.5569,0.550628925,0.5671,0.23327,0.33383,38.4,0.2652,0.13884,0.3,123,argtri14,argtri14,Argyrodendron_trifoliolatum,Atr,0,NA,BrValley,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
259,Argyrodendron trifoliolatum,Stratum_2_adult_plant,Daintree Discovery Centre,-16.237,145.426,NA,NA,NA,NA,NA,NA,76.4202,0.2925,156.9168968,0.4781,8.5316,29.168,6.100815729,53,NA,1,2,2.23529085,2.508142415,1.199155068,1.308987347,0.536468023,0.585600459,1.122065352,171.2881342,328.2041156,6.3728,0.5219,127.6218,3.73293765,4.1886,2.00259,2.18601,109.4,NA,NA,NA,1364,argtriA1,argtri21,Argyrodendron_trifoliolatum,Atr,0,NA,Daintree Env Centre - canopy tower,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
261,Argyrodendron trifoliolatum,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,54.614,0.245,139.1401141,0.468,8.2821,33.8044,7.223162393,54,NA,1,2,1.338043,1.623601486,0.759900696,0.863700791,0.567918833,0.645495541,1.21341503,158.1464076,297.2866822,7.187,0.532,109.2279,2.67608355,3.2472,1.5198,1.7274,106.2,NA,NA,NA,1365,argtriA2,argtri22,Argyrodendron_trifoliolatum,Atr,0,VGL,Topaz basalt - Coopers Westcott Rd,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
262,Argyrodendron trifoliolatum,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,40.4207,0.2675,148.8471786,0.4644,8.6252,32.2438,6.943109388,52,NA,1,2,1.081253725,1.295661699,0.601649628,0.694012071,0.556438051,0.641858663,1.198295709,171.6971925,320.5441021,6.7183,0.5356,107.7886,2.88334505,3.4551,1.6044,1.8507,110.6,NA,NA,NA,1366,argtriA3,argtri23,Argyrodendron_trifoliolatum,Atr,0,NA,Topaz basalt - Coopers Westcott Rd,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
263,Argyrodendron trifoliolatum,Stratum_2_adult_plant,Topaz Basalt Westcott Rd,-17.412,145.7,NA,NA,NA,NA,NA,NA,79.8487,0.25,137.4816118,0.4796,8.3913,33.5651,6.998561301,53,NA,1,1,1.9962175,2.288775717,1.097775344,1.191000373,0.549926447,0.59662856,1.146556283,149.1571401,286.6390707,7.2737,0.5204,106.4649,2.6616225,3.0517,1.4637,1.588,107.6,NA,NA,NA,1367,argtriA4,argtri24,Argyrodendron_trifoliolatum,Atr,0,NA,Topaz basalt - Coopers Westcott Rd,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
264,Argyrodendron trifoliolatum,Stratum_1_seedling,QRS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,argtri15,NA,Argyrodendron_trifoliolatum,Atr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
265,Argyrodendron trifoliolatum,Stratum_2_adult_plant,Lit,NA,NA,NA,NA,NA,0.796425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1368,argtriA5,NA,Argyrodendron_trifoliolatum,Atr,0,NA,NA,C,53,4,7,Bees,"Dry indehiscent with wing or plume (e.g. cypsela, samara, plumed achene, etc.)",WL,WL,Wind,W,1,1,0,1,NA,NA
266,Atractocarpus hirtus,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3893,0.3893,NA,15.3423,0.15,32.75262922,0.2339,1.5441,10.2941,4.401068833,NA,0.09,1,1,0.2301345,0.2148,0.05025,0.16455,0.218350861,0.715016653,0.933367227,107.252498,140.005084,30.5319,0.7661,15.3423,0.2301345,0.2148,0.05025,0.16455,19.8,0.1435,0.05598,0.3,125,atrhir11,atrhir11,Atractocarpus_hirtus,Ahi,0,NA,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
267,Atractocarpus hirtus,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.5177,0.5177,NA,23.7822,0.1525,32.57902041,0.2325,1.2946,8.4889,3.651139785,NA,0.14,1,1,0.36267855,0.3332,0.07748,0.25572,0.213632921,0.705087191,0.918719897,107.5257966,140.1047843,30.6946,0.7675,23.7822,0.36267855,0.3332,0.07748,0.25572,16.6,0.2861,0.14842,0.35,126,atrhir12,atrhir12,Atractocarpus_hirtus,Ahi,0,NA,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
268,Atractocarpus hirtus,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.3641,0.3641,NA,29.8104,0.115,43.33732037,0.2349,1.1386,9.9008,4.214899957,NA,0.1,1,2,0.3428196,0.550050923,0.129190217,0.420860706,0.376846264,1.227644819,1.604490883,141.1791542,184.5164515,23.0748,0.7651,59.6207,0.68563805,1.1001,0.25838,0.84172,14.6,0.1959,0.07147,0.3,127,atrhir13,atrhir13,Atractocarpus_hirtus,Ahi,0,atrhir13  v healthy,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
269,Atractocarpus hirtus,Stratum_1_seedling,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,0.4744,0.4744,NA,13.1859,0.1225,44.83319809,0.2458,1.045,8.5307,3.470585842,NA,0.09,1,3,0.161527275,0.240466667,0.059116667,0.18135,0.365985291,1.122720606,1.488706268,137.5332742,182.3665178,22.3049,0.7542,39.5577,0.484581825,0.7214,0.17735,0.54405,13.4,0.2473,0.11756,0.3,130,atrhir16,arthir16,Atractocarpus_hirtus,Ahi,0,VG Seedling,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
270,Atractocarpus hirtus,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,60.2222,0.125,42.74819603,0.2371,0.8578,6.8627,2.894432729,4,NA,1,1,0.7527775,1.085588282,0.257438904,0.828149378,0.341985568,1.100125041,1.442110427,137.5156301,180.2638034,23.3928,0.7629,54.2222,0.6777775,0.97743,0.23179,0.74564,11,NA,NA,NA,1370,atrhirA1,atrhir21,Atractocarpus_hirtus,Ahi,0,NA,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
271,Atractocarpus hirtus,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,66.1879,0.125,42.78221287,0.2349,0.8578,6.8627,2.921541081,3.8,NA,1,1,0.82734875,1.205251279,0.283166092,0.922085187,0.342257703,1.114506049,1.45676328,139.3132562,182.0954101,23.3742,0.7651,47.1879,0.58984875,0.85927,0.20188,0.65739,11,NA,NA,NA,1371,atrhirA2,atrhir21,Atractocarpus_hirtus,Ahi,0,NA,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
272,Atractocarpus hirtus,Stratum_2_adult_plant,Brooks Valley Mungalli,-17.535,145.704,NA,NA,NA,NA,NA,NA,57.8771,0.12,41.88358875,0.218,0.9046,7.5386,3.458073394,4.2,NA,1,2,0.6945252,1.112150961,0.242410209,0.869740751,0.349029906,1.252281057,1.60131117,150.2737268,192.1573404,23.8757,0.782,115.7541,1.3890492,2.2243,0.48482,1.73948,11.6,NA,NA,NA,1372,atrhirA3,atrhir22,Atractocarpus_hirtus,Ahi,0,NA,BrValley,S,4,3,3.5,Moths,"Fleshy (berry, pome, pepo, etc.)",DrM,CHr,Nonflying,CHR,1,1,1,1.9,NA,NA
