Event ID,Accession Number,Scientific Name,Dataset Title,Locality,Decimal Latitude,Decimal Longitude,Seed/gm,Quantity (count),Quantity (g),Thousand Seed Weight,Storage Relative Humidity,Purity,Storage Temperature,Collection Date,Storage Date,Storage Seed Bank,Collector,Pre-Storage Treatment/History,Plant Form,Form in Storage,Cultivated,Duplicates / Replicates,Permit Number,Collection Fill Rate / X-Ray,Publication DOI,Date Tested,Test Length,Number Germinated,Number Full,Number Empty,Number Not Viable,Number Tested,Germination Rate,Adjusted Germination,Viability,Pre-test Processing Notes,Treatment Media/Substrate,Treatment Day Temp,Treatment Night Temp,Treatment Light Hours,Treatment Dark Hours,Treatment Pretreatment,location_name
011968-a,011968-a,Persicaria subsessilis,Tasmanian Seed Conservation Centre,Launceston. West Tamar Riverside Park. Next to Tamar Marina.,-41.433278,147.123222,,1007,,3.474,,,-20,1/20/2010,7/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.433278_lat_and_147.123222_long
011957-a,011957-a,Bolboschoenus caldwellii,Tasmanian Seed Conservation Centre,Launceston. West Tamar Riverside Park. Next to Tamar Marina.,-41.433278,147.123222,,7120,,2.8544,,,-20,1/20/2010,7/16/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.433278_lat_and_147.123222_long
011968-a-trial,011968-a,Persicaria subsessilis,Tasmanian Seed Conservation Centre,Launceston. West Tamar Riverside Park. Next to Tamar Marina.,-41.433278,147.123222,,,,,,,,1/20/2010,7/19/2010,,,,,,,,,,,7/19/2010,,,,,,20,,71,,,,,,,,,seeds_collected_at_-41.433278_lat_and_147.123222_long
011957-a-trial,011957-a,Bolboschoenus caldwellii,Tasmanian Seed Conservation Centre,Launceston. West Tamar Riverside Park. Next to Tamar Marina.,-41.433278,147.123222,,,,,,,,1/20/2010,7/16/2010,,,,,,,,,,,7/16/2010,,,,,,30,,90,,,,,,,,,seeds_collected_at_-41.433278_lat_and_147.123222_long
004741-a,004741-a,Alternanthera denticulata,Tasmanian Seed Conservation Centre,"Launceston. West Tamar nature trail, near Tamar Marine.",-41.433361,147.1235,,10811,,0.2104,,,-20,7/13/2007,4/16/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.433361_lat_and_147.1235_long
004730-a,004730-a,Lycopus australis,Tasmanian Seed Conservation Centre,"Launceston. West Tamar nature trail, near Tamar Marine.",-41.433361,147.1235,,663,,0.94,,,-20,7/13/2007,4/16/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.433361_lat_and_147.1235_long
004741-a-trial,004741-a,Alternanthera denticulata,Tasmanian Seed Conservation Centre,"Launceston. West Tamar nature trail, near Tamar Marine.",-41.433361,147.1235,,,,,,,,7/13/2007,4/16/2008,,,,,,,,,,,4/16/2008,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.433361_lat_and_147.1235_long
005995-a,005995-a,Epacris exserta,Tasmanian Seed Conservation Centre,Launceston. Corra Linn. North Esk river gorge upstream of Cora Linn bridge.,-41.434528,147.237667,,1201,,0.0864,,,-20,1/25/2008,7/31/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.434528_lat_and_147.237667_long
005995-a-trial,005995-a,Epacris exserta,Tasmanian Seed Conservation Centre,Launceston. Corra Linn. North Esk river gorge upstream of Cora Linn bridge.,-41.434528,147.237667,,,,,,,,1/25/2008,7/31/2008,,,,,,,,,,,7/31/2008,,,,,,40,,79,,,,,,,,,seeds_collected_at_-41.434528_lat_and_147.237667_long
022297-a,022297-a,Pimelea pauciflora,Tasmanian Seed Conservation Centre,Roses Tier. Forestry plantation on Gunns Road (C401) south of Ben Nevis.,-41.443583,147.653778,,4808,,7.3012,,,-20,2/18/2019,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.443583_lat_and_147.653778_long
022297-a-trial,022297-a,Pimelea pauciflora,Tasmanian Seed Conservation Centre,Roses Tier. Forestry plantation on Gunns Road (C401) south of Ben Nevis.,-41.443583,147.653778,,,,,,,,2/18/2019,,,,,,,,,,,,,,,,,,20,,71,,,,,,,,,seeds_collected_at_-41.443583_lat_and_147.653778_long
005984-a,005984-a,Setaria verticillata,Tasmanian Seed Conservation Centre,South Launceston. Cridge Street. Suburban backyard.,-41.455194,147.146306,,1901,,0.9756,,,-20,1/25/2008,7/31/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.455194_lat_and_147.146306_long
005973-a,005973-a,Ehrharta erecta var. erecta,Tasmanian Seed Conservation Centre,South Launceston. Cridge Street. Suburban backyard.,-41.455194,147.146306,,3612,,0.772,,,-20,1/25/2008,7/31/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.455194_lat_and_147.146306_long
005973-a-trial,005973-a,Ehrharta erecta var. erecta,Tasmanian Seed Conservation Centre,South Launceston. Cridge Street. Suburban backyard.,-41.455194,147.146306,,,,,,,,1/25/2008,7/31/2008,,,,,,,,,,,7/31/2008,,,,,,25,,56,,,,,,,,,seeds_collected_at_-41.455194_lat_and_147.146306_long
005984-a-trial,005984-a,Setaria verticillata,Tasmanian Seed Conservation Centre,South Launceston. Cridge Street. Suburban backyard.,-41.455194,147.146306,,,,,,,,1/25/2008,7/31/2008,,,,,,,,,,,7/31/2008,,,,,,20,,16,,,,,,,,,seeds_collected_at_-41.455194_lat_and_147.146306_long
013167-a,013167-a,Persicaria decipiens,Tasmanian Seed Conservation Centre,Launceston. Cataract Gorge. Between Duck Reach & Second Basin.,-41.456194000000004,147.115472,,1935,,1.4148,,,-20,3/10/2010,8/18/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.456194_lat_and_147.115472_long
013167-a-trial,013167-a,Persicaria decipiens,Tasmanian Seed Conservation Centre,Launceston. Cataract Gorge. Between Duck Reach & Second Basin.,-41.456194000000004,147.115472,,,,,,,,3/10/2010,8/18/2010,,,,,,,,,,,8/18/2010,,,,,,20,,83,,,,,,,,,seeds_collected_at_-41.456194_lat_and_147.115472_long
011792-a,011792-a,Micrantheum serpentinum,Tasmanian Seed Conservation Centre,"Waratah Road. ~18.5km west of Waratah, ~500m east of bridge over Hazelwood River.",-41.471806,145.315972,,1381,,2.3888,,,-20,1/17/2010,7/14/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.471806_lat_and_145.315972_long
013134-a,013134-a,Scutellaria humilis,Tasmanian Seed Conservation Centre,Launceston. Trevallyn State Reserve.,-41.474167,147.100556,,871,,0.4596,,,-20,3/10/2010,8/18/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.474167_lat_and_147.100556_long
013134-a-trial,013134-a,Scutellaria humilis,Tasmanian Seed Conservation Centre,Launceston. Trevallyn State Reserve.,-41.474167,147.100556,,,,,,,,3/10/2010,8/18/2010,,,,,,,,,,,8/18/2010,,,,,,10,,93,,,,,,,,,seeds_collected_at_-41.474167_lat_and_147.100556_long
010967-a,010967-a,Aotus ericoides,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,3286,,3.288,,,-20,12/17/2009,4/22/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010945-a,010945-a,Acacia suaveolens,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,3661,,29.352,,,-20,12/17/2009,4/22/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010956-a,010956-a,Acacia terminalis,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,541,,24.8184,,,-20,12/17/2009,4/22/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010934-a,010934-a,Acacia genistifolia,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,5383,,15.0168,,,-20,12/17/2009,4/22/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010945-a-trial,010945-a,Acacia suaveolens,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,,,,,,,12/17/2009,4/22/2010,,,,,,,,,,,4/22/2010,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010934-a-trial,010934-a,Acacia genistifolia,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,,,,,,,12/17/2009,4/22/2010,,,,,,,,,,,4/22/2010,,,,,,21,,95,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010956-a-trial,010956-a,Acacia terminalis,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,,,,,,,12/17/2009,4/22/2010,,,,,,,,,,,4/22/2010,,,,,,11,,100,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
010967-a-trial,010967-a,Aotus ericoides,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.477611,148.255667,,,,,,,,12/17/2009,4/22/2010,,,,,,,,,,,4/22/2010,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.477611_lat_and_148.255667_long
008382-a,008382-a,Bossiaea cinerea,Tasmanian Seed Conservation Centre,Scamander. 19 Upper Scamander Road. Private property.,-41.478056,148.251,,2419,,13.7484,,,-20,12/12/2008,7/14/2009,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.478056_lat_and_148.251_long
008382-a-trial,008382-a,Bossiaea cinerea,Tasmanian Seed Conservation Centre,Scamander. 19 Upper Scamander Road. Private property.,-41.478056,148.251,,,,,,,,12/12/2008,7/14/2009,,,,,,,,,,,7/14/2009,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.478056_lat_and_148.251_long
015367-a,015367-a,Pimelea linifolia,Tasmanian Seed Conservation Centre,Scamander. Winifred Curtis Reserve.,-41.478444,148.256806,,3321,,1.9192,,,-20,12/13/2011,2/28/2013,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.478444_lat_and_148.256806_long
006072-a,006072-a,Brachyscome aculeata,Tasmanian Seed Conservation Centre,100m upstream on North Esk.,-41.486806,147.235917,,432,,0.2572,,,-20,2/11/2008,7/11/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.486806_lat_and_147.235917_long
006072-a,006072-a,Brachyscome aculeata,Tasmanian Seed Conservation Centre,100m upstream on North Esk.,-41.486806,147.235917,,432,,0.2572,,,-20,2/11/2008,7/11/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.486806_lat_and_147.235917_long
006072-a-trial,006072-a,Brachyscome aculeata,Tasmanian Seed Conservation Centre,100m upstream on North Esk.,-41.486806,147.235917,,,,,,,,2/11/2008,7/11/2008,,,,,,,,,,,7/11/2008,,,,,,10,,100,,,,,,,,,seeds_collected_at_-41.486806_lat_and_147.235917_long
006072-a-trial,006072-a,Brachyscome aculeata,Tasmanian Seed Conservation Centre,100m upstream on North Esk.,-41.486806,147.235917,,,,,,,,2/11/2008,7/11/2008,,,,,,,,,,,7/11/2008,,,,,,10,,100,,,,,,,,,seeds_collected_at_-41.486806_lat_and_147.235917_long
011979-a,011979-a,Epacris exserta,Tasmanian Seed Conservation Centre,"Corra Linn. North Esk River, 200m upstream from Corra Linn.",-41.487222,147.234167,,1527,,0.103333,,,-20,1/20/2010,8/18/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487222_lat_and_147.234167_long
011979-a-trial,011979-a,Epacris exserta,Tasmanian Seed Conservation Centre,"Corra Linn. North Esk River, 200m upstream from Corra Linn.",-41.487222,147.234167,,,,,,,,1/20/2010,8/18/2010,,,,,,,,,,,8/18/2010,,,,,,20,,95,,,,,,,,,seeds_collected_at_-41.487222_lat_and_147.234167_long
019888-a,019888-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Seed regenerated at RTBG Nursery. Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,15446,,0.4792,,,-20,12/29/2014,6/22/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long_2
017787-a,017787-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,825,,0.4624,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long
019888-a,019888-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Seed regenerated at RTBG Nursery. Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,15446,,0.4792,,,-20,12/29/2014,6/22/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long_2
017787-a,017787-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,825,,0.4624,,,-20,,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long
017787-a-trial,017787-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,,,,,,,,,,,,,,,,,,,,,,,,,10,,77,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long
019888-a-trial,019888-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Seed regenerated at RTBG Nursery. Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,,,,,,,12/29/2014,6/22/2016,,,,,,,,,,,6/22/2016,,,,,,50,,91,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long_2
017787-a-trial,017787-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,,,,,,,,,,,,,,,,,,,,,,,,,10,,77,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long
019888-a-trial,019888-a,Xerochrysum collierianum,Tasmanian Seed Conservation Centre,Seed regenerated at RTBG Nursery. Mount Roland Regional Reserve. Mt Claude.,-41.487611,146.170417,,,,,,,,12/29/2014,6/22/2016,,,,,,,,,,,6/22/2016,,,,,,50,,91,,,,,,,,,seeds_collected_at_-41.487611_lat_and_146.170417_long_2
017809-a,017809-a,Leptospermum glaucescens,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,107771,,0.0684,,,-20,,6/14/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
017820-a,017820-a,Leptospermum scoparium,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,167442,,0.1028,,,-20,,6/14/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
017798-a,017798-a,Eucalyptus nitida,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,53377,,0.2736,,,-20,,6/14/2016,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
017809-a-trial,017809-a,Leptospermum glaucescens,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,,,,,,,,6/14/2016,,,,,,,,,,,6/14/2016,,,,,,50,,100,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
017798-a-trial,017798-a,Eucalyptus nitida,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,,,,,,,,6/14/2016,,,,,,,,,,,6/14/2016,,,,,,80,,85,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
017820-a-trial,017820-a,Leptospermum scoparium,Tasmanian Seed Conservation Centre,Mt Roland Regional Reserve. Ridge west of Mt Claude.,-41.487889,146.173556,,,,,,,,,6/14/2016,,,,,,,,,,,6/14/2016,,,,,,51,,78,,,,,,,,,seeds_collected_at_-41.487889_lat_and_146.173556_long
010219-S42,010219-S42,Prasophyllum crebriflorum,Tasmanian Seed Conservation Centre,Surrey Hills. Westwing Plain. Moory Road.,-41.492528,145.673,,860,,0.01,,,-20,1/20/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.492528_lat_and_145.673_long
014509-a,014509-a,Bossiaea tasmanica,Tasmanian Seed Conservation Centre,Mathinna. Golden Gate Road.,-41.503139,147.902583,,903,,3.0572,,,-20,2/16/2011,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.503139_lat_and_147.902583_long
014509-a-trial,014509-a,Bossiaea tasmanica,Tasmanian Seed Conservation Centre,Mathinna. Golden Gate Road.,-41.503139,147.902583,,,,,,,,2/16/2011,,,,,,,,,,,,,,,,,,10,,100,,,,,,,,,seeds_collected_at_-41.503139_lat_and_147.902583_long
011990-a,011990-a,Bossiaea tasmanica,Tasmanian Seed Conservation Centre,Mathinna. Golden Gate Road.,-41.505278,147.901667,,391,,3.0448,,,-20,1/21/2010,8/11/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.505278_lat_and_147.901667_long
024321-a,024321-a,Pultenaea gunnii subsp. gunnii,Tasmanian Seed Conservation Centre,Semmens Road.,-41.5075,148.187111,,10740,,2.974,,,-20,1/10/2023,4/19/2023,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.5075_lat_and_148.187111_long
007821-a,007821-a,Senecio prenanthoides,Tasmanian Seed Conservation Centre,Semmens road. ~34km north of Irishtown in Burnt Eucalypt forest.,-41.5175,148.184194,,3291,,0.4472,,,-20,4/22/2008,11/12/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.5175_lat_and_148.184194_long
007821-a,007821-a,Senecio prenanthoides,Tasmanian Seed Conservation Centre,Semmens road. ~34km north of Irishtown in Burnt Eucalypt forest.,-41.5175,148.184194,,3291,,0.4472,,,-20,4/22/2008,11/12/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.5175_lat_and_148.184194_long
007832-a,007832-a,Plantago debilis,Tasmanian Seed Conservation Centre,Semmens road. ~34km north of Irishtown in Burnt Eucalypt forest.,-41.5175,148.184194,,5798,,0.2168,,,-20,4/22/2008,11/12/2008,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.5175_lat_and_148.184194_long
007821-a-trial,007821-a,Senecio prenanthoides,Tasmanian Seed Conservation Centre,Semmens road. ~34km north of Irishtown in Burnt Eucalypt forest.,-41.5175,148.184194,,,,,,,,4/22/2008,11/12/2008,,,,,,,,,,,11/12/2008,,,,,,20,,96,,,,,,,,,seeds_collected_at_-41.5175_lat_and_148.184194_long
007821-a-trial,007821-a,Senecio prenanthoides,Tasmanian Seed Conservation Centre,Semmens road. ~34km north of Irishtown in Burnt Eucalypt forest.,-41.5175,148.184194,,,,,,,,4/22/2008,11/12/2008,,,,,,,,,,,11/12/2008,,,,,,20,,96,,,,,,,,,seeds_collected_at_-41.5175_lat_and_148.184194_long
009306-b,009306-b,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,788,,0.2428,,,-20,2/18/2009,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-a,009306-a,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,3606,,0.5136,,,-20,2/18/2009,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-b,009306-b,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,788,,0.2428,,,-20,2/18/2009,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-a,009306-a,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,3606,,0.5136,,,-20,2/18/2009,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009317-a,009317-a,Oreobolus distichus,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,823,,0.644,,,-20,2/18/2009,,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009295-a,009295-a,Saxipoa saxicola,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,3634,,0.6188,,,-20,2/18/2009,4/19/2010,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-a-trial,009306-a,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-b-trial,009306-b,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,10,,100,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-a-trial,009306-a,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,20,,100,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009306-b-trial,009306-b,Pappochroma bellidioides,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,10,,100,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009295-a-trial,009295-a,Saxipoa saxicola,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,4/19/2010,,,,,,,,,,,4/19/2010,,,,,,20,,88,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
009317-a-trial,009317-a,Oreobolus distichus,Tasmanian Seed Conservation Centre,Vale Of Belvoir Conservation Area. South side of Lake Lea.,-41.523722,145.904028,,,,,,,,2/18/2009,,,,,,,,,,,,,,,,,,10,,70,,,,,,,,,seeds_collected_at_-41.523722_lat_and_145.904028_long
020966-a,020966-a,Rytidosperma nudiflorum,Tasmanian Seed Conservation Centre,Belly Plain.,-41.525833,145.704444,,117,,0.2777777,,,-20,,11/15/2017,Tasmanian Seed Conservation Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,seeds_collected_at_-41.525833_lat_and_145.704444_long
