Family,Taxon,Rainforest or Sclerophyll,TTFS,Fire response,Seed longevity
FABACEAE,Cajanus aromaticus,SCL,1,1,2
FABACEAE,Cajanus cinereus,SCL,1,1,2
FABACEAE,Cajanus crassicaulis,SCL,1,1,2
FABACEAE,Cajanus latisepalus,SCL,1,1,2
FABACEAE,Cajanus pubescens,SCL,1,1,2
FABACEAE,Cajanus reticulatus var. grandifolius,SCL,1,1,2
FABACEAE,Cajanus reticulatus var. indeterminate,SCL,1,1,2
FABACEAE,Cajanus reticulatus var. maritimus,SCL,1,1,2
FABACEAE,Cajanus reticulatus var. reticulatus,SCL,1,1,2
FABACEAE,Crotalaria alata,SCL,1,1,2
FABACEAE,Crotalaria brevis,SCL,1,1,2
FABACEAE,Crotalaria calycina,SCL,1,1,2
FABACEAE,Crotalaria cunninghamii subsp. indeterminate,SCL,1,2,2
FABACEAE,Crotalaria dissitiflora subsp. dissitiflora,SCL,1,2,2
FABACEAE,Crotalaria eremaea subsp. eremaea,SCL,1,2,2
FABACEAE,Crotalaria eremaea subsp. indeterminate,SCL,1,2,2
FABACEAE,Crotalaria eremaea subsp. strehlowii,SCL,1,2,2
FABACEAE,Crotalaria medicaginea var. indeterminate,SCL,1,1,2
FABACEAE,Crotalaria medicaginea var. medicaginea,SCL,1,1,2
FABACEAE,Crotalaria medicaginea var. neglecta,SCL,1,1,2
FABACEAE,Crotalaria montana var. angustifolia,SCL,1,1,2
FABACEAE,Crotalaria montana var. exserta,SCL,1,1,2
FABACEAE,Crotalaria montana var. indeterminate,SCL,1,1,2
FABACEAE,Crotalaria novae-hollandiae subsp. crassipes,SCL,1,1,2
FABACEAE,Crotalaria novae-hollandiae subsp. indeterminate,SCL,1,1,2
FABACEAE,Crotalaria novae-hollandiae subsp. lasiophylla,SCL,1,2,2
FABACEAE,Cullen australasicum,SCL,1,1,2
FABACEAE,Cullen badocanum,SCL,1,2,2
FABACEAE,Cullen balsamicum,SCL,1,1,2
FABACEAE,Cullen cinereum,SCL,1,1,2
FABACEAE,Cullen leucanthum,SCL,1,1,2
FABACEAE,Daviesia arthropoda,SCL,3,2,2
FABACEAE,Daviesia eremaea,SCL,3,2,2
FABACEAE,Daviesia reclinata,SCL,2,1,2
FABACEAE,Desmodium gangeticum,SCL,1,1,2
FABACEAE,Desmodium heterocarpon var. strigosum,SCL,1,1,2
FABACEAE,Desmodium velutinum,SCL,1,1,2
FABACEAE,Erythrina variegata var. orientalis,RF,4,2,2
FABACEAE,Erythrina vespertilio,SCL,4,2,2
FABACEAE,Flemingia involucrata,SCL,1,2,2
FABACEAE,Flemingia lineata,SCL,1,2,2
FABACEAE,Flemingia parviflora,SCL,1,2,2
FABACEAE,Flemingia pauciflora,SCL,1,2,2
FABACEAE,Flemingia trifoliastrum,SCL,1,2,2
FABACEAE,Galactia megalophylla,SCL,1,2,2
FABACEAE,Galactia muelleri,SCL,1,2,2
FABACEAE,Gastrolobium brevipes,SCL,2,1,2
FABACEAE,Gastrolobium grandiflorum,SCL,2,2,2
FABACEAE,Glycine falcata,SCL,1,2,2
FABACEAE,Glycine tomentella,SCL,1,2,2
FABACEAE,Gompholobium polyzygum,SCL,1,2,2
FABACEAE,Gompholobium simplicifolium,SCL,1,2,2
FABACEAE,Gompholobium subulatum,SCL,2,1,2
FABACEAE,Hovea arnhemica,SCL,1,2,2
FABACEAE,Indigofera basedowii,SCL,1,2,2
FABACEAE,Indigofera ewartiana,SCL,1,2,2
FABACEAE,Indigofera georgei,SCL,2,2,2
FABACEAE,Indigofera helmsii,SCL,1,1,2
FABACEAE,Indigofera leucotricha,SCL,2,1,2
FABACEAE,Indigofera linnaei,SCL,1,2,2
FABACEAE,Indigofera psammophila,SCL,2,2,2
FABACEAE,Indigofera saxicola,SCL,2,2,2
FABACEAE,Indigofera sp. MacDonnell Ranges (P.K.Latz 11587),SCL,1,1,2
FABACEAE,Indigofera trifoliata,SCL,1,1,2
FABACEAE,Indigofera trita,SCL,1,1,2
FABACEAE,Isotropis atropurpurea,SCL,2,2,2
FABACEAE,Isotropis centralis,SCL,1,2,2
FABACEAE,Isotropis winneckei,SCL,1,2,2
FABACEAE,Jacksonia aculeata,SCL,2,2,2
FABACEAE,Jacksonia arnhemica,SCL,2,2,2
FABACEAE,Jacksonia dilatata,SCL,3,2,2
FABACEAE,Jacksonia forrestii,SCL,3,2,2
FABACEAE,Jacksonia odontoclada,SCL,2,1,2
FABACEAE,Jacksonia pendens,SCL,3,2,2
FABACEAE,Jacksonia reclinata,SCL,2,1,2
FABACEAE,Jacksonia stellaris,SCL,2,1,2
FABACEAE,Leptosema anomalum,SCL,2,2,2
FABACEAE,Leptosema chambersii,SCL,2,2,2
FABACEAE,Leptosema villosum,SCL,2,1,2
FABACEAE,Millettia pinnata,SCL,5,2,2
FABACEAE,Mirbelia viminalis,SCL,1,1,2
FABACEAE,Phyllodium pulchellum var. indeterminate,RF,1,2,2
FABACEAE,Plagiocarpus axillaris,SCL,3,2,2
FABACEAE,Sesbania benthamiana,SCL,1,1,2
FABACEAE,Sesbania brachycarpa,SCL,1,1,2
FABACEAE,Sesbania cannabina var. cannabina,SCL,1,1,2
FABACEAE,Sesbania cannabina var. indeterminate,SCL,1,1,2
FABACEAE,Sesbania cannabina var. sericea,SCL,1,1,2
FABACEAE,Sesbania chippendalei,SCL,1,1,2
FABACEAE,Sesbania erubescens,SCL,1,1,2
FABACEAE,Sesbania formosa,SCL,3,1,2
FABACEAE,Sesbania javanica,SCL,1,1,2
FABACEAE,Sesbania sesban,SCL,1,1,2
FABACEAE,Sesbania simpliciuscula,SCL,1,1,2
FABACEAE,Smithia conferta,SCL,1,1,2
FABACEAE,Sophora longipes,SCL,2,2,2
FABACEAE,Sophora tomentosa subsp. australis,SCL,3,1,2
FABACEAE,Swainsona canescens,SCL,1,1,2
FABACEAE,Swainsona colutoides,SCL,1,1,2
FABACEAE,Templetonia egena,SCL,3,2,2
FABACEAE,Templetonia hookeri,SCL,2,1,2
FABACEAE,Tephrosia arnhemica,SCL,1,2,2
FABACEAE,Tephrosia brachycarpa,SCL,1,1,2
FABACEAE,Tephrosia brachyodon var. cloncurrensis,SCL,1,1,2
FABACEAE,Tephrosia brachyodon var. indeterminate,SCL,1,1,2
FABACEAE,Tephrosia brachyodon var. longifolia,SCL,1,1,2
FABACEAE,Tephrosia brachyodon var. multiflora,SCL,1,1,2
FABACEAE,Tephrosia carriemichelliae,SCL,1,2,2
FABACEAE,Tephrosia conspicua,SCL,2,1,2
FABACEAE,Tephrosia coriacea,SCL,1,2,2
FABACEAE,Tephrosia crocea,SCL,1,1,2
FABACEAE,Tephrosia delestangii,SCL,1,1,2
FABACEAE,Tephrosia ephippioides,SCL,1,1,2
FABACEAE,Tephrosia eriocarpa,SCL,1,2,2
FABACEAE,Tephrosia filipes var. indeterminate,SCL,1,1,2
FABACEAE,Tephrosia forrestiana,SCL,1,1,2
FABACEAE,Tephrosia gyropoda,SCL,2,1,2
FABACEAE,Tephrosia juncea,SCL,1,1,2
FABACEAE,Tephrosia lamproloboides,SCL,1,2,2
FABACEAE,Tephrosia lasiochlaena,SCL,2,1,2
FABACEAE,Tephrosia laxa,SCL,1,1,2
FABACEAE,Tephrosia macrocarpa,SCL,2,1,2
FABACEAE,Tephrosia nematophylla,SCL,1,2,2
FABACEAE,Tephrosia oblongata,SCL,1,2,2
FABACEAE,Tephrosia oblongata,SCL,1,2,2
FABACEAE,Tephrosia phaeosperma,SCL,1,2,2
FABACEAE,Tephrosia polyzyga,SCL,1,2,2
FABACEAE,Tephrosia porrecta,SCL,1,2,2
FABACEAE,Tephrosia procera,SCL,2,1,2
FABACEAE,Tephrosia rosea var. indeterminate,SCL,1,1,2
FABACEAE,Tephrosia simplicifolia,SCL,1,1,2
FABACEAE,Tephrosia sp. Bing Bong (N.M.Henry 115),SCL,1,1,2
FABACEAE,Tephrosia sp. Conduplicate (B.L.Rice 3139),SCL,1,2,2
FABACEAE,Tephrosia sp. Katherine (H.S.McKee 8509),SCL,2,1,2
FABACEAE,Tephrosia sp. Maud Creek (C.R.Michell 43),SCL,1,2,2
FABACEAE,Tephrosia sp. OT Station (S.T.Blake 17659),SCL,1,1,2
FABACEAE,Tephrosia sp. Pentecost River (I.D.Cowie 4168),SCL,1,1,2
FABACEAE,Tephrosia sp. Willowra (G.M.Chippendale 4809),SCL,1,1,2
FABACEAE,Tephrosia spechtii,SCL,2,1,2
FABACEAE,Tephrosia sphaerospora,SCL,1,1,2
FABACEAE,Tephrosia stipuligera,SCL,1,1,2
FABACEAE,Tephrosia stuartii,SCL,1,1,2
FABACEAE,Tephrosia subpectinata,SCL,2,1,2
FABACEAE,Tephrosia supina,SCL,1,2,2
FABACEAE,Tephrosia uniovulata,SCL,2,1,2
FABACEAE,Tephrosia valleculata,SCL,2,1,2
FABACEAE,Tephrosia virens,SCL,1,1,2
FLACOURTIACEAE,Flacourtia territorialis,RF,4,2,2
FRANKENIACEAE,Frankenia cordata,SCL,2,1,2
FRANKENIACEAE,Frankenia cupularis,SCL,2,1,2
FRANKENIACEAE,Frankenia muscosa,SCL,2,1,2
FRANKENIACEAE,Frankenia punctata,SCL,2,1,2
FRANKENIACEAE,Frankenia serpyllifolia,SCL,2,1,2
GOODENIACEAE,Dampiera candicans,SCL,1,2,2
GOODENIACEAE,Dampiera cinerea,SCL,2,2,2
GOODENIACEAE,Dampiera conospermoides,SCL,2,1,2
GOODENIACEAE,Goodenia gloeophylla,SCL,2,1,2
GOODENIACEAE,Goodenia grandiflora,SCL,2,2,2
GOODENIACEAE,Goodenia strangfordii,SCL,1,1,2
GOODENIACEAE,Lechenaultia divaricata,SCL,2,2,2
GOODENIACEAE,Lechenaultia striata,SCL,1,1,2
GOODENIACEAE,Scaevola amblyanthera var. centralis,SCL,2,2,2
GOODENIACEAE,Scaevola angulata,SCL,2,1,2
GOODENIACEAE,Scaevola basedowii,SCL,2,2,2
GOODENIACEAE,Scaevola browniana subsp. browniana,SCL,2,1,2
GOODENIACEAE,Scaevola browniana subsp. grandiora,SCL,2,1,2
GOODENIACEAE,Scaevola browniana subsp. indeterminate,SCL,2,1,2
GOODENIACEAE,Scaevola depauperata,SCL,3,2,2
GOODENIACEAE,Scaevola glabrata,SCL,1,2,2
GOODENIACEAE,Scaevola parvibarbata,SCL,1,2,2
GOODENIACEAE,Scaevola parvifolia subsp. indeterminate,SCL,1,2,2
GOODENIACEAE,Scaevola revoluta subsp. indeterminate,SCL,1,2,2
GOODENIACEAE,Scaevola spinescens,SCL,3,2,2
GOODENIACEAE,Scaevola taccada,SCL,3,2,2
GYROSTEMONACEAE,Codonocarpus cotinifolius,SCL,4,2,2
GYROSTEMONACEAE,Gyrostemon ramulosus,SCL,3,2,2
GYROSTEMONACEAE,Gyrostemon tepperi,SCL,3,2,2
HALORAGACEAE,Gonocarpus leptothecus,SCL,1,1,2
HALORAGACEAE,Haloragis uncatipila,SCL,2,2,2
HERNANDIACEAE,Hernandia nymphaeifolia,RF,5,1,2
LAMIACEAE,Anisomeles malabarica,SCL,1,1,2
LAMIACEAE,Mentha australis,SCL,1,2,2
LAMIACEAE,Microcorys macredieana,SCL,3,2,2
LAMIACEAE,Plectranthus intraterraneus,SCL,2,1,2
LAMIACEAE,Prostanthera althoferi subsp. longifolia,SCL,2,2,2
LAMIACEAE,Prostanthera sericea,SCL,3,2,2
LAMIACEAE,Prostanthera striatiflora,SCL,2,2,2
LAMIACEAE,Teucrium grandiusculum subsp. grandiusculum,SCL,2,2,2
LAURACEAE,Cryptocarya cunninghamii,RF,5,2,1
LAURACEAE,Cryptocarya exfoliata,RF,5,2,1
LAURACEAE,Cryptocarya hypospodia,RF,5,2,1
LAURACEAE,Endiandra limnophila,RF,5,2,1
LAURACEAE,Litsea breviumbellata,RF,4,2,1
LAURACEAE,Litsea glutinosa,RF,4,2,1
LAURACEAE,Neolitsea brassii,RF,5,2,1
LECYTHIDACEAE,Barringtonia acutangula subsp. acutangula,SCL,4,2,1
LECYTHIDACEAE,Barringtonia asiatica,SCL,4,2,1
LECYTHIDACEAE,Planchonia careya,SCL,4,2,2
LEEACEAE,Leea indica,RF,2,2,2
LEEACEAE,Leea rubra,RF,2,2,2
LILIACEAE,Borya jabirabela,SCL,2,2,2
LILIACEAE,Corynotheca micrantha var. gracilis,SCL,2,2,2
LILIACEAE,Corynotheca micrantha var. indeterminate,SCL,2,2,2
LOGANIACEAE,Fagraea racemosa,RF,4,2,1
LOGANIACEAE,Logania centralis,SCL,2,2,2
LOGANIACEAE,Strychnos lucida,RF,4,2,2
MALVACEAE,Abelmoschus ficulneus,SCL,1,1,2
MALVACEAE,Abelmoschus manihot,RF,2,1,2
MALVACEAE,Abelmoschus moschatus subsp. tuberosus,SCL,1,2,2
MALVACEAE,Abutilon cryptopetalum,SCL,1,1,2
MALVACEAE,Abutilon hannii subsp. indeterminate,SCL,1,1,2
MALVACEAE,Abutilon indicum subsp. albescens,SCL,1,1,2
MALVACEAE,Abutilon indicum subsp. indeterminate,RF,1,1,2
MALVACEAE,Abutilon lepidum,SCL,1,1,2
MALVACEAE,Abutilon leucopetalum,SCL,1,1,2
MALVACEAE,Abutilon macrum,SCL,1,1,2
MALVACEAE,Abutilon otocarpum,SCL,1,1,2
MALVACEAE,Alyogyne pinoniana,SCL,2,2,2
MALVACEAE,Decaschistia byrnesii subsp. byrnesii,SCL,1,1,2
MALVACEAE,Gossypium australe,SCL,2,2,2
MALVACEAE,Gossypium bickii,SCL,2,2,2
MALVACEAE,Gossypium cunninghamii,SCL,2,2,2
MALVACEAE,Gossypium nelsonii,SCL,2,2,2
MALVACEAE,Gossypium sturtianum var. sturtianum,SCL,2,2,2
MALVACEAE,Hibiscus aneuthe,SCL,1,1,2
MALVACEAE,Hibiscus arenicola,SCL,1,1,2
MALVACEAE,Hibiscus arnhemensis,SCL,1,1,2
MALVACEAE,Hibiscus austrinus var. austrinus,SCL,1,2,2
MALVACEAE,Hibiscus bacalusius,SCL,1,1,2
MALVACEAE,Hibiscus brachychlaenus,SCL,1,1,2
MALVACEAE,Hibiscus brachysiphonius,SCL,1,1,2
MALVACEAE,Hibiscus brennanii,SCL,1,1,2
MALVACEAE,Hibiscus burtonii,SCL,1,1,2
MALVACEAE,Hibiscus byrnesii,SCL,1,1,2
MALVACEAE,Hibiscus fallax,SCL,1,1,2
MALVACEAE,Hibiscus fryxellii var. fryxellii,SCL,1,1,2
MALVACEAE,Hibiscus fryxellii var. indeterminate,SCL,1,1,2
MALVACEAE,Hibiscus fryxellii var. mollis,SCL,1,1,2
MALVACEAE,Hibiscus geranioides,SCL,1,1,2
MALVACEAE,Hibiscus inimicus,SCL,1,1,2
MALVACEAE,Hibiscus krichauffianus,SCL,1,2,2
MALVACEAE,Hibiscus leptocladus,SCL,1,1,2
MALVACEAE,Hibiscus lobatus,SCL,1,1,2
MALVACEAE,Hibiscus menzeliae,SCL,1,1,2
MALVACEAE,Hibiscus meraukensis,SCL,1,1,2
MALVACEAE,Hibiscus pentaphyllus,SCL,1,1,2
MALVACEAE,Hibiscus petherickii,SCL,1,1,2
MALVACEAE,Hibiscus riceae,SCL,1,1,2
MALVACEAE,Hibiscus setulosus,SCL,1,1,2
MALVACEAE,Hibiscus solanifolius,SCL,1,1,2
MALVACEAE,Hibiscus sturtii var. campylochlamys,SCL,1,2,2
MALVACEAE,Hibiscus sturtii var. grandiflorus,SCL,1,2,2
MALVACEAE,Hibiscus sturtii var. indeterminate,SCL,1,1,2
MALVACEAE,Hibiscus sturtii var. platychlamys,SCL,1,2,2
MALVACEAE,Hibiscus sturtii var. sturtii,SCL,1,1,2
MALVACEAE,Hibiscus sturtii var. truncatus,SCL,1,2,2
MALVACEAE,Hibiscus symonii,SCL,1,1,2
MALVACEAE,Hibiscus thegaleus,SCL,1,1,2
MALVACEAE,Hibiscus tiliaceus,RF,3,2,2
MALVACEAE,Hibiscus zonatus,SCL,1,1,2
MALVACEAE,Radyera farragei,SCL,1,2,2
MALVACEAE,Sida ammophila,SCL,1,2,2
MALVACEAE,Sida argillacea,SCL,1,2,2
MALVACEAE,Sida cunninghamii,SCL,1,2,2
MALVACEAE,Sida everistiana,SCL,1,2,2
MALVACEAE,Sida fibulifera,SCL,1,2,2
MALVACEAE,Sida filiformis,SCL,1,1,2
MALVACEAE,Sida phaeotricha,SCL,1,2,2
MALVACEAE,Sida platycalyx,SCL,1,2,2
MALVACEAE,Sida sp. Ambalindum (C.R.Dunlop 2080),SCL,1,2,2
MALVACEAE,Sida sp. Huckitta (P.K.Latz 12592),SCL,1,2,2
MALVACEAE,Sida sp. Mt Bundey (J.Russell-Smith 8104),SCL,1,2,2
MALVACEAE,Sida sp. Petermann Ranges (B.G.Thomson 2340),SCL,1,1,2
MALVACEAE,Sida sp. Pindan (B.G.Thomson 3398),SCL,1,2,2
MALVACEAE,Sida sp. Wakaya Desert (P.K.Latz 11894),SCL,1,2,2
MALVACEAE,Thespesia populneoides,RF,3,1,2
MALVACEAE,Thespesia thespesioides,SCL,1,1,2
MALVACEAE,Urena armitiana var. spenceri,SCL,1,1,2
MALVACEAE,Urena australiensis,SCL,1,1,2
MALVACEAE,Urena lobata,SCL,1,1,2
MELASTOMATACEAE,Melastoma malabathricum subsp. malabathricum,RF,2,2,2
MELASTOMATACEAE,Memecylon arnhemensis,RF,5,2,1
MELASTOMATACEAE,Memecylon pauciflorum,RF,5,2,1
MELASTOMATACEAE,Osbeckia australiana,SCL,2,2,2
MELIACEAE,Aglaia brownii,RF,4,2,1
MELIACEAE,Aglaia sapindina,RF,4,2,1
MELIACEAE,Dysoxylum acutangulum subsp. foveolatum,RF,5,2,1
MELIACEAE,Dysoxylum latifolium,RF,5,2,1
MELIACEAE,Owenia acidula,SCL,4,2,2
MELIACEAE,Owenia reticulata,SCL,5,2,2
MELIACEAE,Owenia vernicosa,SCL,5,2,2
MELIACEAE,Turraea pubescens,RF,4,2,1
MELIACEAE,Vavaea amicorum,RF,4,2,1
MELIACEAE,Vavaea australiana,RF,4,2,1
MIMOSACEAE,Acacia abbreviata,SCL,2,1,2
MIMOSACEAE,Acacia abrupta,SCL,3,1,2
MIMOSACEAE,Acacia adsurgens,SCL,2,1,2
MIMOSACEAE,Acacia alleniana,SCL,2,1,2
MIMOSACEAE,Acacia amanda,SCL,3,2,2
MIMOSACEAE,Acacia ammobia,SCL,4,1,2
MIMOSACEAE,Acacia ampliceps,SCL,2,1,2
MIMOSACEAE,Acacia aneura var. aneura,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. Bloods Range (D.J.Nelson 631),SCL,5,1,2
MIMOSACEAE,Acacia aneura var. conifera,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. indeterminate,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. intermedia,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. latifolia,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. major,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. microcarpa,SCL,5,1,2
MIMOSACEAE,Acacia aneura var. tenuis,SCL,5,1,2
MIMOSACEAE,Acacia arafurica,SCL,2,1,2
MIMOSACEAE,Acacia argyraea,SCL,3,1,2
MIMOSACEAE,Acacia armitii,SCL,2,1,2
MIMOSACEAE,Acacia asperulacea,SCL,3,1,2
MIMOSACEAE,Acacia auriculiformis,RF,4,1,2
MIMOSACEAE,Acacia ayersiana,SCL,5,1,2
MIMOSACEAE,Acacia basedowii,SCL,2,1,2
MIMOSACEAE,Acacia bivenosa,SCL,2,2,2
MIMOSACEAE,Acacia brachystachya,SCL,5,1,2
MIMOSACEAE,Acacia brockii,SCL,3,1,2
MIMOSACEAE,Acacia cambagei,SCL,5,2,2
MIMOSACEAE,Acacia cataractae,SCL,2,1,2
MIMOSACEAE,Acacia colei var. indeterminate,SCL,2,1,2
MIMOSACEAE,Acacia conjunctifolia,SCL,2,2,2
MIMOSACEAE,Acacia conspersa,SCL,3,1,2
MIMOSACEAE,Acacia convallium,SCL,2,1,2
MIMOSACEAE,Acacia cowleana,SCL,2,1,2
MIMOSACEAE,Acacia cuthbertsonii subsp. cuthbertsonii,SCL,4,1,2
MIMOSACEAE,Acacia cyperophylla var. cyperophylla,SCL,5,1,2
MIMOSACEAE,Acacia cyperophylla var. indeterminate,SCL,5,1,2
MIMOSACEAE,Acacia desmondii,SCL,4,1,2
MIMOSACEAE,Acacia dictyophleba,SCL,2,1,2
MIMOSACEAE,Acacia difficilis,SCL,2,2,2
MIMOSACEAE,Acacia dimidiata,SCL,2,2,2
MIMOSACEAE,Acacia dolichophylla,SCL,2,2,2
MIMOSACEAE,Acacia drepanocarpa subsp. drepanocarpa,SCL,2,1,2
MIMOSACEAE,Acacia drepanocarpa subsp. indeterminate,SCL,2,1,2
MIMOSACEAE,Acacia drepanocarpa subsp. latifolia,SCL,2,1,2
MIMOSACEAE,Acacia dunnii,SCL,2,1,2
MIMOSACEAE,Acacia echinuliflora,SCL,2,1,2
MIMOSACEAE,Acacia elachantha,SCL,2,1,2
MIMOSACEAE,Acacia estrophiolata,SCL,5,1,2
MIMOSACEAE,Acacia filipes,SCL,2,1,2
MIMOSACEAE,Acacia froggattii,SCL,2,1,2
MIMOSACEAE,Acacia galioides var. galioides,SCL,2,1,2
MIMOSACEAE,Acacia galioides var. glabriflora,SCL,2,1,2
MIMOSACEAE,Acacia galioides var. indeterminate,SCL,2,1,2
MIMOSACEAE,Acacia galioides var. leioclada,SCL,2,1,2
MIMOSACEAE,Acacia georginae,SCL,5,1,2
MIMOSACEAE,Acacia gracilenta,SCL,2,1,2
MIMOSACEAE,Acacia hammondii,SCL,2,1,2
MIMOSACEAE,Acacia helicophylla,SCL,2,1,2
MIMOSACEAE,Acacia hemignosta,SCL,3,2,2
MIMOSACEAE,Acacia hemsleyi,SCL,3,1,2
MIMOSACEAE,Acacia hilliana,SCL,2,1,2
MIMOSACEAE,Acacia holosericea,SCL,2,1,2
MIMOSACEAE,Acacia humifusa,SCL,2,1,2
MIMOSACEAE,Acacia hyaloneura,SCL,2,1,2
MIMOSACEAE,Acacia inaequilatera,SCL,3,2,2
MIMOSACEAE,Acacia jasperensis,SCL,3,1,2
MIMOSACEAE,Acacia jennerae,SCL,3,2,2
MIMOSACEAE,Acacia kelleri,SCL,3,1,2
MIMOSACEAE,Acacia kempeana,SCL,3,1,2
MIMOSACEAE,Acacia laccata,SCL,2,1,2
MIMOSACEAE,Acacia lacertensis,SCL,3,1,2
MIMOSACEAE,Acacia lamprocarpa,SCL,3,2,2
MIMOSACEAE,Acacia latescens,SCL,3,2,2
MIMOSACEAE,Acacia latifolia,SCL,2,2,2
MIMOSACEAE,Acacia latzii,SCL,5,1,2
MIMOSACEAE,Acacia leptocarpa,SCL,3,1,2
MIMOSACEAE,Acacia leptophleba,SCL,2,1,2
MIMOSACEAE,Acacia limbata,SCL,3,1,2
MIMOSACEAE,Acacia linarioides,SCL,3,1,2
MIMOSACEAE,Acacia lycopodiifolia,SCL,2,1,2
MIMOSACEAE,Acacia lysiphloia,SCL,2,1,2
MIMOSACEAE,Acacia macdonnellensis subsp. indeterminate,SCL,5,1,2
MIMOSACEAE,Acacia macdonnellensis subsp. macdonnellensis,SCL,5,1,2
MIMOSACEAE,Acacia macdonnellensis subsp. teretifolia,SCL,5,1,2
MIMOSACEAE,Acacia maconochieana,SCL,5,1,2
MIMOSACEAE,Acacia maitlandii,SCL,3,2,2
MIMOSACEAE,Acacia megalantha,SCL,2,2,2
MIMOSACEAE,Acacia melleodora,SCL,2,1,2
MIMOSACEAE,Acacia mimula,SCL,3,2,2
MIMOSACEAE,Acacia minutifolia,SCL,3,1,2
MIMOSACEAE,Acacia minyura,SCL,4,1,2
MIMOSACEAE,Acacia monticola,SCL,2,1,2
MIMOSACEAE,Acacia mountfordiae,SCL,3,1,2
MIMOSACEAE,Acacia multisiliqua,SCL,3,1,2
MIMOSACEAE,Acacia multistipulosa,SCL,3,1,2
MIMOSACEAE,Acacia murrayana,SCL,2,2,2
MIMOSACEAE,Acacia neurocarpa,SCL,3,1,2
MIMOSACEAE,Acacia nuperrima,SCL,3,1,2
MIMOSACEAE,Acacia olgana,SCL,4,1,2
MIMOSACEAE,Acacia oligoneura,SCL,3,2,2
MIMOSACEAE,Acacia oncinocarpa,SCL,3,1,2
MIMOSACEAE,Acacia orthocarpa,SCL,3,1,2
MIMOSACEAE,Acacia orthotricha,SCL,2,1,2
MIMOSACEAE,Acacia oswaldii,SCL,3,2,2
MIMOSACEAE,Acacia paraneura,SCL,4,1,2
MIMOSACEAE,Acacia pellita,SCL,2,1,2
MIMOSACEAE,Acacia perryi,SCL,2,1,2
MIMOSACEAE,Acacia peuce,SCL,5,1,2
MIMOSACEAE,Acacia pickardii,SCL,5,2,2
MIMOSACEAE,Acacia platycarpa,SCL,3,2,2
MIMOSACEAE,Acacia plectocarpa subsp. indeterminate,SCL,4,1,2
MIMOSACEAE,Acacia plectocarpa subsp. plectocarpa,SCL,4,1,2
MIMOSACEAE,Acacia plectocarpa subsp. tanumbirinensis,SCL,4,1,2
MIMOSACEAE,Acacia praelongata,SCL,4,2,2
MIMOSACEAE,Acacia praetermissa,SCL,3,2,2
MIMOSACEAE,Acacia prainii,SCL,5,2,2
MIMOSACEAE,Acacia producta,SCL,2,1,2
MIMOSACEAE,Acacia proiantha,SCL,3,1,2
MIMOSACEAE,Acacia pruinocarpa,SCL,5,2,2
MIMOSACEAE,Acacia ramulosa var. indeterminate,SCL,4,1,2
MIMOSACEAE,Acacia ramulosa var. ramulosa,SCL,4,1,2
MIMOSACEAE,Acacia retivenea subsp. retivenea,SCL,3,1,2
MIMOSACEAE,Acacia rhodophloia,SCL,3,1,2
MIMOSACEAE,Acacia richardsii,SCL,3,1,2
MIMOSACEAE,Acacia rigens,SCL,3,2,2
MIMOSACEAE,Acacia rigescens,SCL,3,2,2
MIMOSACEAE,Acacia sabulosa,SCL,4,1,2
MIMOSACEAE,Acacia salicina,SCL,3,2,2
MIMOSACEAE,Acacia scopulorum,SCL,4,1,2
MIMOSACEAE,Acacia sericoflora,SCL,4,1,2
MIMOSACEAE,Acacia sericophylla,SCL,4,2,2
MIMOSACEAE,Acacia shirleyi,SCL,5,1,2
MIMOSACEAE,Acacia sibirica,SCL,3,1,2
MIMOSACEAE,Acacia simsii,SCL,3,1,2
MIMOSACEAE,Acacia sp. Baroalba (K.G.Brennan 186),SCL,3,1,2
MIMOSACEAE,Acacia sp. El Sharana (N.B.Byrnes 1326),SCL,3,2,2
MIMOSACEAE,Acacia sp. Gove (N.B.Byrnes 2586),SCL,3,2,2
MIMOSACEAE,Acacia sp. Jim Jim Falls (M.Lazarides 9075),SCL,3,1,2
MIMOSACEAE,Acacia sp. Krichauff Range (A.Soos 241),SCL,3,1,2
MIMOSACEAE,Acacia spondylophylla,SCL,3,2,2
MIMOSACEAE,Acacia stipuligera,SCL,3,2,2
MIMOSACEAE,Acacia stipulosa,SCL,3,1,2
MIMOSACEAE,Acacia strongylophylla,SCL,2,1,2
MIMOSACEAE,Acacia subternata,SCL,2,1,2
MIMOSACEAE,Acacia tetragonophylla,SCL,3,2,2
MIMOSACEAE,Acacia tolmerensis,SCL,2,2,2
MIMOSACEAE,Acacia torulosa,SCL,4,1,2
MIMOSACEAE,Acacia translucens,SCL,2,1,2
MIMOSACEAE,Acacia tropica,SCL,3,1,2
MIMOSACEAE,Acacia tumida var. indeterminate,SCL,3,2,2
MIMOSACEAE,Acacia umbellata,SCL,3,1,2
MIMOSACEAE,Acacia undoolyana,SCL,5,2,2
MIMOSACEAE,Acacia validinervia,SCL,2,2,2
MIMOSACEAE,Acacia victoriae subsp. arida,SCL,3,2,2
