current full name without authority,Endemicity_level,Growth Form,Growth Form_1,Growth Form_2,Raunkier_life_form,Height_max (m),Clonality,Photosynthetic pathway,MIN length Leaf (mm),MAX length Leaf (mm),MIN width Leaf (mm),MAX width Leaf (mm),Leaf_type,Laminar Unit Area (mm2),1_Nutrient_uptake_strategy,1_Dispersal_mode,Fruit_type,Fruit_functional_type,Min_length_fruit(mm),Max_length_fruit(mm),Min_breadth_fruit(mm),Max_breadth_fruit(mm),Seed_mass (g),1_Pollination_syndrome,Sex habit,References,regen_strategy
Axonopus fissifolius,Cosmopolitan,Tussock,Short basal,NA,Hemicryophyte,0.6,vegetative,C4,45,220,1.5,7,simple,337.875,No obvious special uptake strategy,Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Bambusa balcooa,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,20,vegetative,C3,150,300,25,50,simple,5062.5,No obvious special uptake strategy,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,GrassBase/Watson & Dallwitz 1992,Clonal below ground
Bambusa forbesii,Cosmopolitan,Tussock,Shrub,NA,Phanerophyte,8,vegetative,C3,250,500,45,90,simple,15187.5,No obvious special uptake strategy,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992/NCA 2006,Clonal below ground
Bambusa moreheadiana,Wet Tropics,Tussock,Shrub,NA,Phanerophyte,7,vegetative,C3,170,300,15,50,simple,4582.5,No obvious special uptake strategy,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Bambusa vulgaris,Cosmopolitan,Tussock,Shrub,NA,Phanerophyte,20,not_vegetative,C3,150,300,18,45,simple,4252.5,No obvious special uptake strategy,Water,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,GrassBase/Watson & Dallwitz 1992,NA
Bothriochloa bladhii,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,C4,100,550,2,12,simple,1365,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Bothriochloa bladhii subsp. bladhii,Australia,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,C4,100,550,2,12,simple,1365,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Bothriochloa bladhii subsp. glabra,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,vegetative,C4,100,550,2,12,simple,1365,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Bothriochloa decipiens,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,60,250,2,5,simple,325.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.001,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Bothriochloa decipiens var. decipiens,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,60,250,2,5,simple,325.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Bothriochloa decipiens var. cloncurrensis,Australia,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,60,250,2,5,simple,325.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Bothriochloa erianthoides,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,70,300,5,8,simple,721.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Bothriochloa ewartiana,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,C4,70,150,3,6,simple,297,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.5,NA,NA,7.59e-4,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Bothriochloa macra,Gondwanan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,50,300,2.5,5.5,simple,420,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00107,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Bothriochloa pertusa,Cosmopolitan,Tussock,Short basal,NA,Hemicryophyte,0.6,vegetative,C4,50,300,2.5,5,simple,393.75,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,7e-4,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006,Clonal above ground
Brachyachne convergens,Australia,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,vegetative,C4,30,60,2,3,simple,67.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Brachyachne tenella,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.6,vegetative,C4,50,100,1,2,simple,67.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Briza minor,Cosmopolitan,Tussock,NA,NA,Therophyte,0.6,not_vegetative,C3,30,140,3,9,simple,306,arbuscular mycorrhiza,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.25,NA,NA,2.97e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006,NA
Calyptochloa gracillima,Queensland,Tussock,NA,NA,Hemicryophyte,0.3,vegetative,C3,12,40,2,6,simple,62.4,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.6,1.8,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Calyptochloa sp. (Charters Towers E.J.Thompson+ CHA554),NA,NA,NA,NA,NA,NA,not_vegetative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capillipedium parviflorum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,100,300,2,7,simple,540,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Capillipedium spicigerum,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,200,400,5,7,simple,1080,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cenchrus caliculatus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,vegetative,C4,50,560,1,19,simple,1830,No obvious special uptake strategy,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Cenchrus ciliaris,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.5,vegetative,C4,30,250,4,10,simple,588,arbuscular mycorrhiza,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1,1.3,NA,NA,0.001,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006,Clonal below ground
Cenchrus echinatus,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.9,not_vegetative,C4,40,250,3,10,simple,565.5,No obvious special uptake strategy,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2.2,3.6,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cenchrus elymoides var. elymoides,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,140,340,3.3,10.2,simple,972,No obvious special uptake strategy,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cenchrus pennisetiformis,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,0.4,not_vegetative,C4,20,200,2,5,simple,231,No obvious special uptake strategy,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,2,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cenchrus robustus,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,60,220,3,7,simple,420,No obvious special uptake strategy,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cenchrus setiger,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,20,300,2,7,simple,432,arbuscular mycorrhiza,Exozoochory Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/Wang & Qiu 2006,NA
Centotheca lappacea,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,vegetative,C3,80,120,15,20,simple,1050,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal above ground
Centotheca philippinensis,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C3,25,150,3,10,simple,341.25,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/NCA 2006/EPBC 1999,NA
Chionachne cyathopoda,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,4,vegetative,C4,130,600,10,30,simple,4380,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,monoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Chionachne hubbardiana,Australia,Tussock,NA,NA,Therophyte,1,not_vegetative,C4,150,400,5,15,simple,1650,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,monoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Chloris divaricata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,30,150,1,2,simple,81,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.2,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Chloris divaricata var. divaricata,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,30,150,1,2,simple,81,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.2,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Chloris divaricata var. cynodontoides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.6,vegetative,C4,30,150,1,2,simple,81,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.2,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Chloris gayana,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,2.2,vegetative,C4,140,500,1.5,9,simple,1008,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,3e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal above ground
Chloris inflata,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,1,not_vegetative,C4,40,400,2,5,simple,462,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/Watson & Dallwitz 1992,NA
Chloris lobata,Australia,Tussock,NA,NA,Therophyte,0.45,not_vegetative,C4,80,150,0.2,0.6,simple,27.6,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.7,2.4,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Chloris pectinata,Australia,Tussock,NA,NA,Therophyte,0.75,not_vegetative,C4,50,150,2,5,simple,210,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.3,NA,NA,3.22e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Chloris pumilio,Australia,Tussock,NA,NA,Therophyte,0.9,vegetative,C4,70,120,3,3,simple,171,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.2,3.3,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Chloris ventricosa,Australia,Tussock,NA,NA,Hemicryophyte,1,vegetative,C4,50,200,2,3,simple,187.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.5,2.1,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Chloris virgata,Cosmopolitan,Tussock,NA,NA,Therophyte Hemicryophyte,1,not_vegetative,C4,100,300,2,8,simple,600,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,2e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Chrysopogon aciculatus,Cosmopolitan,Tussock,Short basal,NA,Hemicryophyte,0.6,vegetative,C4,10,150,2,5,simple,168,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal above ground
Chrysopogon fallax,Australia,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,50,450,2,7,simple,675,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.0043,Wind,andromonoecious,AusGrass/Watson & Dallwitz 1992/ePIC,NA
Chrysopogon filipes,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1,vegetative,C4,150,450,3,6,simple,810,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,4,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Chrysopogon oliganthus,Australia,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,C4,250,550,2.5,5,simple,900,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,3,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Chrysopogon pallidus,Australia,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,200,400,3,6,simple,810,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Chrysopogon setifolius,Australia,Tussock,NA,NA,Hemicryophyte,0.5,vegetative,C4,80,200,0.75,1,simple,73.5,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,1.83e-4,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal below ground
Chrysopogon sylvaticus,Australia,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,250,500,2.5,6,simple,956.25,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Chrysopogon zizanioides,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,3,vegetative,C4,300,1000,4,10,simple,2730,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Cleistochloa sclerachne,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,0.9,vegetative,NA,45,120,3,6,simple,222.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Flora of NSW 1993,Clonal below ground
Cleistochloa subjuncea,Australia,Tussock,NA,NA,Hemicryophyte,0.6,not_vegetative,NA,10,60,0.5,3,simple,36.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.8,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Flora of NSW 1993,NA
Coelachne pulchella,Cosmopolitan,Tussock,NA,NA,Therophyte,0.2,not_vegetative,C3,8,30,2,5,simple,39.9,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,0.6,0.8,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Coix gasteenii,Queensland,Tussock,NA,NA,Hemicryophyte,1.8,vegetative,C4,90,1500,10,23,simple,7870.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,4,5,NA,NA,NA,Wind,monoecious,AusGrass/GrassBase/Watson & Dallwitz 1992/NCA 2006,Clonal below ground
Cymbopogon ambiguus,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,150,500,1,5,simple,585,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cymbopogon ambiguus x C. queenslandicus,NA,NA,NA,NA,NA,NA,not_vegetative,C4,NA,NA,NA,NA,NA,NA,No obvious special uptake strategy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cymbopogon bombycinus,Australia,Tussock,NA,NA,Hemicryophyte,1.2,not_vegetative,C4,150,400,1,4.5,simple,453.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,2,5,NA,NA,NA,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cymbopogon bombycinus x C. refractus,NA,NA,NA,NA,NA,NA,not_vegetative,C4,NA,NA,NA,NA,NA,NA,No obvious special uptake strategy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cymbopogon caesius,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.2,vegetative,C4,50,300,1.5,10,simple,603.75,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal below ground
Cymbopogon globosus,Queensland,Tussock,NA,NA,Hemicryophyte,2,not_vegetative,C4,300,600,3,7,simple,1350,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1.5,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cymbopogon gratus,Queensland,Tussock,NA,NA,Hemicryophyte,0.35,not_vegetative,C4,100,200,2,4,simple,270,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cymbopogon obtectus,Australia,Tussock,NA,NA,Hemicryophyte,1,not_vegetative,C4,150,350,1,3,simple,300,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,0.00298,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Cymbopogon queenslandicus,Queensland,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,150,500,3,10,simple,1267.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,andromonoecious,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cymbopogon refractus,Cosmopolitan,Tussock,NA,NA,Hemicryophyte,1.5,not_vegetative,C4,100,400,1,4,simple,375,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,2.5,NA,NA,7.31e-4,Wind,andromonoecious,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
Cynodon aethiopicus,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,1.4,vegetative,C4,30,260,3,7,simple,435,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Cynodon dactylon var. dactylon,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.4,vegetative,C4,10,120,0.5,4,simple,87.75,arbuscular mycorrhiza,Wind Passive,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,3e-4,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC/Wang & Qiu 2006,Clonal above ground
Cynodon nlemfuensis var. nlemfuensis,Cosmopolitan,Tussock,Short Basal,NA,Hemicryophyte,0.83,vegetative,C4,50,160,2,5,simple,220.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Cynodon radiatus,Cosmopolitan,Tussock,Short Basal,NA,Therophyte,0.8,vegetative,C4,40,170,3,10,simple,409.5,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Cyrtococcum capitis-york,Queensland,Tussock,Short Basal,NA,Hemicryophyte,0.3,not_vegetative,C3,25,70,3,5,simple,114,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Cyrtococcum oxyphyllum,Cosmopolitan,Tussock,Short Basal,NA,Therophyte,0.6,not_vegetative,C3,20,200,5,15,simple,660,No obvious special uptake strategy,Wind,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992,NA
Dactyloctenium aegyptium,Cosmopolitan,Tussock,Short Basal,NA,Therophyte,1,vegetative,C4,30,250,2.5,7.5,simple,420,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,1,NA,NA,3.27e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,Clonal above ground
Dactyloctenium australe,Gondwanan,Tussock,Short Basal,NA,Hemicryophyte,0.8,vegetative,C4,50,270,2.5,4.5,simple,336,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,1.3,1.75,NA,NA,NA,Wind,hermaphrodite,AusGrass/GrassBase/Watson & Dallwitz 1992,Clonal above ground
Dactyloctenium buchananensis,Australia,Tussock,NA,NA,Therophyte,0.4,not_vegetative,C4,40,80,3,4,simple,126,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,NA,Wind,hermaphrodite,GrassBase/Watson & Dallwitz 1992,NA
Dactyloctenium radulans,Gondwanan,Tussock,NA,NA,Therophyte Hemicryophyte,0.4,not_vegetative,C4,40,80,3,4,simple,126,No obvious special uptake strategy,Exozoochory,caryopsis,Dry dehiscent or indehsicent without attractant or wing,NA,NA,NA,NA,2e-4,Wind,hermaphrodite,APNI/AusGrass/GrassBase/Watson & Dallwitz 1992/ePIC,NA
