species_name,seed_mass_max_Kew_2019_1,seed_mass_max_Mokany_2015,seed_mass_max_RBGK_2014,seed_mass_to_keep_max,seed_mass_mean_Kew_2019_1,seed_mass_mean_Mokany_2015,seed_mass_mean_RBGK_2014,seed_mass_to_keep_mean,original_name,seed_mass_unique
Liparophyllum gunnii,NA,0.43,NA,keep,NA,0.43,NA,keep,Liparophyllum gunnii,seed_mass_to_keep
Lissanthe divaricata,NA,54,NA,keep,NA,54,NA,keep,Cyathodes divaricata,seed_mass_to_keep
Lissanthe strigosa,NA,1.4,NA,keep,NA,1.4,NA,keep,Lissanthe strigosa,seed_mass_to_keep
Lobelia anceps,0.05,0.03,NA,keep,0.02,0.02,NA,omit,Lobelia alata,seed_mass_to_keep
Lobelia anceps,0.05,0.03,NA,keep,0.02,0.02,NA,omit,Lobelia anceps,seed_mass_to_keep
Lobelia gibbosa,0,0.04,NA,keep,0,0.04,NA,keep,Lobelia gibbosa,seed_mass_to_keep
Lobelia irrigua,0.12,0.03,NA,keep,0.12,0.03,NA,keep,Pratia irrigua,seed_mass_to_keep
Lobelia pedunculata,NA,0.03,0.04,keep,NA,0.03,0.04,keep,Pratia pedunculata,seed_mass_to_keep
Lomandra longifolia,11.43,10.72,NA,keep,9.05,10.72,NA,keep,Lomandra longifolia,seed_mass_to_keep
Lomandra nana,NA,10.72,NA,keep,NA,10.72,NA,keep,Lomandra nana,seed_mass_to_keep
Lomatia polymorpha,NA,37.95,NA,keep,NA,37.95,NA,keep,Lomatia polymorpha,seed_mass_to_keep
Lomatia tinctoria,NA,37.95,NA,keep,NA,37.95,NA,keep,Lomatia tinctoria,seed_mass_to_keep
Lotus tenuis,NA,7.89,NA,keep,NA,7.89,NA,keep,Lotus corniculatus var tenuifolius,seed_mass_to_keep
Luzula australasica,NA,0.49,NA,keep,NA,0.49,NA,keep,Luzula australasica,seed_mass_to_keep
Luzula densiflora,0.62,0.37,NA,keep,0.47,0.37,NA,keep,Luzula densiflora,seed_mass_to_keep
Luzula flaccida,0.61,0.61,NA,omit,0.52,0.61,NA,keep,Luzula flaccida,seed_mass_to_keep
Luzula meridionalis,0.53,0.49,NA,keep,0.53,0.49,NA,keep,Luzula meridionalis,seed_mass_to_keep
Luzula modesta,0.56,0.49,NA,keep,0.56,0.49,NA,keep,Luzula modesta,seed_mass_to_keep
Luzula novae-cambriae,NA,0.49,NA,keep,NA,0.49,NA,keep,Luzula novae-cambriae,seed_mass_to_keep
Lycopodiella diffusa,NA,3.3,NA,keep,NA,3.3,NA,keep,Lycopodiella diffusa,seed_mass_to_keep
Lycopodiella lateralis,NA,3.3,NA,keep,NA,3.3,NA,keep,Lycopodiella lateralis,seed_mass_to_keep
Lycopodium deuterodensum,NA,3.3,NA,keep,NA,3.3,NA,keep,Lycopodium deuterodensum,seed_mass_to_keep
Lycopodium gayanum,NA,3.3,NA,keep,NA,3.3,NA,keep,Lycopodium scariosum,seed_mass_to_keep
Lythrum hyssopifolia,0.13,0.06,NA,keep,0.11,0.06,NA,keep,Lythrum hyssopifolia,seed_mass_to_keep
Lythrum salicaria,0.25,0.06,NA,keep,0.07,0.06,NA,keep,Lythrum salicaria,seed_mass_to_keep
Machaerina acuta,NA,1.55,NA,keep,NA,1.55,NA,keep,Baumea acuta,seed_mass_to_keep
Machaerina arthrophylla,NA,2.11,NA,keep,NA,2.11,NA,keep,Baumea arthrophylla,seed_mass_to_keep
Machaerina gunnii,NA,1.71,NA,keep,NA,1.71,NA,keep,Baumea gunnii,seed_mass_to_keep
Machaerina juncea,NA,4.24,NA,keep,NA,4.24,NA,keep,Baumea juncea,seed_mass_to_keep
Machaerina rubiginosa,NA,2.11,NA,keep,NA,2.11,NA,keep,Baumea rubiginosa,seed_mass_to_keep
Machaerina tetragona,NA,0.94,NA,keep,NA,0.94,NA,keep,Baumea tetragona,seed_mass_to_keep
Mazus pumilio,0.05,0.72,NA,keep,0.05,0.72,NA,keep,Mazus pumilio,seed_mass_to_keep
Melaleuca ericifolia,0.23,0.04,NA,keep,0.09,0.04,NA,keep,Melaleuca ericifolia,seed_mass_to_keep
Melaleuca gibbosa,0.23,0.08,NA,keep,0.15,0.08,NA,keep,Melaleuca gibbosa,seed_mass_to_keep
Melaleuca pustulata,0.03,0.04,NA,keep,0.03,0.04,NA,keep,Melaleuca pustulata,seed_mass_to_keep
Melaleuca squamea,0.21,0.27,NA,keep,0.18,0.27,NA,keep,Melaleuca squamea,seed_mass_to_keep
Melaleuca squarrosa,0.25,0.17,NA,keep,0.22,0.17,NA,keep,Melaleuca squarrosa,seed_mass_to_keep
Melilotus indicus,NA,7.89,NA,keep,NA,7.89,NA,keep,Melilotus indica,seed_mass_to_keep
Mentha australis,0.14,0.16,NA,keep,0.14,0.16,NA,keep,Mentha australis,seed_mass_to_keep
Mentha diemenica,0.24,0.16,NA,keep,0.24,0.16,NA,keep,Mentha diemenica,seed_mass_to_keep
Micrantheum hexandrum,5.72,5.72,NA,omit,3.29,5.72,NA,keep,Micrantheum hexandrum,seed_mass_to_keep
Micrantheum serpentinum,2.62,2.62,NA,omit,2.5,2.62,NA,keep,Micrantheum serpentinum,seed_mass_to_keep
Microcachrys tetragona,1.67,2.66,NA,keep,1.5,2.66,NA,keep,Microcachrys tetragona,seed_mass_to_keep
Microseris lanceolata,2.53,1.42,NA,keep,2.08,1.42,NA,keep,Microseris lanceolata,seed_mass_to_keep
Microsorum pustulatum,NA,3.3,NA,keep,NA,3.3,NA,keep,Microsorum pustulatum,seed_mass_to_keep
Microtis orbicularis,NA,0.01,NA,keep,NA,0.01,NA,keep,Hydrorchis orbicularis,seed_mass_to_keep
Microtis rara,NA,0,NA,keep,NA,0,NA,keep,Microtis rara,seed_mass_to_keep
Microtis unifolia,NA,0,NA,keep,NA,0,NA,keep,Microtis parviflora,seed_mass_to_keep
Microtis unifolia,NA,0,NA,keep,NA,0,NA,keep,Microtis unifolia,seed_mass_to_keep
Milligania densiflora,0.36,0.36,NA,omit,0.33,0.36,NA,keep,Milligania densiflora,seed_mass_to_keep
Milligania lindoniana,0.24,0.26,NA,keep,0.24,0.26,NA,keep,Milligania lindoniana,seed_mass_to_keep
Millotia tenuifolia,0.29,0.3,NA,keep,0.2,0.3,NA,keep,Millotia tenuifolia,seed_mass_to_keep
Mimulus repens,NA,0.17,0.03,keep,NA,0.17,0.03,keep,Mimulus repens,seed_mass_to_keep
Mitrasacme archeri,NA,0.07,NA,keep,NA,0.07,NA,keep,Mitrasacme archeri,seed_mass_to_keep
Mitrasacme montana,NA,0.07,NA,keep,NA,0.07,NA,keep,Mitrasacme montana,seed_mass_to_keep
Mitrasacme pilosa,0.07,0.07,NA,omit,0.07,0.07,NA,omit,Mitrasacme pilosa,NA
Mitrasacme serpyllifolia,NA,0.07,NA,keep,NA,0.07,NA,keep,Mitrasacme serpyllifolia,seed_mass_to_keep
Mniarum biflorum,0.69,0.47,NA,keep,0.51,0.47,NA,keep,Scleranthus biflorus,seed_mass_to_keep
Monotoca elliptica,25.16,2.16,NA,keep,17.69,2.16,NA,keep,Monotoca elliptica,seed_mass_to_keep
Monotoca empetrifolia,NA,1.82,NA,keep,NA,1.82,NA,keep,Monotoca empetrifolia,seed_mass_to_keep
Monotoca glauca,1.48,1.48,NA,omit,1.48,1.48,NA,omit,Monotoca glauca,NA
Monotoca linifolia,NA,1.82,NA,keep,NA,1.82,NA,keep,Monotoca linifolia,seed_mass_to_keep
Monotoca scoparia,NA,1.82,NA,keep,NA,1.82,NA,keep,Monotoca scoparia,seed_mass_to_keep
Monotoca submutica,NA,1.82,NA,keep,NA,1.82,NA,keep,Monotoca submutica,seed_mass_to_keep
Muehlenbeckia adpressa,5.4,4.91,NA,keep,5.12,4.91,NA,keep,Muehlenbeckia adpressa,seed_mass_to_keep
Muehlenbeckia gunnii,10.8,4.91,NA,keep,10.79,4.91,NA,keep,Muehlenbeckia gunnii,seed_mass_to_keep
Myoporum insulare,14.66,0.17,NA,keep,14.66,0.17,NA,keep,Myoporum insulare,seed_mass_to_keep
Myosotis australis,0.29,0.72,NA,keep,0.29,0.72,NA,keep,Myosotis australis,seed_mass_to_keep
Myriophyllum amphibium,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum amphibium,seed_mass_to_keep
Myriophyllum integrifolium,0.11,0.05,NA,keep,0.09,0.05,NA,keep,Myriophyllum integrifolium,seed_mass_to_keep
Myriophyllum muelleri,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum muelleri,seed_mass_to_keep
Myriophyllum pedunculatum,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum pedunculatum,seed_mass_to_keep
Myriophyllum propinquum,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum propinquum,seed_mass_to_keep
Myriophyllum salsugineum,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum salsugineum,seed_mass_to_keep
Myriophyllum simulans,0.11,0.11,NA,omit,0.11,0.11,NA,omit,Myriophyllum simulans,NA
Myriophyllum variifolium,NA,0.08,NA,keep,NA,0.08,NA,keep,Myriophyllum variifolium,seed_mass_to_keep
Nablonium calyceroides,NA,0.4,NA,keep,NA,0.4,NA,keep,Nablonium calyceroides,seed_mass_to_keep
Nematolepis squamea,1.02,1.98,NA,keep,1.02,1.63,NA,keep,Nematolepis squamea,seed_mass_to_keep
Nematolepis squamea,1.02,1.98,NA,keep,1.02,1.63,NA,keep,Phebalium squameum,seed_mass_to_keep
Neopaxia australasica,NA,0.1,NA,keep,NA,0.1,NA,keep,Neopaxia australasica,seed_mass_to_keep
Nertera granadensis,1.95,11.48,NA,keep,1.32,11.48,NA,keep,Nertera depressa,seed_mass_to_keep
Notelaea ligustrina,44.87,49.06,NA,keep,44.87,49.06,NA,keep,Notelaea ligustrina,seed_mass_to_keep
Nothofagus cunninghamii,40,1.83,NA,keep,9.92,1.83,NA,keep,Nothofagus cunninghamii,seed_mass_to_keep
Olearia algida,0.56,0.5,NA,keep,0.42,0.5,NA,keep,Olearia algida,seed_mass_to_keep
Olearia argophylla,0.58,0.74,NA,keep,0.45,0.74,NA,keep,Olearia argophylla,seed_mass_to_keep
Olearia axillaris,0.44,0.72,NA,keep,0.44,0.72,NA,keep,Olearia axillaris,seed_mass_to_keep
Olearia ciliata,NA,0.72,0.26,keep,NA,0.72,0.26,keep,Olearia ciliata,seed_mass_to_keep
Olearia ericoides,0.2,0.19,NA,keep,0.2,0.19,NA,keep,Olearia ericoides,seed_mass_to_keep
Olearia erubescens,0.95,0.72,NA,keep,0.86,0.72,NA,keep,Olearia erubescens,seed_mass_to_keep
Olearia floribunda,0.35,0.59,NA,keep,0.32,0.59,NA,keep,Olearia floribunda,seed_mass_to_keep
Olearia glandulosa,0.23,0.18,NA,keep,0.21,0.18,NA,keep,Olearia glandulosa,seed_mass_to_keep
Olearia hookeri,1.03,0.49,NA,keep,0.76,0.49,NA,keep,Olearia hookeri,seed_mass_to_keep
Olearia ledifolia,NA,0.72,NA,keep,NA,0.72,NA,keep,Olearia ledifolia,seed_mass_to_keep
Olearia lepidophylla,NA,0.72,NA,keep,NA,0.72,NA,keep,Olearia lepidophylla,seed_mass_to_keep
Olearia lirata,0.34,0.32,NA,keep,0.32,0.32,NA,omit,Olearia lirata,seed_mass_to_keep
Olearia myrsinoides,3.23,3.23,NA,omit,1.9,3.23,NA,keep,Olearia myrsinoides,seed_mass_to_keep
Olearia obcordata,0.99,0.99,NA,omit,0.99,0.99,NA,omit,Olearia obcordata,NA
Olearia persoonioides,NA,0.72,NA,keep,NA,0.72,NA,keep,Olearia persoonioides,seed_mass_to_keep
Olearia phlogopappa,0.44,0.44,NA,omit,0.41,0.44,NA,keep,Olearia phlogopappa,seed_mass_to_keep
Olearia pinifolia,0.46,0.45,NA,keep,0.46,0.45,NA,keep,Olearia pinifolia,seed_mass_to_keep
Olearia ramulosa,0.28,0.17,NA,keep,0.23,0.17,NA,keep,Olearia ramulosa,seed_mass_to_keep
Olearia stellulata,0.39,0.38,NA,keep,0.39,0.38,NA,keep,Olearia stellulata,seed_mass_to_keep
Olearia tasmanica,1.24,0.88,NA,keep,1.24,0.88,NA,keep,Olearia tasmanica,seed_mass_to_keep
Olearia viscosa,1.16,1.21,NA,keep,0.93,1.21,NA,keep,Olearia viscosa,seed_mass_to_keep
Opercularia ovata,1.17,11.48,NA,keep,1.17,11.48,NA,keep,Opercularia ovata,seed_mass_to_keep
Opercularia varia,0.34,11.48,NA,keep,0.34,11.48,NA,keep,Opercularia varia,seed_mass_to_keep
Ophioglossum lusitanicum,NA,3.3,NA,keep,NA,3.3,NA,keep,Ophioglossum lusitanicum,seed_mass_to_keep
Oreobolus acutifolius,NA,0.68,NA,keep,NA,0.68,NA,keep,Oreobolus acutifolius,seed_mass_to_keep
Oreobolus distichus,0.65,0.64,NA,keep,0.65,0.64,NA,keep,Oreobolus distichus,seed_mass_to_keep
Oreobolus oligocephalus,0.86,0.86,NA,omit,0.77,0.86,NA,keep,Oreobolus oligocephalus,seed_mass_to_keep
Oreobolus oxycarpus,NA,0.66,NA,keep,NA,0.66,NA,keep,Oreobolus oxycarpus,seed_mass_to_keep
Oreobolus pumilio,0.44,0.44,NA,omit,0.4,0.44,NA,keep,Oreobolus pumilio,seed_mass_to_keep
Orites acicularis,5.4,5.38,NA,keep,5.4,5.38,NA,keep,Orites acicularis,seed_mass_to_keep
Orites diversifolius,8.6,8.59,NA,keep,8.6,8.59,NA,keep,Orites diversifolius,seed_mass_to_keep
Orites revolutus,6.06,3.69,NA,keep,4.87,3.69,NA,keep,Orites revolutus,seed_mass_to_keep
Ornduffia reniformis,NA,2.25,NA,keep,NA,2.25,NA,keep,Villarsia reniformis,seed_mass_to_keep
Orthoceras strictum,NA,0,NA,keep,NA,0,NA,keep,Orthoceras strictum,seed_mass_to_keep
Oschatzia saxifraga,NA,1.26,NA,keep,NA,1.26,NA,keep,Oschatzia saxifraga,seed_mass_to_keep
Ourisia integrifolia,0.11,0.11,NA,omit,0.11,0.11,NA,omit,Ourisia integrifolia,NA
Oxalis magellanica,NA,4.01,NA,keep,NA,4.01,NA,keep,Oxalis magellanica,seed_mass_to_keep
Oxalis perennans,0.18,4.01,NA,keep,0.18,4.01,NA,keep,Oxalis perennans,seed_mass_to_keep
Oxylobium arborescens,4.07,7.89,NA,keep,3.38,7.89,NA,keep,Oxylobium arborescens,seed_mass_to_keep
Oxylobium ellipticum,4.12,7.89,NA,keep,3.81,7.89,NA,keep,Oxylobium ellipticum,seed_mass_to_keep
Ozothamnus antennaria,0.22,0.22,NA,omit,0.2,0.22,NA,keep,Ozothamnus antennaria,seed_mass_to_keep
Ozothamnus costatifructus,0.24,0.34,NA,keep,0.24,0.34,NA,keep,Helichrysum costatifructum,seed_mass_to_keep
Ozothamnus ericifolius,0.25,0.13,NA,keep,0.19,0.13,NA,keep,Ozothamnus ericifolius,seed_mass_to_keep
Ozothamnus expansifolius,NA,0.25,NA,keep,NA,0.25,NA,keep,Ozothamnus expansifolius,seed_mass_to_keep
Ozothamnus ferrugineus,0.09,0.14,NA,keep,0.09,0.14,NA,keep,Ozothamnus ferrugineus,seed_mass_to_keep
Ozothamnus hookeri,0.11,0.11,NA,omit,0.11,0.11,NA,omit,Ozothamnus hookeri,NA
Ozothamnus ledifolius,0.36,0.29,NA,keep,0.36,0.29,NA,keep,Ozothamnus ledifolius,seed_mass_to_keep
Ozothamnus lycopodioides,0.08,0.08,NA,omit,0.08,0.08,NA,omit,Ozothamnus lycopodioides,NA
Ozothamnus obcordatus,0.22,0.22,NA,omit,0.15,0.22,NA,keep,Ozothamnus obcordatus,seed_mass_to_keep
Ozothamnus reticulatus,NA,0.25,NA,keep,NA,0.25,NA,keep,Ozothamnus reticulatus,seed_mass_to_keep
Ozothamnus rodwayi,NA,0.27,NA,keep,NA,0.27,NA,keep,Ozothamnus rodwayi,seed_mass_to_keep
Ozothamnus rosmarinifolius,0.78,0.78,NA,omit,0.78,0.78,NA,omit,Ozothamnus rosmarinifolius,NA
Ozothamnus scutellifolius,0.04,0.05,NA,keep,0.04,0.05,NA,keep,Ozothamnus scutellifolius,seed_mass_to_keep
Ozothamnus thyrsoideus,0.18,0.13,NA,keep,0.15,0.13,NA,keep,Ozothamnus thyrsoideus,seed_mass_to_keep
Ozothamnus turbinatus,0.64,0.57,NA,keep,0.61,0.57,NA,keep,Ozothamnus turbinatus,seed_mass_to_keep
Paquerina graminea,0.52,0.38,NA,keep,0.49,0.38,NA,keep,Brachyscome graminea,seed_mass_to_keep
Parapholis incurva,NA,1.21,NA,keep,NA,1.21,NA,keep,Parapholis incurva,seed_mass_to_keep
Parietaria debilis,0.24,0.22,NA,keep,0.24,0.22,NA,keep,Parietaria debilis,seed_mass_to_keep
Parsonsia brownii,7.46,1.84,NA,keep,7.46,1.84,NA,keep,Parsonsia brownii,seed_mass_to_keep
Patersonia fragilis,2.51,2.64,NA,keep,2.51,2.64,NA,keep,Patersonia fragilis,seed_mass_to_keep
Patersonia occidentalis,3.38,2.64,NA,keep,2.6,2.64,NA,keep,Patersonia occidentalis,seed_mass_to_keep
Pelargonium australe,1.08,0.45,NA,keep,1.08,0.45,NA,keep,Pelargonium australe,seed_mass_to_keep
Pelargonium inodorum,0.53,0.45,NA,keep,0.49,0.45,NA,keep,Pelargonium inodorum,seed_mass_to_keep
Pellaea falcata,NA,3.3,NA,keep,NA,3.3,NA,keep,Pellaea falcata,seed_mass_to_keep
Pentachondra involucrata,1.03,1.03,NA,omit,1.03,1.03,NA,omit,Pentachondra involucrata,NA
Pentachondra pumila,1.2,0.35,NA,keep,0.85,0.35,NA,keep,Pentachondra pumila,seed_mass_to_keep
Pentaglottis sempervirens,NA,3.3,NA,keep,NA,3.3,NA,keep,Pentaglottis sempervirens,seed_mass_to_keep
Pentapogon quadrifidus,0.81,0.81,NA,omit,0.81,0.81,NA,omit,Pentapogon quadrifidus,NA
Persicaria decipiens,1.41,1.41,NA,omit,1.19,1.41,NA,keep,Persicaria decipiens,seed_mass_to_keep
Persicaria subsessilis,3.47,3.47,NA,omit,3.47,3.47,NA,omit,Persicaria subsessilis,NA
Persoonia gunnii,176.81,176.81,NA,omit,128.7,176.81,NA,keep,Persoonia gunnii,seed_mass_to_keep
Persoonia juniperina,86.28,93.36,NA,keep,86.28,93.36,NA,keep,Persoonia juniperina,seed_mass_to_keep
Persoonia muelleri,NA,135.08,NA,keep,NA,135.08,NA,keep,Persoonia muelleri,seed_mass_to_keep
Petrorhagia nanteuilii,NA,0.49,NA,keep,NA,0.49,NA,keep,Petrorhagia nanteuilii,seed_mass_to_keep
Pheladenia deformis,NA,0,NA,keep,NA,0,NA,keep,Caladenia deformis,seed_mass_to_keep
Pherosphaera hookeriana,NA,0.9,NA,keep,NA,0.9,NA,keep,Pherosphaera hookeriana,seed_mass_to_keep
Phragmites australis,0.18,1.21,NA,keep,0.1,1.21,NA,keep,Phragmites australis,seed_mass_to_keep
Phyllangium divergens,0.02,0.02,NA,omit,0.02,0.02,NA,omit,Phyllangium divergens,NA
Phyllanthus australis,NA,2.88,NA,keep,NA,2.88,NA,keep,Phyllanthus australis,seed_mass_to_keep
Phyllanthus gunnii,1.75,2.88,NA,keep,1.75,2.88,NA,keep,Phyllanthus gunnii,seed_mass_to_keep
Phyllocladus aspleniifolius,2.99,2.88,NA,keep,2.99,2.88,NA,keep,Phyllocladus aspleniifolius,seed_mass_to_keep
Phyllota diffusa,NA,7.89,NA,keep,NA,7.89,NA,keep,Phyllota diffusa,seed_mass_to_keep
Phymatosorus pustulatus,NA,3.3,NA,keep,NA,3.3,NA,keep,Phymatosorus pustulatus,seed_mass_to_keep
Picris angustifolia,1.6,1.6,NA,omit,0.89,1.6,NA,keep,Picris angustifolia,seed_mass_to_keep
Pimelea cinerea,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea cinerea,seed_mass_to_keep
Pimelea curviflora,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea curviflora,seed_mass_to_keep
Pimelea drupacea,9.88,3.22,NA,keep,9.88,3.22,NA,keep,Pimelea drupacea,seed_mass_to_keep
Pimelea filiformis,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea filiformis,seed_mass_to_keep
Pimelea flava,1.74,1.81,NA,keep,1.74,1.81,NA,keep,Pimelea flava,seed_mass_to_keep
Pimelea glauca,3.34,3.22,NA,keep,3.19,3.22,NA,keep,Pimelea glauca,seed_mass_to_keep
Pimelea humilis,2.78,3.22,NA,keep,2.78,3.22,NA,keep,Pimelea humilis,seed_mass_to_keep
Pimelea ligustrina,3.95,2.31,NA,keep,3.2,2.31,NA,keep,Pimelea ligustrina,seed_mass_to_keep
Pimelea linifolia,3.41,1.72,NA,keep,2.36,1.72,NA,keep,Pimelea linifolia,seed_mass_to_keep
Pimelea linifolia subsp. linoides,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea lindleyana,seed_mass_to_keep
Pimelea nivea,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea nivea,seed_mass_to_keep
Pimelea pauciflora,7.42,7.42,NA,omit,5.79,7.42,NA,keep,Pimelea pauciflora,seed_mass_to_keep
Pimelea sericea,NA,3.22,NA,keep,NA,3.22,NA,keep,Pimelea sericea,seed_mass_to_keep
Pimelea serpyllifolia,2.86,2.86,NA,omit,2.86,2.86,NA,omit,Pimelea serpyllifolia,NA
Pittosporum bicolor,5.67,5.67,NA,omit,5.67,5.67,NA,omit,Pittosporum bicolor,NA
Planocarpa petiolaris,NA,54,NA,keep,NA,54,NA,keep,Cyathodes petiolaris,seed_mass_to_keep
Plantago bellidioides,0.36,0.36,NA,omit,0.36,0.36,NA,omit,Plantago bellidioides,NA
Plantago daltonii,NA,0.55,NA,keep,NA,0.55,NA,keep,Plantago daltonii,seed_mass_to_keep
Plantago debilis,0.5,0.22,NA,keep,0.28,0.22,NA,keep,Plantago debilis,seed_mass_to_keep
Plantago glabrata,NA,0.55,NA,keep,NA,0.55,NA,keep,Plantago glabrata,seed_mass_to_keep
Plantago gunnii,NA,0.55,NA,keep,NA,0.55,NA,keep,Plantago gunnii,seed_mass_to_keep
Plantago hispida,NA,0.55,NA,keep,NA,0.55,NA,keep,Plantago hispida,seed_mass_to_keep
Plantago paradoxa,0.28,0.33,NA,keep,0.28,0.33,NA,keep,Plantago paradoxa,seed_mass_to_keep
Plantago tasmanica,0.26,0.26,NA,omit,0.25,0.26,NA,keep,Plantago tasmanica,seed_mass_to_keep
Plantago triantha,0.38,0.38,NA,omit,0.38,0.38,NA,omit,Plantago triantha,NA
Plantago varia,1.75,1.75,NA,omit,1.03,1.75,NA,keep,Plantago varia,seed_mass_to_keep
Platylobium formosum,10.6,2.03,NA,keep,8.31,2.03,NA,keep,Platylobium formosum,seed_mass_to_keep
Platylobium obtusangulum,7.9,5.69,NA,keep,6.38,5.69,NA,keep,Platylobium obtusangulum,seed_mass_to_keep
Platylobium triangulare,NA,3.86,NA,keep,NA,3.86,NA,keep,Platylobium triangulare,seed_mass_to_keep
Pleurosorus rutifolius,NA,3.3,NA,keep,NA,3.3,NA,keep,Pleurosorus rutifolius,seed_mass_to_keep
Poa clelandii,0.33,0.33,NA,omit,0.3,0.33,NA,keep,Poa clelandii,seed_mass_to_keep
Poa clivicola,0.39,0.37,NA,keep,0.39,0.37,NA,keep,Poa clivicola,seed_mass_to_keep
Poa gunnii,0.51,0.47,NA,keep,0.38,0.47,NA,keep,Poa gunnii,seed_mass_to_keep
Poa hookeri,NA,0.42,NA,keep,NA,0.42,NA,keep,Poa hookeri,seed_mass_to_keep
Poa labillardierei,0.5,0.5,NA,omit,0.35,0.5,NA,keep,Poa labillardierei,seed_mass_to_keep
Poa mollis,NA,0.42,NA,keep,NA,0.42,NA,keep,Poa mollis,seed_mass_to_keep
Poa poiformis,NA,0.28,NA,keep,NA,0.28,NA,keep,Poa poiformis,seed_mass_to_keep
Poa rodwayi,0.41,0.41,NA,omit,0.31,0.41,NA,keep,Poa rodwayi,seed_mass_to_keep
Poa saxicola,NA,0.62,NA,keep,NA,0.62,NA,keep,Poa saxicola,seed_mass_to_keep
Poa sieberiana,0.27,0.42,NA,keep,0.2,0.42,NA,keep,Poa sieberiana,seed_mass_to_keep
Poa tenera,0.38,0.38,NA,omit,0.33,0.38,NA,keep,Poa tenera,seed_mass_to_keep
Podocarpus lawrencei,NA,1.78,NA,keep,NA,1.78,NA,keep,Podocarpus lawrencei,seed_mass_to_keep
Podolepis jaceoides,1.37,0.82,NA,keep,1.03,0.82,NA,keep,Podolepis jaceoides,seed_mass_to_keep
Polyphlebium venosum,NA,3.3,NA,keep,NA,3.3,NA,keep,Polyphlebium venosum,seed_mass_to_keep
Polystichum proliferum,NA,3.3,NA,keep,NA,3.3,NA,keep,Polystichum proliferum,seed_mass_to_keep
Pomaderris apetala,0.69,1.13,NA,keep,0.69,1.13,NA,keep,Pomaderris apetala,seed_mass_to_keep
Pomaderris aspera,1,1,NA,omit,0.78,1,NA,keep,Pomaderris aspera,seed_mass_to_keep
Pomaderris elliptica,1.93,1.05,NA,keep,1.09,1.05,NA,keep,Pomaderris elliptica,seed_mass_to_keep
Pomaderris phylicifolia,1.28,0.69,NA,keep,0.82,0.69,NA,keep,Pomaderris phylicifolia,seed_mass_to_keep
Pomaderris pilifera,1.5,1.23,NA,keep,1.13,1.23,NA,keep,Pomaderris pilifera,seed_mass_to_keep
Poranthera microphylla,0.54,2.88,NA,keep,0.35,2.88,NA,keep,Poranthera microphylla,seed_mass_to_keep
Potamogeton australiensis,NA,0.17,NA,keep,NA,0.17,NA,keep,Potamogeton australiensis,seed_mass_to_keep
Potamogeton tricarinatus,1.94,0.17,NA,keep,1.94,0.17,NA,keep,Potamogeton tricarinatus,seed_mass_to_keep
Prasophyllum alpestre,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum alpestre,seed_mass_to_keep
Prasophyllum alpinum,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum alpinum,seed_mass_to_keep
Prasophyllum australe,NA,0,NA,keep,NA,0,NA,keep,Prasophyllum australe,seed_mass_to_keep
Prasophyllum brevilabre,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum brevilabre,seed_mass_to_keep
Prasophyllum elatum,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum elatum,seed_mass_to_keep
Prasophyllum fuscum,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum fuscum,seed_mass_to_keep
Prasophyllum limnetes,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum limnetes,seed_mass_to_keep
Prasophyllum odoratum,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum odoratum,seed_mass_to_keep
Prasophyllum pulchellum,NA,0.02,NA,keep,NA,0.02,NA,keep,Prasophyllum pulchellum,seed_mass_to_keep
Prasophyllum rostratum,NA,0.01,NA,keep,NA,0.01,NA,keep,Prasophyllum rostratum,seed_mass_to_keep
Prionotes cerinthoides,NA,7.08,NA,keep,NA,7.08,NA,keep,Prionotes cerinthoides,seed_mass_to_keep
Prostanthera lasianthos,1.51,1.96,NA,keep,1.23,1.96,NA,keep,Prostanthera lasianthos,seed_mass_to_keep
Prostanthera rotundifolia,1.87,1.96,NA,keep,1.49,1.96,NA,keep,Prostanthera rotundifolia,seed_mass_to_keep
Psychrophila introloba,0.88,1.67,NA,keep,0.88,1.67,NA,keep,Caltha phylloptera,seed_mass_to_keep
Pteridium esculentum,NA,3.3,NA,keep,NA,3.3,NA,keep,Pteridium esculentum,seed_mass_to_keep
Pteris tremula,NA,3.3,NA,keep,NA,3.3,NA,keep,Pteris tremula,seed_mass_to_keep
