Site,Position,Spp,Branchno,(airspaceproportion),360/angle*number,Abundanceinplot,airspace.mm2,Angle,ApexWidth.mm,area.cm2,area/individ vessel,Area_mean,Area_sum,Areaxylem,Budsample,budXsectionarea.mm2,D1.cm,D2.cm,Date,Date dryweight,Dry_weight,DryweightGroup,HairDensity,Height.cm,HorizontalDistance1.mm,HorizontalDistance2.mm,HorizontalTissueDistance1.mm,HorizontalTissueDistance2.mm,HorizontalTissueProportion1,HorizontalTissueProportion2,leaf_count,Lumen.area,lumen.fraction,Magnification,n,NlayersHorizontal,NLayersVertical,no.vessle,non-lumen.fraction,Plot,SampleXylem,SLA.cm2/g,Species,Stem.Density,SumArea.mm2,SumLDW.g,UniqueID,VerticalDistance.mm,VerticalTissueDistance.mm,VerticalTissueProportion
F04N,Bottom,PiAxi,2,NA,NA,3.5,NA,NA,NA,6720.063,NA,NA,NA,NA,NA,NA,90,95,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NB,NA,NA,Pimelea axiflor,NA,NA,NA,294,NA,NA,NA
F04N,Bottom,PiAxi,3,NA,NA,3.5,NA,NA,NA,3578.47,NA,NA,NA,NA,NA,NA,55,80,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NB,NA,NA,Pimelea axiflor,NA,NA,NA,295,NA,NA,NA
F04N,Mid,GrAus,1,NA,NA,0.75,NA,NA,NA,6361.725,NA,NA,NA,NA,NA,NA,105,75,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Grevillea australis,NA,NA,NA,296,NA,NA,NA
F04N,Mid,GrAus,2,NA,NA,0.75,NA,NA,NA,3525.652,NA,NA,NA,NA,NA,NA,60,74,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Grevillea australis,NA,NA,NA,297,NA,NA,NA
F04N,Mid,GrAus,3,NA,NA,0.75,NA,NA,NA,17789.465,NA,NA,NA,NA,NA,NA,156,145,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Grevillea australis,NA,NA,NA,298,NA,NA,NA
F04N,Mid,HoMon,1,NA,NA,5,NA,NA,NA,23370.504,NA,NA,NA,NA,NA,NA,190,155,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Hovea montana,NA,NA,NA,299,NA,NA,NA
F04N,Mid,HoMon,2,NA,NA,5,NA,NA,NA,4778.362,NA,NA,NA,NA,NA,NA,70,86,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Hovea montana,NA,NA,NA,300,NA,NA,NA
F04N,Mid,HoMon,3,NA,NA,5,NA,NA,NA,49875.925,NA,NA,NA,NA,NA,NA,270,234,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Hovea montana,NA,NA,NA,301,NA,NA,NA
F04N,Mid,OlBre,1,NA,NA,0.5,NA,NA,NA,3019.071,NA,NA,NA,NA,NA,NA,77,47,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia brevipedunculata,NA,NA,NA,302,NA,NA,NA
F04N,Mid,OlBre,2,NA,NA,0.5,NA,NA,NA,10117.695,NA,NA,NA,NA,NA,NA,152,75,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia brevipedunculata,NA,NA,NA,303,NA,NA,NA
F04N,Mid,OlBre,3,NA,NA,0.5,NA,NA,NA,1486.17,NA,NA,NA,NA,NA,NA,42,45,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia brevipedunculata,NA,NA,NA,304,NA,NA,NA
F04N,Mid,OlFro,1,NA,NA,0.05,NA,NA,NA,551.546,NA,NA,NA,NA,NA,NA,35,18,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia frostii,NA,NA,NA,305,NA,NA,NA
F04N,Mid,OlFro,2,NA,NA,0.05,NA,NA,NA,962.113,NA,NA,NA,NA,NA,NA,40,30,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia frostii,NA,NA,NA,306,NA,NA,NA
F04N,Mid,OlFro,3,NA,NA,0.05,NA,NA,NA,213.825,NA,NA,NA,NA,NA,NA,15,18,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Olearia frostii,NA,NA,NA,307,NA,NA,NA
F04N,Mid,PhSqu,1,NA,NA,0.125,NA,NA,NA,881.413,NA,NA,NA,NA,NA,NA,22,45,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Phebalium squamulosum,NA,NA,NA,308,NA,NA,NA
F04N,Mid,PhSqu,2,NA,NA,0.125,NA,NA,NA,5152.997,NA,NA,NA,NA,NA,NA,62,100,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Phebalium squamulosum,NA,NA,NA,309,NA,NA,NA
F04N,Mid,PhSqu,3,NA,NA,0.125,NA,NA,NA,6647.61,NA,NA,NA,NA,NA,NA,79,105,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NM,NA,NA,Phebalium squamulosum,NA,NA,NA,310,NA,NA,NA
F04N,Top,HoMon,1,NA,NA,8,NA,NA,NA,15614.501,NA,NA,NA,NA,NA,NA,141,141,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Hovea montana,NA,NA,NA,311,NA,NA,NA
F04N,Top,HoMon,2,NA,NA,8,NA,NA,NA,16512.996,NA,NA,NA,NA,NA,NA,150,140,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Hovea montana,NA,NA,NA,312,NA,NA,NA
F04N,Top,HoMon,3,NA,NA,8,NA,NA,NA,40470.782,NA,NA,NA,NA,NA,NA,182,272,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Hovea montana,NA,NA,NA,313,NA,NA,NA
F04N,Top,OlBre,1,NA,NA,0.25,NA,NA,NA,4128.249,NA,NA,NA,NA,NA,NA,67,78,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,314,NA,NA,NA
F04N,Top,OlBre,2,NA,NA,0.25,NA,NA,NA,3421.194,NA,NA,NA,NA,NA,NA,77,55,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,315,NA,NA,NA
F04N,Top,OlBre,3,NA,NA,0.25,NA,NA,NA,4656.626,NA,NA,NA,NA,NA,NA,70,84,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Olearia brevipedunculata,NA,NA,NA,316,NA,NA,NA
F04N,Top,PhSqu,1,NA,NA,1.75,NA,NA,NA,7542.964,NA,NA,NA,NA,NA,NA,100,96,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Phebalium squamulosum,NA,NA,NA,317,NA,NA,NA
F04N,Top,PhSqu,2,NA,NA,1.75,NA,NA,NA,20484.951,NA,NA,NA,NA,NA,NA,182,141,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Phebalium squamulosum,NA,NA,NA,318,NA,NA,NA
F04N,Top,PhSqu,3,NA,NA,1.75,NA,NA,NA,18747.651,NA,NA,NA,NA,NA,NA,149,160,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04NT,NA,NA,Phebalium squamulosum,NA,NA,NA,319,NA,NA,NA
F04South,Bottom,BaGun,1,0.109,NA,2,0.327,NA,0.254,6720.063,NA,NA,NA,NA,BaGun2,2.993,115,70,NA,NA,NA,NA,none,54,0.872,1.091,0.577,1.045,0.662,0.958,NA,NA,NA,NA,NA,2,2,NA,NA,F04SB,NA,86.775,Baeckea gunniana,0.859,95.452,0.011,245,2.888,2.853,0.988
F04South,Bottom,GrAus,1,NA,NA,2,NA,NA,NA,55362.913,NA,NA,NA,NA,NA,NA,270,261,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,53.492,Grevillea australis,0.613,272.811,0.051,236,NA,NA,NA
F04South,Bottom,GrAus,2,NA,NA,2,NA,NA,NA,15614.501,NA,NA,NA,NA,NA,NA,128,154,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,53.726,Grevillea australis,NA,166.55,0.031,237,NA,NA,NA
F04South,Bottom,GrAus,3,NA,NA,2,NA,NA,NA,15836.769,NA,NA,NA,NA,NA,NA,136,148,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,55.698,Grevillea australis,NA,267.35,0.048,238,NA,NA,NA
F04South,Bottom,HoMon,1,NA,NA,3.5,NA,NA,NA,11309.734,NA,NA,NA,NA,NA,NA,87,153,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,46.082,Hovea montana,0.8,543.766,0.118,233,NA,NA,NA
F04South,Bottom,HoMon,2,NA,NA,3.5,NA,NA,NA,12468.981,NA,NA,NA,NA,NA,NA,137,115,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,42.003,Hovea montana,NA,420.029,0.1,234,NA,NA,NA
F04South,Bottom,HoMon,3,NA,NA,3.5,NA,NA,NA,13375.527,NA,NA,NA,NA,NA,NA,178,83,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,42.286,Hovea montana,NA,405.942,0.096,235,NA,NA,NA
F04South,Bottom,OlBre,1,NA,NA,0.75,NA,NA,NA,5541.769,NA,NA,NA,NA,NA,NA,61,107,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,95.742,Olearia brevipedunculata,0.492,172.336,0.018,239,NA,NA,NA
F04South,Bottom,OlBre,2,NA,NA,0.75,NA,NA,NA,1847.453,NA,NA,NA,NA,NA,NA,65,32,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,112.787,Olearia brevipedunculata,NA,372.196,0.033,240,NA,NA,NA
F04South,Bottom,OlBre,3,NA,NA,0.75,NA,NA,NA,1256.637,NA,NA,NA,NA,NA,NA,55,25,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,116.162,Olearia brevipedunculata,NA,255.556,0.022,241,NA,NA,NA
F04South,Bottom,PhSqu,1,NA,NA,3,NA,NA,NA,14633.735,NA,NA,NA,NA,NA,NA,101,172,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,62.875,Phebalium squamulosum,0.54,176.051,0.028,242,NA,NA,NA
F04South,Bottom,PhSqu,2,NA,NA,3,NA,NA,NA,16741.547,NA,NA,NA,NA,NA,NA,180,112,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,77.924,Phebalium squamulosum,NA,155.847,0.02,243,NA,NA,NA
F04South,Bottom,PhSqu,3,NA,NA,3,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,122,60,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,68.717,Phebalium squamulosum,NA,171.792,0.025,244,NA,NA,NA
F04South,Bottom,PiAxi,1,NA,NA,6.5,NA,NA,NA,9245.904,NA,NA,NA,NA,NA,NA,106,111,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,102.788,Pimelea axiflor,0.48,174.739,0.017,246,NA,NA,NA
F04South,Bottom,PiAxi,2,NA,NA,6.5,NA,NA,NA,8992.024,NA,NA,NA,NA,NA,NA,103,111,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,108.899,Pimelea axiflor,NA,152.459,0.014,247,NA,NA,NA
F04South,Bottom,PiAxi,3,NA,NA,6.5,NA,NA,NA,3166.922,NA,NA,NA,NA,NA,NA,42,85,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SB,NA,89.123,Pimelea axiflor,NA,338.666,0.038,248,NA,NA,NA
F04South,Mid,GrAus,1,0.069,NA,21,0.068,NA,0.074,16399.31,NA,NA,NA,NA,GrAus1,0.975,80,209,NA,NA,NA,NA,dense,60,0.666,0.609,0.518,0.397,0.778,0.652,NA,NA,NA,NA,NA,2,1,NA,NA,F04SM,NA,38.837,Grevillea australis,0.71,159.232,0.041,249,0.352,0.125,0.355
F04South,Mid,GrAus,2,NA,NA,21,NA,NA,NA,47529.155,NA,NA,NA,NA,NA,NA,275,217,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,50.821,Grevillea australis,NA,218.532,0.043,250,NA,NA,NA
F04South,Mid,GrAus,3,NA,NA,21,NA,NA,NA,64018.001,NA,NA,NA,NA,NA,NA,307,264,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,48.954,Grevillea australis,NA,195.816,0.04,251,NA,NA,NA
F04South,Mid,HoMon,1,NA,NA,9,NA,NA,NA,18991.124,NA,NA,NA,NA,NA,NA,159,152,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,60.874,Hovea montana,0.67,420.03,0.069,252,NA,NA,NA
F04South,Mid,HoMon,2,NA,NA,9,NA,NA,NA,38013.271,NA,NA,NA,NA,NA,NA,190,250,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,50.205,Hovea montana,NA,502.047,0.1,253,NA,NA,NA
F04South,Mid,HoMon,3,NA,NA,9,NA,NA,NA,6503.882,NA,NA,NA,NA,NA,NA,97,85,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,52.927,Hovea montana,NA,778.026,0.147,254,NA,NA,NA
F04South,Mid,OlBre,1,0.298,NA,0.625,4.1,NA,0.18,1772.055,NA,NA,NA,NA,OlBre1,13.776,60,35,NA,NA,NA,NA,dense,41,1.408,1.485,1.039,1.049,0.738,0.706,NA,NA,NA,NA,NA,6,10,NA,NA,F04SM,NA,83.03,Olearia brevipedunculata,0.55,315.515,0.038,255,3.096,1.754,0.567
F04South,Mid,OlBre,2,NA,NA,0.625,NA,NA,NA,8091.368,NA,NA,NA,NA,NA,NA,102,101,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,93.713,Olearia brevipedunculata,NA,243.653,0.026,256,NA,NA,NA
F04South,Mid,OlBre,3,NA,NA,0.625,NA,NA,NA,1452.201,NA,NA,NA,NA,NA,NA,60,26,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,86.794,Olearia brevipedunculata,NA,329.819,0.038,257,NA,NA,NA
F04South,Mid,PiAxi,1,NA,NA,0.125,NA,NA,NA,1772.055,NA,NA,NA,NA,NA,NA,55,40,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,96.994,Pimelea axiflor,0.602,155.191,0.016,258,NA,NA,NA
F04South,Mid,PiAxi,2,NA,NA,0.125,NA,NA,NA,2123.717,NA,NA,NA,NA,NA,NA,37,67,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,88.826,Pimelea axiflor,NA,293.126,0.033,259,NA,NA,NA
F04South,Mid,PiAxi,3,NA,NA,0.125,NA,NA,NA,2507.187,NA,NA,NA,NA,NA,NA,40,73,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04SM,NA,107.537,Pimelea axiflor,NA,322.611,0.03,260,NA,NA,NA
F04South,Top,AsTry,1,NA,NA,3.5,NA,NA,NA,1520.531,NA,NA,NA,NA,NA,NA,47,41,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,53.711,Asterolasia trymalioides,0.454,268.553,0.05,261,NA,NA,NA
F04South,Top,AsTry,2,0.233,NA,3.5,0.412,NA,0.126,1847.453,NA,NA,NA,NA,AsTry4,1.77,43,54,NA,NA,NA,NA,some,20,0.684,0.636,0.379,0.383,0.554,0.602,NA,NA,NA,NA,NA,4,6,NA,NA,F04ST,NA,62.906,Asterolasia trymalioides,NA,94.359,0.015,262,1.173,0.505,0.431
F04South,Top,AsTry,3,NA,NA,3.5,NA,NA,NA,1847.453,NA,NA,NA,NA,NA,NA,57,40,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,52.105,Asterolasia trymalioides,NA,161.525,0.031,263,NA,NA,NA
F04South,Top,GrAus,1,NA,NA,1,NA,NA,NA,25305.725,NA,NA,NA,NA,NA,NA,175,184,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,52.313,Grevillea australis,0.728,156.938,0.03,264,NA,NA,NA
F04South,Top,HoMon,1,NA,NA,4.5,NA,NA,NA,86049.008,NA,NA,NA,NA,NA,NA,377,285,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,56.494,Hovea montana,0.616,457.599,0.081,265,NA,NA,NA
F04South,Top,HoMon,2,NA,NA,4.5,NA,NA,NA,49875.925,NA,NA,NA,NA,NA,NA,236,268,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,38.078,Hovea montana,NA,510.239,0.134,266,NA,NA,NA
F04South,Top,HoMon,3,0.276,NA,4.5,0.832,NA,0.066,43373.614,NA,NA,NA,NA,HoMon4,3.017,298,172,NA,NA,NA,NA,dense,40,1.564,1.109,1.155,0.624,0.738,0.563,NA,NA,NA,NA,NA,4,3,NA,NA,F04ST,NA,49.183,Hovea montana,NA,285.262,0.058,267,0.861,0.259,0.301
F04South,Top,LeMon,1,NA,NA,0.25,NA,NA,NA,1486.17,NA,NA,NA,NA,NA,NA,32,55,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,68.605,Acrothamnus montanus,0.521,75.466,0.011,268,NA,NA,NA
F04South,Top,OlBre,1,NA,NA,4.5,NA,NA,NA,14420.107,NA,NA,NA,NA,NA,NA,154,117,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,99.342,Olearia brevipedunculata,0.485,526.51,0.053,269,NA,NA,NA
F04South,Top,OlBre,3,NA,NA,4.5,NA,NA,NA,7932.718,NA,NA,NA,NA,NA,NA,79,122,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,71.249,Olearia brevipedunculata,NA,477.367,0.067,270,NA,NA,NA
F04South,Top,OlFro,1,0.3,NA,0.01,9.769,NA,0.209,8659.015,NA,NA,NA,NA,OlFro1,32.6,85,125,NA,NA,NA,NA,very dense,42,1.926,1.993,0.587,1.069,0.305,0.536,NA,NA,NA,NA,NA,5,9,NA,NA,F04ST,NA,76.493,Olearia frostii,NA,757.276,0.099,271,7.343,3.453,0.47
F04South,Top,PiAxi,1,NA,NA,1.25,NA,NA,NA,1520.531,NA,NA,NA,NA,NA,NA,47,41,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,90.064,Pimelea axiflor,0.48,270.191,0.03,272,NA,NA,NA
F04South,Top,PiAxi,2,NA,NA,1.25,NA,NA,NA,14420.107,NA,NA,NA,NA,NA,NA,127,144,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,90.152,Pimelea axiflor,NA,279.472,0.031,273,NA,NA,NA
F04South,Top,PiAxi,3,NA,NA,1.25,NA,NA,NA,5944.679,NA,NA,NA,NA,NA,NA,98,76,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F04ST,NA,87.177,Pimelea axiflor,NA,296.402,0.034,274,NA,NA,NA
F05N,Bottom,BoFol,1,NA,560.0765917,0.5,NA,25.068,NA,2687.829,5.82051e-4,NA,NA,0.293,NA,NA,67,50,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,0.0227,0.0775,x5,NA,NA,NA,39,0.9225,F05NB,BoFol05B1s2,78.548,Bossiaea foliosa,0.942,102.113,0.013,320,NA,NA,NA
F05N,Bottom,BoFol,2,NA,NA,0.5,NA,NA,NA,1225.417,NA,NA,NA,NA,NA,NA,43,36,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,50.173,Bossiaea foliosa,NA,85.294,0.017,321,NA,NA,NA
F05N,Bottom,BoFol,3,NA,NA,0.5,NA,NA,NA,1625.971,NA,NA,NA,NA,NA,NA,42,49,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,93.316,Bossiaea foliosa,NA,83.984,0.009,322,NA,NA,NA
F05N,Bottom,OlFro,1,NA,NA,0.125,NA,NA,NA,1418.625,NA,NA,NA,NA,NA,NA,40,45,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,73.645,Olearia frostii,0.612,1259.324,0.171,323,NA,NA,NA
F05N,Bottom,OlFro,2,NA,NA,0.125,NA,NA,NA,2596.723,NA,NA,NA,NA,NA,NA,63,52,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,77.192,Olearia frostii,NA,555.78,0.072,324,NA,NA,NA
F05N,Bottom,OlFro,3,NA,NA,0.125,NA,NA,NA,1256.637,NA,NA,NA,NA,NA,NA,35,45,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,69.13,Olearia frostii,NA,808.823,0.117,325,NA,NA,NA
F05N,Bottom,PhSqu,1,0.17,NA,1.5,0.314,NA,0.087,1885.741,NA,NA,NA,NA,PhSqu4,1.842,57,41,NA,NA,NA,NA,none,26,0.574,0.762,0.481,0.702,0.838,0.921,NA,NA,NA,NA,NA,3,5,NA,NA,F05NB,NA,53.489,Phebalium squamulosum,0.742,235.353,0.044,326,0.895,0.463,0.517
F05N,Bottom,PhSqu,2,NA,NA,1.5,NA,NA,NA,4778.362,NA,NA,NA,NA,NA,NA,91,65,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,88.798,Phebalium squamulosum,NA,230.874,0.026,327,NA,NA,NA
F05N,Bottom,PhSqu,3,NA,NA,1.5,NA,NA,NA,4128.249,NA,NA,NA,NA,NA,NA,81,64,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,65.761,Phebalium squamulosum,NA,184.132,0.028,328,NA,NA,NA
F05N,Bottom,PiAxi,1,0.278,NA,5.5,0.348,NA,0.026,2290.221,NA,NA,NA,NA,PiAxi4,1.25,43,65,NA,NA,NA,NA,none,30,0.335,0.336,0.1,0.121,0.299,0.36,NA,NA,NA,NA,NA,2,4,NA,NA,F05NB,NA,116.545,Pimelea axiflor,0.444,244.744,0.021,329,1.596,0.36,0.226
F05N,Bottom,PiAxi,2,NA,NA,5.5,NA,NA,NA,2596.723,NA,NA,NA,NA,NA,NA,63,52,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,106.457,Pimelea axiflor,NA,468.411,0.044,330,NA,NA,NA
F05N,Bottom,PiAxi,3,NA,NA,5.5,NA,NA,NA,1256.637,NA,NA,NA,NA,NA,NA,35,45,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,111.501,Pimelea axiflor,NA,234.152,0.021,331,NA,NA,NA
F05N,Bottom,PrCun,1,NA,NA,3.5,NA,NA,NA,2922.467,NA,NA,NA,NA,NA,NA,65,57,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,F05NB,NA,96.205,Prostanthera cuneata,0.529,105.826,0.011,332,NA,NA,NA
