species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Epipremnum amplissimum,species,Epipremnum amplissimum,C3,-35.02,NA,27.2049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eremophila deserti,species,Eremophila deserti,C3,-26.3,NA,18.3824601246412,-32.97,146.15,1998,NA,unpub,NA
Eremophila deserti,species,Eremophila deserti,C3,-25,NA,17.2214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eremophila glabra,species,Eremophila glabra,C3,-26.9,NA,18.9824601246412,-32.97,146.13,1998,NA,unpub,NA
Eremophila glabra,species,Eremophila glabra,C3,-26.3,NA,18.3824601246412,-32.97,146.15,1998,NA,unpub,NA
Eremophila longifolia,species,Eremophila longifolia,C3,-26.3,NA,18.3824601246412,-32.97,146.13,1998,NA,unpub,NA
Eremophila maculata,species,Eremophila maculata,C3,-23.67,NA,15.8914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eremophila mitchellii,species,Eremophila mitchelli,C3,-26.8,NA,18.8824601246412,-32.97,146.13,1998,NA,unpub,NA
Eremophila oppositifolia,species,Eremophila oppositifolia,C3,-26.63,NA,18.8514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eremophila,genus,Eremophila sp1,C3,-25.5,NA,17.7214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eremophila,genus,Eremophila sp2,C3,-24.37,NA,16.5914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eriostemon australasius,species,Eriostemon australasius,C3,-29.7,NA,21.7823740602752,-33.68,151.13,1998,NA,unpub,NA
Philotheca difformis,species,Philotheca difformis,C3,-25.6,NA,17.6824601246412,-32.97,146.15,1998,NA,unpub,NA
Philotheca difformis,species,Philotheca difformis,C3,-25.3,NA,17.3824601246412,-32.97,146.13,1998,NA,unpub,NA
Philotheca myoporoides,species,Eriostemon myoporoides,C3,-28.73,NA,20.9048092463352,-26.85,153,1994,NA,unpub,NA
Erythrina vespertilio,species,Erythrina vespertilio,C3,-24.83,NA,17.0274417800787,-27.03,152.83,1993,NA,Stewart_etal,1995
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-29.52,NA,21.7049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-29.14,NA,21.3249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-28.43,NA,20.6149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-26.27,18.97,18.97,-11.767,130.867,1993,October,Schulze_etal,1998
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-28.705,NA,20.8899006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Erythrophleum chlorostachys,species,Erythrophleum chlorostachys,C3,-25.7,18.4,18.4,-12.683,132.383,1993,October,Schulze_etal,1998
Eucalyptus aequioperta,species,Eucalyptus aequioperta,C3,-26.62,NA,18.5891288586342,-31.877,120.189,2003,NA,Schulze_etal,2006
Eucalyptus alba,species,Eucalyptus alba,C3,-29.66,NA,21.8449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus alipes,species,Eucalyptus alipes,C3,-25.85,NA,17.8190991748835,-32.05,119.903,2003,NA,Schulze_etal,2006
Eucalyptus aspratilis,species,Eucalyptus aspratilis,C3,-26.52,NA,18.4891832104766,-31.576,120.579,2003,NA,Schulze_etal,2006
Eucalyptus astringens,species,Eucalyptus astringens,C3,-25.98666667,NA,17.9556600428531,-32.73,119.005,2003,NA,Schulze_etal,2006
Eucalyptus astringens,species,Eucalyptus astringens,C3,-26.74,NA,18.7088707168957,-33.711,118.365,2003,NA,Schulze_etal,2006
Eucalyptus beyeri,species,Eucalyptus paniculata,C3,-31.7,NA,23.7823850801193,-33.58,151.3,1998,NA,unpub,NA
Eucalyptus bigalerita,species,Eucalyptus bigalerita,C3,-29.88,NA,22.0649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus brevifolia,species,Eucalyptus brevifolia,C3,-26.4,19.1,19.1,-16.117,130.917,1993,October,Schulze_etal,1998
Eucalyptus brevifolia,species,Eucalyptus brevifolia,C3,-27.3,20,20,-17.3,130.75,1993,October,Schulze_etal,1998
Eucalyptus brownii,species,Eucalyptus brownii,C3,-24.77,NA,16.9914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eucalyptus x bucknellii,species,Eucalyptus populnea,C3,-26.7,NA,18.6234292557256,-34.126,146.196,2005,NA,unpub,NA
Eucalyptus x bucknellii,species,Eucalyptus populnea,C3,-24.83,NA,17.0514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eucalyptus calycogona,species,Eucalyptus calycogona,C3,-24.83,NA,16.7990617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus calycogona,species,Eucalyptus calycogona,C3,-26.52,NA,18.4890891436533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus calycogona,species,Eucalyptus calycogona,C3,-25.9,NA,17.8690800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus camaldulensis,species,Eucalyptus camaldulensis,C3,-28.59,NA,20.7749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus cambageana,species,Eucalyptus cambageana,C3,-23.73,NA,15.9514266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eucalyptus campanulata,species,Eucalyptus campanulata,C3,-31.56,NA,23.7570921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Eucalyptus capillosa,species,Eucalyptus capillosa,C3,-25.79,NA,17.7590891436533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus carnea,species,Eucalyptus carnea,C3,-24.16,NA,16.1297244420019,-29.242,121.252,2003,NA,Schulze_etal,2006
Eucalyptus carnea,species,Eucalyptus umbra,C3,-29.4,NA,21.4823850801193,-33.58,151.3,1998,NA,unpub,NA
Eucalyptus,genus,Eucalyptus carnea_x_salubris,C3,-25.14,NA,17.1097244420019,-29.242,121.252,2003,NA,Schulze_etal,2006
Eucalyptus concinna,species,Eucalyptus concinna,C3,-25.9,NA,17.8700282128121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus concinna,species,Eucalyptus concinna,C3,-25.49,NA,17.4590800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus concinna,species,Eucalyptus concinna,C3,-26.25,NA,18.220449951294,-27.008,126.25,2003,NA,Schulze_etal,2006
Eucalyptus concinna,species,Eucalyptus concinna,C3,-26.51666667,NA,18.4867958499134,-27.918,123.616,2003,NA,Schulze_etal,2006
Eucalyptus concinna,species,Eucalyptus concinna,C3,-25.85666667,NA,17.826215399452,-29.905,121.119,2003,NA,Schulze_etal,2006
Corymbia confertiflora,species,Eucalyptus conferiflora,C3,-27.2,19.94,19.94,-14.3,132.083,1993,October,Schulze_etal,1998
Eucalyptus crebra,species,Eucalyptus crebra,C3,-28,NA,20.1974417800787,-27.03,152.83,1993,NA,Stewart_etal,1995
Eucalyptus deanei,species,Eucalyptus saligna,C3,-28.91,NA,21.1070921211604,-28.03,152.83,1993,NA,Stewart_etal,1995
Eucalyptus delegatensis,species,Eucalyptus delegatensis,C3,-28.872,NA,20.7953280817156,-35.66,148.15,2005,NA,NA,NA
Eucalyptus,genus,Eucalyptus dendrosheath,C3,-26.15,NA,18.1190991748835,-32.05,119.903,2003,NA,Schulze_etal,2006
Eucalyptus diversicolor,species,Eucalyptus diversicolor,C3,-27.1317,NA,19.0778411975884,-34,116,2004,NA,Burgess_Dawson,2007
Eucalyptus diversicolor,species,Eucalyptus diversicolor,C3,-26.60333333,NA,18.5721310659822,-34.492,115.952,2003,NA,Schulze_etal,2006
Eucalyptus diversicolor,species,Eucalyptus diversicolor,C3,-28.556,NA,20.5247638448632,-34.966,117.289,2003,NA,Schulze_etal,2006
Eucalyptus drummondii,species,Eucalyptus oldfieldii,C3,-25.59,NA,17.559548729452,-29.905,121.119,2003,NA,Schulze_etal,2006
Eucalyptus drummondii,species,Eucalyptus oldfieldii,C3,-26.94,NA,18.9104332596422,-27.053,125.149,2003,NA,Schulze_etal,2006
Eucalyptus dumosa,species,Eucalyptus dumosa,C3,-24.7,NA,16.7824601246412,-32.97,146.15,1998,NA,unpub,NA
Eucalyptus eremicola,species,Eucalyptus eremicola,C3,-27.35333333,NA,19.324006623763,-26.427,126.413,2003,NA,Schulze_etal,2006
Eucalyptus eremicola,species,Eucalyptus eremicola,C3,-26.47333333,NA,18.4434625099134,-27.918,123.616,2003,NA,Schulze_etal,2006
Eucalyptus ewartiana,species,Eucalyptus ewartiana,C3,-25.5,NA,17.470135518947,-27.899,123.378,2003,NA,Schulze_etal,2006
Eucalyptus exigua,species,Eucalyptus exigua,C3,-25.59,NA,17.5590991748835,-32.05,119.903,2003,NA,Schulze_etal,2006
Eucalyptus flocktoniae,species,Eucalyptus flocktoniae,C3,-25.8,NA,17.7690800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus flocktoniae,species,Eucalyptus flocktoniae,C3,-25.41666667,NA,17.3856600428531,-32.73,119.005,2003,NA,Schulze_etal,2006
Eucalyptus flocktoniae,species,Eucalyptus flocktoniae,C3,-25.79,NA,17.7590617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus flocktoniae,species,Eucalyptus flocktoniae,C3,-24.98666667,NA,16.9555746305341,-33.382,118.51,2003,NA,Schulze_etal,2006
Eucalyptus flocktoniae,species,Eucalyptus flocktoniae,C3,-27.08,NA,19.0492577806717,-31.191,120.942,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-26.17333333,NA,18.1444290147371,-25.419,127.554,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-26.35333333,NA,18.3242298785515,-25.881,126.913,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-26.79625,NA,18.7675087872908,-25.056,129.678,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-27.35333333,NA,19.3246775033633,-24.871,129.057,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-27.36333333,NA,19.333783281294,-27.008,126.252,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-26.766666665,NA,18.7373634563961,-26.368,126.285,2003,NA,Schulze_etal,2006
Eucalyptus gamophylla,species,Eucalyptus gamophylla,C3,-26.86,NA,18.8306275359329,-26.543,126.402,2003,NA,Schulze_etal,2006
Eucalyptus globulus,species,Eucalyptus globulus,C3,-27.57,NA,19.6069119635143,-34.32,117.5,2000,November,Cernusak_etal,2005
Eucalyptus globulus,species,Eucalyptus globulus,C3,-29.39,NA,21.404163591816,-34.97,117.33,2001,December,Cernusak_etal,2005
Eucalyptus gomphocephala,species,Eucalyptus gomphocephala,C3,-27.3,NA,19.2691890043089,-31.545,115.675,2003,NA,Schulze_etal,2006
Eucalyptus gomphocephala,species,Eucalyptus gomphocephala,C3,-26.92,NA,18.8888849681443,-33.581,115.499,2003,NA,Schulze_etal,2006
Eucalyptus gomphocephala,species,Eucalyptus gomphocephala,C3,-27.18333333,NA,19.1522885170247,-33.007,115.743,2003,NA,Schulze_etal,2006
Eucalyptus gongylocarpa,species,Eucalyptus gongylocarpa,C3,-28.76,NA,20.729973113182,-28.401,122.568,2003,NA,Schulze_etal,2006
Eucalyptus gongylocarpa,species,Eucalyptus gongylocarpa,C3,-27.94,NA,19.910673293763,-26.427,126.413,2003,NA,Schulze_etal,2006
Eucalyptus gongylocarpa,species,Eucalyptus gongylocarpa,C3,-26.02,NA,17.9900282128121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus gongylocarpa,species,Eucalyptus gongylocarpa,C3,-28.27666667,NA,20.2471195977942,-27,126.227,2003,NA,Schulze_etal,2006
Eucalyptus gongylocarpa,species,Eucalyptus gongylocarpa,C3,-28.12,NA,20.0913441733633,-24.871,129.057,2003,NA,Schulze_etal,2006
Eucalyptus loxophleba subsp. gratiae,subspecies,Eucalyptus loxophleba,C3,-24.99666667,NA,16.9658620711003,-31.511,120.816,2003,NA,Schulze_etal,2006
Eucalyptus loxophleba subsp. gratiae,subspecies,Eucalyptus loxophleba,C3,-27.16666667,NA,19.1356694128187,-32.665,118.326,2003,NA,Schulze_etal,2006
Eucalyptus loxophleba subsp. gratiae,subspecies,Eucalyptus loxophleba,C3,-25.05666667,NA,17.0255553522969,-33.548,118.378,2003,NA,Schulze_etal,2006
Eucalyptus grossa,species,Eucalyptus incrassata,C3,-27.43,NA,19.3991832104766,-31.576,120.579,2003,NA,Schulze_etal,2006
Eucalyptus guilfoylei,species,Eucalyptus guilfoylei,C3,-28.81,NA,20.7787673799183,-34.911,116.689,2003,NA,Schulze_etal,2006
Eucalyptus gypsophila,species,Eucalyptus gypsophila,C3,-26.17,NA,18.1399223322316,-28.565,120.482,2003,NA,Schulze_etal,2006
Eucalyptus haemastoma,species,Eucalyptus haemastoma,C3,-30.1,NA,22.0234728699771,-33.691,151.144,2005,NA,unpub,NA
Eucalyptus haemastoma,species,Eucalyptus haemostoma,C3,-29.4,NA,21.4823740602752,-33.68,151.13,1998,NA,unpub,NA
Eucalyptus histophylla,species,Eucalyptus histophylla,C3,-25.18,NA,17.1491832104766,-31.576,120.579,2003,NA,Schulze_etal,2006
Eucalyptus incerata,species,Eucalyptus incerata,C3,-25.19,NA,17.1591459977751,-31.78,120.343,2003,NA,Schulze_etal,2006
Eucalyptus intertexta,species,Eucalyptus intertexta,C3,-27.80333333,NA,19.7737918461368,-26.985,125.701,2003,NA,Schulze_etal,2006
Eucalyptus intertexta,species,Eucalyptus intertexta,C3,-27.4,NA,19.4824601246412,-32.97,146.13,1998,NA,unpub,NA
Eucalyptus intertexta,species,Eucalyptus intertexta,C3,-27.74,NA,19.7112565008063,-25.061,128.329,2003,NA,Schulze_etal,2006
Eucalyptus jacksonii,species,Eucalyptus jacksonii,C3,-28.72,NA,20.688763591816,-34.97,116.791,2003,NA,Schulze_etal,2006
Eucalyptus jutsonii,species,Eucalyptus jutsonii,C3,-27.97,NA,19.939548729452,-29.905,121.119,2003,NA,Schulze_etal,2006
Eucalyptus,genus,Eucalyptus kingsmillii_x_youngiana,C3,-27.63666667,NA,19.6075860083323,-25.827,127.011,2003,NA,Schulze_etal,2006
Eucalyptus latens,species,Eucalyptus latens,C3,-26.69666667,NA,18.6656685413567,-32.671,118.999,2003,NA,Schulze_etal,2006
Eucalyptus leptopoda,species,Eucalyptus leptopoda,C3,-27.31333333,NA,19.2823718715578,-32.426,119.356,2003,NA,Schulze_etal,2006
Eucalyptus leptopoda,species,Eucalyptus leptopoda,C3,-26.59,NA,18.5591658664518,-31.67,120.477,2003,NA,Schulze_etal,2006
Eucalyptus leptopoda,species,Eucalyptus leptopoda,C3,-24.84666667,NA,16.816215399452,-29.905,121.119,2003,NA,Schulze_etal,2006
Eucalyptus leptopoda,species,Eucalyptus leptopoda,C3,-26.23333333,NA,18.2033615428121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus leptopoda,species,Eucalyptus leptopoda,C3,-26.33333333,NA,18.3037721438755,-27.038,125.236,2003,NA,Schulze_etal,2006
Eucalyptus lesouefii,species,Eucalyptus lesouefii,C3,-25.5,NA,17.4693738147971,-30.643,121.454,2003,NA,Schulze_etal,2006
Eucalyptus livida,species,Eucalyptus livida,C3,-26.005,NA,17.9740617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus livida,species,Eucalyptus livida,C3,-26.06,NA,18.0290800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus longicornis,species,Eucalyptus longicornis,C3,-27.01666667,NA,18.9854938063953,-34.149,118.235,2003,NA,Schulze_etal,2006
Eucalyptus longicornis,species,Eucalyptus longicornis,C3,-25.83666667,NA,17.8055497400652,-33.598,118.441,2003,NA,Schulze_etal,2006
Eucalyptus longicornis,species,Eucalyptus longicornis,C3,-26.58666667,NA,18.5557467373296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus longissima,species,Eucalyptus longissima,C3,-25.82,NA,17.7895853872691,-29.761,121.063,2003,NA,Schulze_etal,2006
Eucalyptus longissima,species,Eucalyptus longissima,C3,-24.65,NA,16.6197241635761,-29.243,121.256,2003,NA,Schulze_etal,2006
Eucalyptus lucasii,species,Eucalyptus lucasii,C3,-26.16666667,NA,18.1371054838755,-27.038,125.236,2003,NA,Schulze_etal,2006
Eucalyptus lucasii,species,Eucalyptus lucasii,C3,-28.29,NA,20.2599781272,-28.385,122.585,2003,NA,Schulze_etal,2006
Eucalyptus lucasii,species,Eucalyptus lucasii,C3,-25.42333333,NA,17.3931955387013,-28.764,121.968,2003,NA,Schulze_etal,2006
Eucalyptus lucasii,species,Eucalyptus lucasii,C3,-26.78666667,NA,18.7571210870745,-26.996,125.559,2003,NA,Schulze_etal,2006
Eucalyptus mannensis,species,Eucalyptus mannensis,C3,-26.84666667,NA,18.817339963763,-26.427,126.413,2003,NA,Schulze_etal,2006
Eucalyptus mannensis,species,Eucalyptus mannensis,C3,-27.32666667,NA,19.2972985199805,-26.532,126.404,2003,NA,Schulze_etal,2006
Eucalyptus mannensis,species,Eucalyptus mannensis,C3,-25.90666667,NA,17.8779204284992,-25.067,129.839,2003,NA,Schulze_etal,2006
Eucalyptus marginata,species,Eucalyptus marginata,C3,-27.64,NA,19.6087947319594,-34.53,116.01,2003,NA,Schulze_etal,2006
Eucalyptus marginata,species,Eucalyptus marginata,C3,-29.378,NA,21.3471264143996,-31.891,116.249,2003,NA,Schulze_etal,2006
Eucalyptus marginata,species,Eucalyptus marginata,C3,-27.60333333,NA,19.5724590474101,-31.895,116.559,2003,NA,Schulze_etal,2006
Eucalyptus marginata,species,Eucalyptus marginata,C3,-26.79666667,NA,18.7654736365854,-34.379,117.78,2003,NA,Schulze_etal,2006
Eucalyptus marginata,species,Eucalyptus marginata,C3,-26.85333333,NA,18.8223360728187,-32.665,118.326,2003,NA,Schulze_etal,2006
Eucalyptus melanophloia,species,Eucalyptus melanophloia,C3,-24.77,NA,16.9914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Eucalyptus miniata,species,Eucalyptus miniata,C3,-27.69,NA,19.8749006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus miniata,species,Eucalyptus miniata,C3,-28.87,NA,21.0549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus miniata,species,Eucalyptus miniata,C3,-29.4,NA,21.5849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus miniata,species,Eucalyptus miniata,C3,-28,20.78,20.78,-11.767,130.867,1993,October,Schulze_etal,1998
Eucalyptus miniata,species,Eucalyptus miniata,C3,-27.9,20.7,20.7,-12.683,132.383,1993,October,Schulze_etal,1998
Eucalyptus miniata,species,Eucalyptus miniata,C3,-27.2,20,20,-14.3,132.083,1993,October,Schulze_etal,1998
Corymbia nesophila,species,Eucalyptus nesophilla,C3,-27,19.73,19.73,-11.767,130.867,1993,October,Schulze_etal,1998
Eucalyptus oxymitra,species,Eucalyptus oxymitra,C3,-27.56,NA,19.5310956847371,-25.419,127.554,2003,NA,Schulze_etal,2006
Eucalyptus oxymitra,species,Eucalyptus oxymitra,C3,-26.79666667,NA,18.7679254572908,-25.056,129.678,2003,NA,Schulze_etal,2006
Eucalyptus oxymitra,species,Eucalyptus oxymitra,C3,-26.60333333,NA,18.5742298785515,-25.881,126.913,2003,NA,Schulze_etal,2006
Eucalyptus oxymitra,species,Eucalyptus oxymitra,C3,-26.95333333,NA,18.9246933627109,-24.837,128.934,2003,NA,Schulze_etal,2006
Eucalyptus patens,species,Eucalyptus patens,C3,-28.2,NA,20.1691264143996,-31.891,116.249,2003,NA,Schulze_etal,2006
Eucalyptus phaenophylla,species,Eucalyptus phaenophylla,C3,-27.01,NA,18.9788491714284,-33.919,118.329,2003,NA,Schulze_etal,2006
Eucalyptus phaenophylla,species,Eucalyptus phaenophylla,C3,-26.29333333,NA,18.262326702853095,-32.73,119.005,2003,NA,Schulze_etal,2006
Eucalyptus phaenophylla,species,Eucalyptus phaenophylla,C3,-26.50333333,NA,18.4722040468957,-33.711,118.365,2003,NA,Schulze_etal,2006
Eucalyptus pileata,species,Eucalyptus pileata,C3,-26.33,NA,18.2990617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus pileata,species,Eucalyptus pileata,C3,-25.03666667,NA,17.0055746305341,-33.382,118.51,2003,NA,Schulze_etal,2006
Eucalyptus polita,species,Eucalyptus polita,C3,-25.37,NA,17.3390800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus pruinosa,species,Eucalyptus pruinosa,C3,-27.6,19.63,20.365,-16.117,130.917,1993,October,Schulze_etal,1998
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.87333333,NA,16.8425287311003,-31.511,120.816,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.63666667,NA,16.6057467373296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.97,NA,16.9391459977751,-31.78,120.343,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.59666667,NA,16.5656013350996,-33.165,118.473,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.98,NA,16.9489079605341,-33.382,118.51,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-25.01666667,NA,16.9863911120019,-29.242,121.252,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.97,NA,16.9390617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus ravida,species,Eucalyptus salubris,C3,-24.31,NA,16.2799223322316,-28.565,120.482,2003,NA,Schulze_etal,2006
Eucalyptus rigidula,species,Eucalyptus rigidula,C3,-26.35666667,NA,18.326215399452,-29.905,121.119,2003,NA,Schulze_etal,2006
Eucalyptus rigidula,species,Eucalyptus rigidula,C3,-26.42,NA,18.3900282128121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus rigidula,species,Eucalyptus rigidula,C3,-27.07666667,NA,19.046639783182,-28.401,122.568,2003,NA,Schulze_etal,2006
Eucalyptus rigidula,species,Eucalyptus rigidula,C3,-27.6,NA,19.5691658664518,-31.67,120.477,2003,NA,Schulze_etal,2006
Eucalyptus rigidula,species,Eucalyptus rigidula,C3,-27.13,NA,19.0991832104766,-31.576,120.579,2003,NA,Schulze_etal,2006
Eucalyptus robusta,species,Eucalyptus robusta,C3,-27.29,NA,19.5101048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Eucalyptus salicola,species,Eucalyptus salicola,C3,-27.2,NA,19.1690991748835,-32.05,119.903,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-25.62666667,NA,17.5960404847971,-30.643,121.454,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-25.96,NA,17.9291288586342,-31.877,120.189,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-26.21,NA,18.1788830700652,-33.598,118.441,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-26,NA,17.9690800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-26.48666667,NA,18.4557558136533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-25.84333333,NA,17.8125287311003,-31.511,120.816,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-26.31,NA,18.2790617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus salmonophloia,species,Eucalyptus salmonophloia,C3,-26.47666667,NA,18.4456013350996,-33.165,118.473,2003,NA,Schulze_etal,2006
Eucalyptus sheathiana,species,Eucalyptus sheathiana,C3,-25.75,NA,17.7190891436533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus socialis,species,Eucalyptus soziales,C3,-27.98666667,NA,19.957339963763,-26.427,126.413,2003,NA,Schulze_etal,2006
Eucalyptus socialis,species,Eucalyptus socialis,C3,-27.90333333,NA,19.8739608659329,-26.543,126.402,2003,NA,Schulze_etal,2006
Eucalyptus socialis,species,Eucalyptus socialis,C3,-25.9,NA,17.9824601246412,-32.97,146.15,1998,NA,unpub,NA
Eucalyptus,genus,Eucalyptus socialis_x_hypolaena,C3,-26.83,NA,18.8000282128121,-28.227,122.732,2003,NA,Schulze_etal,2006
Eucalyptus,genus,Eucalyptus sp.,C3,-28,NA,20.4681137753339,-36.1,148.3,1981,NA,Korner_etal,1988
Eucalyptus steedmanii,species,Eucalyptus steedmanii,C3,-25.41,NA,17.3790617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus tectifica,species,Eucalyptus tectifica,C3,-25.9,18.6,18.6,-16.117,130.917,1993,October,Schulze_etal,1998
Eucalyptus tectifica,species,Eucalyptus tectifica,C3,-26,18.6,18.6,-14.3,132.083,1993,October,Schulze_etal,1998
Eucalyptus tectifica,species,Eucalyptus tectifica,C3,-26.2,18.9,18.9,-12.683,132.383,1993,October,Schulze_etal,1998
Eucalyptus tenera,species,Eucalyptus tenera,C3,-26.37,NA,18.3390617758785,-32.278,119.581,2003,NA,Schulze_etal,2006
Eucalyptus tenera,species,Eucalyptus tenera,C3,-24.49666667,NA,16.4655553522969,-33.548,118.378,2003,NA,Schulze_etal,2006
Eucalyptus tenera,species,Eucalyptus tenera,C3,-24.68333333,NA,16.6525911106717,-31.191,120.942,2003,NA,Schulze_etal,2006
Eucalyptus tenera,species,Eucalyptus tenera,C3,-25.9,NA,17.8690800673296,-32.165,119.749,2003,NA,Schulze_etal,2006
Eucalyptus tenuis,species,Eucalyptus tenuis,C3,-26.5,NA,18.4691288586342,-31.877,120.189,2003,NA,Schulze_etal,2006
Eucalyptus tenuis,species,Eucalyptus tenuis,C3,-25.14,NA,17.1091459977751,-31.78,120.343,2003,NA,Schulze_etal,2006
Eucalyptus tephroclada,species,Eucalyptus tephroclada,C3,-26.64,NA,18.6090891436533,-32.11,118.793,2003,NA,Schulze_etal,2006
Eucalyptus tetrodonta,species,Eucalyptus tetrodonta,C3,-27.47,20.22,20.22,-11.767,130.867,1993,October,Schulze_etal,1998
Eucalyptus tetrodonta,species,Eucalyptus tetrodonta,C3,-27.93,NA,20.1149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus tetrodonta,species,Eucalyptus tetradonta,C3,-27.2,19.9,19.9,-12.683,132.383,1993,October,Schulze_etal,1998
Eucalyptus tetrodonta,species,Eucalyptus tetrodonta,C3,-27,19.7,19.7,-14.3,132.083,1993,October,Schulze_etal,1998
Eucalyptus tetrodonta,species,Eucalyptus tetrodonta,C3,-28.91,NA,21.0949006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus tetrodonta,species,Eucalyptus tetrodonta,C3,-29.025,NA,21.2099006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Eucalyptus thozetiana,species,Eucalyptus thozetiana,C3,-23.23,NA,15.4514266303874,-24.08,145,1992,NA,Stewart_etal,1995
