species,Accepted_name_rank,orig.species,ps.type,little.d13.org,big.D13.org,big.D13.merged,latitude,longitude,collection.year,collection.month,author,year
Brunsvigia orientalis,species,Brunsvigia orientalis,C3,-25.2,NA,17.1234363915576,-34.05,18.5,2005,NA,Cramer_etal,2007
Buchanania obovata,species,Buchanania obovata,C3,-28.74,NA,20.9249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Buchanania obovata,species,Buchanania obovata,C3,-29.145,NA,21.3299006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Buchanania obovata,species,Buchanania obovata,C3,-27.1,19.84,19.84,-14.3,132.083,1993,October,Schulze_etal,1998
Buchanania obovata,species,Buchanania obovata,C3,-26.75,19.47,19.47,-12.683,132.383,1993,October,Schulze_etal,1998
Buchanania obovata,species,Buchanania obovata,C3,-28.12,NA,20.3049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Terminalia,genus,Buchenavia sp,C3,-31.15,NA,23.2121680413351,-2.5,-60,2000,NA,unpub,NA
Terminalia tetraphylla,species,Buchenavia capitata,C3,-30.09,NA,22.4449897119131,18.32,-65.82,1989,NA,Medina_etal,1991
Bulbine frutescens,species,Bulbine caulescens,C3,-26.4,NA,19.0045178508693,-33.3,26.517,1975,NA,Mooney_etal,1977
Bunchosia biocellata,species,Bunchosia biocellata,C3,-30,NA,22.2009847133308,10.75,-85.5,1995,NA,Leffler_Enquist,2002
Bursera instabilis,species,Bursera instabilis,C3,-26.8,NA,19.2028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Bursera simaruba,species,Bursera simaruba,C3,-27.55397581,NA,19.5756056209044,21.15,-89.82,2004,NA,unpub,NA
Bursera,genus,Bursera sp.,C3,-23.8,NA,16.1828892785047,37.28,-110.85,1990,NA,Flanagan_etal,1997
Butia archeri,species,Butia archeri,C3,-29.41,NA,21.4562035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima crassifolia,species,Byrsonima crassifolia,C3,-28.5,NA,20.6756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Byrsonima crassifolia,species,Byrsonima crassifolia,C3,-30.23,NA,22.6782079108138,9.617,-70.2,1984,NA,Goldstein_etal,1986
Byrsonima coccolobifolia,species,Byrsonima coccolobifolia,C3,-27.9,NA,20.0756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Byrsonima coccolobifolia,species,Byrsonima cocolobifolia,C3,-26.965,NA,19.0112035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima coccolobifolia,species,Byrsonima cocolobifolia,C3,-28.06,NA,20.1062035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima coccolobifolia,species,Byrsonima cocolobifolia,C3,-28.44,NA,20.4862035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima crassa,species,Byrsonima crassa,C3,-29.575,NA,21.6212035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima crassa,species,Byrsonima crassa,C3,-28.915,NA,20.9612035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima crassa,species,Byrsonima crassa,C3,-28.98222222,NA,21.0284257676905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima crassa,species,Byrsonima crassa,C3,-28.99,NA,21.0362035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima incarnata,species,Byrsonima incarnata,C3,-32.515,NA,24.5771680413351,-2.5,-60,2000,NA,unpub,NA
Byrsonima verbascifolia,species,Byrsonima verbascifolia,C3,-29.395,NA,21.4412035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima verbascifolia,species,Byrsonima verbascifolia,C3,-29.5325,NA,21.5787035476905,-15.15,-47.51,2000,NA,unpub,NA
Byrsonima verbascifolia,species,Byrsonima verbascifolia,C3,-28.105,NA,20.1512035476905,-15.15,-47.51,2000,NA,unpub,NA
Cadaba aphylla,species,Cadaba aphylla,C4,-16.93,NA,9.53806226851937,-22.7,15.8,1975,February,Schulze_etal,1996
Libidibia coriaria,species,Caesalpinia coriaria,C3,-26.9,NA,19.3028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Paubrasilia echinata,species,Caesalpinia echinata,C3,-26.8,NA,18.8632060040577,-22.8,-41.967,1999,October,Gessler_etal,2005
Libidibia ferrea,species,Caesalpinia ferrea,C3,-27.1,NA,19.1632060040577,-22.8,-41.967,1999,October,Gessler_etal,2005
Cenostigma gaumeri,species,Caesalpinia gaumeri,C3,-26.727,NA,18.7486298109044,21.15,-89.82,2004,NA,unpub,NA
Coulteria mollis,species,Caesalpinia mollis,C3,-27.993,NA,20.0146298109044,21.15,-89.82,2004,NA,unpub,NA
Libidibia sclerocarpa,species,Caesalpinia sclerocarpa,C3,-26.5,NA,18.9028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Erythrostemon yucatanensis,species,Caesalpinia yucatanensis,C3,-27.09575392,NA,19.1173837309044,21.15,-89.82,2004,NA,unpub,NA
Cajanus acutifolius,species,Cajanus acutifolius,C3,-28.73,NA,20.9149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Cakile arctica,species,Cakile maritima,C3,-28.3,NA,20.2914606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Calamagrostis canadensis,species,Calamagrostis canadensis,C3,-28.4,NA,21.3588638816466,58.55,-155.8,1967,7,Woollers_etal,2007
Calamagrostis deschampsioides,species,Calamagrostis deschampsioides,C3,-28.6,NA,20.720788754209,59.4,-161.87,2004,7,Woollers_etal,2007
Calamagrostis epigejos,species,Calamagrostis epigeios,C3,-28.86,NA,20.9453502477717,44.77,123.78,2004,NA,Wang,2007
Calamagrostis inexpansa,species,Calamagrostis inexpansa,C3,-27.9,NA,20.819458903014,61.41,-165.41,1969,8,Woollers_etal,2007
Calamagrostis lapponica,species,Calamagrostis lapponica,C3,-27.8,NA,19.9739109274131,63.21,-149.39,2002,7,Woollers_etal,2007
Calamagrostis stricta,species,Calamagrostis stricta,C3,-29.6,NA,21.7753564113207,63.97,-149.61,2002,8,Woollers_etal,2007
Calandrinia acaulis,species,Calandrinia acaulis,C3,-26.08,18.4,18.4,-26,-67,1987,NA,Korner_etal,1991
Calliandra dysantha,species,Calliandra dysantha,C3,-29.5125,NA,21.5587035476905,-15.15,-47.51,2000,NA,unpub,NA
Calliandra guildingii,species,Calliandra guildingii,C3,-30.4,NA,22.7144118242058,10.717,-61.25,1990,NA,Broadmeadow_etal,2002
Calliandra surinamensis,species,Calliandra tenuiflora,C3,-31.245,NA,23.3071680413351,-2.5,-60,2000,NA,unpub,NA
Calliandra surinamensis,species,Calliandra tenuiflora,C3,-32.97,NA,25.0365406809557,0.14,-66.46,2000,NA,unpub,NA
Calliandra,genus,Calliandra thysanta,C3,-29.79833333,NA,21.8445368776905,-15.15,-47.51,2000,NA,unpub,NA
Callianthemum,genus,Callianthemum sp.,C3,-23.95,NA,16.5131517376497,28.5,83.7,1981,NA,Korner_etal,1988
Callianthemum,genus,Callianthemum sp.,C3,-23.95,16.6,16.6,28.5,83.7,1972,NA,Korner_etal,1991
Calligonum mongolicum,species,Calligonum mongolicum,CAM,-14.82,5.67,5.67,39.333,100.192,2001,August,NA,2004
Melaleuca pachyphylla,species,Callistemon pachyphyllus,C3,-28.56,NA,20.7348092463352,-26.85,153,1994,NA,unpub,NA
Melaleuca lophantha,species,Callistemon salignus,C3,-29.82,NA,22.0401048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Callitris columellaris,species,Callitris glaucophylla,C3,-25.9,NA,17.9824601246412,-32.97,146.13,1998,NA,unpub,NA
Calluna vulgaris,species,Calluna vulgaris,C3,-27.63,NA,20.243298596469,47,12.6,1981,NA,Korner_etal,1988
Calophyllum brasiliense,species,Calophyllum brasiliense,C3,-31.24,NA,23.3021680413351,-2.5,-60,2000,NA,unpub,NA
Calophyllum brasiliense,species,Calophyllum brasiliense,C3,-28.8,21.4,21.4,-22.383,-41.75,2003,NA,Duarte_etal,2005
Calophyllum nodosum,species,Calophyllum nodosum,C3,-32.4,NA,24.5427657471813,4.577,114.503,1997,NA,Turner_etal,2000
Calophyllum,genus,Calophyllum sp,C3,-34.39,NA,26.4436236648218,-8.45,-63.23,2000,NA,unpub,NA
Calopogonium mucunoides,species,Calopogonium mucunoides,C3,-28.7,NA,20.8849006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Caltha palustris,species,Caltha palustris,C3,-28.6819757,NA,20.9330611306896,68.33,18.85,1999,July/Aug.,unpub,NA
Calycera pulvinata,species,Calycera pulvinata,C3,-25.64,17.9,18,-26,-67,1987,NA,Korner_etal,1991
Calycopeplus collinus,species,Calycopeplus collinus,C3,-27.93,NA,20.1149006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Calycophyllum candidissimum,species,Calycophyllum candidissimum,C3,-30.7,NA,22.9009847133308,10.75,-85.5,1995,NA,Leffler_Enquist,2002
Myrcia portoricensis,species,Calyptranthes portoricensis,C3,-31.7,NA,23.9641400828125,18.3,-65.783,1993,NA,von_Fischer_etal,1995
Calystegia hederacea,species,Calystegia hederacea,C3,-28.13,NA,20.2153502477717,44.77,123.78,2004,NA,Wang,2007
Calytrix achaeta,species,Calytrix achaeta,C3,-28.84,NA,21.0249006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Calytrix brownii,species,Calytrix brownii,C3,-27.85,NA,20.0349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Calytrix exstipulata,species,Calytrix exstipulata,C3,-27.37,NA,19.5549006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Calytrix exstipulata,species,Calytrix exstipulata,C3,-29.06,NA,21.2449006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Camelina microcarpa,species,Camelina microcarpa,C3,NA,20.48,20.48,40.77,-111.8,1988,NA,Smedley_etal,1991
Campanula barbata,species,Campanula barbata,C3,-25.52,17.7,17.7,47,12.6,1985,NA,Korner_etal,1991
Campylocentrum,genus,Campylocentrum sp.,CAM,-12.9,NA,5.3028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Campyloneurum brevifolium,species,Campyloneurum brevifolium,C3,-30.2,NA,22.1732863803388,10.433,-83.983,2005,NA,Watkins_etal,2007
Canarium luzonicum,species,Canarium album,C3,-28.31,NA,20.768051779886,23.13,112.58,1985,NA,Ehleringer_etal,1987
Capillipedium annamense,species,Capillipedium parviflorum,C4,-13.6,NA,6.05805177988598,23.13,112.58,1985,NA,Ehleringer_etal,1987
Capparis decidua,species,Capparis decidua,C3,-26.45,NA,19.1895891673319,26.583,71.95,1973,NA,Sankhla_etal,1975
Morisonia indica,species,Capparis indica,C3,-29.3,NA,21.5009847133308,10.75,-85.5,1995,NA,Leffler_Enquist,2002
Morisonia indica,species,Capparis indica,C3,-27.5,NA,19.9028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Capparis lasiantha,species,Capparis lasiantha,C3,-26.57,NA,18.7914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Capparis mitchellii,species,Capparis mitchellii,C3,-24.87,NA,17.0914266303874,-24.08,145,1992,NA,Stewart_etal,1995
Capsicum annuum,species,Capsicum annuum,C3,-28.7,NA,21.1028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Caragana korshinskii,species,Caragana korshinskii,C3,-23.28,NA,15.3239519126677,37.85,110.167,2005,June,Zheng_Shangguan,2007
Caragana korshinskii,species,Caragana korshinskii,C3,-25.75,16.96,16.96,39.333,100.192,2001,August,NA,2004
Caragana korshinskii,species,Caragana korshinskii,C3,-27.04,NA,19.080981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Caragana korshinskii,species,Caragana korshinskii,C3,-27,NA,19.0465052781732,38.783,110.35,2005,June,Zheng_Shangguan,2007
Carapa guianensis,species,Carapa guianensis,C3,-30.49,NA,22.8605895320262,5,-53,1987,NA,Huc_etal,1994
Carapa procera,species,Carapa procera,C3,-29.2,NA,21.3215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Cardamine corymbosa,species,Cardamine corymbosa,C3,-26.35,19,19,-54.5,158.8,1958,NA,Korner_etal,1991
Carex x halophila nothovar. halophila,nothovar.,Carex aquatilis,C3,-28.3,NA,20.8946399943897,70.3,-161.91,1984,8,Woollers_etal,2007
Carex albursina,species,Carex lasiocarpa,C3,-25.9,NA,18.4400603622088,64.78,-149.9,1986,7,Woollers_etal,2007
Carex x mainensis,species,Carex rostrata,C3,-27.85167682,NA,20.1027622506896,68.33,18.85,1999,July/Aug.,unpub,NA
Carex aquatilis,species,Carex stans,C3,NA,21.6,21.6,70.5,159,1994,NA,Welker_etal,2003
Carex aquatilis,species,Carex stans,C3,NA,19.6,19.6,71,137.7,1994,NA,Welker_etal,2003
Carex aquatilis,species,Carex stans,C3,NA,21.9,21.9,75.3,140,1994,NA,Welker_etal,2003
Carex aquatilis,species,Carex stans,C3,NA,19.7,19.7,69.8,168.5,1994,NA,Welker_etal,2003
Carex arcta,species,Carex arcta,C3,-28.1,NA,20.365911496002,63.84,-146.86,1998,8,Woollers_etal,2007
Carex atherodes,species,Carex atherodes,C3,-29.7,NA,22.1064032181212,66.2,-148.1,1992,7,Woollers_etal,2007
Carex aurea,species,Carex aurea,C3,-29,NA,21.2656466567434,63.7,-145.89,1998,7,Woollers_etal,2007
Carex bicolor,species,Carex bicolor,C3,-30.6,NA,22.8026594165028,66.52,-164.78,2001,8,Woollers_etal,2007
Carex bigelowii,species,Carex bigelowii,C3,-26.9,NA,20.1654806112957,64.25,-141.5,1954,6,Woollers_etal,2007
Carex capitata,species,Carex capitata,C3,-29.4,NA,21.6225346580995,64.93,-163.73,2000,7,Woollers_etal,2007
Carex capitata,species,Carex capitata,C3,-26.77217705,NA,19.0232624806896,68.33,18.85,1999,July/Aug.,unpub,NA
Carex crawfordii,species,Carex crawfordii,C3,-28.7,NA,20.9660999786495,63.94,-145.68,1998,7,Woollers_etal,2007
Carex curvula,species,Carex curvula,C3,-25.49,17.7,17.7,47,12.6,1985,NA,Korner_etal,1991
Carex curvula,species,Carex curvula,C3,-25.49,NA,18.103298596469,47,12.6,1981,NA,Korner_etal,1988
Carex disperma,species,Carex disperma,C3,-30.3,NA,22.4666129467248,59.6,-135.33,2002,7,Woollers_etal,2007
Carex duriuscula,species,Carex eleocharis,C3,-26.15,NA,18.1803291170249,41.18,-104.88,2006,NA,Morgan_etal,2011
Carex eleusinoides,species,Carex eleusinoides,C3,-27.6,NA,20.7546216629783,65.7,-147.6,1959,6,Woollers_etal,2007
Carex elynoides,species,Carex filifolia,C3,-26.4,NA,19.5220208860559,60.56,-134.55,1960,6,Woollers_etal,2007
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,20.6,20.6,77.5,104.5,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,19.4,19.4,71,137.7,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,20.2,20.2,72.5,71,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,19.95,19.95,68.8,53.8,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,21.15,21.15,74,98,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,19.6,19.6,71,67,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,20.1,20.1,69.017,49.367,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,22.3,22.3,74,98,1994,NA,Welker_etal,2003
Carex bigelowii subsp. ensifolia,subspecies,Carex ensifolia,C3,NA,19.7,19.7,68,45,1994,NA,Welker_etal,2003
Carex foenea,species,Carex foenea,C3,-26.9,NA,19.5748691211415,64.03,-145.73,1980,8,Woollers_etal,2007
Carex glacialis,species,Carex glacialis,C3,-25.3,NA,17.5113332813988,59.28,-136.11,2000,7,Woollers_etal,2007
Carex glareosa,species,Carex glareosa,C3,-27.1,NA,19.2436162218246,59.46,-138.04,2003,6,Woollers_etal,2007
Carex gmelinii,species,Carex gmelinii,C3,-29,NA,21.1442297749478,59.75,-154.91,2003,6,Woollers_etal,2007
Carex nardina,species,Carex gynocrates,C3,-24.2,NA,17.5257401054881,60.28,-149.36,1951,8,Woollers_etal,2007
Carex holostoma,species,Carex holostoma,C3,-27.2,NA,19.4035158469836,67.02,-162.95,2001,7,Woollers_etal,2007
Carex interior,species,Carex interior,C3,-29.7,NA,21.917557133246,62.31,-151.82,2000,8,Woollers_etal,2007
Carex kelloggii,species,Carex kelloggii,C3,-28.1,NA,20.317557133246,62.31,-151.82,2000,8,Woollers_etal,2007
Carex lachenalii,species,Carex lachenalii,C3,-28.9,NA,21.0666552558395,59.62,-135.13,2002,8,Woollers_etal,2007
Carex laeviculmis,species,Carex laeviculmis,C3,-27.7,NA,20.5315731060338,62.88,-156.76,1973,7,Woollers_etal,2007
Carex lanceolata,species,Carex lanceolata,C3,-30.69,NA,22.7218209601744,33.433,108.433,2005,June,Zheng_Shangguan,2007
Carex lanceolata,species,Carex lanceolata,C3,-26.79,NA,18.8290591192426,36.067,108.533,2005,June,Zheng_Shangguan,2007
Carex lanceolata,species,Carex lanceolata,C3,-27.87,NA,19.906264268899,35.05,109.133,2005,June,Zheng_Shangguan,2007
Carex lanceolata,species,Carex lanceolata,C3,-25.53,NA,17.570981548384,36.767,109.25,2005,June,Zheng_Shangguan,2007
Carex lapponica,species,Carex lapponica,C3,-27.7,NA,19.8970709463232,63.45,-151.43,2001,8,Woollers_etal,2007
Carex leptalea,species,Carex leptalea,C3,-24.2,NA,16.3686002136825,60.55,-149.56,2002,7,Woollers_etal,2007
Carex limosa,species,Carex limosa,C3,-25.8,NA,17.9653558610661,59.01,-155.6,2002,7,Woollers_etal,2007
Carex livida,species,Carex livida,C3,-27.9,NA,20.0653558610661,59.01,-155.6,2002,7,Woollers_etal,2007
Carex loliacea,species,Carex loliacea,C3,-26.2,NA,18.3956226379774,62.7,-150.55,2001,7,Woollers_etal,2007
Carex bigelowii subsp. lugens,subspecies,Carex lugens,C3,NA,20.85,20.85,69.8,168.5,1994,NA,Welker_etal,2003
Carex bigelowii subsp. lugens,subspecies,Carex lugens,C3,NA,20.35,20.35,71.233,179.417,1994,NA,Welker_etal,2003
Carex lyngbyei,species,Carex lyngbyei,C3,-28,NA,20.1578434737721,66.86,-162.28,2003,7,Woollers_etal,2007
Carex mackenziei,species,Carex mackenziei,C3,-26.9,NA,19.0644938533504,58.61,-153.72,2002,7,Woollers_etal,2007
Carex macloviana,species,Carex macloviana,C3,-28.2,NA,20.9870413440236,63.33,-150.33,1975,7,Woollers_etal,2007
Carex media,species,Carex media,C3,-29.8,NA,21.9636022623082,58.2,-155.97,2002,8,Woollers_etal,2007
Carex membranacea,species,Carex membranacea,C3,-27.8,NA,19.9829046217638,68.28,-154.06,2002,7,Woollers_etal,2007
Carex mertensii,species,Carex mertensii,C3,-29.3,NA,21.4666129467248,59.6,-135.33,2002,7,Woollers_etal,2007
Carex saxatilis,species,Carex saxatilis,C3,-28.05797829,NA,20.3091926814907,68.41,18.32,1999,July/Aug.,unpub,NA
Carex scabrella,species,Carex laxa,C3,-27.1,NA,19.4313918465535,62.48,-142.12,1995,6,Woollers_etal,2007
Carex x turfosa,species,Carex krausei,C3,-29.9,NA,22.0829369645581,68.3,-154.05,2002,7,Woollers_etal,2007
Carex vaginata,species,Carex vaginata,C3,-27.00333333,NA,19.2544187606896,68.33,18.85,1999,July/Aug.,unpub,NA
Carica papaya,species,Carica papaya,C3,-26.45,NA,18.6698176752456,8.97,-79.38,1994,NA,ParqueNaturalMetropolitano,2002
Cariniana estrellensis,species,Couratari estrellensis,C3,-32.355,NA,24.416379703886,-3,-55,2000,NA,unpub,NA
Carissa spinarum,species,Carissa ovata,C3,-26.6,NA,18.8214266303874,-24.08,145,1992,NA,Stewart_etal,1995
Carissa spinarum,species,Carissa lanceolata,C3,-28.9,21.73,21.73,-16.117,130.917,1993,October,Schulze_etal,1998
Carpentaria acuminata,species,Carpentaria acuminata,C3,-34.05,NA,26.2349006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Carpinus betulus,species,Carpinus betulus,C3,-27.21,NA,19.3796629803108,51.083,10.517,2001,July,Holscher,2004
Carpinus betulus,species,Carpinus betulus,C3,-30.24,NA,22.4367072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Carpinus betulus,species,Carpinus betulus,C3,-26.05,NA,18.2559158859682,47.47,7.5,1999,June,Chevillat_etal,2005
Carpodetus serratus,species,Carpodetus serratus,C3,-28.19,NA,20.3867072312778,-45.3,170.5,1993,NA,Bannister_Strong,2001
Cartonema parviflorum,species,Cartonema spicatum,C3,-29.62,NA,21.8049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Caryocar brasiliense,species,Caryocar brasiliense,C3,-27.01,NA,19.0562035476905,-15.15,-47.51,2000,NA,unpub,NA
Caryocar brasiliense,species,Caryocar brasiliense,C3,-27.74,NA,19.7862035476905,-15.15,-47.51,2000,NA,unpub,NA
Caryocar brasiliense,species,Caryocar brasiliense,C3,-27.555,NA,19.6012035476905,-15.15,-47.51,2000,NA,unpub,NA
Caryocar brasiliense,species,Caryocar brasiliense,C3,-27.32666667,NA,19.3728702176905,-15.15,-47.51,2000,NA,unpub,NA
Caryocar edule,species,Caryocar glabrum,C3,-29.4,NA,21.5215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Caryocar edule,species,Caryocar glabrum,C3,-26.4,NA,18.9139189853574,8.5,-71,1981,NA,Korner_etal,1988
Caryocar edule,species,Caryocar glabrum,C3,-26.4,NA,18.9692303726677,2,-67,1978,NA,Medina_Minchin,1980
Caryocar edule,species,Caryocar glabrum,C3,-30.75,NA,22.8121680413351,-2.5,-60,2000,NA,unpub,NA
Caryocar villosum,species,Caryocar villosum,C3,-29.34,NA,21.4016148633588,-2.85,-54.95,2000,NA,unpub,NA
Cascabela ovata,species,Thevetia ovata,C3,-27.6,NA,20.0028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Piparea dentata,species,Casearia javitensis,C3,-30.2,NA,22.3756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Casearia corymbosa,species,Casearia corymbosa,C3,-28.1,NA,20.5028614132043,19.31,-104.89,1987,NA,Mooney_etal,1989
Casearia decandra,species,Casearia decandra,C3,-31.45,NA,23.5116148633588,-2.85,-54.95,2000,NA,unpub,NA
Casearia grandiflora,species,Casearia grandiflora,C3,-34.76,NA,26.8221680413351,-2.5,-60,2000,NA,unpub,NA
Casearia guianensis,species,Casearia guianensis,C3,-29.2,NA,21.5141912200731,10.617,-61.267,1990,NA,Broadmeadow_etal,2002
Casearia manausensis,species,Casearia manausensis,C3,-32.54,NA,24.6021680413351,-2.5,-60,2000,NA,unpub,NA
Casearia pitumba,species,Casearia pitumba,C3,-33.07,NA,25.1321680413351,-2.5,-60,2000,NA,unpub,NA
Casearia,genus,Casearia sp,C3,-37.83,NA,29.8965406809557,0.14,-66.46,2000,NA,unpub,NA
Casearia,genus,Casearia sp,C3,-35.96,NA,28.0221680413351,-2.5,-60,2000,NA,unpub,NA
Casearia sylvestris,species,Casearia sylvestris,C3,-31.6,NA,23.7756680413351,-2.5,-54.967,1995,NA,Magnus_etal,1999
Casearia sylvestris,species,Caesarea sylvestris,C3,-27.425,NA,19.4712035476905,-15.15,-47.51,2000,NA,unpub,NA
Casearia sylvestris,species,Caesarea sylvestris,C3,-28.785,NA,20.8312035476905,-15.15,-47.51,2000,NA,unpub,NA
Casearia sylvestris,species,Casearia sylvestris,C3,-30.12,NA,22.5682079108138,9.617,-70.2,1984,NA,Goldstein_etal,1986
Casearia sylvestris,species,Casearia sylvestris,C3,-30,NA,22.2009847133308,10.75,-85.5,1995,NA,Leffler_Enquist,2002
Casearia sylvestris,species,Caesarea sylvestris,C3,-29.3225,NA,21.3687035476905,-15.15,-47.51,2000,NA,unpub,NA
Casearia ulmifolia,species,Casearia ulmifolia,C3,-31.44,NA,23.5018780277927,-2.683,-67.067,2000,NA,unpub,NA
Cassia abbreviata,species,Cassia abbreviata,C3,-27.4,NA,19.3722948697992,-23,31.483,2003,NA,Codron_etal,2005
Cassia leiandra,species,Cassia leiandra,C3,-30.835,NA,22.8959128413985,-3.3,-60.617,2000,NA,unpub,NA
Cassia,genus,Cassia melotriscoides,C3,-30.09,NA,22.1362035476905,-15.15,-47.51,2000,NA,unpub,NA
Cassia rubriflora,species,Cassia rubriflora,C3,-31.15,NA,23.2121680413351,-2.5,-60,2000,NA,unpub,NA
Cassia,genus,Cassia sp,C3,-30.945,NA,22.9912035476905,-15.15,-47.51,2000,NA,unpub,NA
Cassinia trinerva,species,Cassinia laevis,C3,-30.3,NA,22.3824601246412,-32.97,146.15,1998,NA,unpub,NA
Cassytha,genus,Cassytha sp.,C3,-27.367,NA,19.3584606595709,-35.017,117.23,2002,Feb,Cernusak_etal,2004
Cassytha,genus,Cassytha sp.,C3,-26.1,NA,18.0914596786131,-35.033,117.317,2002,Feb,Cernusak_etal,2004
Castanopsis foxworthyi,species,Castanopsis foxworthyi,C3,-32.6,NA,24.7427657471813,4.577,114.503,1997,NA,Turner_etal,2000
Castanopsis sclerophylla,species,Castanopsis chinensis,C3,-29.8,NA,22.258051779886,23.13,112.58,1985,NA,Ehleringer_etal,1986
Castanospermum australe,species,Castanospermum australe,C3,-25.26,NA,17.2078473301286,-26.75,152.867,2004,NA,unpub,NA
Castilla elastica,species,Castilla elastica,C3,-28.1675,NA,20.3873176752456,8.97,-79.38,1994,NA,ParqueNaturalMetropolitano,2002
Castilla ulei,species,Castiloa ulei,C3,-27.115,NA,19.1686236648218,-8.45,-63.23,2000,NA,unpub,NA
Casuarina glauca,species,Casuarina glauca,C3,-29.71,NA,21.9301048996961,-27.13,153.02,1992,NA,Stewart_etal,1995
Catabrosa aquatica,species,Catabrosa aquatica,C3,-30,NA,22.2498495308526,56.16,-159.97,1998,8,Woollers_etal,2007
Cathormion umbellatum,species,Cathormion umbellatum,C3,-28.88,NA,21.0649006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Catostemma fragrans,species,Catostemma fragrans,C3,-30.4,NA,22.5215379850688,5.33,-52.83,1998,NA,Bonal_etal,2000
Catostemma,genus,Catostemma sp.,C3,-31.16,NA,23.6739189853574,8.5,-71,1981,NA,Korner_etal,1988
Caustis recurvata,species,Caustis recurvata,C3,-28.29,NA,20.4648092463352,-26.85,153,1994,NA,unpub,NA
Cayratia,genus,Cayratia sp,C3,-32.02,NA,24.2049006301359,-12.65,132.92,1994,NA,Schmidt et al,NA
Ceanothus crassifolius,species,Ceanothus crassifolius,C3,-25.07025236,NA,17.1277049255558,34.5,-119.82,2004,NA,Bhaskar_etal,2007
Ceanothus megacarpus,species,Ceanothus megacarpus,C3,NA,19.5,19.5,34.05,-118.72,1992,NA,KolbandDavis,1994
Ceanothus,genus,Ceanothus sp.,C3,-26.1,NA,18.4827521244718,37.23,-110.85,1990,NA,Flanagan_etal,1997
Cecropia longipes,species,Cecropia longipes,C3,-25.925,NA,18.1448176752456,8.97,-79.38,1994,NA,ParqueNaturalMetropolitano,2002
Cecropia metensis,species,Cecropia peltata,C3,-26.35,NA,18.5698176752456,8.97,-79.38,1994,NA,ParqueNaturalMetropolitano,2002
Cecropia metensis,species,Cecropia peltata,C3,-29.9,NA,22.1641400828125,18.3,-65.783,1993,NA,von_Fischer_etal,1995
Cecropia,genus,Cecropia sp,C3,-34.64,NA,26.6936236648218,-8.45,-63.23,2000,NA,unpub,NA
