family,taxa,spauth,infraspecauth,species3author,thousandseedweight,materialweigheddesc,seedweightnotes,weightprecision,refdesc,refshort
LEGUMINOSAE-PAPILIONOIDEAE,Platylobium parviflorum,Sm.,,,5.9684,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Podolobium aciculiferum,F.Muell.,,,4.5632,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Podolobium aestivum,Crisp & P.H.Weston,,,3.0016,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Podolobium alpestre,(F.Muell.) Crisp & P.H.Weston,,,3.7304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Podolobium procumbens,(F.Muell.) F.Muell. ex Crisp & P.H.Weston,,,4.1072,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea aristata,Sieber ex DC.,,,5.892,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea benthamii,F.Muell.,,,5.0976,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea blakelyi,Joy Thomps.,,,2.3908,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea calycina subsp. proxena,(Trucz.) Benth.,Orthia & Chappill,,1.89,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea canaliculata,F.Muell.,,,3.2168,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea canaliculata,F.Muell.,,,2.374,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea cinerascens,Maiden & Betche,,,3.15,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea costata,H.B.Will.,,,3.2824,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea costata,H.B.Will.,,,3.792,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea craigiana,"C.F.Wilkins, Orthia & Crisp",,,1.412,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daltonii,H.B.Will.,,,1.696,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,2.829,Seed,oven dry,3,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,4.3,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,5.39,Seed,air-dry seeds,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,3.3304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,3.9368,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea daphnoides,J.C.Wendl.,,,5.6448,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea dargilensis,Corrick & N.G.Walsh,,,5.5596,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea densifolia,F.Muell.,,,1.142,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea dentata,Labill.,,,0.8408,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea euchila,DC.,,,6.618,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea euchila,DC.,,,9.528,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea fasciculata,Benth.,,,2.0088,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea ferruginea,Rudge,,,5.084,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea flexilis,Sm.,,,4.9,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea flexilis,Sm.,,,6.21,Seed,air-dry seeds,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea flexilis,Sm.,,,6.67,Seed,oven dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea flexilis,Sm.,,,5.7884,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea foliolosa,A.Cunn. ex Benth.,,,2.4188,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea glabra,Benth.,,,3.7,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea glabra,Benth.,,,2.9536,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea graveolens,Tate,,,3.9412,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea graveolens,Tate,,,3.6732,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea gunnii subsp. gunnii,Benth.,,,1.9336,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea gunnii subsp. tuberculata,Benth.,Corrick,,1.85476,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea hartmannii,F.Muell.,,,4.144,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea hispidula,R.Br. ex Benth.,,,1.5268,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea humilis,Benth. ex Hook.f.,,,3.3844,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea involucrata,Benth.,,,2.3284,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea juniperina,Labill.,,,3.3352,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea juniperina,Labill.,,,5.4552,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea kraehenbuehlii,P.J.Lang,,,5.504,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea largiflorens,F.Muell. ex Benth.,,,3.1888,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea linophylla,Schrad.,,,5.3,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea linophylla,Schrad.,,,6.219,Seed excluding 'dispersal structures',Dry weight.,3,"Henery, M.L. and Westoby, M. 2001. Seed mass and seed nutrient content as predictors of seed output variation between species. Oikos, 92:479-490.","(Henery & Westoby, 2001)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea linophylla,Schrad. & J.C.Wendl.,,,3.0296,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea linophylla,Schrad. & J.C.Wendl.,,,3.5796,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea luehmannii,Maiden,,,1.5404,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea maritima,de Kok,,,2.6267241,Seed,*Seed weights reported may include minor covering structures,7,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea microphylla,Sieber ex DC.,,,3.58,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea millarii var. angustifolia,F.M.Bailey,H.B.Will.,,4.268,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea mollis,Lindl.,,,2.4468,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea mollis,Lindl.,,,2.1428,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea muelleri,Benth.,,,0.48912,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea myrtoides,A.Cunn. ex Benth.,,,2.0048,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea parviflora,Sieber ex DC.,,,4.2536,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea patellifolia,H.B.Will.,,,3.01768,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea pedunculata,Hook.,,,2.2524,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea pedunculata,Hook.,,,2.5612,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea penna,de Kok,,,1.82,Seed,*Seed weights reported may include minor covering structures,2,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea petiolaris,A.Cunn. ex Benth.,,,4.4656,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea pinifolia,Meisn.,,,9.039044,Seed,*Seed weights reported may include minor covering structures,6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea polifolia,A.Cunn.,,,2.4,Seed,SE=0.1; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea procumbens,A.Cunn.,,,2.5948,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea prolifera,H.B.Will.,,,1.4304,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea prostrata,Benth. ex Hook.f.,,,2.6428,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea pycnocephala,F.Muell. ex Benth.,,,1.5228,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea radiata,H.B.Will.,,,1.52332,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea reflexifolia,(J.H.Willis) de Kok,,,4.5264,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea retusa,Sm.,,,5.9,Seed,air-dry seeds,1,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea retusa,Sm.,,,1.7968,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea retusa,Sm.,,,2.8248,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea retusa,Sm.,,,2.1608,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea rosmarinifolia,Lindl.,,,3.0564,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea rostrata,de Kok,,,3.8104,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea scabra,R.Br.,,,2.792,Seed,*Seed weights reported may include minor covering structures,3,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea skinneri,F.Muell.,,,27.30452,Seed,*Seed weights reported may include minor covering structures,5,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea spinosa,(DC.) H.B.Will.,,,11.433913,Seed,*Seed weights reported may include minor covering structures,6,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea stipularis,Sm.,,,9.26,Seed,oven dry,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea stipularis,Sm.,,,9.4,Seed,SE=0.3; average weight of 30 air-dry seeds.,1,"Auld, T.D. and O’Connell, M.A. 1991. Predicting patterns of post-fire germination in 35 eastern Australian Fabaceae. Australian Journal of Ecology, 16:53-70.","(Auld & O'Connell, 1991)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea stipularis,Sm.,,,10.037,Seed excluding 'dispersal structures',Dry weight.,3,"Henery, M.L. and Westoby, M. 2001. Seed mass and seed nutrient content as predictors of seed output variation between species. Oikos, 92:479-490.","(Henery & Westoby, 2001)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea stipularis,Sm.,,,10.25,Seed,air-dry seeds,2,"Moles, A.T, and Westoby, M. 2003. Do large seeds suffer higher levels of pre- or post-dispersal seed predation than small seeds? Ecology, 84:3148-3161.","(Moles & Westoby, 2003)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea subalpina,(F.Muell.) Druce,,,4.0808,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea subalpina,(F.Muell.) Druce,,,3.3492,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea subspicata,Benth.,,,2.3644,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea subspicata,Benth.,,,2.7476,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea tarik,de Kok,,,3.8456,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea trifida,J.M.Black,,,2.1444,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea trinervis,J.M.Black,,,2.4884,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea verruculosa,Turcz.,,,1.0804,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea villifera var. glabrescens,Sieber ex DC.,J.M.Black,,4.4388,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea villosa,Willd.,,,1.6032,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea viscidula,Tate,,,1.6136,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
LEGUMINOSAE-PAPILIONOIDEAE,Pultenaea weindorferi,Reader,,,2.2572,Seed,*Seed weights reported may include minor covering structures,4,"RBG Kew, Wakehurst Place.","(RBG Kew, Wakehurst Place)"
