Species,Temp,CO2,Potnum,Replicate,AirSpace (%),Pali (%),Pali2Air,EpiT (um),LaminaT (um),PaliCellL (um),PaliCellW (um),PaliLayNum,EpiDen (mm-2),StomDen (mm-2),SI (%)
E. sideroxylon,Amb,400,168,2,,,,,259.213,29.88146,10.18454,,,,
E. sideroxylon,Amb,400,168,2,,,,,,33.65817,7.769399,,,,
E. sideroxylon,Amb,400,168,2,,,,,,33.16638,8.343043,,,,
E. sideroxylon,Amb,400,168,2,,,,,,28.44749,8.782799,,,,
E. sideroxylon,Amb,400,168,2,,,,,,44.05538,7.500376,,,,
E. sideroxylon,Amb,400,168,2,,,,,,32.51489,10.13963,,,,
E. sideroxylon,Amb,400,168,2,,,,,,33.78675,6.755999,,,,
E. sideroxylon,Amb,400,168,2,,,,,,35.18961,8.107199,,,,
E. sideroxylon,Amb,400,168,2,,,,,,35.96578,7.769399,,,,
E. sideroxylon,Amb,400,168,2,,,,,,34.22465,7.798717,,,,
E. sideroxylon,Amb,400,168,2,,,,,,34.89818,6.889794,,,,
E. sideroxylon,Amb,400,168,2,,,,,,30.07179,8.451752,,,,
E. sideroxylon,Amb,400,168,2,,,,,,35.62949,7.769399,,,,
E. sideroxylon,Amb,400,168,2,,,,,,33.87613,10.49357,,,,
E. sideroxylon,Amb,400,168,2,,,,,,34.93087,9.145587,,,,
E. sideroxylon,Amb,400,168,2,,,,,,31.10696,8.808745,,,,
E. sideroxylon,Amb,400,168,2,,,,,,33.11129,7.416228,,,,
E. sideroxylon,Amb,400,168,2,,,,,,38.6039,9.126852,,,,
E. sideroxylon,Amb,400,168,2,,,,,,39.80453,5.752526,,,,
E. sideroxylon,Amb,400,168,2,,,,,,34.40257,6.764439,,,,
E. sideroxylon,Amb,400,168,2,,,,,,32.47275,7.769399,,,,
E. sideroxylon,Amb,400,168,2,,,,,,37.90742,9.848476,,,,
E. sideroxylon,Amb,400,168,2,,,,,,31.43174,7.769399,,,,
E. sideroxylon,Amb,400,168,2,,,,,,34.87365,7.093799,,,,
E. sideroxylon,Amb,400,168,2,,,,,,31.4154,7.093799,,,,
E. sideroxylon,Amb,400,168,2,,,,,,38.64083,10.73545,,,,
E. sideroxylon,Amb,400,172,1,27.97779128,72.02220872,2.574263565,18.04609,266.2001,33.86265,10.16211,5,1493.421053,217.1052632,12.69230769
E. sideroxylon,Amb,400,172,1,33.24034165,66.75965835,2.008392665,17.62918,248.6657,37.16414,11.22899,5,1381.578947,197.3684211,12.5
E. sideroxylon,Amb,400,172,1,35.87421535,64.12578465,1.787517414,17.28766,252.7647,44.92866,8.769797,5,1407.894737,190.7894737,11.93415638
E. sideroxylon,Amb,400,172,1,34.27203686,65.72796314,1.917830662,18.59388,257.4922,41.56175,10.8096,5,1769.736842,263.1578947,12.94498382
E. sideroxylon,Amb,400,172,1,27.81615043,72.18384957,2.595033764,18.72689,256.8781,43.58798,11.04456,5,1447.368421,256.5789474,15.05791506
E. sideroxylon,Amb,400,172,1,,,,18.64529,233.0692,42.57486,10.18454,,1664.473684,269.7368421,13.94557823
E. sideroxylon,Amb,400,172,1,,,,16.26083,227.0066,40.57117,13.51622,,,,
E. sideroxylon,Amb,400,172,1,,,,17.0254,239.1834,44.97309,11.1474,,,,
E. sideroxylon,Amb,400,172,1,,,,18.53105,227.4034,41.07431,11.82782,,,,
E. sideroxylon,Amb,400,172,1,,,,20.12266,232.69,48.22856,10.47725,,,,
E. sideroxylon,Amb,400,172,1,,,,,224.2992,34.65538,10.81488,,,,
E. sideroxylon,Amb,400,172,1,,,,,220.9222,38.52253,7.798717,,,,
E. sideroxylon,Amb,400,172,1,,,,,222.948,37.12266,9.458399,,,,
E. sideroxylon,Amb,400,172,1,,,,,224.3816,40.19819,10.4718,,,,
E. sideroxylon,Amb,400,172,1,,,,,237.8198,39.53558,9.726058,,,,
E. sideroxylon,Amb,400,172,1,,,,,242.5441,43.76433,10.18454,,,,
E. sideroxylon,Amb,400,172,1,,,,,239.1633,37.8351,8.451752,,,,
E. sideroxylon,Amb,400,172,1,,,,,224.9748,32.4288,10.18454,,,,
E. sideroxylon,Amb,400,172,1,,,,,236.4754,34.32287,10.90419,,,,
E. sideroxylon,Amb,400,172,1,,,,,238.4868,41.97428,8.841071,,,,
E. sideroxylon,Amb,400,172,1,,,,,229.0373,35.82113,9.796199,,,,
E. sideroxylon,Amb,400,172,1,,,,,237.8265,32.15494,8.451752,,,,
E. sideroxylon,Amb,400,172,1,,,,,226.3623,38.84112,11.49016,,,,
E. sideroxylon,Amb,400,172,1,,,,,236.5073,43.50412,8.47198,,,,
E. sideroxylon,Amb,400,172,1,,,,,229.6503,39.21536,13.67986,,,,
E. sideroxylon,Amb,400,172,1,,,,,,38.35183,10.79375,,,,
E. sideroxylon,Amb,400,172,1,,,,,,38.54622,11.1474,,,,
E. sideroxylon,Amb,400,172,1,,,,,,43.27137,10.40621,,,,
E. sideroxylon,Amb,400,172,1,,,,,,31.75499,9.819467,,,,
E. sideroxylon,Amb,400,172,1,,,,,,36.16984,11.71148,,,,
E. sideroxylon,Amb,400,172,1,,,,,,40.5374,9.796199,,,,
E. sideroxylon,Amb,400,172,1,,,,,,45.48398,11.16785,,,,
E. sideroxylon,Amb,400,172,1,,,,,,38.85287,9.126852,,,,
E. sideroxylon,Amb,400,172,1,,,,,,24.64088,11.16785,,,,
E. sideroxylon,Amb,400,172,1,,,,,,45.32062,10.52072,,,,
E. sideroxylon,Amb,400,172,1,,,,,,44.62285,10.18454,,,,
E. sideroxylon,Amb,400,172,1,,,,,,34.49697,11.22899,,,,
E. sideroxylon,Amb,400,172,1,,,,,,35.1117,8.170291,,,,
E. sideroxylon,Amb,400,172,1,,,,,,37.03033,9.934995,,,,
E. sideroxylon,Amb,400,172,1,,,,,,23.99331,8.866847,,,,
E. sideroxylon,Amb,400,172,1,,,,,,41.02983,12.16549,,,,
E. sideroxylon,Amb,400,172,1,,,,,,33.99046,11.86154,,,,
E. sideroxylon,Amb,400,172,1,,,,,,39.32578,12.53506,,,,
E. sideroxylon,Amb,400,172,1,,,,,,37.88784,9.802021,,,,
E. sideroxylon,Amb,400,172,1,,,,,,40.90868,9.126852,,,,
E. sideroxylon,Amb,400,172,1,,,,,,38.51512,7.431599,,,,
E. sideroxylon,Amb,400,172,1,,,,,,29.24848,9.749494,,,,
E. sideroxylon,Amb,400,172,1,,,,,,38.2177,11.00316,,,,
E. sideroxylon,Amb,400,172,1,,,,,,33.79519,10.90419,,,,
E. sideroxylon,Amb,400,172,1,,,,,,40.96303,11.14228,,,,
E. sideroxylon,Amb,400,172,2,16.71307662,83.28692338,4.983338813,15.46973,232.4073,37.23316,6.228723,5,1289.473684,256.5789474,16.59574468
E. sideroxylon,Amb,400,172,2,27.26481248,72.73518752,2.667731076,15.72809,237.8121,32.94545,9.888946,5,1250,223.6842105,15.17857143
E. sideroxylon,Amb,400,172,2,29.23435083,70.76564917,2.420633507,18.2076,238.4954,32.09277,10.4718,5,1184.210526,243.4210526,17.05069124
E. sideroxylon,Amb,400,172,2,26.64628279,73.35371721,2.752868675,16.91576,229.704,37.37539,10.22368,5,1184.210526,263.1578947,18.18181818
E. sideroxylon,Amb,400,172,2,31.25845576,68.74154424,2.199134364,19.16613,230.6657,32.8518,11.1474,6,1118.421053,223.6842105,16.66666667
E. sideroxylon,Amb,400,172,2,,,,17.68363,225.5108,34.13284,9.613955,,1098.684211,217.1052632,16.5
E. sideroxylon,Amb,400,172,2,,,,19.63572,227.3562,34.53664,9.126852,,,,
E. sideroxylon,Amb,400,172,2,,,,18.17856,223.9917,39.84608,12.38856,,,,
E. sideroxylon,Amb,400,172,2,,,,16.39532,217.8744,37.49732,9.613955,,,,
E. sideroxylon,Amb,400,172,2,,,,19.35627,224.9748,41.85722,10.47725,,,,
E. sideroxylon,Amb,400,172,2,,,,,212.1427,35.82113,8.121262,,,,
E. sideroxylon,Amb,400,172,2,,,,,216.877,32.54295,8.107199,,,,
E. sideroxylon,Amb,400,172,2,,,,,241.1977,33.68697,11.15252,,,,
E. sideroxylon,Amb,400,172,2,,,,,242.5441,41.9362,11.15252,,,,
E. sideroxylon,Amb,400,172,2,,,,,248.6354,41.8763,10.90419,,,,
E. sideroxylon,Amb,400,172,2,,,,,245.266,34.49697,11.66266,,,,
E. sideroxylon,Amb,400,172,2,,,,,229.0642,32.94026,7.125898,,,,
E. sideroxylon,Amb,400,172,2,,,,,219.5793,31.76038,11.50505,,,,
E. sideroxylon,Amb,400,172,2,,,,,220.947,32.94545,8.658492,,,,
E. sideroxylon,Amb,400,172,2,,,,,248.6437,27.53018,9.819467,,,,
E. sideroxylon,Amb,400,172,2,,,,,251.3241,40.92401,8.47198,,,,
E. sideroxylon,Amb,400,172,2,,,,,253.3536,35.91498,8.451752,,,,
E. sideroxylon,Amb,400,172,2,,,,,244.5709,40.20387,8.107199,,,,
E. sideroxylon,Amb,400,172,2,,,,,243.9065,36.18404,8.107199,,,,
E. sideroxylon,Amb,400,172,2,,,,,,36.82019,8.114233,,,,
E. sideroxylon,Amb,400,172,2,,,,,,30.96356,9.848476,,,,
E. sideroxylon,Amb,400,172,2,,,,,,30.29295,10.13963,,,,
E. sideroxylon,Amb,400,172,2,,,,,,31.75499,10.40621,,,,
E. sideroxylon,Amb,400,172,2,,,,,,37.95555,10.60713,,,,
E. sideroxylon,Amb,400,172,2,,,,,,44.28401,11.823,,,,
E. sideroxylon,Amb,400,172,2,,,,,,43.58143,7.703024,,,,
E. sideroxylon,Amb,400,172,2,,,,,,35.80679,6.558889,,,,
E. sideroxylon,Amb,400,172,2,,,,,,36.24548,11.4852,,,,
E. sideroxylon,Amb,400,172,2,,,,,,39.22118,12.20295,,,,
E. sideroxylon,Amb,400,172,2,,,,,,39.91189,12.16549,,,,
E. sideroxylon,Amb,400,172,2,,,,,,36.48865,14.06238,,,,
E. sideroxylon,Amb,400,172,2,,,,,,29.21725,12.85416,,,,
E. sideroxylon,Amb,400,172,2,,,,,,33.648,8.808745,,,,
E. sideroxylon,Amb,400,172,2,,,,,,38.75436,10.18454,,,,
E. sideroxylon,Amb,400,172,2,,,,,,30.88977,8.451752,,,,
E. sideroxylon,Amb,400,172,2,,,,,,37.36165,12.42075,,,,
E. sideroxylon,Amb,400,172,2,,,,,,38.0876,12.23563,,,,
E. sideroxylon,Amb,400,172,2,,,,,,36.97482,11.00316,,,,
E. sideroxylon,Amb,400,172,2,,,,,,37.61884,6.764439,,,,
E. sideroxylon,Amb,400,172,2,,,,,,29.73407,9.749494,,,,
E. sideroxylon,Amb,400,172,2,,,,,,37.87128,14.8632,,,,
E. sideroxylon,Amb,400,172,2,,,,,,35.86411,7.776739,,,,
E. sideroxylon,Amb,400,172,2,,,,,,33.05955,8.505585,,,,
E. sideroxylon,Amb,400,172,2,,,,,,43.26609,13.92785,,,,
E. sideroxylon,Amb,400,172,2,,,,,,49.3558,11.82782,,,,
E. sideroxylon,Amb,400,176,1,39.08813297,60.91186703,1.558321219,17.38151,246.9639,35.87843,8.841071,5,1467.105263,184.2105263,11.15537849
E. sideroxylon,Amb,400,176,1,37.64815147,62.35184853,1.656172909,16.38499,242.657,35.50597,6.427082,5,1605.263158,157.8947368,8.955223881
E. sideroxylon,Amb,400,176,1,25.80432673,74.19567327,2.875319091,17.39652,262.2946,35.6551,7.462245,6,1625,151.3157895,8.518518519
E. sideroxylon,Amb,400,176,1,38.68188057,61.31811943,1.58518972,14.74851,255.6992,34.13284,10.42812,6,1493.421053,217.1052632,12.69230769
E. sideroxylon,Amb,400,176,1,31.70854048,68.29145952,2.153724469,16.86313,256.2528,32.26829,9.318627,6,1486.842105,203.9473684,12.06225681
E. sideroxylon,Amb,400,176,1,,,,14.64648,253.3824,32.17799,7.408531,,1513.157895,243.4210526,13.8576779
E. sideroxylon,Amb,400,176,1,,,,16.58529,238.7966,40.14707,9.819467,,,,
E. sideroxylon,Amb,400,176,1,,,,14.85422,230.9495,32.87785,11.04456,,,,
E. sideroxylon,Amb,400,176,1,,,,16.99073,226.729,36.93159,12.53961,,,,
E. sideroxylon,Amb,400,176,1,,,,15.23206,239.1834,39.09442,8.029413,,,,
E. sideroxylon,Amb,400,176,1,,,,,219.571,33.1199,9.343085,,,,
E. sideroxylon,Amb,400,176,1,,,,,233.0829,29.4584,9.464429,,,,
E. sideroxylon,Amb,400,176,1,,,,,238.4868,34.78027,7.431599,,,,
E. sideroxylon,Amb,400,176,1,,,,,236.4638,35.98006,7.101837,,,,
E. sideroxylon,Amb,400,176,1,,,,,226.3512,29.28747,8.114233,,,,
E. sideroxylon,Amb,400,176,1,,,,,211.48,31.05188,8.356709,,,,
E. sideroxylon,Amb,400,176,1,,,,,231.1549,33.79519,8.545738,,,,
E. sideroxylon,Amb,400,176,1,,,,,217.0401,36.48865,9.176726,,,,
E. sideroxylon,Amb,400,176,1,,,,,228.3738,25.89408,10.73545,,,,
E. sideroxylon,Amb,400,176,1,,,,,226.6202,29.66684,11.04456,,,,
E. sideroxylon,Amb,400,176,1,,,,,233.5114,29.75134,8.356709,,,,
E. sideroxylon,Amb,400,176,1,,,,,233.2503,36.14617,13.66734,,,,
E. sideroxylon,Amb,400,176,1,,,,,238.1458,37.44859,11.86635,,,,
E. sideroxylon,Amb,400,176,1,,,,,254.7899,30.22319,7.798717,,,,
E. sideroxylon,Amb,400,176,1,,,,,231.9818,33.72083,11.00316,,,,
E. sideroxylon,Amb,400,176,1,,,,,,38.91743,8.451752,,,,
E. sideroxylon,Amb,400,176,1,,,,,,39.23718,8.47198,,,,
E. sideroxylon,Amb,400,176,1,,,,,,34.53664,7.477521,,,,
E. sideroxylon,Amb,400,176,1,,,,,,28.02722,9.888946,,,,
E. sideroxylon,Amb,400,176,1,,,,,,30.9783,6.931075,,,,
E. sideroxylon,Amb,400,176,1,,,,,,36.82019,10.49357,,,,
E. sideroxylon,Amb,400,176,1,,,,,,38.18484,8.68481,,,,
E. sideroxylon,Amb,400,176,1,,,,,,32.10344,7.798717,,,,
E. sideroxylon,Amb,400,176,1,,,,,,31.07943,8.107199,,,,
E. sideroxylon,Amb,400,176,1,,,,,,35.59905,8.841071,,,,
E. sideroxylon,Amb,400,176,1,,,,,,29.0822,6.089775,,,,
E. sideroxylon,Amb,400,176,1,,,,,,23.90755,9.120599,,,,
E. sideroxylon,Amb,400,176,1,,,,,,28.38324,8.612243,,,,
E. sideroxylon,Amb,400,176,1,,,,,,38.38603,8.68481,,,,
E. sideroxylon,Amb,400,176,1,,,,,,28.24016,7.462245,,,,
E. sideroxylon,Amb,400,176,1,,,,,,31.21133,7.776739,,,,
E. sideroxylon,Amb,400,176,1,,,,,,31.75499,8.121262,,,,
E. sideroxylon,Amb,400,176,1,,,,,,38.54622,8.545738,,,,
E. sideroxylon,Amb,400,176,1,,,,,,32.44463,7.165819,,,,
E. sideroxylon,Amb,400,176,1,,,,,,32.46396,7.798717,,,,
E. sideroxylon,Amb,400,176,1,,,,,,23.13128,6.889794,,,,
E. sideroxylon,Amb,400,176,1,,,,,,32.82922,6.963924,,,,
E. sideroxylon,Amb,400,176,1,,,,,,35.04339,9.410018,,,,
E. sideroxylon,Amb,400,176,1,,,,,,29.70335,7.165819,,,,
E. sideroxylon,Amb,400,176,1,,,,,,29.18795,7.439272,,,,
E. sideroxylon,Amb,400,176,2,34.62058055,65.37941945,1.888455318,16.47183,299.8842,35.84661,9.848476,5,1375,236.8421053,14.69387755
E. sideroxylon,Amb,400,176,2,27.25422868,72.74577132,2.669155388,19.50129,291.6839,34.56141,8.029413,6,1381.578947,230.2631579,14.28571429
E. sideroxylon,Amb,400,176,2,30.44788226,69.55211774,2.284300666,17.58407,291.6746,28.95243,8.92457,6,1546.052632,263.1578947,14.54545455
E. sideroxylon,Amb,400,176,2,21.65758794,78.34241206,3.617319356,15.00582,305.2934,41.99194,8.225966,6,1296.052632,197.3684211,13.21585903
E. sideroxylon,Amb,400,176,2,22.08338214,77.91661786,3.52829188,16.772,290.0583,36.65869,8.029413,6,1526.315789,236.8421053,13.43283582
E. sideroxylon,Amb,400,176,2,,,,17.95874,280.518,28.86164,7.553436,,1414.473684,197.3684211,12.24489796
E. sideroxylon,Amb,400,176,2,,,,16.17549,272.7098,35.17826,9.673118,,,,
E. sideroxylon,Amb,400,176,2,,,,13.81169,265.3465,29.16839,7.886019,,,,
E. sideroxylon,Amb,400,176,2,,,,15.09471,279.5678,37.40286,7.621114,,,,
E. sideroxylon,Amb,400,176,2,,,,16.09955,266.3484,31.22777,8.782799,,,,
E. sideroxylon,Amb,400,176,2,,,,,267.191,38.58764,9.385734,,,,
E. sideroxylon,Amb,400,176,2,,,,,260.0358,38.26097,8.763289,,,,
E. sideroxylon,Amb,400,176,2,,,,,253.54,37.84716,7.703024,,,,
E. sideroxylon,Amb,400,176,2,,,,,262.0805,30.29295,7.717823,,,,
E. sideroxylon,Amb,400,176,2,,,,,245.845,41.31253,11.18317,,,,
E. sideroxylon,Amb,400,176,2,,,,,250.4098,46.30694,10.73545,,,,
E. sideroxylon,Amb,400,176,2,,,,,241.7572,37.63098,8.47198,,,,
E. sideroxylon,Amb,400,176,2,,,,,237.9647,30.57789,9.819467,,,,
E. sideroxylon,Amb,400,176,2,,,,,245.146,42.59227,10.77788,,,,
E. sideroxylon,Amb,400,176,2,,,,,238.9915,32.73175,7.408531,,,,
E. sideroxylon,Amb,400,176,2,,,,,229.0363,35.32716,8.632094,,,,
E. sideroxylon,Amb,400,176,2,,,,,244.0412,34.6422,9.464429,,,,
E. sideroxylon,Amb,400,176,2,,,,,234.9699,31.27159,9.673118,,,,
E. sideroxylon,Amb,400,176,2,,,,,243.0977,29.00559,10.42812,,,,
E. sideroxylon,Amb,400,176,2,,,,,,27.20076,6.089775,,,,
E. sideroxylon,Amb,400,176,2,,,,,,34.73924,7.886019,,,,
E. sideroxylon,Amb,400,176,2,,,,,,34.50854,7.408531,,,,
E. sideroxylon,Amb,400,176,2,,,,,,25.97548,11.24422,,,,
E. sideroxylon,Amb,400,176,2,,,,,,32.51489,9.126852,,,,
E. sideroxylon,Amb,400,176,2,,,,,,26.17023,8.632094,,,,
E. sideroxylon,Amb,400,176,2,,,,,,42.20878,9.749494,,,,
E. sideroxylon,Amb,400,176,2,,,,,,27.35971,9.013627,,,,
E. sideroxylon,Amb,400,176,2,,,,,,33.5376,11.22899,,,,
E. sideroxylon,Amb,400,176,2,,,,,,32.60076,11.72609,,,,
E. sideroxylon,Amb,400,176,2,,,,,,30.7398,11.86635,,,,
E. sideroxylon,Amb,400,176,2,,,,,,41.81767,12.10908,,,,
E. sideroxylon,Amb,400,176,2,,,,,,28.47355,7.717823,,,,
E. sideroxylon,Amb,400,176,2,,,,,,27.24478,8.121262,,,,
E. sideroxylon,Amb,400,176,2,,,,,,33.26944,7.857026,,,,
E. sideroxylon,Amb,400,176,2,,,,,,31.40268,10.43359,,,,
E. sideroxylon,Amb,400,176,2,,,,,,29.54543,10.91465,,,,
E. sideroxylon,Amb,400,176,2,,,,,,33.05783,7.221338,,,,
E. sideroxylon,Amb,400,176,2,,,,,,26.17677,7.798717,,,,
E. sideroxylon,Amb,400,176,2,,,,,,24.59221,8.029413,,,,
E. sideroxylon,Amb,400,176,2,,,,,,34.46222,8.789292,,,,
E. sideroxylon,Amb,400,176,2,,,,,,29.43321,8.444999,,,,
E. sideroxylon,Amb,400,176,2,,,,,,39.1338,9.848476,,,,
E. sideroxylon,Amb,400,176,2,,,,,,24.74255,8.029413,,,,
E. sideroxylon,Amb,400,176,2,,,,,,35.8291,9.220144,,,,
E. sideroxylon,Amb,400,176,2,,,,,,25.10879,8.225966,,,,
E. sideroxylon,Amb,400,194,1,30.74569605,69.25430395,2.252487758,20.88306,320.2344,44.25179,9.120599,6,1263.157895,243.4210526,16.15720524
E. sideroxylon,Amb,400,194,1,27.31466114,72.68533886,2.661037546,16.80975,307.4046,41.52192,8.121262,6,1203.947368,256.5789474,17.56756757
E. sideroxylon,Amb,400,194,1,26.2915031,73.7084969,2.803510191,19.02654,308.1336,50.36279,10.89372,6,1217.105263,276.3157895,18.50220264
E. sideroxylon,Amb,400,194,1,24.54937867,75.45062133,3.073422848,13.47522,296.7614,36.47145,11.16785,6,1059.210526,223.6842105,17.43589744
E. sideroxylon,Amb,400,194,1,20.10667498,79.89332502,3.973472746,18.92795,307.5434,38.68805,11.62346,6,1052.631579,203.9473684,16.23036649
E. sideroxylon,Amb,400,194,1,,,,17.63472,300.645,26.22033,10.48813,,1157.894737,243.4210526,17.37089202
E. sideroxylon,Amb,400,194,1,,,,20.72832,304.0567,36.24548,8.029413,,,,
E. sideroxylon,Amb,400,194,1,,,,18.28178,302.8165,34.65538,11.93825,,,,
E. sideroxylon,Amb,400,194,1,,,,20.07962,303.6451,41.89264,7.769399,,,,
E. sideroxylon,Amb,400,194,1,,,,16.91086,297.7825,29.05276,8.552412,,,,
E. sideroxylon,Amb,400,194,1,,,,,289.0573,46.99792,11.88077,,,,
E. sideroxylon,Amb,400,194,1,,,,,284.911,45.5667,11.79884,,,,
E. sideroxylon,Amb,400,194,1,,,,,285.4488,35.86411,10.83069,,,,
E. sideroxylon,Amb,400,194,1,,,,,284.2566,37.21323,7.907694,,,,
E. sideroxylon,Amb,400,194,1,,,,,301.116,28.85571,10.75138,,,,
E. sideroxylon,Amb,400,194,1,,,,,275.0223,35.49472,7.703024,,,,
E. sideroxylon,Amb,400,194,1,,,,,267.9135,34.56141,10.52072,,,,
E. sideroxylon,Amb,400,194,1,,,,,278.819,29.09985,7.462245,,,,
E. sideroxylon,Amb,400,194,1,,,,,278.3619,32.28244,10.73013,,,,
E. sideroxylon,Amb,400,194,1,,,,,289.2404,34.79503,9.934995,,,,
E. sideroxylon,Amb,400,194,1,,,,,281.7324,31.9538,8.68481,,,,
E. sideroxylon,Amb,400,194,1,,,,,283.128,33.22997,8.451752,,,,
E. sideroxylon,Amb,400,194,1,,,,,291.316,35.90863,8.632094,,,,
E. sideroxylon,Amb,400,194,1,,,,,300.8878,28.78444,11.18827,,,,
E. sideroxylon,Amb,400,194,1,,,,,316.9024,37.27757,10.81488,,,,
E. sideroxylon,Amb,400,194,1,,,,,,30.8195,9.013627,,,,
E. sideroxylon,Amb,400,194,1,,,,,,35.98006,8.918175,,,,
E. sideroxylon,Amb,400,194,1,,,,,,39.47782,6.955727,,,,
E. sideroxylon,Amb,400,194,1,,,,,,22.02186,8.008068,,,,
E. sideroxylon,Amb,400,194,1,,,,,,45.98548,6.558889,,,,
E. sideroxylon,Amb,400,194,1,,,,,,31.44444,9.367479,,,,
E. sideroxylon,Amb,400,194,1,,,,,,42.56816,10.18454,,,,
E. sideroxylon,Amb,400,194,1,,,,,,44.97309,8.552412,,,,
E. sideroxylon,Amb,400,194,1,,,,,,35.15717,10.4718,,,,
E. sideroxylon,Amb,400,194,1,,,,,,33.82388,10.15649,,,,
E. sideroxylon,Amb,400,194,1,,,,,,40.54725,10.83069,,,,
E. sideroxylon,Amb,400,194,1,,,,,,38.89983,8.114233,,,,
E. sideroxylon,Amb,400,194,1,,,,,,32.15494,8.170291,,,,
E. sideroxylon,Amb,400,194,1,,,,,,26.04567,8.444999,,,,
E. sideroxylon,Amb,400,194,1,,,,,,26.13533,9.458399,,,,
E. sideroxylon,Amb,400,194,1,,,,,,40.88635,7.835211,,,,
E. sideroxylon,Amb,400,194,1,,,,,,42.19255,9.554425,,,,
E. sideroxylon,Amb,400,194,1,,,,,,30.76762,8.1353,,,,
E. sideroxylon,Amb,400,194,1,,,,,,29.09397,8.789292,,,,
E. sideroxylon,Amb,400,194,1,,,,,,35.16042,10.47725,,,,
E. sideroxylon,Amb,400,194,1,,,,,,35.99908,9.095542,,,,
E. sideroxylon,Amb,400,194,1,,,,,,37.15799,10.81488,,,,
E. sideroxylon,Amb,400,194,1,,,,,,35.86411,9.836883,,,,
E. sideroxylon,Amb,400,194,1,,,,,,32.82922,12.16549,,,,
E. sideroxylon,Amb,400,194,1,,,,,,45.65301,7.553436,,,,
E. sideroxylon,Amb,400,194,2,14.73739062,85.26260938,5.785461725,19.43866,302.0234,27.6996,10.8096,5,1460.526316,210.5263158,12.5984252
E. sideroxylon,Amb,400,194,2,14.17085533,85.82914467,6.056737059,15.07008,295.3299,37.34332,11.04456,5,1447.368421,243.4210526,14.39688716
E. sideroxylon,Amb,400,194,2,16.84184858,83.15815142,4.937590492,17.82833,294.5523,30.67104,10.58021,5,1480.263158,243.4210526,14.1221374
E. sideroxylon,Amb,400,194,2,17.87042468,82.12957532,4.595837916,14.3253,288.0061,38.87049,6.427082,6,1717.105263,177.6315789,9.375
E. sideroxylon,Amb,400,194,2,11.63787944,88.36212056,7.592630686,18.00355,274.5605,31.13812,8.444999,6,1506.578947,164.4736842,9.842519685
E. sideroxylon,Amb,400,194,2,,,,16.19874,271.5374,33.78168,11.1474,,1598.684211,190.7894737,10.66176471
E. sideroxylon,Amb,400,194,2,,,,20.96234,276.0394,41.57136,6.497712,,,,
E. sideroxylon,Amb,400,194,2,,,,15.0141,268.2336,25.07923,10.15649,,,,
E. sideroxylon,Amb,400,194,2,,,,20.67044,263.041,38.89983,8.789292,,,,
E. sideroxylon,Amb,400,194,2,,,,19.60338,278.905,32.09277,10.99797,,,,
E. sideroxylon,Amb,400,194,2,,,,,268.3212,46.38696,8.114233,,,,
E. sideroxylon,Amb,400,194,2,,,,,262.2729,54.7288,10.73545,,,,
E. sideroxylon,Amb,400,194,2,,,,,245.6156,47.88664,12.17955,,,,
E. sideroxylon,Amb,400,194,2,,,,,252.4846,34.39925,9.836883,,,,
E. sideroxylon,Amb,400,194,2,,,,,266.4854,40.98949,9.796199,,,,
E. sideroxylon,Amb,400,194,2,,,,,266.7927,30.4095,11.60873,,,,
E. sideroxylon,Amb,400,194,2,,,,,254.3497,29.73407,10.81488,,,,
E. sideroxylon,Amb,400,194,2,,,,,256.2599,35.47543,8.658492,,,,
E. sideroxylon,Amb,400,194,2,,,,,245.8376,38.14598,7.157853,,,,
E. sideroxylon,Amb,400,194,2,,,,,251.1288,32.45693,11.86635,,,,
E. sideroxylon,Amb,400,194,2,,,,,260.1621,42.54939,6.963924,,,,
E. sideroxylon,Amb,400,194,2,,,,,265.6079,38.99798,6.889794,,,,
E. sideroxylon,Amb,400,194,2,,,,,280.3088,33.82219,7.093799,,,,
E. sideroxylon,Amb,400,194,2,,,,,259.3547,36.42762,8.545738,,,,
E. sideroxylon,Amb,400,194,2,,,,,268.7444,41.12983,8.121262,,,,
E. sideroxylon,Amb,400,194,2,,,,,,36.96093,7.101837,,,,
E. sideroxylon,Amb,400,194,2,,,,,,32.68116,10.36226,,,,
E. sideroxylon,Amb,400,194,2,,,,,,36.37119,8.841071,,,,
E. sideroxylon,Amb,400,194,2,,,,,,30.16083,8.943728,,,,
E. sideroxylon,Amb,400,194,2,,,,,,44.23245,9.536494,,,,
E. sideroxylon,Amb,400,194,2,,,,,,40.18542,9.796199,,,,
E. sideroxylon,Amb,400,194,2,,,,,,41.80675,7.59111,,,,
E. sideroxylon,Amb,400,194,2,,,,,,33.88792,9.343085,,,,
E. sideroxylon,Amb,400,194,2,,,,,,33.48993,8.612243,,,,
E. sideroxylon,Amb,400,194,2,,,,,,41.71522,9.22633,,,,
E. sideroxylon,Amb,400,194,2,,,,,,38.02913,9.095542,,,,
E. sideroxylon,Amb,400,194,2,,,,,,31.63078,10.4718,,,,
E. sideroxylon,Amb,400,194,2,,,,,,37.57484,9.422136,,,,
E. sideroxylon,Amb,400,194,2,,,,,,28.40735,10.25711,,,,
E. sideroxylon,Amb,400,194,2,,,,,,28.38324,5.415345,,,,
E. sideroxylon,Amb,400,194,2,,,,,,40.20387,7.769399,,,,
